FeatureID,mz,RT,C,H,O,N,S,P,Cl,Br,B,Se,I,H/C,O/C,N/C,AI-mod,DBE,DBE/C,Formula,ZodiacScore
3026,389.2311692,10.67178029,23,32,5,0,0,0,0,0,0,0,0,1.391304348,0.217391304,0,0.268292683,8,0.347826087,C23H32O5,1
3027,390.2278747,5.298543492,22,31,5,1,0,0,0,0,0,0,0,1.409090909,0.227272727,0.045454545,0.27027027,8,0.363636364,C22H31NO5,1
3028,391.2845346,0.13726581,24,38,4,0,0,0,0,0,0,0,0,1.583333333,0.166666667,0,0.181818182,6,0.25,C24H38O4,1
3029,392.087152,5.93238068,19,22,3,1,0,0,0,1,0,0,0,1.157894737,0.157894737,0.052631579,0.454545455,9.5,0.5,C19H22BrNO3,0.9997998
3030,392.2836177,10.48382329,23,37,4,1,0,0,0,0,0,0,0,1.608695652,0.173913043,0.043478261,0.175,6,0.260869565,C23H37NO4,1
3031,394.3183515,10.9618641,20,43,6,1,0,0,0,0,0,0,0,2.15,0.3,0.05,0,0,0,C20H43NO6,1
3032,395.12139,5.10091699,17,22,3,4,2,0,0,0,0,0,0,1.294117647,0.176470588,0.235294118,0.368421053,9,0.529411765,C17H22N4O3S2,0.9998999
3033,397.236412,10.83908729,20,32,6,2,0,0,0,0,0,0,0,1.6,0.3,0.1,0.133333333,6,0.3,C20H32N2O6,0.593493493
3034,398.2901903,9.93065536,22,39,5,1,0,0,0,0,0,0,0,1.772727273,0.227272727,0.045454545,0.054054054,4,0.181818182,C22H39NO5,1
3036,401.2675816,10.09466284,19,34,2,6,0,0,0,0,0,0,0,1.789473684,0.105263158,0.315789474,0.166666667,6,0.315789474,C19H34N6O2,0.794094094
3037,402.2675138,3.968391494,15,37,8,4,0,0,0,0,0,0,0,2.466666667,0.533333333,0.266666667,0,-0.5,-0.033333333,C15H37N4O8,0.994294294
3038,404.228815,6.619556215,19,33,8,1,0,0,0,0,0,0,0,1.736842105,0.421052632,0.052631579,0,4,0.210526316,C19H33NO8,1
3039,406.1313993,9.253235816,15,31,5,1,0,2,0,0,0,0,0,2.066666667,0.333333333,0.066666667,0,2,0.133333333,C15H31NO5P2,1
3040,406.2174774,10.01844964,17,31,8,3,0,0,0,0,0,0,0,1.823529412,0.470588235,0.176470588,0,4,0.235294118,C17H31N3O8,1
3041,406.2652166,9.702486233,22,35,4,3,0,0,0,0,0,0,0,1.590909091,0.181818182,0.136363636,0.205882353,7,0.318181818,C22H35N3O4,1
3042,407.2253883,3.978477147,16,37,6,2,0,1,0,0,0,0,0,2.3125,0.375,0.125,0,0,0,C16H37N2O6P,0.951251251
3043,407.2416807,10.6152671,23,34,6,0,0,0,0,0,0,0,0,1.47826087,0.260869565,0,0.2,7,0.304347826,C23H34O6,1
3044,407.2417804,10.99254095,23,34,6,0,0,0,0,0,0,0,0,1.47826087,0.260869565,0,0.2,7,0.304347826,C23H34O6,0.881981982
3045,409.1855156,6.592504097,21,28,8,0,0,0,0,0,0,0,0,1.333333333,0.380952381,0,0.235294118,8,0.380952381,C21H28O8,1
3046,412.7988729,5.355021306,6,7,3,0,6,3,0,0,0,0,0,1.166666667,0.5,0,0,5,0.833333333,C6H7O3P3S6,0.196696697
3047,413.1314615,3.790817856,17,24,4,4,2,0,0,0,0,0,0,1.411764706,0.235294118,0.235294118,0.222222222,8,0.470588235,C17H24N4O4S2,0.647547548
3048,413.2680061,10.2220983,26,36,4,0,0,0,0,0,0,0,0,1.384615385,0.153846154,0,0.291666667,9,0.346153846,C26H36O4,1
3049,413.340624,11.15775354,23,44,4,2,0,0,0,0,0,0,0,1.913043478,0.173913043,0.086956522,0,3,0.130434783,C23H44N2O4,1
3050,414.3039514,5.751229578,17,41,7,4,0,0,0,0,0,0,0,2.411764706,0.411764706,0.235294118,0,-0.5,-0.029411765,C17H41N4O7,1
3051,415.2472769,9.074436961,18,39,8,0,0,1,0,0,0,0,0,2.166666667,0.444444444,0,0,0,0,C18H39O8P,0.982282282
3052,415.2559969,3.802256908,18,38,10,0,0,0,0,0,0,0,0,2.111111111,0.555555556,0,0,0,0,C18H38O10,1
3053,416.252192,3.813664792,17,37,10,1,0,0,0,0,0,0,0,2.176470588,0.588235294,0.058823529,0,0,0,C17H37NO10,1
3054,416.2856284,4.446933649,16,39,8,4,0,0,0,0,0,0,0,2.4375,0.5,0.25,0,-0.5,-0.03125,C16H39N4O8,0.993793794
3055,416.301867,9.599521954,22,41,6,1,0,0,0,0,0,0,0,1.863636364,0.272727273,0.045454545,0,3,0.136363636,C22H41NO6,1
3056,417.3029894,3.894448473,19,38,5,5,0,0,0,0,0,0,0,2,0.263157895,0.263157895,0,3.5,0.184210526,C19H38N5O5,0.995495495
3058,420.3686018,11.08418293,23,49,5,1,0,0,0,0,0,0,0,2.130434783,0.217391304,0.043478261,0,0,0,C23H49NO5,1
3059,421.2386088,4.443474541,22,32,6,2,0,0,0,0,0,0,0,1.454545455,0.272727273,0.090909091,0.235294118,8,0.363636364,C22H32N2O6,0.984384384
3060,421.3523574,11.06743117,23,48,6,0,0,0,0,0,0,0,0,2.086956522,0.260869565,0,0,0,0,C23H48O6,1
3061,422.3481446,11.23623189,22,47,6,1,0,0,0,0,0,0,0,2.136363636,0.272727273,0.045454545,0,0,0,C22H47NO6,1
3062,423.2008551,4.138154158,23,26,4,4,0,0,0,0,0,0,0,1.130434783,0.173913043,0.173913043,0.529411765,13,0.565217391,C23H26N4O4,0.624724725
3063,423.2368587,7.634206421,21,36,7,0,0,0,0,0,0,0,0,1.714285714,0.333333333,0,0.028571429,4,0.19047619,C21H36O7,1
3064,424.3266171,9.198678053,21,45,7,1,0,0,0,0,0,0,0,2.142857143,0.333333333,0.047619048,0,0,0,C21H45NO7,1
3065,425.3110528,7.019995584,21,44,8,0,0,0,0,0,0,0,0,2.095238095,0.380952381,0,0,0,0,C21H44O8,1
3066,428.2501097,9.70230557,20,29,2,9,0,0,0,0,0,0,0,1.45,0.1,0.45,0.55,11,0.55,C20H29N9O2,0.396596597
3067,429.2633228,8.094789775,26,36,5,0,0,0,0,0,0,0,0,1.384615385,0.192307692,0,0.276595745,9,0.346153846,C26H36O5,1
3068,429.282715,9.198991542,24,36,3,4,0,0,0,0,0,0,0,1.5,0.125,0.166666667,0.297297297,9,0.375,C24H36N4O3,1
3069,430.1393543,5.082593079,16,25,5,5,0,2,0,0,0,0,0,1.5625,0.3125,0.3125,0.307692308,8,0.5,C16H25N5O5P2,0.932532533
3070,430.3006875,4.926452742,17,41,8,4,0,0,0,0,0,0,0,2.411764706,0.470588235,0.235294118,0,-0.5,-0.029411765,C17H41N4O8,0.826426426
3071,431.2995792,10.2016474,24,38,3,4,0,0,0,0,0,0,0,1.583333333,0.125,0.166666667,0.243243243,8,0.333333333,C24H38N4O3,0.991091091
3072,432.2395215,9.665168731,24,33,6,1,0,0,0,0,0,0,0,1.375,0.25,0.041666667,0.275,9,0.375,C24H33NO6,0.898298298
3073,435.1401274,9.937789182,16,24,6,6,0,0,0,0,0,0,0,1.5,0.375,0.375,0.285714286,8,0.5,C16H24N6O6,0.974774775
3074,437.1937161,9.665157665,19,33,9,0,0,1,0,0,0,0,0,1.736842105,0.473684211,0,0,4,0.210526316,C19H33O9P,0.999199199
3075,437.2735503,3.75491772,22,36,5,4,0,0,0,0,0,0,0,1.636363636,0.227272727,0.181818182,0.161290323,7,0.318181818,C22H36N4O5,0.321221221
3076,438.2100301,4.136576592,16,32,7,5,0,1,0,0,0,0,0,2,0.4375,0.3125,0,4,0.25,C16H32N5O7P,0.538338338
3077,438.2912715,5.497812255,19,35,3,9,0,0,0,0,0,0,0,1.842105263,0.157894737,0.473684211,0.117647059,7,0.368421053,C19H35N9O3,0.659159159
3078,438.3432186,10.88754433,22,47,7,1,0,0,0,0,0,0,0,2.136363636,0.318181818,0.045454545,0,0,0,C22H47NO7,1
3079,439.2317514,6.66766892,23,34,8,0,0,0,0,0,0,0,0,1.47826087,0.347826087,0,0.157894737,7,0.304347826,C23H34O8,1
3080,440.260406,6.518289114,23,38,5,1,0,1,0,0,0,0,0,1.652173913,0.217391304,0.043478261,0.135135135,6,0.260869565,C23H38NO5P,0.776176176
3081,440.2601486,6.768975888,23,37,7,1,0,0,0,0,0,0,0,1.608695652,0.304347826,0.043478261,0.108108108,6,0.260869565,C23H37NO7,1
3082,440.3379652,11.17073116,25,45,5,1,0,0,0,0,0,0,0,1.8,0.2,0.04,0.046511628,4,0.16,C25H45NO5,0.997797798
3083,443.3140123,10.65094552,23,42,6,2,0,0,0,0,0,0,0,1.826086957,0.260869565,0.086956522,0,4,0.173913043,C23H42N2O6,1
3084,444.3121978,5.871490767,27,41,4,1,0,0,0,0,0,0,0,1.518518519,0.148148148,0.037037037,0.229166667,8,0.296296296,C27H41NO4,1
3085,444.314339,10.41895383,18,44,6,4,0,1,0,0,0,0,0,2.444444444,0.333333333,0.222222222,0,-0.5,-0.027777778,C18H44N4O6P,0.990690691
3086,445.3297573,10.47436846,15,42,6,9,0,0,0,0,0,0,0,2.8,0.4,0.6,0,-0.5,-0.033333333,C15H42N9O6,0.996296296
3087,446.2939515,4.195884425,17,41,9,4,0,0,0,0,0,0,0,2.411764706,0.529411765,0.235294118,0,-0.5,-0.029411765,C17H41N4O9,0.994294294
3089,448.2729335,10.26502308,25,37,6,1,0,0,0,0,0,0,0,1.48,0.24,0.04,0.214285714,8,0.32,C25H37NO6,0.885985986
3090,448.2712396,10.585602,20,37,8,3,0,0,0,0,0,0,0,1.85,0.4,0.15,0,4,0.2,C20H37N3O8,0.917717718
3091,450.2112567,9.086202832,19,27,6,7,0,0,0,0,0,0,0,1.421052632,0.315789474,0.368421053,0.388888889,10,0.526315789,C19H27N7O6,0.583083083
3092,451.2317955,8.223414263,17,33,3,8,0,1,0,0,0,0,0,1.941176471,0.176470588,0.470588235,0,6,0.352941176,C17H33N8O3P,0.311511512
3093,453.0135629,5.382284463,13,17,6,4,3,1,0,0,0,0,0,1.307692308,0.461538462,0.307692308,0,8,0.615384615,C13H17N4O6PS3,0.388088088
3094,453.2113612,6.750423561,23,32,9,0,0,0,0,0,0,0,0,1.391304348,0.391304348,0,0.189189189,8,0.347826087,C23H32O9,0.995095095
3095,453.2451612,10.57918688,20,32,6,6,0,0,0,0,0,0,0,1.6,0.3,0.3,0.181818182,8,0.4,C20H32N6O6,0.998598599
3097,455.0111594,5.378940115,19,18,5,0,4,0,0,0,0,0,0,0.947368421,0.263157895,0,0.36,11,0.578947368,C19H18O5S4,0.615315315
3098,456.1894124,7.583290646,21,29,10,1,0,0,0,0,0,0,0,1.380952381,0.476190476,0.047619048,0.166666667,8,0.380952381,C21H29NO10,0.53003003
3099,456.2962122,10.47224323,24,41,7,1,0,0,0,0,0,0,0,1.708333333,0.291666667,0.041666667,0.051282051,5,0.208333333,C24H41NO7,1
3100,456.3330264,10.99253993,25,45,6,1,0,0,0,0,0,0,0,1.8,0.24,0.04,0.023809524,4,0.16,C25H45NO6,0.999499499
3101,457.3108712,10.8967001,21,40,5,6,0,0,0,0,0,0,0,1.904761905,0.238095238,0.285714286,0,5,0.238095238,C21H40N6O5,0.925025025
3102,457.3295903,10.77158923,24,44,6,2,0,0,0,0,0,0,0,1.833333333,0.25,0.083333333,0,4,0.166666667,C24H44N2O6,1
3103,457.3484402,4.0456713,22,44,4,6,0,0,0,0,0,0,0,2,0.181818182,0.272727273,0,4,0.181818182,C22H44N6O4,0.772772773
3104,459.2837591,4.024821081,16,38,9,6,0,0,0,0,0,0,0,2.375,0.5625,0.375,0,1,0.0625,C16H38N6O9,0.28018018
3105,460.238523,4.017839845,18,37,12,1,0,0,0,0,0,0,0,2.055555556,0.666666667,0.055555556,0,1,0.055555556,C18H37NO12,1
3106,460.2774348,4.029629888,18,42,8,3,0,1,0,0,0,0,0,2.333333333,0.444444444,0.166666667,0,0,0,C18H42N3O8P,0.872972973
3107,460.2715445,10.61256183,22,33,4,7,0,0,0,0,0,0,0,1.5,0.181818182,0.318181818,0.346153846,10,0.454545455,C22H33N7O4,0.803103103
3108,460.2722138,10.80327673,22,33,4,7,0,0,0,0,0,0,0,1.5,0.181818182,0.318181818,0.346153846,10,0.454545455,C22H33N7O4,0.889289289
3109,460.3115845,4.645953545,18,43,9,4,0,0,0,0,0,0,0,2.388888889,0.5,0.222222222,0,-0.5,-0.027777778,C18H43N4O9,0.761961962
3111,462.286671,10.76637617,21,39,8,3,0,0,0,0,0,0,0,1.857142857,0.380952381,0.142857143,0,4,0.19047619,C21H39N3O8,0.80970971
3113,463.3033758,11.58840237,23,38,4,6,0,0,0,0,0,0,0,1.652173913,0.173913043,0.260869565,0.2,8,0.347826087,C23H38N6O4,0.462762763
3114,464.3396876,11.57451028,27,45,5,1,0,0,0,0,0,0,0,1.666666667,0.185185185,0.037037037,0.127659574,6,0.222222222,C27H45NO5,1
3115,464.4311429,12.63978972,24,55,4,4,0,0,0,0,0,0,0,2.291666667,0.166666667,0.166666667,0,-0.5,-0.020833333,C24H55N4O4,1
3116,465.2648531,4.653334603,13,38,7,9,1,0,0,0,0,0,0,2.923076923,0.538461538,0.692307692,0,-0.5,-0.038461538,C13H38N9O7S,0.700900901
3117,465.3373035,9.711819392,31,44,3,0,0,0,0,0,0,0,0,1.419354839,0.096774194,0,0.288135593,10,0.322580645,C31H44O3,0.276576577
3118,467.2623217,10.74846373,21,34,6,6,0,0,0,0,0,0,0,1.619047619,0.285714286,0.285714286,0.166666667,8,0.380952381,C21H34N6O6,0.997897898
3119,467.279346,10.52544105,22,43,8,0,0,1,0,0,0,0,0,1.954545455,0.363636364,0,0,2,0.090909091,C22H43O8P,1
3121,469.3385354,4.54729553,24,44,5,4,0,0,0,0,0,0,0,1.833333333,0.208333333,0.166666667,0.028571429,5,0.208333333,C24H44N4O5,1
3123,469.3956715,11.76230729,27,52,4,2,0,0,0,0,0,0,0,1.925925926,0.148148148,0.074074074,0,3,0.111111111,C27H52N2O4,1
3126,470.3325343,6.600276453,23,43,5,5,0,0,0,0,0,0,0,1.869565217,0.217391304,0.217391304,0,5,0.217391304,C23H43N5O5,1
3127,470.3474208,11.21351018,22,49,6,2,1,0,0,0,0,0,0,2.227272727,0.272727273,0.090909091,0,-0.5,-0.022727273,C22H49N2O6S,0.845045045
3128,470.3702123,0.663325261,24,47,4,5,0,0,0,0,0,0,0,1.958333333,0.166666667,0.208333333,0,4,0.166666667,C24H47N5O4,1
3129,471.3152523,4.087674866,19,38,4,10,0,0,0,0,0,0,0,2,0.210526316,0.526315789,0,6,0.315789474,C19H38N10O4,0.996296296
3131,473.3087961,10.56629902,25,44,8,0,0,0,0,0,0,0,0,1.76,0.32,0,0,4,0.16,C25H44O8,1
3132,473.3099793,10.66747217,21,40,6,6,0,0,0,0,0,0,0,1.904761905,0.285714286,0.285714286,0,5,0.238095238,C21H40N6O6,0.784784785
3133,474.2899952,10.59238239,27,39,6,1,0,0,0,0,0,0,0,1.444444444,0.222222222,0.037037037,0.239130435,9,0.333333333,C27H39NO6,0.490690691
3134,474.3504304,11.73876459,24,47,6,3,0,0,0,0,0,0,0,1.958333333,0.25,0.125,0,3,0.125,C24H47N3O6,0.915715716
3138,477.3070685,4.030180677,25,40,5,4,0,0,0,0,0,0,0,1.6,0.2,0.16,0.189189189,8,0.32,C25H40N4O5,0.772772773
3139,479.3321193,11.72036328,24,42,4,6,0,0,0,0,0,0,0,1.75,0.166666667,0.25,0.125,7,0.291666667,C24H42N6O4,0.771771772
3141,481.399619,6.016769562,28,52,4,2,0,0,0,0,0,0,0,1.857142857,0.142857143,0.071428571,0.041666667,4,0.142857143,C28H52N2O4,0.647447447
3142,482.3680236,9.704579414,24,51,8,1,0,0,0,0,0,0,0,2.125,0.333333333,0.041666667,0,0,0,C24H51NO8,0.717917918
3143,482.8608408,10.6785466,8,7,14,0,0,5,0,0,0,0,0,0.875,1.75,0,0,8,1,C8H7O14P5,0.962662663
3144,483.1012325,9.739738014,21,20,10,2,0,0,0,0,0,0,0,0.952380952,0.476190476,0.095238095,0.5,13,0.619047619,C21H20N2O10,0.510710711
3145,483.3528286,7.740843094,24,50,9,0,0,0,0,0,0,0,0,2.083333333,0.375,0,0,0,0,C24H50O9,1
3146,485.2882732,10.71139271,22,45,9,0,0,1,0,0,0,0,0,2.045454545,0.409090909,0,0,1,0.045454545,C22H45O9P,1
3147,485.3337917,4.801027428,24,44,6,4,0,0,0,0,0,0,0,1.833333333,0.25,0.166666667,0,5,0.208333333,C24H44N4O6,1
3148,485.3816013,11.83959167,25,44,0,10,0,0,0,0,0,0,0,1.76,0,0.4,0.266666667,9,0.36,C25H44N10,0.364764765
3149,486.3427667,10.95640484,26,47,7,1,0,0,0,0,0,0,0,1.807692308,0.269230769,0.038461538,0,4,0.153846154,C26H47NO7,0.998098098
3150,486.3629994,11.90035693,19,47,7,7,0,0,0,0,0,0,0,2.473684211,0.368421053,0.368421053,0,0,0,C19H47N7O7,0.536036036
3151,487.3244086,9.697160476,24,48,8,0,0,0,0,0,0,0,0,2,0.333333333,0,0,1,0.041666667,C24H48O8,0.381281281
3153,487.8310074,6.413634648,3,2,14,5,0,5,0,0,0,0,0,0.666666667,4.666666667,1.666666667,0,8,2.666666667,C3H2N5O14P5,0.23043043
3154,488.3218906,10.97198856,25,45,8,1,0,0,0,0,0,0,0,1.8,0.32,0.04,0,4,0.16,C25H45NO8,0.742242242
3155,489.3200271,10.41555889,29,44,6,0,0,0,0,0,0,0,0,1.517241379,0.206896552,0,0.192307692,8,0.275862069,C29H44O6,0.666066066
3156,490.3196212,4.39265818,19,45,10,4,0,0,0,0,0,0,0,2.368421053,0.526315789,0.210526316,0,-0.5,-0.026315789,C19H45N4O10,0.991991992
3157,490.3380322,10.98832204,25,47,8,1,0,0,0,0,0,0,0,1.88,0.32,0.04,0,3,0.12,C25H47NO8,0.978878879
3158,491.3220275,4.603634655,24,44,5,4,0,0,0,0,0,0,0,1.833333333,0.208333333,0.166666667,0.028571429,5,0.208333333,C24H44N4O5,0.591291291
3160,491.3345024,11.96629311,26,38,0,10,0,0,0,0,0,0,0,1.461538462,0,0.384615385,0.5,13,0.5,C26H38N10,0.738338338
3161,491.3746882,10.67184705,26,46,3,6,0,0,0,0,0,0,0,1.769230769,0.115384615,0.230769231,0.135135135,7,0.269230769,C26H46N6O3,0.768268268
3162,492.2807716,6.873807516,23,41,10,1,0,0,0,0,0,0,0,1.782608696,0.434782609,0.043478261,0,4,0.173913043,C23H41NO10,1
3163,492.2812685,6.896539017,23,41,10,1,0,0,0,0,0,0,0,1.782608696,0.434782609,0.043478261,0,4,0.173913043,C23H41NO10,1
3164,492.3509909,3.457377684,24,47,4,5,0,0,0,0,0,0,0,1.958333333,0.166666667,0.208333333,0,4,0.166666667,C24H47N5O4,0.5002002
3165,493.2769245,10.98939721,23,36,6,6,0,0,0,0,0,0,0,1.565217391,0.260869565,0.260869565,0.214285714,9,0.391304348,C23H36N6O6,0.661761762
3166,493.2997685,4.080055122,21,36,4,10,0,0,0,0,0,0,0,1.714285714,0.19047619,0.476190476,0.222222222,9,0.428571429,C21H36N10O4,0.895395395
3167,494.2699245,7.719691801,23,41,11,0,0,0,0,0,0,0,0,1.782608696,0.47826087,0,0,3.5,0.152173913,C23H41O11,0.553153153
3168,494.3228796,10.63617,24,48,7,1,0,1,0,0,0,0,0,2,0.291666667,0.041666667,0,2,0.083333333,C24H48NO7P,1
3169,494.393556,11.17709691,28,51,4,3,0,0,0,0,0,0,0,1.821428571,0.142857143,0.107142857,0.065217391,5,0.178571429,C28H51N3O4,0.998998999
3170,495.2932261,10.97222553,23,38,6,6,0,0,0,0,0,0,0,1.652173913,0.260869565,0.260869565,0.142857143,8,0.347826087,C23H38N6O6,0.972372372
3171,495.382131,11.25653329,28,50,5,2,0,0,0,0,0,0,0,1.785714286,0.178571429,0.071428571,0.063829787,5,0.178571429,C28H50N2O5,1
3172,497.2369888,6.874596631,21,32,8,6,0,0,0,0,0,0,0,1.523809524,0.380952381,0.285714286,0.181818182,9,0.428571429,C21H32N6O8,0.706106106
3173,497.2367842,6.873987971,21,32,8,6,0,0,0,0,0,0,0,1.523809524,0.380952381,0.285714286,0.181818182,9,0.428571429,C21H32N6O8,0.736536537
3174,497.3609499,11.11944788,27,48,6,2,0,0,0,0,0,0,0,1.777777778,0.222222222,0.074074074,0.045454545,5,0.185185185,C27H48N2O6,0.999099099
3176,498.3645812,4.402894434,25,47,5,5,0,0,0,0,0,0,0,1.88,0.2,0.2,0,5,0.2,C25H47N5O5,1
3177,499.3595854,11.4355506,24,50,10,0,0,0,0,0,0,0,0,2.083333333,0.416666667,0,0,0,0,C24H50O10,0.451051051
3178,499.3973877,12.11319514,26,46,0,10,0,0,0,0,0,0,0,1.769230769,0,0.384615385,0.25,9,0.346153846,C26H46N10,0.441541542
3179,500.3583218,10.97920451,27,49,7,1,0,0,0,0,0,0,0,1.814814815,0.259259259,0.037037037,0,4,0.148148148,C27H49NO7,0.597897898
3180,500.3586371,11.1484686,27,49,7,1,0,0,0,0,0,0,0,1.814814815,0.259259259,0.037037037,0,4,0.148148148,C27H49NO7,0.941541542
3181,500.3948447,11.72665399,24,49,4,7,0,0,0,0,0,0,0,2.041666667,0.166666667,0.291666667,0,4,0.166666667,C24H49N7O4,0.495595596
3182,501.2828103,9.799392254,22,45,10,0,0,1,0,0,0,0,0,2.045454545,0.454545455,0,0,1,0.045454545,C22H45O10P,1
3183,501.3199087,10.89174112,30,44,6,0,0,0,0,0,0,0,0,1.466666667,0.2,0,0.222222222,9,0.3,C30H44O6,0.986386386
3184,502.3196073,11.05277969,23,43,7,5,0,0,0,0,0,0,0,1.869565217,0.304347826,0.217391304,0,5,0.217391304,C23H43N5O7,0.971771772
3185,502.3364908,11.07012075,26,47,8,1,0,0,0,0,0,0,0,1.807692308,0.307692308,0.038461538,0,4,0.153846154,C26H47NO8,0.514514515
3186,502.3967171,4.064441257,25,51,5,5,0,0,0,0,0,0,0,2.04,0.2,0.2,0,3,0.12,C25H51N5O5,0.9996997
3187,504.3378196,4.814933702,20,47,10,4,0,0,0,0,0,0,0,2.35,0.5,0.2,0,-0.5,-0.025,C20H47N4O10,0.7
3188,504.335762,11.05487458,24,45,8,3,0,0,0,0,0,0,0,1.875,0.333333333,0.125,0,4,0.166666667,C24H45N3O8,0.946846847
3189,505.3141765,10.92409103,25,40,5,6,0,0,0,0,0,0,0,1.6,0.2,0.24,0.212121212,9,0.36,C25H40N6O5,0.432532533
3190,505.3312699,7.272677279,33,44,4,0,0,0,0,0,0,0,0,1.333333333,0.121212121,0,0.322580645,12,0.363636364,C33H44O4,0.698298298
3191,507.2566226,9.293952353,27,39,7,0,0,1,0,0,0,0,0,1.444444444,0.259259259,0,0.222222222,9,0.333333333,C27H39O7P,0.5
3192,508.2984443,4.910096263,20,39,5,9,0,0,0,0,0,0,0,1.95,0.25,0.45,0,6,0.3,C20H39N9O5,0.374174174
3193,508.4572428,12.62510467,26,59,5,4,0,0,0,0,0,0,0,2.269230769,0.192307692,0.153846154,0,-0.5,-0.019230769,C26H59N4O5,1
3194,509.2197469,4.212289177,18,32,11,6,0,0,0,0,0,0,0,1.777777778,0.611111111,0.333333333,0,6,0.333333333,C18H32N6O11,0.985385385
3195,510.4364637,11.47968409,25,57,6,4,0,0,0,0,0,0,0,2.28,0.24,0.16,0,-0.5,-0.02,C25H57N4O6,1
3196,511.376672,11.20817689,28,50,6,2,0,0,0,0,0,0,0,1.785714286,0.214285714,0.071428571,0.043478261,5,0.178571429,C28H50N2O6,0.992292292
3197,512.3585925,11.01117874,28,49,7,1,0,0,0,0,0,0,0,1.75,0.25,0.035714286,0.042553191,5,0.178571429,C28H49NO7,1
3198,515.4158439,12.63070246,30,58,4,0,1,0,0,0,0,0,0,1.933333333,0.133333333,0,0,2,0.066666667,C30H58O4S,0.997897898
3199,516.3902847,11.41073074,28,53,7,1,0,0,0,0,0,0,0,1.892857143,0.25,0.035714286,0,3,0.107142857,C28H53NO7,0.972072072
3200,517.3333281,10.60892777,23,44,7,6,0,0,0,0,0,0,0,1.913043478,0.304347826,0.260869565,0,5,0.217391304,C23H44N6O7,0.66976977
3201,517.3729032,10.81244123,27,50,4,4,0,0,0,0,0,0,0,1.851851852,0.148148148,0.148148148,0.047619048,5,0.185185185,C27H50N4O4,1
3202,518.2811384,4.857664117,21,43,13,1,0,0,0,0,0,0,0,2.047619048,0.619047619,0.047619048,0,1,0.047619048,C21H43NO13,1
3203,518.3525984,5.263062929,21,49,10,4,0,0,0,0,0,0,0,2.333333333,0.476190476,0.19047619,0,-0.5,-0.023809524,C21H49N4O10,0.702902903
3204,519.2612208,12.75814526,30,30,1,8,0,0,0,0,0,0,0,1,0.033333333,0.266666667,0.720930233,20,0.666666667,C30H30N8O,0.223423423
3205,519.3658682,12.58304856,29,52,6,0,0,0,0,0,0,0,0,1.793103448,0.206896552,0,0.038461538,4,0.137931034,C29H52O6,0.841441441
3206,520.3443977,4.402288363,25,47,5,5,0,0,0,0,0,0,0,1.88,0.2,0.2,0,5,0.2,C25H47N5O5,0.624624625
3207,520.3976579,12.5403451,31,53,5,1,0,0,0,0,0,0,0,1.709677419,0.161290323,0.032258065,0.109090909,6,0.193548387,C31H53NO5,1
3208,520.3976446,12.60406621,31,53,5,1,0,0,0,0,0,0,0,1.709677419,0.161290323,0.032258065,0.109090909,6,0.193548387,C31H53NO5,1
3209,523.3253396,11.07055318,20,42,8,8,0,0,0,0,0,0,0,2.1,0.4,0.4,0,4,0.2,C20H42N8O8,0.504404404
3210,524.4519796,11.60766399,26,59,6,4,0,0,0,0,0,0,0,2.269230769,0.230769231,0.153846154,0,-0.5,-0.019230769,C26H59N4O6,1
3212,525.3929269,11.13765085,29,52,6,2,0,0,0,0,0,0,0,1.793103448,0.206896552,0.068965517,0.041666667,5,0.172413793,C29H52N2O6,0.998198198
3214,529.4075938,11.60619045,26,52,5,6,0,0,0,0,0,0,0,2,0.192307692,0.230769231,0,4,0.153846154,C26H52N6O5,0.965065065
3215,530.3688962,10.93863164,28,51,8,1,0,0,0,0,0,0,0,1.821428571,0.285714286,0.035714286,0,4,0.142857143,C28H51NO8,1
3216,530.3695889,11.29522789,28,51,8,1,0,0,0,0,0,0,0,1.821428571,0.285714286,0.035714286,0,4,0.142857143,C28H51NO8,1
3217,533.2720617,9.868835382,29,41,7,0,0,1,0,0,0,0,0,1.413793103,0.24137931,0,0.244897959,10,0.344827586,C29H41O7P,0.5
3219,534.3114811,10.35062466,19,39,7,11,0,0,0,0,0,0,0,2.052631579,0.368421053,0.578947368,0,6,0.315789474,C19H39N11O7,0.8996997
3220,534.3068429,10.6399824,25,39,6,7,0,0,0,0,0,0,0,1.56,0.24,0.28,0.233333333,10,0.4,C25H39N7O6,0.995795796
3221,534.3462836,4.569531886,19,47,10,7,0,0,0,0,0,0,0,2.473684211,0.526315789,0.368421053,0,0,0,C19H47N7O10,0.742342342
3222,534.3445478,11.01541264,30,47,7,1,0,0,0,0,0,0,0,1.566666667,0.233333333,0.033333333,0.156862745,8,0.266666667,C30H47NO7,1
3223,534.3639894,4.482426037,27,51,9,1,0,0,0,0,0,0,0,1.888888889,0.333333333,0.037037037,0,3,0.111111111,C27H51NO9,0.474074074
3224,534.3761065,10.29463037,31,51,6,1,0,0,0,0,0,0,0,1.64516129,0.193548387,0.032258065,0.12962963,7,0.225806452,C31H51NO6,1
3225,535.3241896,10.93795151,28,48,8,0,0,0,0,0,0,0,0,1.714285714,0.285714286,0,0.041666667,5,0.178571429,C28H48O8,0.973773774
3226,536.2458746,9.448520223,23,33,8,7,0,0,0,0,0,0,0,1.434782609,0.347826087,0.304347826,0.291666667,11,0.47826087,C23H33N7O8,0.903003003
