FeatureID,mz,RT,C,H,O,N,S,P,Cl,Br,B,Se,I,H/C,O/C,N/C,AI-mod,DBE,DBE/C,Formula,ZodiacScore
5082,311.2575017,11.34202899,19,34,3,0,0,0,0,0,0,0,0,1.789473684,0.157894737,0,0.085714286,3,0.157894737,C19H34O3,1
5083,312.1800202,4.265780977,16,25,5,1,0,0,0,0,0,0,0,1.5625,0.3125,0.0625,0.16,5,0.3125,C16H25NO5,1
5084,313.1418402,3.335154817,12,18,5,5,0,0,0,0,0,0,0,1.5,0.416666667,0.416666667,0.333333333,6.5,0.541666667,C12H18N5O5,0.78028028
5085,314.1592503,4.073450356,15,23,6,1,0,0,0,0,0,0,0,1.533333333,0.4,0.066666667,0.136363636,5,0.333333333,C15H23NO6,1
5086,317.210948,8.075986778,20,28,3,0,0,0,0,0,0,0,0,1.4,0.15,0,0.297297297,7,0.35,C20H28O3,1
5087,321.1334225,3.106971812,16,21,3,2,0,1,0,0,0,0,0,1.3125,0.1875,0.125,0.434782609,8,0.5,C16H21N2O3P,0.619019019
5088,325.1392778,3.378299702,15,20,6,2,0,0,0,0,0,0,0,1.333333333,0.4,0.133333333,0.3,7,0.466666667,C15H20N2O6,1
5089,326.1595315,3.47530901,16,23,6,1,0,0,0,0,0,0,0,1.4375,0.375,0.0625,0.208333333,6,0.375,C16H23NO6,1
5090,327.1582955,4.347943923,13,20,5,5,0,0,0,0,0,0,0,1.538461538,0.384615385,0.384615385,0.272727273,6.5,0.5,C13H20N5O5,0.808108108
5091,328.1390375,2.136250145,15,21,7,1,0,0,0,0,0,0,0,1.4,0.466666667,0.066666667,0.19047619,6,0.4,C15H21NO7,1
5092,328.1753261,5.075762041,16,25,6,1,0,0,0,0,0,0,0,1.5625,0.375,0.0625,0.125,5,0.3125,C16H25NO6,1
5093,328.9454768,13.49911968,3,4,18,0,0,0,0,0,0,0,0,1.333333333,6,0,0,2,0.666666667,C3H4O18,1
5094,331.1891492,10.59475166,20,26,4,0,0,0,0,0,0,0,0,1.3,0.2,0,0.333333333,8,0.4,C20H26O4,1
5095,333.1864847,4.452186663,16,28,7,0,0,0,0,0,0,0,0,1.75,0.4375,0,0,3,0.1875,C16H28O7,1
5096,338.930481,0.551685748,4,2,18,0,0,0,0,0,0,0,0,0.5,4.5,0,0,4,1,C4H2O18,1
5097,339.1555918,2.660629075,15,20,2,6,0,0,0,0,0,0,0,1.333333333,0.133333333,0.4,0.625,9,0.6,C15H20N6O2,1
5098,339.2646014,5.083101022,19,34,3,2,0,0,0,0,0,0,0,1.789473684,0.157894737,0.105263158,0.096774194,4,0.210526316,C19H34N2O3,0.999299299
5099,340.1965433,3.992000057,17,27,5,2,0,0,0,0,0,0,0,1.588235294,0.294117647,0.117647059,0.16,5.5,0.323529412,C17H27N2O5,0.993493493
5100,340.3940678,12.37426508,23,49,0,1,0,0,0,0,0,0,0,2.130434783,0,0.043478261,0,0,0,C23H49N,1
5101,342.1913708,5.818008794,17,27,6,1,0,0,0,0,0,0,0,1.588235294,0.352941176,0.058823529,0.115384615,5,0.294117647,C17H27NO6,1
5102,343.1898407,10.31059522,21,26,4,0,0,0,0,0,0,0,0,1.238095238,0.19047619,0,0.368421053,9,0.428571429,C21H26O4,1
5103,344.1706949,3.880851965,16,25,7,1,0,0,0,0,0,0,0,1.5625,0.4375,0.0625,0.086956522,5,0.3125,C16H25NO7,1
5104,344.2551001,2.754669091,17,33,4,3,0,0,0,0,0,0,0,1.941176471,0.235294118,0.176470588,0,3,0.176470588,C17H33N3O4,1
5105,349.1398644,4.761703386,17,20,6,2,0,0,0,0,0,0,0,1.176470588,0.352941176,0.117647059,0.416666667,9,0.529411765,C17H20N2O6,1
5106,349.1648733,4.098881875,15,20,4,6,0,0,0,0,0,0,0,1.333333333,0.266666667,0.4,0.571428571,9,0.6,C15H20N6O4,0.697997998
5107,351.1189751,3.167880518,16,18,7,2,0,0,0,0,0,0,0,1.125,0.4375,0.125,0.428571429,9,0.5625,C16H18N2O7,1
5108,351.3009386,7.56416912,18,40,5,1,0,0,0,0,0,0,0,2.222222222,0.277777778,0.055555556,0,-0.5,-0.027777778,C18H40NO5,0.684084084
5109,353.1709923,3.58408706,18,24,3,3,0,0,0,0,0,0,0,1.333333333,0.166666667,0.166666667,0.407407407,8.5,0.472222222,C18H24N3O3,1
5110,355.1892528,10.03441581,22,26,4,0,0,0,0,0,0,0,0,1.181818182,0.181818182,0,0.4,10,0.454545455,C22H26O4,1
5111,356.207241,4.70103517,18,29,6,1,0,0,0,0,0,0,0,1.611111111,0.333333333,0.055555556,0.107142857,5,0.277777778,C18H29NO6,1
5112,356.9405748,0.546663995,4,4,19,0,0,0,0,0,0,0,0,1,4.75,0,0,3,0.75,C4H4O19,1
5113,356.9406231,13.7217745,4,4,19,0,0,0,0,0,0,0,0,1,4.75,0,0,3,0.75,C4H4O19,1
5114,357.2863324,2.62087364,18,36,3,4,0,0,0,0,0,0,0,2,0.166666667,0.222222222,0,3,0.166666667,C18H36N4O3,1
5115,360.133192,4.377783351,14,22,6,3,0,1,0,0,0,0,0,1.571428571,0.428571429,0.214285714,0.142857143,6,0.428571429,C14H22N3O6P,0.988988989
5116,363.1553448,4.47011334,18,22,6,2,0,0,0,0,0,0,0,1.222222222,0.333333333,0.111111111,0.384615385,9,0.5,C18H22N2O6,0.9998999
5117,363.2519442,9.306003884,22,34,4,0,0,0,0,0,0,0,0,1.545454545,0.181818182,0,0.2,6,0.272727273,C22H34O4,1
5118,364.1771077,7.007934014,14,33,4,1,0,2,0,0,0,0,0,2.357142857,0.285714286,0.071428571,0,0,0,C14H33NO4P2,0.540540541
5119,365.134774,3.545842976,17,20,7,2,0,0,0,0,0,0,0,1.176470588,0.411764706,0.117647059,0.391304348,9,0.529411765,C17H20N2O7,1
5120,375.2165448,6.63943464,22,30,5,0,0,0,0,0,0,0,0,1.363636364,0.227272727,0,0.282051282,8,0.363636364,C22H30O5,1
5121,375.2157272,10.07011023,22,30,5,0,0,0,0,0,0,0,0,1.363636364,0.227272727,0,0.282051282,8,0.363636364,C22H30O5,1
5122,377.1951434,9.245137444,21,28,6,0,0,0,0,0,0,0,0,1.333333333,0.285714286,0,0.277777778,8,0.380952381,C21H28O6,1
5123,378.2290059,8.738280138,21,31,5,1,0,0,0,0,0,0,0,1.476190476,0.238095238,0.047619048,0.228571429,7,0.333333333,C21H31NO5,1
5124,380.1090717,6.07555052,18,24,2,1,0,3,0,0,0,0,0,1.333333333,0.111111111,0.055555556,0.461538462,9,0.5,C18H24NO2P3,0.40970971
5125,388.2480162,4.461884829,18,33,6,3,0,0,0,0,0,0,0,1.833333333,0.333333333,0.166666667,0,4,0.222222222,C18H33N3O6,1
5126,389.1729651,7.658852541,20,24,6,2,0,0,0,0,0,0,0,1.2,0.3,0.1,0.4,10,0.5,C20H24N2O6,1
5127,389.2308929,10.4203774,23,32,5,0,0,0,0,0,0,0,0,1.391304348,0.217391304,0,0.268292683,8,0.347826087,C23H32O5,1
5128,390.0550143,3.970731719,15,20,6,1,0,0,0,1,0,0,0,1.333333333,0.4,0.066666667,0.272727273,6.5,0.433333333,C15H20BrNO6,1
5129,391.1141432,4.101788279,18,24,7,0,0,0,0,0,0,0,0,1.333333333,0.388888889,0,0.24137931,7,0.388888889,C18H24O7,0.964264264
5130,392.053051,3.97099511,16,15,5,3,0,2,0,0,0,0,0,0.9375,0.3125,0.1875,0.823529412,12,0.75,C16H15N3O5P2,0.994894895
5131,394.101649,5.556686586,15,15,8,5,0,0,0,0,0,0,0,1,0.533333333,0.333333333,0.75,11,0.733333333,C15H15N5O8,0.256256256
5132,394.225379,3.839905299,20,31,5,3,0,0,0,0,0,0,0,1.55,0.25,0.15,0.206896552,7,0.35,C20H31N3O5,0.981981982
5133,397.2562459,10.85011622,22,36,6,0,0,0,0,0,0,0,0,1.636363636,0.272727273,0,0.105263158,5,0.227272727,C22H36O6,0.896796797
5134,398.1190796,4.973513672,18,26,3,1,0,3,0,0,0,0,0,1.444444444,0.166666667,0.055555556,0.36,8,0.444444444,C18H26NO3P3,0.994094094
5135,398.1789052,9.678159332,19,28,6,1,0,1,0,0,0,0,0,1.473684211,0.315789474,0.052631579,0.214285714,7,0.368421053,C19H28NO6P,1
5136,398.2176507,8.873936983,17,36,5,1,1,1,0,0,0,0,0,2.117647059,0.294117647,0.058823529,0,1,0.058823529,C17H36NO5PS,0.442242242
5137,399.2525804,9.787635168,25,34,4,0,0,0,0,0,0,0,0,1.36,0.16,0,0.304347826,9,0.36,C25H34O4,1
5138,400.2875014,6.330963335,25,37,3,1,0,0,0,0,0,0,0,1.48,0.12,0.04,0.266666667,8,0.32,C25H37NO3,1
5139,403.2465105,10.24283558,22,36,5,0,0,0,0,0,0,0,0,1.636363636,0.227272727,0,0.128205128,5,0.227272727,C22H36O5,1
5140,405.1584152,2.987333601,15,24,9,4,0,0,0,0,0,0,0,1.6,0.6,0.266666667,0,6,0.4,C15H24N4O9,0.610510511
5141,407.1699757,3.746346936,18,30,8,0,1,0,0,0,0,0,0,1.666666667,0.444444444,0,0,4,0.222222222,C18H30O8S,0.51011011
5142,408.3686129,10.88127109,20,47,4,4,0,0,0,0,0,0,0,2.35,0.2,0.2,0,-0.5,-0.025,C20H47N4O4,0.9996997
5143,413.1806149,3.772537101,20,28,9,0,0,0,0,0,0,0,0,1.4,0.45,0,0.161290323,7,0.35,C20H28O9,1
5144,414.2126131,5.258269751,20,31,8,1,0,0,0,0,0,0,0,1.55,0.4,0.05,0.1,6,0.3,C20H31NO8,0.997997998
5145,415.2471844,9.55249835,25,34,5,0,0,0,0,0,0,0,0,1.36,0.2,0,0.288888889,9,0.36,C25H34O5,1
5146,418.2228912,8.15107106,15,34,5,5,0,1,0,0,0,0,0,2.266666667,0.333333333,0.333333333,0,2,0.133333333,C15H34N5O5P,0.992092092
5147,418.2950653,6.759853542,22,41,7,0,0,0,0,0,0,0,0,1.863636364,0.318181818,0,0,2.5,0.113636364,C22H41O7,0.997197197
5148,421.1853546,4.174166709,18,24,6,6,0,0,0,0,0,0,0,1.333333333,0.333333333,0.333333333,0.444444444,10,0.555555556,C18H24N6O6,0.996696697
5149,421.310492,11.34179155,29,40,2,0,0,0,0,0,0,0,0,1.379310345,0.068965517,0,0.321428571,10,0.344827586,C29H40O2,0.999499499
5150,424.2848811,8.040531684,27,37,3,1,0,0,0,0,0,0,0,1.37037037,0.111111111,0.037037037,0.326530612,10,0.37037037,C27H37NO3,1
5151,430.2047032,7.957280138,21,27,5,5,0,0,0,0,0,0,0,1.285714286,0.238095238,0.238095238,0.444444444,11,0.523809524,C21H27N5O5,0.597997998
5152,435.1788328,3.961978126,17,32,11,0,0,0,0,0,0,0,0,1.882352941,0.647058824,0,0,2,0.117647059,C17H32O11,0.988188188
5153,438.0413337,3.792295257,15,20,8,1,2,1,0,0,0,0,0,1.333333333,0.533333333,0.066666667,0,7,0.466666667,C15H20NO8PS2,1
5154,439.1595773,4.781031438,21,26,10,0,0,0,0,0,0,0,0,1.238095238,0.476190476,0,0.25,9,0.428571429,C21H26O10,1
5155,443.07262,3.257601065,17,21,6,2,0,3,0,0,0,0,0,1.235294118,0.352941176,0.117647059,0.5,10,0.588235294,C17H21N2O6P3,1
5156,444.1869476,6.461787038,19,30,7,3,0,1,0,0,0,0,0,1.578947368,0.368421053,0.157894737,0.130434783,7,0.368421053,C19H30N3O7P,0.729429429
5157,450.2901211,10.22315847,16,31,1,15,0,0,0,0,0,0,0,1.9375,0.0625,0.9375,2,9,0.5625,C16H31N15O,0.419419419
5158,454.2929818,10.12280818,21,44,7,1,0,1,0,0,0,0,0,2.095238095,0.333333333,0.047619048,0,1,0.047619048,C21H44NO7P,1
5159,456.1988041,9.433095435,19,38,5,1,2,1,0,0,0,0,0,2,0.263157895,0.052631579,0,2,0.105263158,C19H38NO5PS2,0.991491491
5160,457.3502722,11.31044132,22,44,4,6,0,0,0,0,0,0,0,2,0.181818182,0.272727273,0,4,0.181818182,C22H44N6O4,0.966066066
5161,464.2812042,7.839183817,32,35,1,2,0,0,0,0,0,0,0,1.09375,0.03125,0.0625,0.508474576,16.5,0.515625,C32H35N2O,0.975475475
5162,465.1594603,5.549393373,19,33,5,2,2,1,0,0,0,0,0,1.736842105,0.263157895,0.105263158,0,5,0.263157895,C19H33N2O5PS2,0.422122122
5163,465.2617992,10.58554434,22,41,8,0,0,1,0,0,0,0,0,1.863636364,0.363636364,0,0,3,0.136363636,C22H41O8P,1
5164,469.1696377,4.570353621,18,24,9,6,0,0,0,0,0,0,0,1.333333333,0.5,0.333333333,0.333333333,10,0.555555556,C18H24N6O9,0.681481481
5165,470.3703494,3.44445353,24,47,4,5,0,0,0,0,0,0,0,1.958333333,0.166666667,0.208333333,0,4,0.166666667,C24H47N5O4,1
5166,477.2097073,8.912957983,22,37,7,0,1,1,0,0,0,0,0,1.681818182,0.318181818,0,0,5,0.227272727,C22H37O7PS,1
5167,478.3276499,10.45983885,17,39,5,11,0,0,0,0,0,0,0,2.294117647,0.294117647,0.647058824,0,4,0.235294118,C17H39N11O5,0.232932933
5168,480.0516135,5.834987465,20,20,7,1,0,3,0,0,0,0,0,1,0.35,0.05,0.6,13,0.65,C20H20NO7P3,0.996296296
5169,482.3265558,9.955959858,22,48,6,3,0,1,0,0,0,0,0,2.181818182,0.272727273,0.136363636,0,1,0.045454545,C22H48N3O6P,0.984284284
5170,484.3497732,3.899566745,24,45,5,5,0,0,0,0,0,0,0,1.875,0.208333333,0.208333333,0,5,0.208333333,C24H45N5O5,1
5171,485.3625865,10.49055198,26,48,6,2,0,0,0,0,0,0,0,1.846153846,0.230769231,0.076923077,0,4,0.153846154,C26H48N2O6,0.978678679
5172,485.3571912,10.72875421,26,48,6,2,0,0,0,0,0,0,0,1.846153846,0.230769231,0.076923077,0,4,0.153846154,C26H48N2O6,0.992992993
5173,487.2883748,10.00460945,25,42,9,0,0,0,0,0,0,0,0,1.68,0.36,0,0.024390244,5,0.2,C25H42O9,1
5174,494.3247589,9.822100697,24,48,7,1,0,1,0,0,0,0,0,2,0.291666667,0.041666667,0,2,0.083333333,C24H48NO7P,1
5175,495.441057,11.31875014,31,58,4,0,0,0,0,0,0,0,0,1.870967742,0.129032258,0,0.034482759,3,0.096774194,C31H58O4,1
5176,501.2830157,9.762962677,22,45,10,0,0,1,0,0,0,0,0,2.045454545,0.454545455,0,0,1,0.045454545,C22H45O10P,1
5177,511.2628638,9.679779514,27,34,6,4,0,0,0,0,0,0,0,1.259259259,0.222222222,0.148148148,0.4,13,0.481481481,C27H34N4O6,0.948048048
5178,516.2782742,2.372186182,21,37,8,7,0,0,0,0,0,0,0,1.761904762,0.380952381,0.333333333,0,7,0.333333333,C21H37N7O8,1
5179,517.1674542,8.300251472,27,24,7,4,0,0,0,0,0,0,0,0.888888889,0.259259259,0.148148148,0.641025641,18,0.666666667,C27H24N4O7,0.697597598
5180,517.372425,10.62262886,24,48,6,6,0,0,0,0,0,0,0,2,0.25,0.25,0,4,0.166666667,C24H48N6O6,0.883583584
5181,521.4565875,11.362863,33,60,4,0,0,0,0,0,0,0,0,1.818181818,0.121212121,0,0.064516129,4,0.121212121,C33H60O4,1
5182,522.3559605,10.29066557,26,52,7,1,0,1,0,0,0,0,0,2,0.269230769,0.038461538,0,2,0.076923077,C26H52NO7P,1
5183,524.3351852,10.56774222,27,45,7,3,0,0,0,0,0,0,0,1.666666667,0.259259259,0.111111111,0.097560976,7,0.259259259,C27H45N3O7,0.408408408
5184,526.2923761,9.940438608,27,44,7,1,0,1,0,0,0,0,0,1.62962963,0.259259259,0.037037037,0.11627907,7,0.259259259,C27H44NO7P,1
5185,526.9417022,7.52829066,20,13,6,2,0,0,2,1,0,0,0,0.65,0.3,0.1,0.766666667,15.5,0.775,C20H13BrCl2N2O6,0.266166166
5186,528.9387789,7.529123233,20,16,5,0,6,0,0,0,0,0,0,0.8,0.25,0,0.391304348,13,0.65,C20H16O5S6,0.064364364
5187,529.2530777,10.74535324,23,36,10,4,0,0,0,0,0,0,0,1.565217391,0.434782609,0.173913043,0.071428571,8,0.347826087,C23H36N4O10,0.974074074
5188,531.3894552,11.01059917,25,50,6,6,0,0,0,0,0,0,0,2,0.24,0.24,0,4,0.16,C25H50N6O6,0.780980981
5189,532.4199454,12.38642034,29,57,7,1,0,0,0,0,0,0,0,1.965517241,0.24137931,0.034482759,0,2,0.068965517,C29H57NO7,1
5190,533.2548293,11.40860269,33,32,3,4,0,0,0,0,0,0,0,0.96969697,0.090909091,0.121212121,0.6,20,0.606060606,C33H32N4O3,0.898398398
5191,533.2723641,9.666073489,29,41,7,0,0,1,0,0,0,0,0,1.413793103,0.24137931,0,0.244897959,10,0.344827586,C29H41O7P,0.5
5192,542.3239623,9.727030147,28,48,7,1,0,1,0,0,0,0,0,1.714285714,0.25,0.035714286,0.066666667,6,0.214285714,C28H48NO7P,0.974074074
5193,547.2704851,12.00507617,34,34,3,4,0,0,0,0,0,0,0,1,0.088235294,0.117647059,0.578947368,20,0.588235294,C34H34N4O3,0.946546547
5194,550.4070137,10.22509952,27,55,8,3,0,0,0,0,0,0,0,2.037037037,0.296296296,0.111111111,0,2,0.074074074,C27H55N3O8,0.5
5195,554.4782061,13.01017714,33,63,5,1,0,0,0,0,0,0,0,1.909090909,0.151515152,0.03030303,0,3,0.090909091,C33H63NO5,1
5196,562.4449805,12.13466104,30,55,3,7,0,0,0,0,0,0,0,1.833333333,0.1,0.233333333,0.093023256,7,0.233333333,C30H55N7O3,0.387487487
5197,564.1072012,6.367106783,20,29,6,5,4,0,0,0,0,0,0,1.45,0.3,0.25,0,9,0.45,C20H29N5O6S4,0.281081081
5198,565.2810371,11.61259672,22,40,11,6,0,0,0,0,0,0,0,1.818181818,0.5,0.272727273,0,6,0.272727273,C22H40N6O11,0.511911912
5199,567.2153281,9.681948904,22,38,9,4,2,0,0,0,0,0,0,1.727272727,0.409090909,0.181818182,0,6,0.272727273,C22H38N4O9S2,0.603003003
5200,573.2674829,8.774097284,28,32,4,10,0,0,0,0,0,0,0,1.142857143,0.142857143,0.357142857,0.6875,18,0.642857143,C28H32N10O4,0.386986987
5201,574.444508,10.90528783,35,59,5,1,0,0,0,0,0,0,0,1.685714286,0.142857143,0.028571429,0.126984127,7,0.2,C35H59NO5,0.913113113
5202,574.4424124,11.87915551,34,57,1,5,0,0,0,0,0,0,0,1.676470588,0.029411765,0.147058824,0.210526316,9,0.264705882,C34H57N5O,0.370570571
5203,579.2968901,12.35329149,23,42,11,6,0,0,0,0,0,0,0,1.826086957,0.47826087,0.260869565,0,6,0.260869565,C23H42N6O11,0.616616617
5204,581.3991723,10.84558369,40,52,3,0,0,0,0,0,0,0,0,1.3,0.075,0,0.350649351,15,0.375,C40H52O3,1
5205,585.3038629,9.952544377,30,49,7,0,1,1,0,0,0,0,0,1.633333333,0.233333333,0,0.081632653,7,0.233333333,C30H49O7PS,0.5
5206,603.1805929,8.512832586,18,32,9,10,0,0,2,0,0,0,0,1.777777778,0.5,0.555555556,0,8,0.444444444,C18H32Cl2N10O9,0.339439439
5208,606.366888,10.21044971,33,51,9,1,0,0,0,0,0,0,0,1.545454545,0.272727273,0.03030303,0.145454545,9,0.272727273,C33H51NO9,0.417817818
5209,606.4718184,11.54935077,33,55,0,11,0,0,0,0,0,0,0,1.666666667,0,0.333333333,0.295454545,12,0.363636364,C33H55N11,0.601201201
5210,606.4718886,11.7736255,31,57,0,11,0,0,0,0,0,0,0,1.838709677,0,0.35483871,0.175,9,0.290322581,C31H57N11,0.335135135
5212,607.4938805,10.13256153,37,66,6,0,0,0,0,0,0,0,0,1.783783784,0.162162162,0,0.058823529,5,0.135135135,C37H66O6,1
5213,614.4517971,8.389048621,36,59,5,3,0,0,0,0,0,0,0,1.638888889,0.138888889,0.083333333,0.163934426,9,0.25,C36H59N3O5,0.394894895
5214,623.2870335,11.30072679,36,38,6,4,0,0,0,0,0,0,0,1.055555556,0.166666667,0.111111111,0.517241379,20,0.555555556,C36H38N4O6,0.349149149
5215,625.4218255,10.83175477,42,56,4,0,0,0,0,0,0,0,0,1.333333333,0.095238095,0,0.325,15,0.357142857,C42H56O4,1
5216,627.1794181,9.257766801,25,42,10,0,0,4,0,0,0,0,0,1.68,0.4,0,0,7,0.28,C25H42O10P4,0.499199199
5217,629.3942013,8.12434031,29,48,4,12,0,0,0,0,0,0,0,1.655172414,0.137931034,0.413793103,0.266666667,12,0.413793103,C29H48N12O4,0.95955956
5218,635.4348148,10.53415334,40,58,6,0,0,0,0,0,0,0,0,1.45,0.15,0,0.243243243,12,0.3,C40H58O6,0.962062062
5219,647.3949357,9.846840666,33,64,2,2,2,2,0,0,0,0,0,1.939393939,0.060606061,0.060606061,0,4,0.121212121,C33H64N2O2P2S2,0.4998999
5220,647.570094,12.09334375,39,72,0,6,0,0,0,0,0,0,0,1.846153846,0,0.153846154,0.121212121,7,0.179487179,C39H72N6,0.448148148
5221,650.4259285,8.569528336,36,59,9,1,0,0,0,0,0,0,0,1.638888889,0.25,0.027777778,0.098360656,8,0.222222222,C36H59NO9,0.830530531
5222,680.3026393,8.759318802,34,52,7,1,0,3,0,0,0,0,0,1.529411765,0.205882353,0.029411765,0.20754717,11,0.323529412,C34H52NO7P3,0.981981982
5223,682.4736095,11.13587578,35,63,8,5,0,0,0,0,0,0,0,1.8,0.228571429,0.142857143,0.019230769,7,0.2,C35H63N5O8,0.13983984
5224,683.5063866,12.4111624,36,62,3,10,0,0,0,0,0,0,0,1.722222222,0.083333333,0.277777778,0.183673469,11,0.305555556,C36H62N10O3,0.453653654
5225,684.2195187,10.02931092,31,45,8,1,0,4,0,0,0,0,0,1.451612903,0.258064516,0.032258065,0.25,12,0.387096774,C31H45NO8P4,0.910610611
5226,687.4286449,11.0876145,37,58,8,4,0,0,0,0,0,0,0,1.567567568,0.216216216,0.108108108,0.172413793,11,0.297297297,C37H58N4O8,0.161061061
5227,689.4221956,12.35422107,34,60,12,2,0,0,0,0,0,0,0,1.764705882,0.352941176,0.058823529,0,6,0.176470588,C34H60N2O12,0.998298298
5228,693.47831,10.75945942,36,68,12,0,0,0,0,0,0,0,0,1.888888889,0.333333333,0,0,3,0.083333333,C36H68O12,0.226226226
5229,695.4706635,12.59367568,39,66,10,0,0,0,0,0,0,0,0,1.692307692,0.256410256,0,0.058823529,7,0.179487179,C39H66O10,1
5230,711.5036898,11.75807622,37,62,4,10,0,0,0,0,0,0,0,1.675675676,0.108108108,0.27027027,0.2,12,0.324324324,C37H62N10O4,0.825225225
5231,712.5012793,11.82499456,39,69,10,1,0,0,0,0,0,0,0,1.769230769,0.256410256,0.025641026,0.015151515,6,0.153846154,C39H69NO10,1
5232,717.5245261,10.89218171,33,72,12,4,0,0,0,0,0,0,0,2.181818182,0.363636364,0.121212121,0,0,0,C33H72N4O12,0.977077077
5233,738.5172474,12.04645271,41,71,10,1,0,0,0,0,0,0,0,1.731707317,0.243902439,0.024390244,0.042857143,7,0.170731707,C41H71NO10,1
5234,744.5621223,11.418056,41,77,10,1,0,0,0,0,0,0,0,1.87804878,0.243902439,0.024390244,0,4,0.097560976,C41H77NO10,1
5235,745.4864341,12.29761676,43,68,10,0,0,0,0,0,0,0,0,1.581395349,0.23255814,0,0.131578947,10,0.23255814,C43H68O10,1
5236,746.5794458,12.91791945,41,79,10,1,0,0,0,0,0,0,0,1.926829268,0.243902439,0.024390244,0,3,0.073170732,C41H79NO10,1
5237,761.4486492,12.63877627,35,64,10,6,1,0,0,0,0,0,0,1.828571429,0.285714286,0.171428571,0,7,0.2,C35H64N6O10S,1
5238,775.5339412,11.76216674,45,74,10,0,0,0,0,0,0,0,0,1.644444444,0.222222222,0,0.1,9,0.2,C45H74O10,0.64004004
5239,786.5132354,11.45843579,45,71,10,1,0,0,0,0,0,0,0,1.577777778,0.222222222,0.022222222,0.141025641,11,0.244444444,C45H71NO10,1
5240,786.5144762,11.48336935,45,71,10,1,0,0,0,0,0,0,0,1.577777778,0.222222222,0.022222222,0.141025641,11,0.244444444,C45H71NO10,1
5241,794.496926,9.627959435,44,72,9,1,0,0,1,0,0,0,0,1.636363636,0.204545455,0.022727273,0.116883117,9.5,0.215909091,C44H72ClNO9,0.298598599
5243,809.5888591,10.57968688,45,80,10,2,0,0,0,0,0,0,0,1.777777778,0.222222222,0.044444444,0.026315789,7,0.155555556,C45H80N2O10,0.658858859
5244,812.5304489,11.4623842,47,73,10,1,0,0,0,0,0,0,0,1.553191489,0.212765957,0.021276596,0.158536585,12,0.255319149,C47H73NO10,1
5245,819.5206795,12.95147949,41,74,14,2,0,0,0,0,0,0,0,1.804878049,0.341463415,0.048780488,0,6,0.146341463,C41H74N2O14,0.437637638
5246,830.1392503,8.745887051,28,51,11,1,4,4,0,0,0,0,0,1.821428571,0.392857143,0.035714286,0,6,0.214285714,C28H51NO11P4S4,0.66036036
5260,159.0061227,9.018554585,9,2,3,0,0,0,0,0,0,0,0,0.222222222,0.333333333,0,1,9,1,C9H2O3,0.787487487
5261,173.0299934,9.843699327,4,4,4,4,0,0,0,0,0,0,0,1,1,1,0,5,1.25,C4H4N4O4,1
5262,176.0135656,8.99335103,8,4,1,2,0,1,0,0,0,0,0,0.5,0.125,0.25,1.444444444,8.5,1.0625,C8H4N2OP,0.926226226
5263,178.1227887,1.175797495,11,15,1,1,0,0,0,0,0,0,0,1.363636364,0.090909091,0.090909091,0.421052632,5,0.454545455,C11H15NO,1
5264,189.1274355,7.881582649,13,16,1,0,0,0,0,0,0,0,0,1.230769231,0.076923077,0,0.44,6,0.461538462,C13H16O,1
5265,196.998209,0.750010631,2,4,5,4,1,0,0,0,0,0,0,2,2.5,2,0,3,1.5,C2H4N4O5S,0.648548549
5266,199.0294696,9.209220063,6,6,2,4,1,0,0,0,0,0,0,1,0.333333333,0.666666667,0,6,1,C6H6N4O2S,1
5267,201.1273911,8.640816155,14,16,1,0,0,0,0,0,0,0,0,1.142857143,0.071428571,0,0.481481481,7,0.5,C14H16O,1
5268,206.0673548,6.446468259,8,7,2,5,0,0,0,0,0,0,0,0.875,0.25,0.625,2.25,8,1,C8H7N5O2,0.974674675
5269,207.9854511,14.18345393,6,3,6,1,0,0,0,0,0,0,0,0.5,1,0.166666667,1.25,6,1,C6H3NO6,1
5270,211.1330226,8.734035358,12,18,3,0,0,0,0,0,0,0,0,1.5,0.25,0,0.238095238,4,0.333333333,C12H18O3,1
5271,213.1630241,9.192050906,16,20,0,0,0,0,0,0,0,0,0,1.25,0,0,0.4375,7,0.4375,C16H20,1
5272,220.1335117,2.253480371,13,17,2,1,0,0,0,0,0,0,0,1.307692308,0.153846154,0.076923077,0.409090909,6,0.461538462,C13H17NO2,1
5273,225.1123279,5.850094366,12,16,4,0,0,0,0,0,0,0,0,1.333333333,0.333333333,0,0.3,5,0.416666667,C12H16O4,1
5274,225.1487865,4.174406654,13,20,3,0,0,0,0,0,0,0,0,1.538461538,0.230769231,0,0.217391304,4,0.307692308,C13H20O3,1
5275,225.2327419,6.61605369,14,28,0,2,0,0,0,0,0,0,0,2,0,0.142857143,0.083333333,2,0.142857143,C14H28N2,1
5276,229.1430388,6.413772435,12,20,4,0,0,0,0,0,0,0,0,1.666666667,0.333333333,0,0.1,3,0.25,C12H20O4,1
5277,235.1081483,2.506044471,12,14,3,2,0,0,0,0,0,0,0,1.166666667,0.25,0.166666667,0.529411765,7,0.583333333,C12H14N2O3,1
5278,235.1693939,8.12089669,15,22,2,0,0,0,0,0,0,0,0,1.466666667,0.133333333,0,0.285714286,5,0.333333333,C15H22O2,1
5279,239.1641752,7.177048654,14,22,3,0,0,0,0,0,0,0,0,1.571428571,0.214285714,0,0.2,4,0.285714286,C14H22O3,1
