FeatureID,mz,RT,DBE,C,H,O,N,S,P,Cl,Br,B,Se,I,H/C,O/C,N/C,AI-mod,DBE,DBE/C,C_log10,H_log10,H/C_log2
7639,402.2308903,7.595759847,9,22,32,2,3,0,1,0,0,0,0,0,1.454545455,0.090909091,0.136363636,0.352941176,9,0.409090909,1.342422681,1.505149978,0.540568382
7644,418.2625226,8.998027172,8,23,36,2,3,0,1,0,0,0,0,0,1.565217391,0.086956522,0.130434783,0.277777778,8,0.347826087,1.361727836,1.556302501,0.646363045
7648,422.2453592,8.750463398,7.5,24,36,3,1,0,0,1,0,0,0,0,1.5,0.125,0.041666667,0.255813953,7.5,0.3125,1.380211242,1.556302501,0.584962501
7650,430.2634705,9.284014385,9,24,36,2,3,0,1,0,0,0,0,0,1.5,0.083333333,0.125,0.315789474,9,0.375,1.380211242,1.556302501,0.584962501
7651,432.2598016,6.4990974,5,17,33,6,7,0,0,0,0,0,0,0,1.941176471,0.352941176,0.411764706,0,5,0.294117647,1.230448921,1.51851394,0.956931278
7652,434.2922576,9.796659124,7,24,40,2,3,0,1,0,0,0,0,0,1.666666667,0.083333333,0.125,0.210526316,7,0.291666667,1.380211242,1.602059991,0.736965594
7656,443.3224872,3.455955921,4,22,42,5,4,0,0,0,0,0,0,0,1.909090909,0.227272727,0.181818182,0,4,0.181818182,1.342422681,1.62324929,0.932885804
7657,448.3083765,9.93865208,7,25,42,2,3,0,1,0,0,0,0,0,1.68,0.08,0.12,0.2,7,0.28,1.397940009,1.62324929,0.748461233
7658,451.267307,7.885262674,7,25,38,7,0,0,0,0,0,0,0,0,1.52,0.28,0,0.162790698,7,0.28,1.397940009,1.579783597,0.604071324
7660,454.2627439,8.841771764,11,26,36,2,3,0,1,0,0,0,0,0,1.384615385,0.076923077,0.115384615,0.380952381,11,0.423076923,1.414973348,1.556302501,0.469485284
7661,455.3838457,10.30605882,3,26,50,4,2,0,0,0,0,0,0,0,1.923076923,0.153846154,0.076923077,0,3,0.115384615,1.414973348,1.698970004,0.943416472
7663,461.2721964,7.839664855,13,30,36,4,0,0,0,0,0,0,0,0,1.2,0.133333333,0,0.392857143,13,0.433333333,1.477121255,1.556302501,0.263034406
7665,465.2828402,4.607220198,7,26,40,7,0,0,0,0,0,0,0,0,1.538461538,0.269230769,0,0.155555556,7,0.269230769,1.414973348,1.602059991,0.621488376
7666,471.3161538,4.45676328,6,19,38,4,10,0,0,0,0,0,0,0,2,0.210526316,0.526315789,0,6,0.315789474,1.278753601,1.579783597,1
7670,482.2943407,9.804626454,11,28,40,2,3,0,1,0,0,0,0,0,1.428571429,0.071428571,0.107142857,0.347826087,11,0.392857143,1.447158031,1.602059991,0.514573173
7671,483.2722844,10.5685692,2,22,43,9,0,0,1,0,0,0,0,0,1.954545455,0.409090909,0,0,2,0.090909091,1.342422681,1.633468456,0.966833136
7673,485.3318142,6.025213581,0,23,48,10,0,0,0,0,0,0,0,0,2.086956522,0.434782609,0,0,0,0,1.361727836,1.681241237,1.061400545
7682,543.3365192,4.889685119,6,26,46,8,4,0,0,0,0,0,0,0,1.769230769,0.307692308,0.153846154,0,6,0.230769231,1.414973348,1.662757832,0.823122238
7683,546.2918849,9.679191937,7,21,39,8,9,0,0,0,0,0,0,0,1.857142857,0.380952381,0.428571429,0,7,0.333333333,1.322219295,1.591064607,0.893084796
7684,546.3829586,6.131183025,4,26,51,7,5,0,0,0,0,0,0,0,1.961538462,0.269230769,0.192307692,0,4,0.153846154,1.414973348,1.707570176,0.971985624
7710,646.4741057,9.724693613,4,32,63,8,5,0,0,0,0,0,0,0,1.96875,0.25,0.15625,0,4,0.125,1.505149978,1.799340549,0.977279923
7712,648.4532924,6.765617411,4,31,61,9,5,0,0,0,0,0,0,0,1.967741935,0.290322581,0.161290323,0,4,0.129032258,1.491361694,1.785329835,0.976541027
7720,675.2661847,6.631247611,19,35,38,10,4,0,0,0,0,0,0,0,1.085714286,0.285714286,0.114285714,0.461538462,19,0.542857143,1.544068044,1.579783597,0.118644497
7741,172.1696763,7.996817367,1,10,21,1,1,0,0,0,0,0,0,0,2.1,0.1,0.1,0,1,0.1,1,1.322219295,1.070389328
7743,207.1131107,3.07542119,6,11,14,2,2,0,0,0,0,0,0,0,1.272727273,0.181818182,0.181818182,0.5,6,0.545454545,1.041392685,1.146128036,0.347923304
7744,210.1131001,5.511833627,5,11,15,3,1,0,0,0,0,0,0,0,1.363636364,0.272727273,0.090909091,0.352941176,5,0.454545455,1.041392685,1.176091259,0.447458977
7745,220.1184923,2.92828778,2,9,17,5,1,0,0,0,0,0,0,0,1.888888889,0.555555556,0.111111111,0,2,0.222222222,0.954242509,1.230448921,0.91753784
7746,223.1088169,7.683077229,6,11,14,3,2,0,0,0,0,0,0,0,1.272727273,0.272727273,0.181818182,0.466666667,6,0.545454545,1.041392685,1.146128036,0.347923304
7747,228.0041567,9.542898904,6.5,8,7,2,2,2,0,0,0,0,0,0,0.875,0.25,0.25,0.833333333,6.5,0.8125,0.903089987,0.84509804,-0.192645078
7748,233.0792512,7.576198497,8,13,12,4,0,0,0,0,0,0,0,0,0.923076923,0.307692308,0,0.545454545,8,0.615384615,1.113943352,1.079181246,-0.115477218
7749,234.098511,2.482430356,3,9,15,6,1,0,0,0,0,0,0,0,1.666666667,0.666666667,0.111111111,0,3,0.333333333,0.954242509,1.176091259,0.736965594
7750,234.1335849,2.354114242,2,10,19,5,1,0,0,0,0,0,0,0,1.9,0.5,0.1,0,2,0.2,1,1.278753601,0.925999419
7751,245.0996525,2.081502006,4.5,9,14,5,3,0,0,0,0,0,0,0,1.555555556,0.555555556,0.333333333,0.142857143,4.5,0.5,0.954242509,1.146128036,0.637429921
7752,254.0530063,0.943981544,8,8,7,5,5,0,0,0,0,0,0,0,0.875,0.625,0.625,6,8,1,0.903089987,0.84509804,-0.192645078
7754,258.1089433,0.999274024,5,10,15,5,3,0,0,0,0,0,0,0,1.5,0.5,0.3,0.222222222,5,0.5,1,1.176091259,0.584962501
7755,261.0734021,7.59508101,9,14,12,5,0,0,0,0,0,0,0,0,0.857142857,0.357142857,0,0.565217391,9,0.642857143,1.146128036,1.079181246,-0.222392422
7758,297.1545465,1.736514217,6,13,20,4,4,0,0,0,0,0,0,0,1.538461538,0.307692308,0.307692308,0.285714286,6,0.461538462,1.113943352,1.301029996,0.621488376
7759,297.1546505,2.430896646,6,13,20,4,4,0,0,0,0,0,0,0,1.538461538,0.307692308,0.307692308,0.285714286,6,0.461538462,1.113943352,1.301029996,0.621488376
7760,301.102809,1.033535238,6,12,16,7,2,0,0,0,0,0,0,0,1.333333333,0.583333333,0.166666667,0.230769231,6,0.5,1.079181246,1.204119983,0.415037499
7763,310.0781315,0.770731858,4,10,15,10,1,0,0,0,0,0,0,0,1.5,1,0.1,0,4,0.4,1,1.176091259,0.584962501
7764,317.2109064,8.905403437,7,20,28,3,0,0,0,0,0,0,0,0,1.4,0.15,0,0.297297297,7,0.35,1.301029996,1.447158031,0.485426827
7769,346.1881164,7.226777254,4,16,27,7,1,0,0,0,0,0,0,0,1.6875,0.4375,0.0625,0,4,0.25,1.204119983,1.431363764,0.754887502
7771,354.2641546,7.460529771,4,20,35,4,1,0,0,0,0,0,0,0,1.75,0.2,0.05,0.088235294,4,0.2,1.301029996,1.544068044,0.807354922
7772,359.2041334,8.276787404,4,18,30,7,0,0,0,0,0,0,0,0,1.666666667,0.388888889,0,0.034482759,4,0.222222222,1.255272505,1.477121255,0.736965594
7773,359.2214829,9.23743143,8,22,30,4,0,0,0,0,0,0,0,0,1.363636364,0.181818182,0,0.3,8,0.363636364,1.342422681,1.477121255,0.447458977
7779,369.127597,1.534220588,4,11,20,10,4,0,0,0,0,0,0,0,1.818181818,0.909090909,0.363636364,0,4,0.363636364,1.041392685,1.301029996,0.862496476
7789,407.1838296,5.998652472,6,18,28,7,2,0,0,0,0,0,0,0,1.555555556,0.388888889,0.111111111,0.12,6,0.333333333,1.255272505,1.447158031,0.637429921
7794,414.2325587,5.609776484,1,17,35,10,1,0,0,0,0,0,0,0,2.058823529,0.588235294,0.058823529,0,1,0.058823529,1.230448921,1.544068044,1.041820175
7795,417.2840803,7.613421188,8,23,36,3,4,0,0,0,0,0,0,0,1.565217391,0.130434783,0.173913043,0.257142857,8,0.347826087,1.361727836,1.556302501,0.646363045
7796,418.242913,5.878262678,5,16,31,6,7,0,0,0,0,0,0,0,1.9375,0.375,0.4375,0,5,0.3125,1.204119983,1.491361694,0.95419631
7797,418.247758,5.885486179,5,15,31,5,9,0,0,0,0,0,0,0,2.066666667,0.333333333,0.6,0,5,0.333333333,1.176091259,1.491361694,1.047305715
7800,432.1804819,5.838302048,11,21,25,7,3,0,0,0,0,0,0,0,1.19047619,0.333333333,0.142857143,0.413793103,11,0.523809524,1.322219295,1.397940009,0.251538766
7803,449.1955178,7.45087499,11,18,24,6,8,0,0,0,0,0,0,0,1.333333333,0.333333333,0.444444444,0.571428571,11,0.611111111,1.255272505,1.380211242,0.415037499
7806,464.2352241,6.358695677,10,19,29,5,9,0,0,0,0,0,0,0,1.526315789,0.263157895,0.473684211,0.4,10,0.526315789,1.278753601,1.462397998,0.610053481
7807,465.2238596,6.727357472,5,23,39,4,0,1,1,0,0,0,0,0,1.695652174,0.173913043,0,0.078947368,5,0.217391304,1.361727836,1.591064607,0.761840263
7811,471.3277511,6.589520695,0,21,46,9,2,0,0,0,0,0,0,0,2.19047619,0.428571429,0.095238095,0,0,0,1.322219295,1.662757832,1.131244533
7814,482.192702,8.144644015,14,25,27,7,3,0,0,0,0,0,0,0,1.08,0.28,0.12,0.486486486,14,0.56,1.397940009,1.431363764,0.111031312
7815,484.2097163,6.576321359,13,25,29,7,3,0,0,0,0,0,0,0,1.16,0.28,0.12,0.432432432,13,0.52,1.397940009,1.462397998,0.214124805
7821,498.3639015,8.024022416,5,25,47,5,5,0,0,0,0,0,0,0,1.88,0.2,0.2,0,5,0.2,1.397940009,1.672097858,0.910732662
7826,504.1776829,6.558080836,17,27,25,7,3,0,0,0,0,0,0,0,0.925925926,0.259259259,0.111111111,0.585365854,17,0.62962963,1.431363764,1.397940009,-0.111031312
7828,507.2711664,7.517615779,6,24,40,8,2,0,0,0,0,0,0,0,1.666666667,0.333333333,0.083333333,0.055555556,6,0.25,1.380211242,1.602059991,0.736965594
7829,507.3688164,9.537661855,6,30,50,6,0,0,0,0,0,0,0,0,1.666666667,0.2,0,0.111111111,6,0.2,1.477121255,1.698970004,0.736965594
7830,508.2085373,7.085020625,15,27,29,7,3,0,0,0,0,0,0,0,1.074074074,0.259259259,0.111111111,0.487804878,15,0.555555556,1.431363764,1.462397998,0.103093493
7833,520.1723877,6.378702371,17,27,25,8,3,0,0,0,0,0,0,0,0.925925926,0.296296296,0.111111111,0.575,17,0.62962963,1.431363764,1.397940009,-0.111031312
7838,531.8598619,9.478236366,7.5,7,8,16,2,0,5,0,0,0,0,0,1.142857143,2.285714286,0.285714286,0,7.5,1.071428571,0.84509804,0.903089987,0.192645078
7839,532.2964006,4.205888032,1,22,45,13,1,0,0,0,0,0,0,0,2.045454545,0.590909091,0.045454545,0,1,0.045454545,1.342422681,1.653212514,1.032421477
7841,534.1517466,5.778822664,18,27,23,9,3,0,0,0,0,0,0,0,0.851851852,0.333333333,0.111111111,0.615384615,18,0.666666667,1.431363764,1.361727836,-0.231325546
7845,542.4262872,9.541431663,-0.5,25,57,8,4,0,0,0,0,0,0,0,2.28,0.32,0.16,0,-0.5,-0.02,1.397940009,1.755874856,1.189033824
7848,548.1667973,6.492358914,18,28,25,9,3,0,0,0,0,0,0,0,0.892857143,0.321428571,0.107142857,0.585365854,18,0.642857143,1.447158031,1.397940009,-0.163498732
7857,566.8993705,10.70961697,5,9,15,18,0,0,5,0,0,0,0,0,1.666666667,2,0,0,5,0.555555556,0.954242509,1.176091259,0.736965594
7863,576.3234999,4.404335138,1,24,49,14,1,0,0,0,0,0,0,0,2.041666667,0.583333333,0.041666667,0,1,0.041666667,1.380211242,1.69019608,1.029747344
7865,580.3199856,7.571659406,11,28,43,5,7,0,0,0,0,0,0,0,1.535714286,0.178571429,0.25,0.27027027,11,0.392857143,1.447158031,1.633468456,0.618909833
7866,582.8715291,10.41506294,9,13,15,12,0,2,5,0,0,0,0,0,1.153846154,0.923076923,0,0,9,0.692307692,1.113943352,1.176091259,0.206450878
7867,585.348732,10.4283441,8,24,44,7,10,0,0,0,0,0,0,0,1.833333333,0.291666667,0.416666667,0,8,0.333333333,1.380211242,1.643452676,0.874469118
7868,586.4529347,9.553576939,-0.5,27,61,9,4,0,0,0,0,0,0,0,2.259259259,0.333333333,0.148148148,0,-0.5,-0.018518519,1.431363764,1.785329835,1.175849835
7871,589.9021115,9.878949986,3,7,16,20,1,0,5,0,0,0,0,0,2.285714286,2.857142857,0.142857143,0,3,0.428571429,0.84509804,1.204119983,1.192645078
7878,602.4116822,8.005156644,5,29,55,8,5,0,0,0,0,0,0,0,1.896551724,0.275862069,0.172413793,0,5,0.172413793,1.462397998,1.740362689,0.923378718
7880,603.4373694,7.464827891,8,35,58,6,2,0,0,0,0,0,0,0,1.657142857,0.171428571,0.057142857,0.133333333,8,0.228571429,1.544068044,1.763427994,0.728697978
7882,605.3431081,6.161996507,10,32,48,9,2,0,0,0,0,0,0,0,1.5,0.28125,0.0625,0.176470588,10,0.3125,1.505149978,1.681241237,0.584962501
7884,611.3206061,8.620437083,14,31,42,7,6,0,0,0,0,0,0,0,1.35483871,0.225806452,0.193548387,0.348837209,14,0.451612903,1.491361694,1.62324929,0.438121113
7887,615.4553157,10.79982651,0,28,62,10,4,0,0,0,0,0,0,0,2.214285714,0.357142857,0.142857143,0,0,0,1.447158031,1.792391689,1.146841388
7888,616.427296,8.649011537,5,30,57,8,5,0,0,0,0,0,0,0,1.9,0.266666667,0.166666667,0,5,0.166666667,1.477121255,1.755874856,0.925999419
7890,618.9230874,10.04274555,3,9,18,23,0,0,4,0,0,0,0,0,2,2.555555556,0,0,3,0.333333333,0.954242509,1.255272505,1
7896,632.4583987,9.282712029,4,31,61,8,5,0,0,0,0,0,0,0,1.967741935,0.258064516,0.161290323,0,4,0.129032258,1.491361694,1.785329835,0.976541027
7897,633.9057073,10.49871702,2.5,12,26,11,1,0,4,2,1,0,0,0,2.166666667,0.916666667,0.083333333,0,2.5,0.208333333,1.079181246,1.414973348,1.115477218
7900,640.9134652,10.66218853,7,14,24,5,6,2,2,0,2,0,0,0,1.714285714,0.357142857,0.428571429,0,7,0.5,1.146128036,1.380211242,0.777607578
7901,645.2553905,7.863864182,19,34,36,9,4,0,0,0,0,0,0,0,1.058823529,0.264705882,0.117647059,0.490196078,19,0.558823529,1.531478917,1.556302501,0.08246216
7902,645.2558124,8.902513617,19,34,36,9,4,0,0,0,0,0,0,0,1.058823529,0.264705882,0.117647059,0.490196078,19,0.558823529,1.531478917,1.556302501,0.08246216
7916,683.3737221,8.499580251,6,32,56,12,2,0,0,0,0,0,0,0,1.75,0.375,0.0625,0,6,0.1875,1.505149978,1.748188027,0.807354922
7919,691.2976608,7.985790203,18,36,42,10,4,0,0,0,0,0,0,0,1.166666667,0.277777778,0.111111111,0.407407407,18,0.5,1.556302501,1.62324929,0.222392422
7920,691.2981566,9.256617374,18,36,42,10,4,0,0,0,0,0,0,0,1.166666667,0.277777778,0.111111111,0.407407407,18,0.5,1.556302501,1.62324929,0.222392422
7923,695.5113416,11.00158215,6,40,70,9,0,0,0,0,0,0,0,0,1.75,0.225,0,0.042253521,6,0.15,1.602059991,1.84509804,0.807354922
7925,705.9859197,10.49072093,16.5,23,22,14,2,0,5,0,0,0,0,0,0.956521739,0.608695652,0.086956522,0.666666667,16.5,0.717391304,1.361727836,1.342422681,-0.064130338
7935,741.4157392,9.010907621,6,35,62,13,2,0,0,0,0,0,0,0,1.771428571,0.371428571,0.057142857,0,6,0.171428571,1.544068044,1.792391689,0.824913293
7937,742.0145974,10.83967607,7,23,38,8,1,6,3,0,0,0,0,0,1.652173913,0.347826087,0.043478261,0,7,0.304347826,1.361727836,1.579783597,0.724365557
7947,799.4579051,9.40058466,6,38,68,14,2,0,0,0,0,0,0,0,1.789473684,0.368421053,0.052631579,0,6,0.157894737,1.579783597,1.832508913,0.839535328
7950,813.4739468,9.670810975,6,39,70,14,2,0,0,0,0,0,0,0,1.794871795,0.358974359,0.051282051,0,6,0.153846154,1.591064607,1.84509804,0.843880798
7952,836.5946256,8.841112843,4,41,81,12,5,0,0,0,0,0,0,0,1.975609756,0.292682927,0.12195122,0,4,0.097560976,1.612783857,1.908485019,0.982297998
7966,240.0858171,3.106784496,6,11,13,5,1,0,0,0,0,0,0,0,1.181818182,0.454545455,0.090909091,0.4,6,0.545454545,1.041392685,1.113943352,0.2410081
7969,253.1798225,6.526854358,4,15,24,3,0,0,0,0,0,0,0,0,1.6,0.2,0,0.185185185,4,0.266666667,1.176091259,1.380211242,0.678071905
7970,264.1800958,4.638540085,1,12,25,5,1,0,0,0,0,0,0,0,2.083333333,0.416666667,0.083333333,0,1,0.083333333,1.079181246,1.397940009,1.058893689
7971,279.1778659,5.34019121,1,13,26,6,0,0,0,0,0,0,0,0,2,0.461538462,0,0,1,0.076923077,1.113943352,1.414973348,1
7972,306.2058959,6.108728364,6,18,27,3,1,0,0,0,0,0,0,0,1.5,0.166666667,0.055555556,0.258064516,6,0.333333333,1.255272505,1.431363764,0.584962501
7973,311.2057732,3.929288182,0,14,30,7,0,0,0,0,0,0,0,0,2.142857143,0.5,0,0,0,0,1.146128036,1.477121255,1.099535674
7976,326.2114532,3.980094812,5,16,27,4,3,0,0,0,0,0,0,0,1.6875,0.25,0.1875,0.136363636,5,0.3125,1.204119983,1.431363764,0.754887502
7979,356.2641099,5.10043878,4,18,33,4,3,0,0,0,0,0,0,0,1.833333333,0.222222222,0.166666667,0.038461538,4,0.222222222,1.255272505,1.51851394,0.874469118
7981,367.247638,7.829755817,5,21,34,5,0,0,0,0,0,0,0,0,1.619047619,0.238095238,0,0.135135135,5,0.238095238,1.322219295,1.531478917,0.695145418
7982,375.1558643,5.366740895,10,19,22,6,2,0,0,0,0,0,0,0,1.157894737,0.315789474,0.105263158,0.428571429,10,0.526315789,1.278753601,1.342422681,0.211504105
7983,381.1295744,3.965264815,9,17,20,8,2,0,0,0,0,0,0,0,1.176470588,0.470588235,0.117647059,0.363636364,9,0.529411765,1.230448921,1.301029996,0.234465253
7987,426.2855482,10.5023983,5,23,39,6,1,0,0,0,0,0,0,0,1.695652174,0.260869565,0.043478261,0.078947368,5,0.217391304,1.361727836,1.591064607,0.761840263
7991,462.2741528,7.226431474,4,22,39,9,1,0,0,0,0,0,0,0,1.772727273,0.409090909,0.045454545,0,4,0.181818182,1.342422681,1.591064607,0.8259706
7992,470.3487255,9.854204417,4,26,47,6,1,0,0,0,0,0,0,0,1.807692308,0.230769231,0.038461538,0.022727273,4,0.153846154,1.414973348,1.672097858,0.854149134
7993,476.2880817,7.901580894,4,23,41,9,1,0,0,0,0,0,0,0,1.782608696,0.391304348,0.043478261,0,4,0.173913043,1.361727836,1.612783857,0.833990049
7997,526.2197431,6.603941988,14,27,31,8,3,0,0,0,0,0,0,0,1.148148148,0.296296296,0.111111111,0.425,14,0.518518519,1.431363764,1.491361694,0.199308808
7998,526.2198606,6.787630329,14,27,31,8,3,0,0,0,0,0,0,0,1.148148148,0.296296296,0.111111111,0.425,14,0.518518519,1.431363764,1.491361694,0.199308808
7999,533.2718255,9.571224423,10,29,41,7,0,0,1,0,0,0,0,0,1.413793103,0.24137931,0,0.244897959,10,0.344827586,1.462397998,1.612783857,0.499571009
8004,616.4275148,8.611390566,5,30,57,8,5,0,0,0,0,0,0,0,1.9,0.266666667,0.166666667,0,5,0.166666667,1.477121255,1.755874856,0.925999419
8005,619.1733151,6.97605941,10.5,26,37,7,4,0,0,0,1,0,0,0,1.423076923,0.269230769,0.153846154,0.27027027,10.5,0.403846154,1.414973348,1.568201724,0.509013647
8011,782.5090176,10.23345462,8,42,71,12,1,0,0,0,0,0,0,0,1.69047619,0.285714286,0.023809524,0.042857143,8,0.19047619,1.62324929,1.851258349,0.757429696
8012,783.4303457,11.95430283,11,42,64,12,0,0,0,0,0,0,0,0,1.523809524,0.285714286,0,0.138888889,11,0.261904762,1.62324929,1.806179974,0.607682577
8014,178.1338499,2.72010429,5,10,15,0,3,0,0,0,0,0,0,0,1.5,0,0.3,0.5,5,0.5,1,1.176091259,0.584962501
8017,214.1085291,3.706703891,3.5,11,18,2,0,0,1,0,0,0,0,0,1.636363636,0.181818182,0,0.222222222,3.5,0.318181818,1.041392685,1.255272505,0.710493382
8019,276.1800572,1.629019333,2,13,25,5,1,0,0,0,0,0,0,0,1.923076923,0.384615385,0.076923077,0,2,0.153846154,1.113943352,1.397940009,0.943416472
8020,307.1160511,0.678120895,9,12,14,4,6,0,0,0,0,0,0,0,1.166666667,0.333333333,0.5,1,9,0.75,1.079181246,1.146128036,0.222392422
8021,317.2109162,9.509006732,7,20,28,3,0,0,0,0,0,0,0,0,1.4,0.15,0,0.297297297,7,0.35,1.301029996,1.447158031,0.485426827
8022,329.173853,6.708580453,9,20,24,4,0,0,0,0,0,0,0,0,1.2,0.2,0,0.388888889,9,0.45,1.301029996,1.380211242,0.263034406
8023,337.2362439,10.66213668,5,20,32,4,0,0,0,0,0,0,0,0,1.6,0.2,0,0.166666667,5,0.25,1.301029996,1.505149978,0.678071905
8025,345.1693005,6.823811911,9,20,24,5,0,0,0,0,0,0,0,0,1.2,0.25,0,0.371428571,9,0.45,1.301029996,1.380211242,0.263034406
8026,358.2002506,2.555436363,5,16,27,6,3,0,0,0,0,0,0,0,1.6875,0.375,0.1875,0.05,5,0.3125,1.204119983,1.431363764,0.754887502
8031,383.1835709,8.755407034,11,23,26,5,0,0,0,0,0,0,0,0,1.130434783,0.217391304,0,0.414634146,11,0.47826087,1.361727836,1.414973348,0.176877763
8032,384.1651522,1.764822348,3.5,10,24,6,8,0,1,0,0,0,0,0,2.4,0.6,0.8,0,3.5,0.35,1,1.380211242,1.263034406
8034,435.1825582,3.582171719,10,20,26,7,4,0,0,0,0,0,0,0,1.3,0.35,0.2,0.36,10,0.5,1.301029996,1.414973348,0.378511623
8035,436.2114339,4.714526119,4,19,34,8,1,0,1,0,0,0,0,0,1.789473684,0.421052632,0.052631579,0,4,0.210526316,1.278753601,1.531478917,0.839535328
8037,451.1603106,8.379359986,10,21,27,7,2,0,1,0,0,0,0,0,1.285714286,0.333333333,0.095238095,0.344827586,10,0.476190476,1.322219295,1.431363764,0.36257008
8038,465.2617101,10.39819122,3,22,41,8,0,0,1,0,0,0,0,0,1.863636364,0.363636364,0,0,3,0.136363636,1.342422681,1.612783857,0.898120386
8042,543.3860749,7.910535249,0,25,54,10,2,0,0,0,0,0,0,0,2.16,0.4,0.08,0,0,0,1.397940009,1.73239376,1.111031312
8044,568.2413049,7.991627058,10,27,37,12,1,0,0,0,0,0,0,0,1.37037037,0.444444444,0.037037037,0.175,10,0.37037037,1.431363764,1.568201724,0.454565863
8045,579.4261906,10.98726746,6,34,58,7,0,0,0,0,0,0,0,0,1.705882353,0.205882353,0,0.081967213,6,0.176470588,1.531478917,1.763427994,0.770518154
8049,636.216285,8.86976425,8,27,45,8,1,0,4,0,0,0,0,0,1.666666667,0.296296296,0.037037037,0.083333333,8,0.296296296,1.431363764,1.653212514,0.736965594
8057,235.2057364,9.893548191,4,16,26,1,0,0,0,0,0,0,0,0,1.625,0.0625,0,0.225806452,4,0.25,1.204119983,1.414973348,0.700439718
8061,331.2266869,8.753219331,7,21,30,3,0,0,0,0,0,0,0,0,1.428571429,0.142857143,0,0.282051282,7,0.333333333,1.322219295,1.477121255,0.514573173
8062,359.1645332,7.193508351,10,19,22,5,2,0,0,0,0,0,0,0,1.157894737,0.263157895,0.105263158,0.448275862,10,0.526315789,1.278753601,1.342422681,0.211504105
8064,367.3287591,9.420189969,3,22,42,2,2,0,0,0,0,0,0,0,1.909090909,0.090909091,0.090909091,0.052631579,3,0.136363636,1.342422681,1.62324929,0.932885804
8066,448.2358552,9.152419277,-0.5,18,41,8,0,0,2,0,0,0,0,0,2.277777778,0.444444444,0,0,-0.5,-0.027777778,1.255272505,1.612783857,1.187627003
8067,463.2480819,9.609627823,4,22,39,8,0,0,1,0,0,0,0,0,1.772727273,0.363636364,0,0,4,0.181818182,1.342422681,1.591064607,0.8259706
8068,483.2583123,7.310462364,7,25,38,9,0,0,0,0,0,0,0,0,1.52,0.36,0,0.12195122,7,0.28,1.397940009,1.579783597,0.604071324
8069,496.2139962,6.295752649,14,26,29,7,3,0,0,0,0,0,0,0,1.115384615,0.269230769,0.115384615,0.461538462,14,0.538461538,1.414973348,1.462397998,0.157541276
8070,520.1722848,6.80209247,17,27,25,8,3,0,0,0,0,0,0,0,0.925925926,0.296296296,0.111111111,0.575,17,0.62962963,1.431363764,1.397940009,-0.111031312
8079,177.1122438,5.210630897,1,8,16,4,0,0,0,0,0,0,0,0,2,0.5,0,0,1,0.125,0.903089987,1.204119983,1
8081,231.1740517,8.589866367,6,16,22,1,0,0,0,0,0,0,0,0,1.375,0.0625,0,0.35483871,6,0.375,1.204119983,1.342422681,0.459431619
8082,251.1643597,4.431906844,5,15,22,3,0,0,0,0,0,0,0,0,1.466666667,0.2,0,0.259259259,5,0.333333333,1.176091259,1.342422681,0.552541023
8083,267.1337241,2.318864487,6,13,18,4,2,0,0,0,0,0,0,0,1.384615385,0.307692308,0.153846154,0.333333333,6,0.461538462,1.113943352,1.255272505,0.469485284
8084,273.1637393,8.127051036,8,16,20,2,2,0,0,0,0,0,0,0,1.25,0.125,0.125,0.461538462,8,0.5,1.204119983,1.301029996,0.321928095
8086,287.1793427,8.495548324,8,17,22,2,2,0,0,0,0,0,0,0,1.294117647,0.117647059,0.117647059,0.428571429,8,0.470588235,1.230448921,1.342422681,0.371968777
8087,295.1533614,3.681249238,6,16,22,5,0,0,0,0,0,0,0,0,1.375,0.3125,0,0.259259259,6,0.375,1.204119983,1.342422681,0.459431619
8088,303.157901,6.991660829,8,18,22,4,0,0,0,0,0,0,0,0,1.222222222,0.222222222,0,0.375,8,0.444444444,1.255272505,1.342422681,0.289506617
8089,304.2478141,6.437549537,1,16,33,4,1,0,0,0,0,0,0,0,2.0625,0.25,0.0625,0,1,0.0625,1.204119983,1.51851394,1.044394119
8091,313.0981108,1.555341099,7,12,18,2,4,0,2,0,0,0,0,0,1.5,0.166666667,0.333333333,0.6,7,0.583333333,1.079181246,1.255272505,0.584962501
8092,313.1240604,5.875072629,6,15,21,5,0,0,1,0,0,0,0,0,1.4,0.333333333,0,0.260869565,6,0.4,1.176091259,1.322219295,0.485426827
8093,317.2113195,6.639636789,7,20,28,3,0,0,0,0,0,0,0,0,1.4,0.15,0,0.297297297,7,0.35,1.301029996,1.447158031,0.485426827
8094,318.2274676,3.619140358,2,16,31,5,1,0,0,0,0,0,0,0,1.9375,0.3125,0.0625,0,2,0.125,1.204119983,1.491361694,0.95419631
8095,321.2421594,10.94486075,5,20,32,3,0,0,0,0,0,0,0,0,1.6,0.15,0,0.189189189,5,0.25,1.301029996,1.505149978,0.678071905
8096,326.231465,6.977335027,4,18,31,4,1,0,0,0,0,0,0,0,1.722222222,0.222222222,0.055555556,0.1,4,0.222222222,1.255272505,1.491361694,0.784271309
8099,341.2675382,9.926266649,0,18,38,4,0,0,0,0,0,0,0,0,2.111111111,0.222222222,0,0,0,0,1.255272505,1.579783597,1.078002512
8101,361.2368718,8.839879702,7,22,32,4,0,0,0,0,0,0,0,0,1.454545455,0.181818182,0,0.25,7,0.318181818,1.342422681,1.505149978,0.540568382
