FeatureID,mz,RT,DBE,C,H,O,N,S,P,Cl,Br,B,Se,I,H/C,O/C,N/C,AI-mod,DBE,DBE/C,C_log10,H_log10,H/C_log2
2956,347.2048392,4.474779747,5,16,28,3,4,0,0,0,0,0,0,0,1.75,0.1875,0.25,0.142857143,5,0.3125,1.204119983,1.447158031,0.807354922
2962,349.2371519,9.28737654,6,21,32,4,0,0,0,0,0,0,0,0,1.523809524,0.19047619,0,0.210526316,6,0.285714286,1.322219295,1.505149978,0.607682577
2963,350.2390182,11.15125727,2,14,31,5,5,0,0,0,0,0,0,0,2.214285714,0.357142857,0.357142857,0,2,0.142857143,1.146128036,1.491361694,1.146841388
2967,354.285394,5.436359077,-0.5,15,37,5,4,0,0,0,0,0,0,0,2.466666667,0.333333333,0.266666667,0,-0.5,-0.033333333,1.176091259,1.568201724,1.30256277
2972,357.2052682,10.62265079,9,22,28,4,0,0,0,0,0,0,0,0,1.272727273,0.181818182,0,0.35,9,0.409090909,1.342422681,1.447158031,0.347923304
2975,359.2213574,8.649668007,8,22,30,4,0,0,0,0,0,0,0,0,1.363636364,0.181818182,0,0.3,8,0.363636364,1.342422681,1.477121255,0.447458977
2985,363.1194739,4.257571055,10,17,18,7,2,0,0,0,0,0,0,0,1.058823529,0.411764706,0.117647059,0.47826087,10,0.588235294,1.230448921,1.255272505,0.08246216
2993,366.2843388,8.387467959,0,18,39,6,1,0,0,0,0,0,0,0,2.166666667,0.333333333,0.055555556,0,0,0,1.255272505,1.591064607,1.115477218
2996,368.4253549,12.36796919,0,25,53,0,1,0,0,0,0,0,0,0,2.12,0,0.04,0,0,0,1.397940009,1.72427587,1.084064265
2998,370.2795654,5.615950601,-0.5,15,37,6,4,0,0,0,0,0,0,0,2.466666667,0.4,0.266666667,0,-0.5,-0.033333333,1.176091259,1.568201724,1.30256277
2999,371.2202615,10.25461864,9,23,30,4,0,0,0,0,0,0,0,0,1.304347826,0.173913043,0,0.333333333,9,0.391304348,1.361727836,1.477121255,0.383328639
3000,371.2401214,8.360614735,1.5,16,34,5,3,0,0,0,0,0,0,0,2.125,0.3125,0.1875,0,1.5,0.09375,1.204119983,1.531478917,1.087462841
3001,372.2532909,4.272387518,4,17,33,4,5,0,0,0,0,0,0,0,1.941176471,0.235294118,0.294117647,0,4,0.235294118,1.230448921,1.51851394,0.956931278
3002,372.2576967,4.245702268,-0.5,14,35,7,4,0,0,0,0,0,0,0,2.5,0.5,0.285714286,0,-0.5,-0.035714286,1.146128036,1.544068044,1.321928095
3009,375.1562404,5.376705171,10,19,22,6,2,0,0,0,0,0,0,0,1.157894737,0.315789474,0.105263158,0.428571429,10,0.526315789,1.278753601,1.342422681,0.211504105
3012,377.214342,4.213637281,5,17,30,4,4,0,0,0,0,0,0,0,1.764705882,0.235294118,0.235294118,0.090909091,5,0.294117647,1.230448921,1.477121255,0.819427754
3018,381.225939,10.72364669,6,21,32,6,0,0,0,0,0,0,0,0,1.523809524,0.285714286,0,0.166666667,6,0.285714286,1.322219295,1.505149978,0.607682577
3023,387.2517976,10.44076926,8,24,34,4,0,0,0,0,0,0,0,0,1.416666667,0.166666667,0,0.272727273,8,0.333333333,1.380211242,1.531478917,0.502500341
3028,391.2845346,0.13726581,6,24,38,4,0,0,0,0,0,0,0,0,1.583333333,0.166666667,0,0.181818182,6,0.25,1.380211242,1.579783597,0.662965012
3037,402.2675138,3.968391494,-0.5,15,37,8,4,0,0,0,0,0,0,0,2.466666667,0.533333333,0.266666667,0,-0.5,-0.033333333,1.176091259,1.568201724,1.30256277
3038,404.228815,6.619556215,4,19,33,8,1,0,0,0,0,0,0,0,1.736842105,0.421052632,0.052631579,0,4,0.210526316,1.278753601,1.51851394,0.796466606
3045,409.1855156,6.592504097,8,21,28,8,0,0,0,0,0,0,0,0,1.333333333,0.380952381,0,0.235294118,8,0.380952381,1.322219295,1.447158031,0.415037499
3050,414.3039514,5.751229578,-0.5,17,41,7,4,0,0,0,0,0,0,0,2.411764706,0.411764706,0.235294118,0,-0.5,-0.029411765,1.230448921,1.612783857,1.270089163
3054,416.2856284,4.446933649,-0.5,16,39,8,4,0,0,0,0,0,0,0,2.4375,0.5,0.25,0,-0.5,-0.03125,1.204119983,1.591064607,1.285402219
3059,421.2386088,4.443474541,8,22,32,6,2,0,0,0,0,0,0,0,1.454545455,0.272727273,0.090909091,0.235294118,8,0.363636364,1.342422681,1.505149978,0.540568382
3063,423.2368587,7.634206421,4,21,36,7,0,0,0,0,0,0,0,0,1.714285714,0.333333333,0,0.028571429,4,0.19047619,1.322219295,1.556302501,0.777607578
3064,424.3266171,9.198678053,0,21,45,7,1,0,0,0,0,0,0,0,2.142857143,0.333333333,0.047619048,0,0,0,1.322219295,1.653212514,1.099535674
3065,425.3110528,7.019995584,0,21,44,8,0,0,0,0,0,0,0,0,2.095238095,0.380952381,0,0,0,0,1.322219295,1.643452676,1.067114196
3067,429.2633228,8.094789775,9,26,36,5,0,0,0,0,0,0,0,0,1.384615385,0.192307692,0,0.276595745,9,0.346153846,1.414973348,1.556302501,0.469485284
3068,429.282715,9.198991542,9,24,36,3,4,0,0,0,0,0,0,0,1.5,0.125,0.166666667,0.297297297,9,0.375,1.380211242,1.556302501,0.584962501
3079,439.2317514,6.66766892,7,23,34,8,0,0,0,0,0,0,0,0,1.47826087,0.347826087,0,0.157894737,7,0.304347826,1.361727836,1.531478917,0.563900886
3084,444.3121978,5.871490767,8,27,41,4,1,0,0,0,0,0,0,0,1.518518519,0.148148148,0.037037037,0.229166667,8,0.296296296,1.431363764,1.612783857,0.602664503
3086,445.3297573,10.47436846,-0.5,15,42,6,9,0,0,0,0,0,0,0,2.8,0.4,0.6,0,-0.5,-0.033333333,1.176091259,1.62324929,1.485426827
3087,446.2939515,4.195884425,-0.5,17,41,9,4,0,0,0,0,0,0,0,2.411764706,0.529411765,0.235294118,0,-0.5,-0.029411765,1.230448921,1.612783857,1.270089163
3094,453.2113612,6.750423561,8,23,32,9,0,0,0,0,0,0,0,0,1.391304348,0.391304348,0,0.189189189,8,0.347826087,1.361727836,1.505149978,0.476438044
3102,457.3295903,10.77158923,4,24,44,6,2,0,0,0,0,0,0,0,1.833333333,0.25,0.083333333,0,4,0.166666667,1.380211242,1.643452676,0.874469118
3105,460.238523,4.017839845,1,18,37,12,1,0,0,0,0,0,0,0,2.055555556,0.666666667,0.055555556,0,1,0.055555556,1.255272505,1.568201724,1.039528364
3123,469.3956715,11.76230729,3,27,52,4,2,0,0,0,0,0,0,0,1.925925926,0.148148148,0.074074074,0,3,0.111111111,1.431363764,1.716003344,0.945552216
3126,470.3325343,6.600276453,5,23,43,5,5,0,0,0,0,0,0,0,1.869565217,0.217391304,0.217391304,0,5,0.217391304,1.361727836,1.633468456,0.902702798
3128,470.3702123,0.663325261,4,24,47,4,5,0,0,0,0,0,0,0,1.958333333,0.166666667,0.208333333,0,4,0.166666667,1.380211242,1.672097858,0.969626351
3145,483.3528286,7.740843094,0,24,50,9,0,0,0,0,0,0,0,0,2.083333333,0.375,0,0,0,0,1.380211242,1.698970004,1.058893689
3156,490.3196212,4.39265818,-0.5,19,45,10,4,0,0,0,0,0,0,0,2.368421053,0.526315789,0.210526316,0,-0.5,-0.026315789,1.278753601,1.653212514,1.243925583
3162,492.2807716,6.873807516,4,23,41,10,1,0,0,0,0,0,0,0,1.782608696,0.434782609,0.043478261,0,4,0.173913043,1.361727836,1.612783857,0.833990049
3163,492.2812685,6.896539017,4,23,41,10,1,0,0,0,0,0,0,0,1.782608696,0.434782609,0.043478261,0,4,0.173913043,1.361727836,1.612783857,0.833990049
3182,501.2828103,9.799392254,1,22,45,10,0,0,1,0,0,0,0,0,2.045454545,0.454545455,0,0,1,0.045454545,1.342422681,1.653212514,1.032421477
3194,509.2197469,4.212289177,6,18,32,11,6,0,0,0,0,0,0,0,1.777777778,0.611111111,0.333333333,0,6,0.333333333,1.255272505,1.505149978,0.830074999
3201,517.3729032,10.81244123,5,27,50,4,4,0,0,0,0,0,0,0,1.851851852,0.148148148,0.148148148,0.047619048,5,0.185185185,1.431363764,1.698970004,0.888968688
3202,518.2811384,4.857664117,1,21,43,13,1,0,0,0,0,0,0,0,2.047619048,0.619047619,0.047619048,0,1,0.047619048,1.322219295,1.633468456,1.033947332
3220,534.3068429,10.6399824,10,25,39,6,7,0,0,0,0,0,0,0,1.56,0.24,0.28,0.233333333,10,0.4,1.397940009,1.591064607,0.641546029
3227,536.3922572,9.68237182,6,31,53,6,1,0,0,0,0,0,0,0,1.709677419,0.193548387,0.032258065,0.092592593,6,0.193548387,1.491361694,1.72427587,0.773724144
3239,542.3905193,9.40893364,5,27,51,6,5,0,0,0,0,0,0,0,1.888888889,0.222222222,0.185185185,0,5,0.185185185,1.431363764,1.707570176,0.91753784
3260,551.4432301,11.95585829,5,32,58,5,2,0,0,0,0,0,0,0,1.8125,0.15625,0.0625,0.054545455,5,0.15625,1.505149978,1.763427994,0.857980995
3263,553.4227472,11.66629998,5,31,56,6,2,0,0,0,0,0,0,0,1.806451613,0.193548387,0.064516129,0.038461538,5,0.161290323,1.491361694,1.748188027,0.853158612
3275,558.4002523,11.31644474,4,30,55,8,1,0,0,0,0,0,0,0,1.833333333,0.266666667,0.033333333,0,4,0.133333333,1.477121255,1.740362689,0.874469118
3281,561.426254,5.755529354,7,33,56,5,2,0,0,0,0,0,0,0,1.696969697,0.151515152,0.060606061,0.122807018,7,0.212121212,1.51851394,1.748188027,0.762960803
3282,562.3077092,5.03522856,1,23,47,14,1,0,0,0,0,0,0,0,2.043478261,0.608695652,0.043478261,0,1,0.043478261,1.361727836,1.672097858,1.031026896
3287,566.3573991,6.969338587,8,28,47,7,5,0,0,0,0,0,0,0,1.678571429,0.25,0.178571429,0.102564103,8,0.285714286,1.447158031,1.672097858,0.74723393
3290,567.4384992,11.85073671,5,32,58,6,2,0,0,0,0,0,0,0,1.8125,0.1875,0.0625,0.037037037,5,0.15625,1.505149978,1.763427994,0.857980995
3300,575.416014,11.00362753,12,38,54,4,0,0,0,0,0,0,0,0,1.421052632,0.105263158,0,0.277777778,12,0.315789474,1.579783597,1.73239376,0.506959989
3303,580.3339475,7.061261297,4,27,49,12,1,0,0,0,0,0,0,0,1.814814815,0.444444444,0.037037037,0,4,0.148148148,1.431363764,1.69019608,0.859822342
3312,586.4325129,11.99717413,4,32,59,8,1,0,0,0,0,0,0,0,1.84375,0.25,0.03125,0,4,0.125,1.505149978,1.770852012,0.882643049
3328,598.4529257,10.26283579,5,31,59,6,5,0,0,0,0,0,0,0,1.903225806,0.193548387,0.161290323,0,5,0.161290323,1.491361694,1.770852012,0.928446739
3332,600.4329441,9.774230081,5,30,57,7,5,0,0,0,0,0,0,0,1.9,0.233333333,0.166666667,0,5,0.166666667,1.477121255,1.755874856,0.925999419
3339,603.4068029,10.3047061,13,39,54,5,0,0,0,0,0,0,0,0,1.384615385,0.128205128,0,0.287671233,13,0.333333333,1.591064607,1.73239376,0.469485284
3346,607.4374386,11.2030229,11,39,58,5,0,0,0,0,0,0,0,0,1.487179487,0.128205128,0,0.232876712,11,0.282051282,1.591064607,1.763427994,0.572578776
3349,610.3836652,7.051036033,8,30,51,8,5,0,0,0,0,0,0,0,1.7,0.266666667,0.166666667,0.071428571,8,0.266666667,1.477121255,1.707570176,0.765534746
3367,628.4425614,11.77888872,5,34,61,9,1,0,0,0,0,0,0,0,1.794117647,0.264705882,0.029411765,0,5,0.147058824,1.531478917,1.785329835,0.843274496
3377,636.3452665,4.745401123,1,26,53,16,1,0,0,0,0,0,0,0,2.038461538,0.615384615,0.038461538,0,1,0.038461538,1.414973348,1.72427587,1.027480736
3380,637.4785713,11.80802508,6,36,64,7,2,0,0,0,0,0,0,0,1.777777778,0.194444444,0.055555556,0.049180328,6,0.166666667,1.556302501,1.806179974,0.830074999
3385,641.474542,11.57428348,5,35,64,8,2,0,0,0,0,0,0,0,1.828571429,0.228571429,0.057142857,0,5,0.142857143,1.544068044,1.806179974,0.870716983
3401,656.4939363,10.47962197,5,34,65,7,5,0,0,0,0,0,0,0,1.911764706,0.205882353,0.147058824,0,5,0.147058824,1.531478917,1.812913357,0.934904972
3407,661.4679276,12.0068042,10,38,62,4,4,0,0,0,0,0,0,0,1.631578947,0.105263158,0.105263158,0.1875,10,0.263157895,1.579783597,1.792391689,0.706268797
3420,670.4896867,11.9899979,5,37,67,9,1,0,0,0,0,0,0,0,1.810810811,0.243243243,0.027027027,0,5,0.135135135,1.568201724,1.826074803,0.856635825
3427,682.5364688,11.8063039,5,38,71,7,3,0,0,0,0,0,0,0,1.868421053,0.184210526,0.078947368,0,5,0.131578947,1.579783597,1.851258349,0.901819606
3461,725.5179875,5.732670387,7,37,68,8,6,0,0,0,0,0,0,0,1.837837838,0.216216216,0.162162162,0,7,0.189189189,1.568201724,1.832508913,0.878009476
3462,725.5178324,5.760222076,7,37,68,8,6,0,0,0,0,0,0,0,1.837837838,0.216216216,0.162162162,0,7,0.189189189,1.568201724,1.832508913,0.878009476
3464,726.5018747,6.148865679,7,37,67,9,5,0,0,0,0,0,0,0,1.810810811,0.243243243,0.135135135,0,7,0.189189189,1.568201724,1.826074803,0.856635825
3483,760.4989594,11.42954993,10,43,69,10,1,0,0,0,0,0,0,0,1.604651163,0.23255814,0.023255814,0.121621622,10,0.23255814,1.633468456,1.838849091,0.682259702
3490,790.5891385,10.08346337,4,40,79,10,5,0,0,0,0,0,0,0,1.975,0.25,0.125,0,4,0.1,1.602059991,1.897627091,0.981852653
3528,229.1056937,3.560483929,4.5,9,14,4,3,0,0,0,0,0,0,0,1.555555556,0.444444444,0.333333333,0.25,4.5,0.5,0.954242509,1.146128036,0.637429921
3529,232.1539543,0.663218526,2,11,21,4,1,0,0,0,0,0,0,0,1.909090909,0.363636364,0.090909091,0,2,0.181818182,1.041392685,1.322219295,0.932885804
3533,259.077236,2.918117339,5.5,9,12,6,3,0,0,0,0,0,0,0,1.333333333,0.666666667,0.333333333,0.333333333,5.5,0.611111111,0.954242509,1.079181246,0.415037499
3541,289.0873396,2.57210599,2.5,8,16,7,3,0,0,0,0,0,0,0,2,0.875,0.375,0,2.5,0.3125,0.903089987,1.204119983,1
3552,323.2213972,9.191174583,5,19,30,4,0,0,0,0,0,0,0,0,1.578947368,0.210526316,0,0.176470588,5,0.263157895,1.278753601,1.477121255,0.658963082
3554,325.1394398,3.699014882,7,15,20,6,2,0,0,0,0,0,0,0,1.333333333,0.4,0.133333333,0.3,7,0.466666667,1.176091259,1.301029996,0.415037499
3556,329.0606799,2.460216859,6.5,12,17,2,4,0,0,0,1,0,0,0,1.416666667,0.166666667,0.333333333,0.5,6.5,0.541666667,1.079181246,1.230448921,0.502500341
3563,347.1257902,4.066944796,10,17,18,6,2,0,0,0,0,0,0,0,1.058823529,0.352941176,0.117647059,0.5,10,0.588235294,1.230448921,1.255272505,0.08246216
3564,347.2213001,10.29875296,7,21,30,4,0,0,0,0,0,0,0,0,1.428571429,0.19047619,0,0.263157895,7,0.333333333,1.322219295,1.477121255,0.514573173
3567,360.2196559,2.976541646,4,15,29,5,5,0,0,0,0,0,0,0,1.933333333,0.333333333,0.333333333,0,4,0.266666667,1.176091259,1.462397998,0.951090399
3572,377.1397177,3.435447042,2.5,11,25,6,5,0,1,0,0,0,0,0,2.272727273,0.545454545,0.454545455,0,2.5,0.227272727,1.041392685,1.397940009,1.184424571
3578,403.2307831,6.41848746,5,16,30,6,6,0,0,0,0,0,0,0,1.875,0.375,0.375,0,5,0.3125,1.204119983,1.477121255,0.906890596
3579,405.2259537,8.701028139,8,23,32,6,0,0,0,0,0,0,0,0,1.391304348,0.260869565,0,0.25,8,0.347826087,1.361727836,1.505149978,0.476438044
3582,426.306136,7.990644756,0,20,43,8,1,0,0,0,0,0,0,0,2.15,0.4,0.05,0,0,0,1.301029996,1.633468456,1.10433666
3584,462.2897856,3.952600228,4,20,39,7,5,0,0,0,0,0,0,0,1.95,0.35,0.25,0,4,0.2,1.301029996,1.591064607,0.963474124
3588,483.2727116,10.03238935,2,22,43,9,0,0,1,0,0,0,0,0,1.954545455,0.409090909,0,0,2,0.090909091,1.342422681,1.633468456,0.966833136
3594,536.3278091,4.001464105,4,23,45,9,5,0,0,0,0,0,0,0,1.956521739,0.391304348,0.217391304,0,4,0.173913043,1.361727836,1.653212514,0.96829114
3600,624.3807475,4.353604281,4,27,53,11,5,0,0,0,0,0,0,0,1.962962963,0.407407407,0.185185185,0,4,0.148148148,1.431363764,1.72427587,0.973032952
3616,153.0910526,5.669604057,4,9,12,2,0,0,0,0,0,0,0,0,1.333333333,0.222222222,0,0.375,4,0.444444444,0.954242509,1.079181246,0.415037499
3619,161.0961949,4.531352683,6,11,12,1,0,0,0,0,0,0,0,0,1.090909091,0.090909091,0,0.523809524,6,0.545454545,1.041392685,1.079181246,0.125530882
3620,161.0961959,4.910936249,6,11,12,1,0,0,0,0,0,0,0,0,1.090909091,0.090909091,0,0.523809524,6,0.545454545,1.041392685,1.079181246,0.125530882
3622,163.1117963,4.174787023,5,11,14,1,0,0,0,0,0,0,0,0,1.272727273,0.090909091,0,0.428571429,5,0.454545455,1.041392685,1.146128036,0.347923304
3623,164.0932777,1.090623279,6,7,9,0,5,0,0,0,0,0,0,0,1.285714286,0,0.714285714,1.75,6,0.857142857,0.84509804,0.954242509,0.36257008
3629,176.9720219,13.33828029,1,3,7,4,0,0,1,0,0,0,0,0,2.333333333,1.333333333,0,0,1,0.333333333,0.477121255,0.84509804,1.222392421
3630,177.0910967,7.86960102,6,11,12,2,0,0,0,0,0,0,0,0,1.090909091,0.181818182,0,0.5,6,0.545454545,1.041392685,1.079181246,0.125530882
3635,180.0879223,1.02426302,5.5,9,11,2,2,0,0,0,0,0,0,0,1.222222222,0.222222222,0.222222222,0.583333333,5.5,0.611111111,0.954242509,1.041392685,0.289506617
3638,181.0996997,4.515545938,0,7,16,5,0,0,0,0,0,0,0,0,2.285714286,0.714285714,0,0,0,0,0.84509804,1.204119983,1.192645078
3639,181.1223683,4.173218484,4,11,16,2,0,0,0,0,0,0,0,0,1.454545455,0.181818182,0,0.3,4,0.363636364,1.041392685,1.204119983,0.540568382
3640,181.1223552,9.953249162,4,11,16,2,0,0,0,0,0,0,0,0,1.454545455,0.181818182,0,0.3,4,0.363636364,1.041392685,1.204119983,0.540568382
3641,189.1256701,1.898858289,6,13,16,1,0,0,0,0,0,0,0,0,1.230769231,0.076923077,0,0.44,6,0.461538462,1.113943352,1.204119983,0.299560282
3642,189.1275546,4.198222904,6,13,16,1,0,0,0,0,0,0,0,0,1.230769231,0.076923077,0,0.44,6,0.461538462,1.113943352,1.204119983,0.299560282
3643,189.1274363,6.937676996,6,13,16,1,0,0,0,0,0,0,0,0,1.230769231,0.076923077,0,0.44,6,0.461538462,1.113943352,1.204119983,0.299560282
3644,189.1274385,7.192727503,6,13,16,1,0,0,0,0,0,0,0,0,1.230769231,0.076923077,0,0.44,6,0.461538462,1.113943352,1.204119983,0.299560282
3645,189.1274402,8.246962196,6,13,16,1,0,0,0,0,0,0,0,0,1.230769231,0.076923077,0,0.44,6,0.461538462,1.113943352,1.204119983,0.299560282
3646,189.1274285,9.802974013,6,13,16,1,0,0,0,0,0,0,0,0,1.230769231,0.076923077,0,0.44,6,0.461538462,1.113943352,1.204119983,0.299560282
3648,190.0863585,2.296924651,7,11,11,2,1,0,0,0,0,0,0,0,1,0.181818182,0.090909091,0.611111111,7,0.636363636,1.041392685,1.041392685,0
3650,191.143089,6.399981717,5,13,18,1,0,0,0,0,0,0,0,0,1.384615385,0.076923077,0,0.36,5,0.384615385,1.113943352,1.255272505,0.469485284
3653,193.0715924,2.35764367,6.5,10,10,3,1,0,0,0,0,0,0,0,1,0.3,0.1,0.6,6.5,0.65,1,1,0
3654,194.1038493,1.066777078,5.5,10,13,2,2,0,0,0,0,0,0,0,1.3,0.2,0.2,0.5,5.5,0.55,1,1.113943352,0.378511623
3659,197.1172269,0.099121588,4,11,16,3,0,0,0,0,0,0,0,0,1.454545455,0.272727273,0,0.263157895,4,0.363636364,1.041392685,1.204119983,0.540568382
3660,197.1173005,2.432926002,4,11,16,3,0,0,0,0,0,0,0,0,1.454545455,0.272727273,0,0.263157895,4,0.363636364,1.041392685,1.204119983,0.540568382
3661,197.1173097,14.96586174,4,11,16,3,0,0,0,0,0,0,0,0,1.454545455,0.272727273,0,0.263157895,4,0.363636364,1.041392685,1.204119983,0.540568382
3666,202.1438069,3.066850549,2,10,19,3,1,0,0,0,0,0,0,0,1.9,0.3,0.1,0,2,0.2,1,1.278753601,0.925999419
3667,203.1406566,1.891560599,6,14,18,1,0,0,0,0,0,0,0,0,1.285714286,0.071428571,0,0.407407407,6,0.428571429,1.146128036,1.255272505,0.36257008
3670,205.1224729,4.641156179,6,13,16,2,0,0,0,0,0,0,0,0,1.230769231,0.153846154,0,0.416666667,6,0.461538462,1.113943352,1.204119983,0.299560282
3673,207.1381256,4.211264648,5,13,18,2,0,0,0,0,0,0,0,0,1.384615385,0.153846154,0,0.333333333,5,0.384615385,1.113943352,1.255272505,0.469485284
3676,209.1337407,2.505476566,0,8,20,2,2,1,0,0,0,0,0,0,2.5,0.25,0.25,0,0,0,0.903089987,1.301029996,1.321928095
3677,209.1537601,6.39967743,4,13,20,2,0,0,0,0,0,0,0,0,1.538461538,0.153846154,0,0.25,4,0.307692308,1.113943352,1.301029996,0.621488376
3686,213.1620184,9.239929114,7,16,20,0,0,0,0,0,0,0,0,0,1.25,0,0,0.4375,7,0.4375,1.204119983,1.301029996,0.321928095
3688,215.0862525,3.275871697,4,10,15,3,0,0,1,0,0,0,0,0,1.5,0.3,0,0.266666667,4,0.4,1,1.176091259,0.584962501
3689,215.1277176,2.436651047,3,11,18,4,0,0,0,0,0,0,0,0,1.636363636,0.363636364,0,0.111111111,3,0.272727273,1.041392685,1.255272505,0.710493382
3692,216.2323984,8.53741333,0,13,29,1,1,0,0,0,0,0,0,0,2.230769231,0.076923077,0.076923077,0,0,0,1.113943352,1.462397998,1.157541277
3694,217.122584,10.09006049,7,14,16,2,0,0,0,0,0,0,0,0,1.142857143,0.142857143,0,0.461538462,7,0.5,1.146128036,1.204119983,0.192645078
3696,218.1046388,2.719910369,3,9,15,5,1,0,0,0,0,0,0,0,1.666666667,0.555555556,0.111111111,0,3,0.333333333,0.954242509,1.176091259,0.736965594
3697,218.1390753,1.045720665,2,10,19,4,1,0,0,0,0,0,0,0,1.9,0.4,0.1,0,2,0.2,1,1.278753601,0.925999419
3699,219.1359043,1.666449507,2,9,18,4,2,0,0,0,0,0,0,0,2,0.444444444,0.222222222,0,2,0.222222222,0.954242509,1.255272505,1
3701,220.11832,2.28966795,2,9,17,5,1,0,0,0,0,0,0,0,1.888888889,0.555555556,0.111111111,0,2,0.222222222,0.954242509,1.230448921,0.91753784
3702,221.0923115,1.052213668,7,11,12,3,2,0,0,0,0,0,0,0,1.090909091,0.272727273,0.181818182,0.6,7,0.636363636,1.041392685,1.079181246,0.125530882
3703,221.0923644,1.638668539,7,11,12,3,2,0,0,0,0,0,0,0,1.090909091,0.272727273,0.181818182,0.6,7,0.636363636,1.041392685,1.079181246,0.125530882
3704,221.153811,8.977773405,5,14,20,2,0,0,0,0,0,0,0,0,1.428571429,0.142857143,0,0.307692308,5,0.357142857,1.146128036,1.301029996,0.514573173
3713,223.1504769,3.16374452,0,10,22,5,0,0,0,0,0,0,0,0,2.2,0.5,0,0,0,0,1,1.342422681,1.137503524
3714,225.1487599,3.63950775,4,13,20,3,0,0,0,0,0,0,0,0,1.538461538,0.230769231,0,0.217391304,4,0.307692308,1.113943352,1.301029996,0.621488376
3724,231.1381083,7.56899992,7,15,18,2,0,0,0,0,0,0,0,0,1.2,0.133333333,0,0.428571429,7,0.466666667,1.176091259,1.255272505,0.263034406
3725,231.1380961,9.943018471,7,15,18,2,0,0,0,0,0,0,0,0,1.2,0.133333333,0,0.428571429,7,0.466666667,1.176091259,1.255272505,0.263034406
3726,231.1380984,10.38345449,7,15,18,2,0,0,0,0,0,0,0,0,1.2,0.133333333,0,0.428571429,7,0.466666667,1.176091259,1.255272505,0.263034406
3727,231.1728337,9.188625977,6,16,22,1,0,0,0,0,0,0,0,0,1.375,0.0625,0,0.35483871,6,0.375,1.204119983,1.342422681,0.459431619
3728,231.1727844,9.307863179,6,16,22,1,0,0,0,0,0,0,0,0,1.375,0.0625,0,0.35483871,6,0.375,1.204119983,1.342422681,0.459431619
3729,232.154535,2.074700598,2,11,21,4,1,0,0,0,0,0,0,0,1.909090909,0.363636364,0.090909091,0,2,0.181818182,1.041392685,1.322219295,0.932885804
3730,233.1537481,8.409851399,6,15,20,2,0,0,0,0,0,0,0,0,1.333333333,0.133333333,0,0.357142857,6,0.4,1.176091259,1.301029996,0.415037499
3732,235.1079684,2.709579388,7,12,14,3,2,0,0,0,0,0,0,0,1.166666667,0.25,0.166666667,0.529411765,7,0.583333333,1.079181246,1.146128036,0.222392422
3734,235.2057414,9.467603321,4,16,26,1,0,0,0,0,0,0,0,0,1.625,0.0625,0,0.225806452,4,0.25,1.204119983,1.414973348,0.700439718
3735,235.2057367,9.87170072,4,16,26,1,0,0,0,0,0,0,0,0,1.625,0.0625,0,0.225806452,4,0.25,1.204119983,1.414973348,0.700439718
3740,238.107613,0.999687309,6,12,15,4,1,0,0,0,0,0,0,0,1.25,0.333333333,0.083333333,0.388888889,6,0.5,1.079181246,1.176091259,0.321928095
3741,239.1641854,7.439521916,4,14,22,3,0,0,0,0,0,0,0,0,1.571428571,0.214285714,0,0.2,4,0.285714286,1.146128036,1.342422681,0.652076696
3743,241.1435856,5.575532998,4,13,20,4,0,0,0,0,0,0,0,0,1.538461538,0.307692308,0,0.181818182,4,0.307692308,1.113943352,1.301029996,0.621488376
3744,241.1550155,0.861538604,4,12,20,3,2,0,0,0,0,0,0,0,1.666666667,0.25,0.166666667,0.176470588,4,0.333333333,1.079181246,1.301029996,0.736965594
3745,242.247788,9.758402348,1,15,31,1,1,0,0,0,0,0,0,0,2.066666667,0.066666667,0.066666667,0,1,0.066666667,1.176091259,1.491361694,1.047305715
3749,246.1699649,3.261975783,2,12,23,4,1,0,0,0,0,0,0,0,1.916666667,0.333333333,0.083333333,0,2,0.166666667,1.079181246,1.361727836,0.938599456
3753,249.1484828,7.73180633,6,15,20,3,0,0,0,0,0,0,0,0,1.333333333,0.2,0,0.333333333,6,0.4,1.176091259,1.301029996,0.415037499
3754,249.1485435,9.289356503,6,15,20,3,0,0,0,0,0,0,0,0,1.333333333,0.2,0,0.333333333,6,0.4,1.176091259,1.301029996,0.415037499
3755,249.1486115,4.787764779,6,15,20,3,0,0,0,0,0,0,0,0,1.333333333,0.2,0,0.333333333,6,0.4,1.176091259,1.301029996,0.415037499
3756,249.1482099,6.640986079,6,15,20,3,0,0,0,0,0,0,0,0,1.333333333,0.2,0,0.333333333,6,0.4,1.176091259,1.301029996,0.415037499
3758,251.1026273,2.403124015,7,12,14,4,2,0,0,0,0,0,0,0,1.166666667,0.333333333,0.166666667,0.5,7,0.583333333,1.079181246,1.146128036,0.222392422
3759,252.0730173,0.899133155,8,9,9,4,5,0,0,0,0,0,0,0,1,0.444444444,0.555555556,1.75,8,0.888888889,0.954242509,0.954242509,0
3760,253.1060851,4.969316482,3,10,19,2,2,0,1,0,0,0,0,0,1.9,0.2,0.2,0.083333333,3,0.3,1,1.278753601,0.925999419
3762,253.1184663,5.433697373,6,12,16,4,2,0,0,0,0,0,0,0,1.333333333,0.333333333,0.166666667,0.375,6,0.5,1.079181246,1.204119983,0.415037499
3763,253.1183715,5.611985685,6,12,16,4,2,0,0,0,0,0,0,0,1.333333333,0.333333333,0.166666667,0.375,6,0.5,1.079181246,1.204119983,0.415037499
