SampleID,Pn_multiseries_A_DOM_I_t,Pn_multiseries_A_DOM_II_t,Pn_multiseries_B_DOM_I_t,Pn_multiseries_B_DOM_II_t,Pn_delicatissima_A_DOM_I_t,Pn_delicatissima_A_DOM_II_t,Pn_delicatissima_B_DOM_I_t,Pn_delicatissima_B_DOM_II_t,Pn_subpacifica_A_DOM_I_t,Pn_subpacifica_A_DOM_II_t,Pn_subpacifica_B_DOM_I_t,Pn_subpacifica_B_DOM_II_t,Pn_galaxiae_A_DOM_I_t,Pn_galaxiae_A_DOM_II_t,Pn_galaxiae_B_DOM_I_t,Pn_galaxiae_B_DOM_II_t,Pn_hasleana_A_DOM_I_t,Pn_hasleana_A_DOM_II_t,Pn_hasleana_B_DOM_I_t,Pn_hasleana_B_DOM_II_t,Pn_multiseries_A_Unfil_I_t,Pn_multiseries_A_Unfil_II_t,Pn_multiseries_B_Unfil_I_t,Pn_multiseries_B_Unfil_II_t,Pn_delicatissima_A_Unfil_I_t,Pn_delicatissima_A_Unfil_II_t,Pn_delicatissima_B_Unfil_I_t,Pn_delicatissima_B_Unfil_II_t,Pn_subpacifica_A_Unfil_I_t,Pn_subpacifica_A_Unfil_II_t,Pn_subpacifica_B_Unfil_I_t,Pn_subpacifica_B_Unfil_II_t,Pn_galaxiae_A_Unfil_I_t,Pn_galaxiae_A_Unfil_II_t,Pn_galaxiae_B_Unfil_I_t,Pn_galaxiae_B_Unfil_II_t,Pn_hasleana_A_Unfil_I_t,Pn_hasleana_A_Unfil_II_t,Pn_hasleana_B_Unfil_I_t,Pn_hasleana_B_Unfil_II_t
2445,0.028182233,0.033600444,0.016351753,0.024780611,0.032432773,0.030303086,0.032341315,0.044044922,0.028526649,0.037275225,0.060999523,0.061080237,0.016938254,0.020276522,0.021445337,0.019913448,0.011634049,0.011387125,0.022415868,0.020618638,0.012633428,0.015367224,0.013154618,0.006841106,0.013900448,0.013534888,0.012282898,0.009208822,0.029798856,0.031891437,0.040059759,0.037432584,0.007791099,0.012517555,0.011270376,0.011395772,0.007503403,0.007341728,0.011955451,0.010146306
2453,0.057603711,0.066722865,0.077081372,0.057636524,0.022047353,0.024901308,0.02559717,0.014808006,0.051430559,0.020364732,0.044303362,0.045101973,0.055353338,0.037532604,0.011992285,0.020502241,0.011799596,0.005558805,0.038283428,0.041466532,0.02270455,0.005674535,0.042185951,0.001574802,0.011245903,0.005744594,0.007589539,0.008596617,0.020997114,0.051408856,0.022184786,0.043507161,0.013962796,0.028818881,0.014205547,0.019631595,0.008654587,0.007784679,0.008893935,0.00653457
2458,0.013219538,0.014375404,0.017027038,0.016564423,0.008596617,0.007962496,0.00912153,0.017930908,0.0166231,0.015733894,0.016361476,0.01693285,0.011549196,0.008933203,0.011286736,0.007064052,0.004483317,0.006261031,0.011694325,0.005253594,0.012354423,0.003646925,0.011161056,0.003898728,0.006488497,0.005234525,0.006395354,0.007169441,0.00947115,0.017773021,0.008877053,0.013933146,0.00496993,0.006488497,0.006403168,0.007589539,0.00584811,0.001646209,0.00479585,0.003577716
2459,0.0127957,0.013693967,0.01918737,0.017440093,0.005692131,0.005621417,0.006811807,0.004000011,0.016743542,0.009854093,0.01651971,0.017110774,0.010495477,0.011107613,0.007341728,0.006633298,0.005540786,0.003101617,0.012777202,0.013356969,0.006811807,0.003714844,0.010507096,0.000925743,0.005692131,0.005272595,0.005916114,0.00592456,0.008306719,0.01723547,0.009143431,0.014427177,0.00479585,0.002588439,0.006935472,0.007778253,0.005700908,0.002022376,0.004483317,0.004110973
2463,0.015613289,0.022198219,0.016021484,0.017807906,0.015112491,0.012974955,0.013468703,0.016689364,0.033499369,0.031877581,0.018369757,0.025677381,0.020999472,0.020880526,0.022946032,0.022617786,0.015088979,0.014098836,0.02109213,0.02084459,0.00745661,0.009597022,0.008396526,0.003605559,0.004858002,0.004301176,0.004679761,0.003847086,0.0250278,0.026502046,0.028626506,0.037432584,0.00476447,0.006519249,0.004847699,0.008723642,0.009044459,0.007238848,0.010110513,0.008142571
2468,0.006580321,0.007362131,0.008746539,0.008372672,0.007314435,0.005300968,0.007042785,0.006449851,0.003741666,0.005089226,0.003178055,0.005477253,0.014382151,0.012646127,0.021812002,0.029404169,0.012836201,0.014219938,0.017886842,0.02268445,0.004472151,0.003687826,0.0041473,0.002611516,0.003714844,0.002282544,0.002898279,0.002242768,0.004370369,0.004990011,0.004195248,0.00459349,0.007127472,0.0105943,0.010738223,0.013397341,0.010776989,0.009038928,0.014918026,0.012058816
2474,0.005310392,0.006308766,0.006024985,0.006610646,0.023893066,0.01506118,0.005674535,0.004538738,0.006156336,0.0036194,0.00476447,0.003224909,0.017293028,0.021595937,0.034903533,0.021168489,0.057225905,0.048073889,0.018647421,0.017363361,0.035829544,0.081769307,0.08672224,0.063544717,0.079971327,0.077138966,0.082696263,0.08248751,0.024844859,0.023030344,0.018235292,0.017845498,0.03753143,0.027374517,0.036644562,0.031824658,0.032874828,0.080615209,0.029257362,0.077472922
2480,0.033500101,0.025273029,0.021136639,0.033359388,0.025485832,0.04659806,0.03204763,0.02300118,0.008723642,0.001029563,0.005019981,0.006426552,0.026069425,0.015627632,0.015232857,0.022617786,0.018450573,0.018070765,0.032218009,0.033984858,0.031315468,0.004230852,0.030444167,0.003111275,0.025518647,0.030896937,0.012784479,0.007943634,0.00085557,0.005873704,0.000665583,0.006572718,0.01779102,0.021067645,0.013355658,0.009628233,0.011465154,0.01197146,0.020620894,0.005865185
2481,0.044527936,0.032690069,0.036386979,0.043621171,0.030892192,0.0600564,0.035322441,0.024050312,0.002651418,0.001296149,0.002835493,0.002833729,0.030596439,0.019528248,0.01646434,0.026419508,0.021235979,0.023292447,0.031629299,0.041144149,0.03301001,0.001627883,0.028980219,0.002947885,0.027142622,0.037140546,0.013310126,0.008080929,0.001382028,0.002022376,0.000675278,0.003768298,0.022078161,0.026890635,0.017782613,0.01207067,0.013945559,0.015000429,0.02804106,0.00496993
2482,0.008444033,0.019924922,0.013308811,0.011851902,0.017353738,0.019047858,0.017825506,0.018517997,0.025434946,0.052820514,0.049821743,0.05114026,0.029898132,0.014360508,0.005059666,0.007162463,0.005787951,0.007516719,0.014251447,0.052318061,0.007530011,0.004732881,0.006862998,0.002128381,0.00921425,0.008124128,0.009798116,0.009066546,0.020184854,0.021211093,0.019707797,0.017845498,0.006473066,0.010878036,0.006123763,0.004919369,0.005890705,0.005974983,0.006640832,0.006091015
2500,0.006488497,0.009757204,0.009607437,0.009695512,0.008197652,0.005805203,0.006804463,0.006276983,0.004049702,0.005039863,0.00653457,0.004939656,0.036955332,0.031296497,0.025312662,0.015540027,0.024249809,0.021590494,0.051023558,0.035517099,0.003301521,0.002687009,0.005375898,0.002601925,0.006811807,0.006949876,0.005272595,0.007238848,0.005486374,0.004195248,0.004858002,0.002621071,0.010580037,0.018080532,0.011778473,0.010678265,0.009628233,0.007197284,0.004415895,0.004074321
2510,0.008191551,0.006220973,0.008637237,0.005224964,0.013676573,0.014769863,0.014819011,0.012087478,0.014978143,0.014765698,0.013547776,0.013187345,0.008080929,0.010507619,0.006395354,0.006811807,0.004669064,0.004647597,0.008491274,0.004427203,0.004460956,0.004277863,0.004230852,0.001977373,0.00604156,0.005403729,0.005522709,0.005138116,0.011782717,0.0121157,0.011526399,0.011969705,0.003013308,0.005128375,0.00214942,0.002647644,0.002340942,0.002381178,0.002672081,0.002039609
2513,0.012375371,0.011476314,0.009486975,0.01401752,0.022176398,0.021504006,0.021120259,0.032524544,0.008105642,0.008780773,0.007092309,0.007924728,0.0197165,0.0257439,0.033841692,0.023393606,0.01746571,0.021651403,0.018136484,0.02341156,0.00625304,0.007307595,0.006685856,0.004701081,0.008735098,0.006196813,0.009481703,0.006542218,0.007176412,0.005621417,0.006245039,0.007162463,0.006379698,0.013035092,0.007956214,0.008916395,0.009995165,0.006496198,0.006245039,0.005958223
2520,0.016276345,0.013131485,0.009077569,0.012440659,0.011614003,0.013609718,0.010576255,0.015070375,0.021411961,0.024168093,0.021543579,0.021674653,0.011754504,0.017643024,0.00699291,0.00604156,0.004438483,0.004266159,0.011086886,0.010573607,0.006131922,0.008056141,0.002842538,0.004123117,0.003521371,0.003271091,0.003768298,0.002151745,0.019727734,0.018326145,0.019090633,0.01715138,0.003038096,0.006091015,0.002553432,0.00287924,0.00195704,0.001992487,0.001428286,0.000613188
2531,0.005787951,0.010818159,0.010322489,0.005394468,0.017041101,0.016540797,0.020689202,0.013328148,0.012564844,0.01327126,0.016595791,0.016836739,0.009904706,0.00674542,0.008080929,0.00910507,0.006572718,0.006245039,0.011001949,0.009000122,0.005839554,0.003162283,0.004074321,0.002700003,0.00910507,0.009192518,0.007028571,0.007962496,0.009257562,0.009380969,0.012727244,0.012623924,0.003807896,0.004277863,0.005865185,0.00621293,0.004868284,0.004516651,0.006526914,0.005856654
2534,0.043281942,0.030223635,0.02828012,0.058048386,0.005000021,0.008848844,0.009513292,0.013146937,0.020818396,0.016187615,0.018057836,0.018646777,0.02120989,0.021774777,0.004868284,0.003987491,0.001315295,0.001473093,0.015476244,0.011189782,0.017856172,0.007503403,0.014896658,0.007134484,0.001624808,0.000806226,0.001268858,0.001086278,0.00669333,0.027384785,0.004277863,0.021293744,0.004381794,0.00459349,0.003687826,0.002694442,0.000453872,0.000459347,0.002529825,0.001827568
2537,0.017770263,0.01725942,0.010491951,0.011634694,0.012274712,0.016500688,0.018745377,0.018730911,0.022248206,0.023341421,0.024981349,0.024737437,0.010982252,0.010593876,0.012035032,0.012574074,0.007842274,0.006557486,0.012807575,0.012543853,0.008074739,0.010278362,0.005375898,0.003286341,0.00730075,0.006542218,0.005357264,0.004415895,0.018453446,0.019220523,0.021943593,0.020584724,0.003193749,0.005787951,0.004159339,0.004183312,0.004878544,0.004393191,0.004549741,0.003549655
2538,0.009929916,0.009279142,0.007463313,0.010814738,0.012704003,0.010147341,0.010700344,0.009444716,0.008717908,0.00740277,0.006826472,0.005394468,0.009539537,0.009529048,0.007733123,0.024632452,0.012857103,0.021468135,0.048179129,0.011482369,0.013545044,0.00886578,0.011180394,0.003157536,0.028284029,0.025881375,0.011464674,0.006356142,0.005049774,0.005949825,0.003391171,0.006284944,0.010636835,0.00961264,0.007463313,0.009884492,0.006511574,0.006678373,0.021959679,0.005839554
2545,0.016250792,0.016490957,0.014937054,0.007287039,0.014771624,0.014036557,0.01969188,0.019996257,0.028878934,0.027760817,0.031353215,0.03129258,0.015532527,0.016684629,0.015353323,0.017192967,0.009295294,0.008246305,0.01940364,0.019638243,0.009607437,0.009375637,0.003911531,0.001166191,0.007752497,0.007028571,0.00279643,0.002489982,0.021779118,0.024040764,0.027293955,0.028218457,0.003687826,0.00756314,0.006300835,0.006603078,0.005735884,0.004582592,0.00740277,0.006587915
2549,0.02054681,0.021579302,0.008757966,0.005787951,0.016431321,0.01840237,0.021340317,0.02358767,0.022815769,0.023130162,0.027579283,0.02673225,0.013038122,0.014462074,0.016086184,0.016744796,0.009798116,0.009762327,0.014841569,0.016359703,0.009945012,0.011014668,0.003987491,0.001808315,0.008025047,0.007429739,0.006148209,0.00241247,0.018780108,0.019503929,0.02380479,0.023579717,0.002641972,0.006164453,0.002681421,0.003464109,0.004919369,0.004959859,0.005779305,0.004669064
2557,0.016599377,0.009716119,0.008037499,0.008197652,0.008989003,0.009529048,0.010729372,0.011208089,0.018461899,0.021521118,0.021086059,0.020743836,0.009094079,0.009316787,0.010622158,0.010187865,0.008252366,0.006841106,0.011744673,0.007886779,0.008324758,0.00992488,0.008792155,0.003755005,0.007176412,0.006091015,0.005300968,0.004254422,0.019495131,0.016600552,0.022363953,0.016753336,0.003860061,0.005128375,0.004381794,0.005486374,0.005167227,0.003847086,0.005974983,0.005366589
2561,0.024378961,0.022454014,0.016416218,0.018700502,0.017808749,0.021758302,0.016795461,0.023704182,0.035903953,0.037143214,0.037424775,0.040239617,0.027442504,0.041625972,0.013081734,0.011738072,0.009690353,0.008544108,0.025085653,0.02558421,0.009980146,0.012966704,0.007099355,0.006008364,0.006107411,0.005375898,0.006848411,0.002640079,0.032485153,0.030060209,0.033983018,0.030912592,0.007516719,0.01612723,0.007635518,0.007389249,0.004289535,0.003405884,0.002049392,0.002104758
2567,0.020409258,0.019748891,0.01207535,0.015975503,0.016384841,0.019384016,0.017199162,0.0219355,0.033423808,0.035933364,0.035607721,0.035547661,0.026793502,0.037424548,0.011275433,0.010003816,0.007912099,0.009508035,0.022624441,0.024630219,0.008142571,0.011890612,0.005761976,0.006557486,0.005069538,0.005079392,0.006426552,0.002981615,0.030355115,0.027716813,0.033029679,0.030026387,0.007510064,0.015084272,0.006526914,0.007190333,0.003605559,0.00291548,0.002433107,0.001516576
2569,0.028052619,0.025827414,0.017709172,0.020305434,0.007918416,0.007987575,0.011336203,0.007197284,0.010337882,0.010856732,0.004135226,0.005656884,0.001630951,0.001830302,0.004919369,0.001833031,0,0.001587451,0.00462603,0.00496993,0.014413653,0.013556779,0.008491274,0.005865185,0.004074321,0.003755005,0.00299166,0.002042059,0.008006333,0.00912153,0.004171343,0.005458965,0.001542725,0,0.000723187,0.001800001,0.001334167,0.001581139,0,0.001577974
2592,0.042858586,0.042849942,0.018945314,0.022318461,0.016123353,0.018490726,0.032920806,0.032354648,0.015100574,0.031018745,0.021633909,0.021027415,0.038358095,0.023512185,0.010774623,0.010984255,0.009818508,0.018573898,0.031703481,0.017611305,0.010969222,0.019916437,0.020307971,0.007739586,0.007266425,0.005753292,0.006618205,0.010771606,0.022802349,0.023424119,0.023636519,0.01186392,0.007287039,0.020725021,0.012734079,0.006565106,0.012871097,0.010873576,0.004527708,0.00604983
2594,0.039493389,0.034109766,0.036103688,0.041724982,0.050437094,0.027409398,0.058354078,0.023704182,0.009767448,0.00740277,0.008786466,0.011774439,0.009899657,0.00933823,0.010564239,0.012655613,0.007341728,0.004381794,0.012622815,0.012263953,0.009311418,0.013674233,0.007752497,0.006107411,0.025973654,0.025613501,0.021727662,0.022158957,0.00621293,0.004959859,0.00572716,0.009465869,0.005263103,0.006488497,0.01082181,0.006935472,0.006449851,0.011451364,0.013913896,0.007134484
2597,0.00705697,0.019867509,0.026754566,0.015785775,0.014364233,0.019507518,0.018796159,0.006549856,0.008074739,0.003224909,0.005899187,0.005576766,0.022535105,0.007341728,0.007314435,0.012959607,0.008276567,0.006549856,0.020294298,0.003911531,0.009869304,0.00584811,0.004990011,0.011670098,0.001884145,0.008666134,0.005468116,0.001835757,0.005253594,0.006913809,0.007106395,0.008384608,0.001967233,0.013149828,0.01304855,0.011441972,0.004806264,0.004230852,0.009066546,0.005019981
2598,0.009995165,0.010627288,0.009914798,0.011699113,0.015849228,0.018100657,0.031048699,0.040523891,0.00745661,0.008843192,0.00754328,0.007589539,0.013973608,0.042109736,0.043488619,0.014064816,0.011565335,0.024288948,0.013822307,0.03874407,0.006633298,0.010214432,0.007042785,0.005147838,0.022493206,0.020266653,0.024310377,0.021655445,0.005385191,0.006300835,0.005558805,0.00572716,0.021581898,0.025477626,0.013288017,0.024705246,0.009859166,0.015655,0.011993244,0.016419782
2599,0.011902508,0.015638444,0.015672304,0.015824882,0.01300152,0.011652045,0.014138646,0.014322745,0.007880437,0.006618205,0.007245752,0.007687728,0.005865185,0.005522709,0.004427203,0.00433591,0.003136883,0.002725806,0.00325577,0.004785413,0.009418207,0.00772018,0.010084267,0,0.008432182,0.006292895,0.006074574,0.006549856,0.006348271,0.008179333,0.006115592,0.006066338,0.001835757,0.001360147,0.00205183,0.002317328,0.001664332,0.001974843,0.001900001,0.001374773
2602,0.01322211,0.014282992,0.009000122,0.009497511,0.051599313,0.053683661,0.024948409,0.025495997,0.007238848,0.011797095,0.012666356,0.006511574,0.026793502,0.028152999,0.041851588,0.043227857,0.045670064,0.043827327,0.035280963,0.034835913,0.015456715,0.014514503,0.016680612,0.007576351,0.105220444,0.097235512,0.098138771,0.088134719,0.019881274,0.020687219,0.01626986,0.016753336,0.025612154,0.028652742,0.0352654,0.038454958,0.019096265,0.016696194,0.028836704,0.022561369
2604,0.041999094,0.053506168,0.060300407,0.06746648,0.013793117,0.017803974,0.018056451,0.036137063,0.059848714,0.019200372,0.021086059,0.025367933,0.016505597,0.026022487,0.015045168,0.018750179,0.012865346,0.016786288,0.028255928,0.016369115,0.016462457,0.011646679,0.011131402,0.017341832,0.00862565,0.028902986,0.015603101,0.015075418,0.019101214,0.014479283,0.009534294,0.011295372,0.033079693,0.014138293,0.014141971,0.011161728,0.031759724,0.009502774,0.010718601,0.030337177
2606,0.018885799,0.019572427,0.020552311,0.020295506,0.018406473,0.019087463,0.017889833,0.016895537,0.021122484,0.020975903,0.01746067,0.018216276,0.014323408,0.01384945,0.007523368,0.007713701,0.006276983,0.007197284,0.011475573,0.01126292,0.008735098,0.00862565,0.009539537,0.008544108,0.007687728,0.006942678,0.00689933,0.00653457,0.017176234,0.017562138,0.015891578,0.015305107,0.004438483,0.007064052,0.0041473,0.004582592,0.003591665,0.003112882,0.003405884,0.002858325
2614,0.017545301,0.0135846,0.010016105,0.009680027,0.01571198,0.008746539,0.014924461,0.011454289,0.008461779,0.007035682,0.006220973,0.010780283,0.016614975,0.008689183,0.014660061,0.012309373,0.010885756,0.009088579,0.015236173,0.010739853,0.012013781,0.007314435,0.011557982,0.005621417,0.013429067,0.012824898,0.015344559,0.013986485,0.010794514,0.007280174,0.009939983,0.010480554,0.012507884,0.014867054,0.014237229,0.01057895,0.012800936,0.010193262,0.012546245,0.009985155
2620,0.027660154,0.032557941,0.037635484,0.02672059,0.012199155,0.013226836,0.013342585,0.007918416,0.027899443,0.009934951,0.020428315,0.020743836,0.026179487,0.020157059,0.005215386,0.010996721,0.005567793,0.002807137,0.021587366,0.02255465,0.012631171,0.002555389,0.027438366,0.002690728,0.006107411,0.00299333,0.003872993,0.004701081,0.011470125,0.027518069,0.012840329,0.023407351,0.007423006,0.013705465,0.007765386,0.010727601,0.004049702,0.004024933,0.004774953,0.003646925
2622,0.014591748,0.020691281,0.017757059,0.020750682,0.020256977,0.022626364,0.027381405,0.026136326,0.025235415,0.026678547,0.029822385,0.032469577,0.015343125,0.01569644,0.021371255,0.022353193,0.011642557,0.010965346,0.01699364,0.015923204,0.010942019,0.009444716,0.008485383,0.004254422,0.010624276,0.010120647,0.006410972,0.008111809,0.019727734,0.017995721,0.026199505,0.025504706,0.004024933,0.008111809,0.008111809,0.00772018,0.006572718,0.006340389,0.009375637,0.008933203
2636,0.014675505,0.014840053,0.008977871,0.010612079,0.012024307,0.015509942,0.012283387,0.016936098,0.021057909,0.022916936,0.021991588,0.022303127,0.015720062,0.021687779,0.00959181,0.008983439,0.006942678,0.007028571,0.0140466,0.013352887,0.006131922,0.008258423,0.004732881,0.002269363,0.004037337,0.0041473,0.005059666,0.00234521,0.018535651,0.018121201,0.018596448,0.016672605,0.003591665,0.00894998,0.004516651,0.003872993,0.002368546,0.002372764,0.002426935,0.002017425
2639,0.009407583,0.011505253,0.008467686,0.009428819,0.014855074,0.015858565,0.014344062,0.010184429,0.010367008,0.002835493,0.004669064,0.00592456,0.017608636,0.015295792,0.008136428,0.008746539,0.006557486,0.006099218,0.01476966,0.014883762,0.005486374,0.003193749,0.004615209,0.003193749,0.006188739,0.005375898,0.006557486,0.005186544,0.002924042,0.008037499,0.002170255,0.007503403,0.005907657,0.009137961,0.005440615,0.005665717,0.004254422,0.003962333,0.003768298,0.003478512
2641,0.0089723,0.007436466,0.00674542,0.005366589,0.030779216,0.019225414,0.005991697,0.007197284,0.005468116,0.005805203,0.005585725,0.004732881,0.017296874,0.02543707,0.042379299,0.030268461,0.032099063,0.036074457,0.021597651,0.015845946,0.00462603,0.003924293,0.005138116,0.002114239,0.005958223,0.004289535,0.003987491,0.003100005,0.003714844,0.009386298,0.004669064,0.005531755,0.003741666,0.006091015,0.003193749,0.003082212,0.00476447,0.003346646,0.004582592,0.003224909
2645,0.008209843,0.013590231,0.012431088,0.013999422,0.014864463,0.016037146,0.01018487,0.004785413,0.005366589,0.005128375,0.003507143,0.003660609,0.01475384,0.008723642,0.011025875,0.011873568,0.043204712,0.039858024,0.021992817,0.06718006,0.007956214,0.004690433,0.008080929,0.005019981,0.010665285,0.017389033,0.008871418,0.018136346,0.003096777,0.005375898,0.003633188,0.003834067,0.009279142,0.009380969,0.008240239,0.009695512,0.017289615,0.00754328,0.017946325,0.015387972
2646,0.036118156,0.038165968,0.033446421,0.033216468,0.044171253,0.047192127,0.055299357,0.052815488,0.045754163,0.045360984,0.059045769,0.057441626,0.033243541,0.026018027,0.035310354,0.036670365,0.022450628,0.021406704,0.035147526,0.036478612,0.014888968,0.019742964,0.015996307,0.004427203,0.022880458,0.022413302,0.017338169,0.017045942,0.035312296,0.038590739,0.045389265,0.047372643,0.011661353,0.014940435,0.016302317,0.015818814,0.013519361,0.01238341,0.017996693,0.014985453
2649,0.009793011,0.009787904,0.009262961,0.011426578,0.005558805,0.007931035,0.007273303,0.007238848,0.008336763,0.009407583,0.009402266,0.009767448,0.005839554,0.009208822,0.005576766,0.004538738,0.003405884,0.004919369,0.007655138,0.006442094,0.004086575,0.004909195,0.005244068,0.001726269,0.003224909,0.002551473,0.003093547,0.002814253,0.007609278,0.006928259,0.007148487,0.006511574,0.002776692,0.00325577,0.002080867,0.001926137,0.001931322,0.00172337,0.001655295,0.001417745
2651,0.01159224,0.01226807,0.011125336,0.010074941,0.009960084,0.012105005,0.01051737,0.012673026,0.013275818,0.012769333,0.012169647,0.012442266,0.007713701,0.005196176,0.004679761,0.004858002,0.003714844,0.003821004,0.005108838,0.005138116,0.005244068,0.006715704,0.005118616,0.003301521,0.004505567,0.003346646,0.00343512,0.002908612,0.011498819,0.011002858,0.010856456,0.011013624,0.002044506,0.003209367,0.002308681,0.00184391,0.00153623,0.001746426,0.0020347,0.001109054
2655,0.015515003,0.019344914,0.014005314,0.014201815,0.019773036,0.021889987,0.016877205,0.011830407,0.015957745,0.005403729,0.010743996,0.010061382,0.021227121,0.017852167,0.007042785,0.009348933,0.006782382,0.006678373,0.018940193,0.017294878,0.009889549,0.005531755,0.008300698,0.004183312,0.007752497,0.00772018,0.008654587,0.00688482,0.005128375,0.013162865,0.004277863,0.012104468,0.007362131,0.011098065,0.006618205,0.006730578,0.004207149,0.004438483,0.004827026,0.002791061
2661,0.018149798,0.017668432,0.012231372,0.016744199,0.013110868,0.015229115,0.014103269,0.019183695,0.026978187,0.029972103,0.027437454,0.028449857,0.015876624,0.023319017,0.00745661,0.006730578,0.005449798,0.004679761,0.013368233,0.013118722,0.006610646,0.010350257,0.005504571,0.004949768,0.003741666,0.003834067,0.004415895,0.002135417,0.025269684,0.023345899,0.024137795,0.021420135,0.003974932,0.008473589,0.004110973,0.003478512,0.002551473,0.0019799,0.001827568,0.001555636
2665,0.021861453,0.023301336,0.020601919,0.016607087,0.023898781,0.027282186,0.023310564,0.016780776,0.022182486,0.006276983,0.013216776,0.01539538,0.031947382,0.02583332,0.010229059,0.01156849,0.009181632,0.008294672,0.026717819,0.027099719,0.012249551,0.006775006,0.011423864,0.006371856,0.010169639,0.008916395,0.010280064,0.008590798,0.006811807,0.019220523,0.005805203,0.01715138,0.011024787,0.016420482,0.009055509,0.010222213,0.00592456,0.005612516,0.005079392,0.004135226
2666,0.033391126,0.029100103,0.009838858,0.020667458,0.009638614,0.0127853,0.016384963,0.016084008,0.033874664,0.033456069,0.009864236,0.01656249,0.01409465,0.011210007,0.010376554,0.005890705,0.008677666,0.007021454,0.00572716,0.004816656,0.020162765,0.023990444,0.010097151,0.005839554,0.009980146,0.01642779,0.011464674,0.008491274,0.028172255,0.030662854,0.011056943,0.012425938,0.007968773,0.007931035,0.00653457,0.007396012,0.007042785,0.008438109,0.008056141,0.010489282
2669,0.014337297,0.022135583,0.015438716,0.028118648,0,0.001822088,0,0.001726269,0.008637237,0.006074574,0.006245039,0.005049774,0.002095234,0.001456022,0,0.001131371,0,0,0,0.002190892,0.009813414,0.010745811,0.007899449,0.007423006,0,0,0,0,0.032764907,0.034270114,0.013206897,0.016074771,0,0.00128841,0,0,0,0,0,0
2671,0.010546285,0.010197235,0.009889549,0.011702874,0.021123597,0.020377401,0.019334388,0.021406961,0.013072212,0.014076047,0.01298628,0.012697821,0.016232503,0.018538025,0.005029932,0.003301521,0.003577716,0.002951275,0.014638897,0.012837291,0.004732881,0.004266159,0.004049702,0.002000001,0.005648039,0.006549856,0.007106395,0.008185444,0.010276318,0.010388305,0.009518547,0.010050741,0.00572716,0.006775006,0.006648357,0.006074574,0.002090456,0.001403567,0.002184035,0.001539481
2674,0.040225198,0.043548796,0.029070622,0.028378622,0.036478118,0.039479369,0.044699445,0.04328717,0.046303843,0.044706266,0.052494336,0.053335555,0.032709701,0.031936793,0.037994941,0.039181826,0.022302432,0.020908747,0.035480194,0.034988433,0.023453077,0.022357555,0.014824308,0.005338564,0.020129847,0.018778084,0.015748953,0.014851101,0.038288958,0.041603887,0.047595105,0.048304816,0.011505514,0.01542893,0.014886852,0.016246884,0.014638555,0.013031946,0.020686591,0.016653247
2680,0.020850468,0.022481751,0.017672253,0.016881619,0.026391849,0.028771781,0.024497327,0.018776273,0.023685415,0.007797514,0.015403466,0.01745792,0.043439159,0.035308781,0.012135165,0.015927067,0.011807179,0.010881024,0.035480194,0.035591977,0.012187303,0.007099355,0.010657031,0.005916114,0.010729838,0.009823599,0.010383298,0.008843192,0.006542218,0.019875513,0.007429739,0.019158468,0.014840255,0.02118063,0.012734079,0.012874865,0.007127472,0.006557486,0.006496198,0.005735884
2683,0.030659672,0.031343766,0.023428838,0.020802077,0.03501584,0.032087713,0.038236453,0.035599161,0.033423808,0.03403819,0.038147881,0.034647212,0.027054973,0.028592495,0.026296262,0.02686618,0.022103248,0.02039862,0.02963547,0.029722822,0.019964091,0.018233399,0.012497285,0.006565106,0.018930394,0.017753425,0.014658799,0.013639338,0.029127786,0.03246016,0.037449012,0.036814143,0.010784086,0.014798006,0.014886852,0.015413073,0.014074092,0.011790523,0.016028974,0.013082575
2688,0.021460911,0.021387444,0.015506524,0.015021117,0.023336985,0.023119391,0.024193743,0.024050312,0.024213107,0.023341421,0.024508371,0.022214436,0.021218708,0.022146584,0.019014904,0.018460924,0.016150439,0.014828288,0.019523791,0.0207779,0.015724197,0.015141748,0.009465869,0.007918416,0.014397094,0.012631448,0.010850006,0.01107881,0.020924576,0.022629724,0.025582822,0.024807141,0.008485383,0.012388053,0.010266436,0.011395772,0.009407583,0.008961147,0.011173146,0.009793011
2692,0.019363906,0.017959501,0.019964943,0.020227452,0,0,0.001513275,0,0,0.00120416,0,0,0.030365463,0.028014019,0.01185962,0.012371694,0.010064115,0.011289172,0.026452773,0.025688015,0.009375637,0.01104228,0.01093164,0.003154367,0,0,0,0,0.000993479,0.001183216,0,0,0.012017152,0.016779882,0.009955063,0.011488029,0.007092309,0.006245039,0.005753292,0.00584811
2695,0,0,0,0,0.001319091,0,0,0.000907194,0,0.000930591,0.000797496,0.000933274,0,0,0,0.000850882,0.000654217,0,0,0,0,0.00056745,0.000681909,0.000211896,0.000796241,0,0.000515752,0,0,0,0,0,0,0,0,0,0.000427785,0,0.000753658,0
2703,0.001053566,0.002188609,0.002545587,0.001667334,0.002338805,0.009700668,0.005029932,0.005167227,0.003013308,0.005167227,0.007197284,0.004049702,0.003193749,0.006465337,0.00065192,0.0019799,0.001303841,0.004049702,0.005049774,0.005639179,0.001865477,0.005612516,0.001933909,0.004701081,0.001341641,0.003605559,0.003028205,0.003376395,0.001212436,0.006848411,0.005839554,0.005958223,0.00078867,0.005941415,0.001634014,0.001797221,0.001072381,0.001609348,0.0020025,0.001974843
