SampleID,Pn_multiseries_A_DOM_I_t,Pn_multiseries_A_DOM_II_t,Pn_multiseries_B_DOM_I_t,Pn_multiseries_B_DOM_II_t,Pn_delicatissima_A_DOM_I_t,Pn_delicatissima_A_DOM_II_t,Pn_delicatissima_B_DOM_I_t,Pn_delicatissima_B_DOM_II_t,Pn_subpacifica_A_DOM_I_t,Pn_subpacifica_A_DOM_II_t,Pn_subpacifica_B_DOM_I_t,Pn_subpacifica_B_DOM_II_t,Pn_galaxiae_A_DOM_I_t,Pn_galaxiae_A_DOM_II_t,Pn_galaxiae_B_DOM_I_t,Pn_galaxiae_B_DOM_II_t,Pn_hasleana_A_DOM_I_t,Pn_hasleana_A_DOM_II_t,Pn_hasleana_B_DOM_I_t,Pn_hasleana_B_DOM_II_t,Pn_multiseries_A_Unfil_I_t,Pn_multiseries_A_Unfil_II_t,Pn_multiseries_B_Unfil_I_t,Pn_multiseries_B_Unfil_II_t,Pn_delicatissima_A_Unfil_I_t,Pn_delicatissima_A_Unfil_II_t,Pn_delicatissima_B_Unfil_I_t,Pn_delicatissima_B_Unfil_II_t,Pn_subpacifica_A_Unfil_I_t,Pn_subpacifica_A_Unfil_II_t,Pn_subpacifica_B_Unfil_I_t,Pn_subpacifica_B_Unfil_II_t,Pn_galaxiae_A_Unfil_I_t,Pn_galaxiae_A_Unfil_II_t,Pn_galaxiae_B_Unfil_I_t,Pn_galaxiae_B_Unfil_II_t,Pn_hasleana_A_Unfil_I_t,Pn_hasleana_A_Unfil_II_t,Pn_hasleana_B_Unfil_I_t,Pn_hasleana_B_Unfil_II_t
7759,0.019664736,0.013366512,0.023866653,0.023570933,0.015977757,0.013138529,0.012118465,0.019680879,0.018412097,0.017796894,0.01645021,0.017882508,0.018392774,0.022553941,0.017452447,0.009327514,0.007092309,0.006957067,0.016019861,0.012048113,0.013828311,0.011184642,0.011569355,0.008631445,0.008717908,0.006371856,0.009197956,0.005310392,0.014327423,0.013748415,0.014609661,0.012487318,0.007120453,0.008775077,0.006610646,0.007648604,0.004774953,0.002774891,0.005486374,0.004460956
7760,0.008637237,0.004806264,0.005300968,0.007197284,0.015847808,0.017766125,0.014672881,0.017022514,0.004898999,0.004230852,0.002856575,0.003316631,0.010651211,0.014487018,0.011001495,0.012021978,0.007582948,0.008871418,0.010206303,0.012093144,0.002273765,0.002247222,0.003140069,0.003271091,0.010257226,0.007842274,0.010027182,0.007569749,0.002941092,0.002677689,0.002677689,0.002685148,0.005347922,0.009208822,0.005167227,0.006426552,0.006465337,0.00605809,0.005718423,0.005118616
7761,0.005700908,0.008080929,0.004929523,0.004868284,0.021300813,0.018342103,0.019768154,0.022530155,0.003346646,0.003834067,0.004135226,0.00234947,0.02129022,0.019566038,0.016643214,0.014153741,0.013779406,0.010447295,0.019624001,0.017455542,0.002330238,0.002615342,0.001760683,0.002056698,0.00967486,0.008414373,0.010399226,0.008619852,0.002273765,0.001860109,0.002227108,0.001876167,0.007956214,0.010193311,0.007886779,0.007341728,0.009137961,0.007436466,0.006715704,0.006565106
7763,0,0.000898888,0.000434741,0.000497996,0.009534294,0.01133338,0.01168393,0.01194252,0.000427785,0,0.000751665,0.000722496,0.007314435,0.008871418,0.006480786,0.006418767,0.006340389,0.000230651,0.00916528,0.008916395,0.000563028,0,0,0,0.0006,0.002714778,0.003492857,0.002808918,0,0,0,0,0.003100005,0.006488497,0.003209367,0.003301521,0.004582592,0.004000011,0.002467795,0.002147093
7764,0.004858002,0.005403729,0.004571668,0.004919369,0.013263156,0.011886701,0.007252649,0.010254983,0.003067577,0.002666461,0.003271091,0.004000011,0.006767621,0.007000057,0.010402303,0.030788285,0.004219017,0.017997749,0.016004464,0.007918416,0.003521371,0.004312785,0.003507143,0.002054265,0.008631445,0.007530011,0.00705697,0.005244068,0.004415895,0.004560718,0.003821004,0.003821004,0.004195248,0.008093295,0.005941415,0.0041473,0.005585725,0.004711705,0.004636826,0.005089226
7767,0,0.000954463,0.000775887,0,0.023015724,0.013936376,0.023379919,0.011168401,0,0.000942338,0,0,0.010590949,0.009176185,0.00754328,0.009833774,0.006549856,0.009375637,0.012538869,0.011183301,0,0,0,0,0.006542218,0.009581378,0.009099576,0.01650281,0,0,0,0.000626099,0.010658766,0.009295294,0.007949927,0.007810329,0.004324363,0.004669064,0.008561647,0.006797111
7768,0,0,0,0,0.012104758,0.00705697,0.011042869,0.006245039,0,0,0,0,0.004037337,0.003549655,0.004658343,0.004949768,0.002338805,0.002952969,0.00497998,0.004370369,0.000853815,0,0,0.000503984,0.001456022,0.005941415,0.00246982,0.009838858,0.000845577,0,0,0,0.009027858,0.003591665,0.007842274,0.009710971,0,0.000548635,0.007416266,0.004324363
7769,0.001403567,0.001574802,0.002104758,0.002231593,0.005540786,0.004505567,0.004722305,0.003949694,0.001603123,0.000936483,0.001442221,0.002624884,0.003361554,0.001951923,0.00325577,0.003193749,0.002640079,0.002310846,0.001808315,0.001341641,0.00128841,0.000659545,0.000794355,0.000340588,0.002594227,0.002773088,0.002147093,0.001959593,0,0.001516576,0.001004988,0.002227108,0.000765506,0.001063015,0.001024695,0.000728698,0.0013,0.001374773,0.002024847,0.001249
7771,0.00128841,0.001144553,0.001166191,0.002231593,0.009772566,0.010411912,0.011705181,0.011292405,0.000944458,0.000760263,0.000649615,0.000916515,0.00325577,0.003391171,0.001157584,0.001519869,0.0009,0.001039231,0.001135782,0.001178983,0.000614817,0.000439318,0.000444972,0.000344964,0.002961423,0.002275963,0.002505995,0.002725806,0.000665583,0.001090871,0.000623699,0.001034408,0.000837855,0.00177764,0.000713442,0,0,0,0,0.000591608
7772,0.009633425,0.009273751,0.006000036,0.009570935,0.008037499,0.008888311,0.007886779,0.00699291,0.011334748,0.00588221,0.015904664,0.017008701,0.007628966,0.007655138,0.005513647,0.006332498,0.004427203,0.004074321,0.005612516,0.006811807,0.004000011,0.003135288,0.002723971,0.0008228,0.0018735,0.001486607,0.001109054,0.000951315,0.003885882,0.00910507,0.004711705,0.011890528,0.001469694,0.0025318,0.002128381,0.001797221,0.001894731,0.0011,0.002422811,0.001984945
7773,0.005983346,0.003807896,0.0060828,0.006473066,0.008977871,0.00725954,0.006700796,0.006942678,0.002787476,0.002989988,0.002952969,0.004816656,0.008455868,0.008420313,0.012725869,0.012063543,0.011005857,0.011758204,0.007937337,0.009066546,0.004888782,0.005310392,0.004049702,0.001732052,0.006760229,0.003286341,0.003143252,0.003949694,0.004732881,0.005291527,0.003794742,0.004183312,0.005531755,0.01032462,0.003937014,0.005039863,0.004415895,0.003549655,0.004516651,0.003714844
7774,0.002842538,0.002100002,0.001884145,0.005403729,0.00601668,0.006379698,0.006782382,0.003807896,0.001783256,0.002174858,0.001264911,0.002102381,0.001791648,0.004230852,0.006000036,0.004909195,0.002584572,0.002714778,0.004560718,0.005157542,0.001539481,0.00099549,0.002186323,0.003962333,0.003420533,0.002078462,0.002692586,0.001489967,0.000608276,0.001802777,0.001131371,0.001711725,0.001918334,0.002218109,0.001166191,0.001732052,0.001612452,0.001549194,0.001208305,0.001284524
7775,0.018463822,0.026449463,0.010764687,0.008000085,0.007252649,0.006473066,0.013776502,0.013622205,0.016216475,0.012776184,0.012331411,0.019371808,0.006715704,0.008306719,0.012322852,0.012308032,0.005865185,0.005422203,0.012411644,0.006511574,0.005916114,0.004301176,0.003687826,0.001256981,0.005089226,0.005310392,0.002567102,0.003021594,0.012350658,0.013246783,0.015901865,0.017693605,0.005079392,0.003949694,0.005019981,0.003924293,0.007328094,0.003124105,0.005594669,0.005176895
7776,0.007483385,0.007778253,0.008544108,0.010381564,0.008372672,0.018175296,0.022202117,0.025060057,0.020682988,0.01035388,0.020618396,0.021027415,0.008093295,0.024240567,0.018335503,0.022617786,0.007078194,0.006387531,0.024991859,0.027969662,0.015461567,0.009576158,0.006074574,0.010610006,0.007713701,0.009726406,0.011711288,0.00604983,0.018941354,0.012265991,0.017490603,0.014957162,0.012555886,0.019044759,0.006395354,0.015651038,0.011621191,0.012267133,0.014673427,0.01232273
7778,0.003240376,0.001946793,0.004086575,0.003100005,0.011955577,0.01149051,0.011386071,0.013679133,0.00967486,0.009602231,0.009945012,0.009633425,0.011431128,0.01468048,0.002567102,0.001697057,0.001590598,0.001435271,0.010133682,0.008740821,0.001811078,0.002457644,0.000997497,0.001894731,0.005059666,0.004449734,0.00496993,0.005770647,0.007848647,0.008228094,0.007924728,0.007642064,0.005167227,0.006418767,0.004472151,0.005108838,0.000612372,0,0.000981326,0.000580517
7779,0.004888782,0.0036194,0.005630305,0.003821004,0.023967081,0.02840669,0.02691715,0.025278966,0.003674243,0.003122504,0.003391171,0.003391171,0.004560718,0.003521371,0.004301176,0.007436466,0.002835493,0.002529825,0.00476447,0.004604362,0.002264952,0.001479865,0.002229352,0.001252997,0.018492214,0.015940907,0.016458781,0.015576027,0.002495999,0.002262744,0.002264952,0.00196469,0.008087115,0.011987989,0.015304617,0.011805316,0.004806264,0.006316687,0.009386298,0.011085758
7782,0.003001671,0.002037156,0.002406244,0.001574802,0.008105642,0.009077569,0.008258423,0.007867736,0.001729163,0.001469694,0.001352775,0.001140176,0.002569049,0.002712935,0.001889445,0.001280625,0.001493319,0.000844393,0.002140095,0.002273765,0.00177764,0.000840238,0.00088882,0.000518652,0.004049702,0.003078966,0.003872993,0.002787476,0.001445684,0.001466288,0.001476483,0.001187434,0.001228821,0.001637071,0.001356466,0.001081666,0.001019804,0.000585662,0.000563028,0.000810555
7783,0.009767448,0.009849017,0.008402479,0.007176412,0.007602704,0.007674709,0.004888782,0.008944391,0.009945012,0.012298155,0.010815015,0.010254837,0.003728279,0.004183312,0.003271091,0.003605559,0.002445406,0.001905257,0.002872285,0.003209367,0.002901728,0.004858002,0.004086575,0.001791648,0.002780291,0.002317328,0.002457644,0.00167033,0.010085755,0.010450788,0.009828688,0.009252159,0.001539481,0.001714644,0.001135782,0.002039609,0.001596873,0.001224745,0.001029563,0.001272793
7785,0.025761712,0.022657181,0.008270524,0.018973223,0.00814871,0.009465869,0.008922002,0.013672551,0.023897881,0.024470891,0.006442094,0.0141105,0.009492245,0.008209843,0.0101433,0.006819144,0.007880437,0.007190333,0.005108838,0.004230852,0.01709592,0.016929158,0.006978595,0.006403168,0.008700684,0.013165979,0.007918416,0.006826472,0.020778742,0.023888104,0.00911056,0.011609352,0.008916395,0.008258423,0.007314435,0.006670882,0.007746044,0.00820375,0.006457599,0.008526533
7788,0.002729472,0.002193173,0.002347341,0.002828431,0.008526533,0.018172214,0.017329456,0.019039244,0.002372764,0.001224745,0.000960729,0.001034408,0.0074767,0.016584065,0.019014904,0.01912513,0.011694539,0.011139575,0.017379569,0.017824692,0.001385641,0.001624808,0.001884145,0.00065192,0.006587915,0.005059666,0.00234947,0.002692586,0.001208305,0.00197231,0.0008,0.001063015,0.003146432,0.005128375,0.003376395,0.004959859,0.006572718,0.005692131,0.006565106,0.005873704
7789,0.012656285,0.01512592,0.005403729,0.006775006,0.014803378,0.013464136,0.017786915,0.015265651,0.014228797,0.014583281,0.016599467,0.014466223,0.007668191,0.00870643,0.007321267,0.008643024,0.008994564,0.009268358,0.009803218,0.011308026,0.008222015,0.008179333,0.003159119,0.000665583,0.006848411,0.006229005,0.004858002,0.005513647,0.011172162,0.012380825,0.013447487,0.011698686,0.002767674,0.004483317,0.004301176,0.004358913,0.004816656,0.004195248,0.002729472,0.003152782
7790,0.003240376,0.00406203,0.0041473,0.003660609,0.00532919,0.006276983,0.006985756,0.007127472,0.000814862,0.000849706,0.000972625,0,0.006123763,0.005983346,0.005830985,0.005215386,0.004878544,0.003095162,0.005779305,0.00528207,0,0,0.000767463,0,0.000664078,0.000796241,0.00066106,0,0.000979796,0.000958123,0.00062849,0.000884873,0.000596657,0,0.000995992,0,0.001131371,0.001236932,0.001095445,0.000840833
7792,0.010096854,0.009849017,0.00549548,0.008074739,0.008197652,0.008549958,0.009716119,0.011075063,0.014258674,0.013798699,0.02090023,0.021491722,0.008803522,0.009955063,0.00921425,0.008136428,0.005753292,0.005983346,0.00966969,0.009066546,0.006220973,0.005147838,0.003178055,0.00128841,0.003535541,0.003741666,0.002517938,0.002233833,0.01088672,0.011750462,0.017183686,0.018367252,0.003065947,0.003391171,0.004171343,0.004024933,0.003794742,0.003361554,0.00433591,0.003346646
7794,0.002439265,0.005049774,0.00688482,0.002893099,0.004516651,0.006957067,0.007628966,0.002765867,0.002019902,0.001004988,0,0,0.002111873,0,0,0,0,0.000813019,0.001396424,0,0.002906892,0.001195826,0.003376395,0.00088713,0.002083268,0.003391171,0.00194936,0.00406203,0.00099549,0.001166191,0,0,0.001334167,0.001161895,0.001732052,0.001228821,0.000879204,0.000916515,0.001918334,0.001019804
7795,0.004289535,0.003376395,0.001529706,0.001260952,0.009975134,0.011206572,0.012824781,0.012224993,0.001113553,0.000939681,0.001224745,0.000821584,0.010413305,0.012984124,0.010209193,0.010808494,0.006715704,0.006957067,0.012727716,0.013261082,0.001048809,0.001337909,0.000911043,0.000300666,0.004289535,0.004289535,0.003911531,0.003834067,0.000876927,0.000915424,0,0,0.00314802,0.006640832,0.005907657,0.005873704,0.003911531,0.003633188,0.005449798,0.0036194
7796,0.016790607,0.016962447,0.011309352,0.0139813,0.009450008,0.009576158,0.013870953,0.013629729,0.016700986,0.016348878,0.01373211,0.020743836,0.011712953,0.008074739,0.010665707,0.01191225,0.007549906,0.008179333,0.011929197,0.010740132,0.00769423,0.007829512,0.003834067,0.000944458,0.004711705,0.005186544,0.003122504,0.002426935,0.010545763,0.014361274,0.014052188,0.018367252,0.003605559,0.004647597,0.004483317,0.005128375,0.004774953,0.003361554,0.005300968,0.004460956
7797,0.015703384,0.013250784,0.013682788,0.0139813,0.009450008,0.009576158,0.006379698,0.009798116,0.011780595,0.016348878,0.01373211,0.018527851,0.011712953,0.008074739,0.010701279,0.012520631,0.005128375,0.008179333,0.010230574,0.011574151,0.007328094,0.007829512,0.003834067,0.001982424,0.002662709,0.004427203,0.003122504,0.002765867,0.010545763,0.013143932,0.016949853,0.017845498,0.003605559,0.004647597,0.003391171,0.004449734,0.003591665,0.002304346,0.004183312,0.003821004
7798,0.014276304,0.013817892,0.005873704,0.003316631,0.007078194,0.010056362,0.015036823,0.015676292,0.018225498,0.016897845,0.01867805,0.018249301,0.005010011,0.004743434,0.01305537,0.011255014,0.008080929,0.008420313,0.006542218,0.011017164,0.008602431,0.009187076,0.003755005,0.001034408,0.006921038,0.006148209,0.004171343,0.004415895,0.016001839,0.017398176,0.019298555,0.019087882,0.002929168,0.004219017,0.004816656,0.005753292,0.004743434,0.003911531,0.006618205,0.006033278
7800,0.008288641,0.009700668,0.008740821,0.007042785,0.005128375,0.005856654,0.004123117,0.004939656,0.007321267,0.003898728,0.00588221,0.005394468,0.007855016,0.007348535,0.010893011,0.01714123,0.004858002,0.005718423,0.009808317,0.012939217,0.002830198,0.002416612,0.002009976,0.000678233,0.001469694,0.001902631,0.001584299,0.001228821,0.002939392,0.00604156,0.003240376,0.004098792,0.006091015,0.007470009,0.009273751,0.010377421,0.007707216,0.006434328,0.014298704,0.011484894
7801,0.007855016,0.008018814,0.010434987,0.01307183,0.009295294,0.007981313,0.008099471,0.010443465,0.006284944,0.009975134,0.008977871,0.008826212,0.008544108,0.01066083,0.007334914,0.005648039,0.005128375,0.004289535,0.007423006,0.005621417,0.005639179,0.003949694,0.005010011,0.00077201,0.003847086,0.002814253,0.004159339,0.003807896,0.006511574,0.008215931,0.006204877,0.005029932,0.003271091,0.005019981,0.002317328,0.002485963,0.003101617,0.002351597,0.002703704,0.001918334
7802,0.009685191,0.006949876,0.007396012,0.005224964,0.010556805,0.009929916,0.013029874,0.013209775,0.009550014,0.014155966,0.015063504,0.01459771,0.004381794,0.006752829,0.010593781,0.006503891,0.004289535,0.006196813,0.007943634,0.006913809,0.005385191,0.008485383,0.002323792,0.002193173,0.003521371,0.004690433,0.003047955,0.001774825,0.01075688,0.015092491,0.015175265,0.01563,0.001593738,0.003860061,0.00216102,0.003674243,0.00167033,0.002357967,0.004381794,0.003847086
7803,0.012048777,0.013285683,0.004254422,0.005000021,0.006356142,0.007416266,0.00689933,0.006648357,0.012119991,0.011679563,0.012610846,0.012197597,0.007549906,0.006648357,0.003885882,0.004266159,0.004636826,0.003924293,0.007252649,0.005300968,0.006418767,0.006855708,0.002181744,0.001363819,0.003316631,0.002833729,0.003028205,0.002906892,0.00991984,0.010714261,0.009899657,0.010601708,0.002622978,0.004242653,0.00306105,0.002657069,0.003860061,0.003646925,0.003361554,0.002947885
7804,0.008197652,0.009570935,0.004301176,0.003271091,0.008775077,0.008584976,0.014398866,0.014559979,0.016938224,0.015561444,0.016938903,0.016856895,0.004277863,0.008012576,0.011009855,0.010524737,0.008294672,0.008124128,0.009197956,0.005108838,0.008384608,0.009148898,0.003157536,0.001783256,0.007141489,0.00689933,0.003781543,0.003209367,0.01520792,0.016295506,0.018380616,0.017463276,0.002527848,0.002376975,0.00406203,0.005412974,0.003021594,0.003728279,0.007576351,0.006269012
7805,0.019762663,0.019346646,0.015104448,0.015595856,0.016834927,0.018501028,0.020726228,0.019648783,0.025135036,0.023654817,0.024745989,0.023843337,0.015935259,0.016086557,0.014187266,0.013734004,0.009793011,0.009159822,0.015130845,0.015544532,0.013734441,0.011116478,0.007287039,0.005099042,0.00476447,0.004858002,0.00161555,0.003478512,0.019180644,0.022548729,0.025426311,0.026235222,0.003605559,0.008000085,0.005128375,0.005779305,0.00343512,0.004743434,0.006418767,0.005039863
7806,0.017599318,0.017517888,0.00831875,0.009181632,0.012239015,0.012041595,0.013660037,0.013031178,0.019467303,0.018686617,0.021086059,0.021307198,0.011667012,0.01319307,0.009094079,0.00834875,0.007245752,0.00674542,0.011799511,0.011519586,0.009838858,0.009787904,0.005549803,0.002920621,0.005805203,0.004919369,0.004266159,0.003605559,0.015974533,0.016852088,0.019504236,0.018945948,0.003974932,0.005983346,0.004806264,0.00532919,0.004919369,0.004024933,0.003331672,0.003768298
7807,0.022372919,0.023157868,0.004195248,0.00604983,0.028547721,0.028771781,0.032145822,0.031665946,0.021138958,0.020930623,0.0230313,0.01424348,0.017903805,0.015663654,0.010700812,0.012666001,0.014775821,0.014057596,0.019626983,0.019368761,0.00814871,0.007429739,0.003872993,0.000694262,0.013645349,0.012553258,0.011006902,0.009985155,0.01063613,0.011010445,0.019298555,0.019918295,0.00528207,0.007328094,0.007470009,0.00820375,0.00497998,0.007861379,0.005000021,0.004847699
7810,0.002749549,0.002090456,0.002942792,0.003755005,0.006557486,0.007752497,0.005822404,0.006220973,0.001095445,0.003140069,0.002529825,0.002306515,0.007355337,0.007176412,0.009444716,0.009539537,0.00459349,0.004732881,0.007530011,0.007396012,0.001854725,0.001272793,0.002898279,0.000521536,0.002833729,0.002424874,0.003209367,0.002222613,0.002381178,0.002828431,0.001658313,0.002172558,0.002381178,0.003687826,0.002920621,0.002973218,0.003122504,0.002092846,0.004701081,0.003346646
7811,0.014732166,0.01446681,0.007549906,0.010158423,0.008596617,0.008025047,0.012271738,0.011316734,0.016462912,0.016250084,0.021543579,0.021674653,0.009798116,0.010288476,0.010950698,0.011477926,0.006738003,0.00669333,0.010300425,0.008677666,0.007987575,0.007355337,0.003549655,0.001183216,0.003687826,0.002574881,0.002487974,0.002688869,0.012066444,0.014140627,0.016136902,0.020254261,0.003847086,0.004123117,0.003898728,0.004483317,0.004358913,0.003577716,0.004516651,0.003633188
7812,0.01568605,0.014944987,0.009899657,0.010909158,0.008408428,0.009088579,0.012097485,0.013099993,0.01682524,0.013934474,0.020428315,0.021491722,0.009434121,0.011708,0.010959143,0.010386091,0.007176412,0.005612516,0.00991984,0.010545858,0.007000057,0.005753292,0.003535541,0.001987462,0.003449645,0.00370136,0.002402085,0.002338805,0.011934352,0.013844213,0.017183686,0.01929884,0.003420533,0.005039863,0.004494456,0.004827026,0.003962333,0.003687826,0.005310392,0.003755005
7813,0.007496736,0.006324597,0.009176185,0.003937014,0.005504571,0.013709076,0.015125391,0.014571549,0.014070859,0.015528277,0.016940291,0.01576536,0.005709672,0.006928259,0.009000122,0.005010011,0.00604983,0.005458965,0.00584811,0.009241344,0.007848647,0.004037337,0.004183312,0.001581139,0.006229005,0.004732881,0.003478512,0.002116603,0.013901095,0.015081553,0.015127374,0.016509929,0.002481937,0.00307409,0.004123117,0.004086575,0.001857419,0.003093547,0.00459349,0.002586506
7814,0.001341641,0,0.00099549,0.002095234,0.006188739,0.00725954,0.00528207,0.004516651,0,0,0.000673053,0,0.008933203,0.008056141,0.011947167,0.010228864,0.011060153,0.010145616,0.007252649,0.011227257,0,0,0.000627694,0,0.00225832,0.001905257,0.002249446,0.001852027,0,0,0,0,0.001933909,0.004494456,0.002095234,0.002459677,0.003962333,0.003911531,0.004505567,0.003535541
7815,0,0.002828431,0.002355846,0,0.007758944,0.007956214,0.007918416,0.00814871,0,0.0012,0.001166191,0,0.011122864,0.013805619,0.016494292,0.012861498,0.010294549,0.008966725,0.01305851,0.011309618,0.00095289,0.000714143,0,0.000286531,0.001296149,0.000893868,0.001720466,0.000987421,0.001466288,0.001276715,0,0.001034408,0.002805356,0.003898728,0.002104758,0.002640079,0.004404557,0.003072463,0.003687826,0.002054265
7816,0.008584976,0.009481703,0.006557486,0.005648039,0.007064052,0.008508922,0.006819144,0.009828688,0.015382869,0.015915445,0.017081726,0.017774033,0.010697026,0.016521042,0.003492857,0.005385191,0.003741666,0.00287924,0.008246305,0.01032525,0.003974932,0.005069538,0.003464109,0.002898279,0.002949581,0.002297827,0.001902631,0.000750999,0.01375107,0.012813352,0.014924193,0.013529493,0.002126031,0.006308766,0.002596154,0.002842538,0.001933909,0.001109054,0.001135782,0
7817,0.011569009,0.010516229,0.006685856,0.005692131,0.007328094,0.008666134,0.008555804,0.00870643,0.013567656,0.012469124,0.011808661,0.011813445,0.008012576,0.006782382,0.005176895,0.005839554,0.005796583,0.006204877,0.007823123,0.008977871,0.003872993,0.006782382,0.00266083,0.001232883,0.002308681,0,0.001519869,0,0.010522694,0.011967365,0.0111433,0.011335895,0,0.003420533,0.0019799,0.003507143,0.001019804,0,0.001486607,0
7818,0.01226807,0.011778812,0.006379698,0.008087115,0.008860138,0.009407583,0.012368783,0.011009355,0.014214556,0.014080522,0.013596632,0.012582263,0.009975134,0.009581378,0.009854093,0.007642064,0.007252649,0.007307595,0.010547707,0.010336044,0.006480786,0.004939656,0.00284781,0.001232883,0.002553432,0.002222613,0.002451533,0.00176352,0.011416465,0.013357268,0.011690176,0.012449378,0.002130729,0.006172559,0.00241247,0.002426935,0.002773088,0.001606239,0.002738616,0.001769182
7819,0.008955565,0.005770647,0.005899187,0.00722502,0.005215386,0.015708606,0.012082016,0.015483416,0.002605766,0.002019902,0.00214942,0.002707401,0.005059666,0.004549741,0.007155479,0.009375637,0.002563204,0.002969853,0.004538738,0.005128375,0.003633188,0.002849565,0.002431052,0.001630951,0.002071233,0.001403567,0.002302175,0.002056698,0.001811078,0.002370656,0.001915726,0.0019799,0,0.001039231,0.000782943,0,0.001962143,0.001549194,0.001555636,0.000909396
7820,0.014878889,0.016147683,0.007576351,0.008324758,0.010200961,0.012487037,0.014421214,0.013890407,0.016501325,0.015331224,0.016026915,0.015119505,0.011467335,0.012361423,0.00745661,0.00834875,0.008983439,0.009066546,0.013724352,0.012451788,0.009741817,0.009061029,0.004898999,0.002640079,0.004571668,0.005069538,0.004289535,0.001805548,0.014532339,0.01553977,0.015410801,0.01512787,0.002088063,0.006542218,0.004701081,0.00433591,0.003633188,0.002197728,0.00214942,0.001552418
7821,0.008961147,0.007134484,0.006519249,0.006542218,0.009864236,0.007867736,0.009843939,0.010335415,0.013259574,0.018765936,0.019601995,0.018740787,0.008111809,0.007463313,0.008160973,0.005753292,0.00584811,0.005735884,0.006300835,0.006935472,0.006131922,0.006542218,0.004516651,0.002370656,0.006797111,0.006457599,0.004527708,0.005099042,0.015808157,0.011855108,0.020108717,0.014228867,0.003116092,0.003937014,0.00592456,0.004847699,0.003224909,0.003464109,0.005029932,0.004636826
7822,0.012005746,0.012562138,0.00601668,0.00601668,0.016838581,0.017336266,0.019677474,0.017684756,0.0106452,0.010818298,0.011712484,0.011941515,0.010051836,0.010564476,0.008426249,0.008712171,0.008222015,0.008438109,0.012791909,0.012444517,0.00689933,0.006565106,0.002607684,0.000664078,0.00814871,0.008049932,0.006678373,0.006403168,0.009143431,0.009690353,0.009914798,0.010301104,0.003714844,0.004483317,0.004909195,0.00572716,0.005787951,0.004929523,0.003346646,0.002908612
7823,0.005253594,0.007810329,0.006826472,0.006738003,0.007924728,0.008062345,0.008215931,0.006107411,0.006700796,0.002498002,0.005585725,0.004743434,0.011368182,0.008888311,0.003478512,0.004582592,0.003755005,0.003059416,0.00933823,0.011019025,0.004858002,0.004732881,0.004381794,0.003937014,0.003085455,0.002882711,0.003405884,0.002519923,0.003794742,0.005856654,0.003271091,0.005000021,0.0036194,0.006752829,0.00325577,0.0036194,0.002184035,0.00216795,0.001697057,0.001264911
7824,0.01294567,0.012286155,0.007765386,0.007707216,0.013521063,0.013819666,0.015131836,0.015849228,0.015329201,0.01486083,0.01400185,0.013549843,0.012413094,0.012046743,0.007530011,0.006595501,0.008814875,0.008037499,0.011846162,0.011697574,0.009476428,0.008167098,0.003405884,0.001624808,0.006180654,0.005039863,0.003224909,0.00249199,0.012265461,0.013987879,0.014222048,0.014045247,0.002126031,0.006180654,0.005310392,0.005099042,0.004438483,0.004505567,0.002817804,0.00174356
7825,0.011216563,0.009939983,0.007707216,0.005010011,0.011578169,0.013025037,0.015432592,0.014437087,0.008877053,0.015352834,0.015607844,0.016041542,0.005709672,0.00479585,0.010022343,0.007880437,0.005513647,0.00532919,0.008282606,0.007765386,0.009137961,0.006364004,0.001720466,0.001637071,0.004636826,0.006261031,0.002952969,0.002805356,0.014093089,0.00991984,0.016792186,0.017229898,0.0014,0.004449734,0.001854725,0.003872993,0.003405884,0.002186323,0.003885882,0.002424874
7826,0.001414214,0,0,0.001584299,0.01124617,0.009513292,0.009055509,0.005822404,0.001982424,0.001378405,0,0.001220656,0.005440615,0.005504571,0.006107411,0.007569749,0.009680027,0.006284944,0.006655874,0.005949825,0,0,0.000822192,0,0.002190892,0.001086278,0.002441314,0,0,0,0,0,0.001118034,0.00194165,0.000763544,0.001486607,0.002846054,0.001577974,0.002742265,0.001407125
7827,0.006610646,0.010567363,0.008197652,0.007622409,0.004753964,0.007092309,0.005089226,0.005224964,0.003834067,0.001529706,0.002321639,0.001688195,0.001708802,0.00196469,0,0.001109054,0.000884308,0,0.001260952,0.001500001,0.003872993,0.002570995,0.00325577,0.001729163,0.002487974,0.002195452,0.00225832,0.002224861,0.001058301,0.003224909,0.00094921,0.002188609,0.000673795,0.000934345,0.000907745,0,0.00074162,0,0.0011,0
7828,0.014633328,0.014812125,0.005770647,0.004242653,0.006935472,0.00992488,0.009909754,0.013773707,0.013529049,0.015416544,0.017575603,0.017799732,0.006804463,0.011129605,0.009246753,0.008093295,0.005224964,0.006099218,0.008723642,0.00879784,0.005486374,0.006775006,0.001260952,0.000967988,0.002503999,0.001389245,0.002368546,0.000917061,0.01288232,0.013435396,0.016001964,0.015890571,0.00120416,0.002578762,0.000964884,0.002896554,0.002054265,0.002404165,0.00095551,0.000799375
