feature,DOM,Unfil,MeanDecreaseAccuracy,MeanDecreaseGini
X7144,0.0022816774336774336,0.0023123946053946053,0.002186585760644585,0.09207251515151513
X7145,0,0,0,0
X7146,1.8181818181818183e-6,0,1.0526315789473683e-6,7.633333333333332e-5
X7147,0,0,0,0
X7148,0,0,0,0
X7149,2.857142857142857e-6,7.5e-6,5.535714285714286e-6,7.629473684210531e-5
X7150,0,0,0,0
X7151,0,0,0,0
X7152,0,0,0,4e-4
X7153,0,0,0,7.200000000000003e-5
X7154,0,0,0,0
X7155,-1.6666666666666667e-6,0,-1.3333333333333334e-6,7.662068965517236e-5
X7156,3.5095238095238094e-5,4.515873015873016e-5,3.8249999999999995e-5,0.0019847994987468674
X7157,0,7e-6,4.0384615384615385e-6,7.529411764705884e-5
X7158,0,0,0,0
X7159,0,0,0,0
X7160,0,0,0,0
X7161,0,0,0,0
X7163,0.0023836529581529563,0.002347799422799422,0.0022695539367753,0.09187499999999992
X7164,2.337445887445887e-5,2.8636363636363637e-5,2.450930115635998e-5,0.0026555000000000003
X7167,2.816868686868687e-4,2.2819480519480515e-4,2.4315173947139893e-4,0.014183615763022819
X7168,2.0166666666666664e-5,7.2435897435897435e-6,1.194242676827816e-5,0.0011291383399209486
X7169,0,0,0,0
X7170,9.444444444444445e-6,1.55e-5,1.2142857142857142e-5,9.246639459611595e-4
X7172,2.0675180375180377e-4,2.563354978354979e-4,2.2396694035238933e-4,0.0131975124933546
X7173,0,0,0,0
X7175,1.726284271284271e-4,1.707777777777778e-4,1.653589743589744e-4,0.01040586594691858
X7176,0,4e-6,1.6666666666666667e-6,3.799999999999997e-5
X7177,5e-6,4.444444444444444e-6,4.705882352941176e-6,3.81818181818182e-5
X7178,2.003773448773449e-4,2.91952380952381e-4,2.266138763197587e-4,0.012547178466588082
X7179,0,0,0,0
X7180,5.714285714285714e-6,-2.857142857142857e-6,1.4285714285714284e-6,3.826086956521742e-5
X7181,6.984487734487735e-5,1.1847041847041846e-4,9.030573416951126e-5,0.0059334919631093535
X7182,0,6.190476190476191e-6,3.176470588235294e-6,7.598039215686278e-5
X7185,0,0,0,0
X7186,0,0,0,0
X7187,0,0,0,0
X7189,4.116919191919192e-4,4.0846969696969686e-4,3.9203557038077153e-4,0.025367011145510845
X7190,8.435714285714287e-5,7.888888888888888e-5,8.046251787428259e-5,0.005457061758674762
X7191,0,8e-6,3.076923076923077e-6,7.333333333333336e-5
X7192,2.705274170274171e-4,2.7349206349206346e-4,2.633729750641516e-4,0.01591686861092124
X7193,-4e-6,0,-1.4285714285714284e-6,3.826086956521742e-5
X7195,7.645526695526695e-5,9.761904761904761e-5,8.378989706543885e-5,0.007218526339098153
X7196,0,0,0,0
X7198,2.3560389610389614e-4,2.819062049062049e-4,2.437432469491293e-4,0.011593315482187602
X7199,0,0,0,3.913174603174604e-4
X7200,0.002303395382395383,0.0022680757575757582,0.002178782017002608,0.09621577777777779
X7201,4.473809523809524e-5,4.038311688311689e-5,4.058403361344538e-5,0.003332481481481481
X7202,0.002197519869019868,0.0022276652236652237,0.0021125974900572425,0.08541689473684205
X7203,2.222222222222222e-6,3.3333333333333333e-6,2.666666666666667e-6,4.287777777777778e-4
X7204,9.450793650793652e-5,7.017887667887667e-5,7.847274294333118e-5,0.004517777777777778
X7205,0,0,0,0
X7206,7.555331890331889e-4,6.790411255411253e-4,6.890038354318537e-4,0.033570884687208216
X7207,0.0023767359307359298,0.002436651515151514,0.0023042533369623183,0.0934070434782608
X7208,0.002219065656565657,0.002251666666666668,0.0021277333794516465,0.08737078571428566
X7209,0.002392266955266954,0.0025324126984126983,0.0023395214611669716,0.09860600000000011
X7210,0,0,0,3.7777777777777785e-5
X7211,0.002247637806637807,0.0022937972582972588,0.0021798124840415878,0.09195271428571433
X7212,0.002464205294705295,0.0024578655233655237,0.002361659671254099,0.0966114
X7213,1.8366971916971916e-4,2.6652686202686206e-4,2.1331417095116792e-4,0.011388491865868341
X7214,7.431926406926407e-4,7.002049062049061e-4,6.882213944466261e-4,0.033670276691729326
X7215,0.0023502337662337663,0.0024965613275613283,0.00230116077644406,0.10168999999999993
X7216,0.0021365800865800868,0.0021055627705627703,0.002035954823298477,0.08457699999999999
X7217,0.00253048124098124,0.002472973026973026,0.0023864855445552033,0.09433100000000003
X7218,3.088441558441559e-4,2.5870490620490626e-4,2.743426834603306e-4,0.014305382388277733
X7219,0,0,0,0
X7220,0,0,0,0
X7221,3.832272727272728e-4,3.6659884559884555e-4,3.6123243423243437e-4,0.021665194372294378
X7222,7.366836496836496e-4,8.100483405483405e-4,7.519860178521168e-4,0.036652249588397884
X7223,4.017676767676767e-5,7.735714285714286e-5,5.2907239819004526e-5,0.0038257282051282057
X7224,0,0,0,0
X7225,0.0023315187590187583,0.0022017965367965367,0.002182241887970991,0.092846
X7226,0.0021669549894549906,0.002105001609501609,0.002013490780805023,0.08573400000000009
X7227,0.0022269307359307363,0.002119763292263292,0.0020734929047560623,0.08408489473684204
X7228,1e-5,8.888888888888888e-6,9.411764705882352e-6,4.2199999999999996e-4
X7229,0,0,0,0
X7230,7.539963369963369e-4,6.787532467532465e-4,6.853343134333842e-4,0.035440598608374764
X7231,0.0023530036075036067,0.002551018037518039,0.002350158849578355,0.09680600000000004
X7232,0,0,0,0
X7233,7.563513708513706e-4,6.846017316017314e-4,6.833614773599292e-4,0.03140566931544547
X7234,0.0026814373959373953,0.0026791007326007316,0.002552826770924295,0.10310913871635609
X7235,1.1111111111111112e-5,1.335714285714286e-5,1.1690476190476189e-5,0.0018911169590643275
X7236,2.990440115440116e-4,2.9393939393939397e-4,2.842169430157047e-4,0.01767667167500692
X7237,3.7777777777777777e-6,-2.5e-6,1.3675213675213671e-6,0.0014722222222222222
X7238,4.857142857142857e-6,6.666666666666667e-6,5.576923076923077e-6,4.3409523809523814e-4
X7239,0,0,0,0
X7240,4.444444444444444e-6,1e-5,6.666666666666667e-6,3.799999999999997e-5
X7241,0,8.571428571428571e-6,4e-6,7.61904761904762e-5
X7243,0,0,0,0
X7244,0,0,0,0
X7245,5.079365079365079e-6,0,3.076923076923077e-6,7.582887700534762e-5
X7246,4.857142857142857e-6,3.3333333333333333e-6,4.4102564102564104e-6,1.1069053708439895e-4
X7248,0,0,0,0
X7249,0,0,0,0
X7252,4.444444444444444e-6,0,2.857142857142857e-6,3.75e-5
X7253,0.0012424610389610386,0.0012620829725829728,0.0011980490541450282,0.0608833896103896
X7254,2.857142857142857e-6,3.3333333333333333e-6,3.076923076923077e-6,3.7894736842105276e-5
X7258,0,0,0,0
X7260,0,0,0,0
X7261,0,0,0,0
X7264,0,0,0,0
X7265,0,0,0,0
X7266,1.6666666666666664e-5,1.0793650793650793e-5,1.293627450980392e-5,0.0014051771336553943
X7267,0,0,0,0
X7269,0,0,0,0
X7270,0,0,0,0
X7271,0,0,0,0
X7272,0,0,0,0
X7273,0,0,0,0
X7274,0,0,0,0
X7276,0,0,0,0
X7277,7.904761904761904e-6,7.5e-6,7.78021978021978e-6,0.0015478181818181819
X7278,0,0,0,0
X7279,0,0,0,0
X7280,0,0,0,0
X7281,0,0,0,0
X7282,6.666666666666667e-6,2e-6,3.75e-6,3.857142857142854e-5
X7283,2.222222222222222e-6,2.5e-6,2.352941176470588e-6,7.23809523809524e-5
X7286,-2.857142857142857e-6,-3.3333333333333333e-6,-3.076923076923077e-6,3.799999999999997e-5
X7287,1e-5,2.5e-6,5.714285714285714e-6,1.7142857142857145e-4
X7288,2.857142857142857e-6,0,1.5384615384615385e-6,3.7894736842105276e-5
X7289,2.5e-6,7.636363636363636e-6,5.595238095238095e-6,1.1331957344341248e-4
X7290,0,0,0,0
X7291,0,0,0,0
X7292,0,0,0,0
X7293,0,0,0,0
X7294,0,0,0,3.764705882352942e-5
X7295,0.002087930735930737,0.0019855360195360195,0.001941720692448247,0.08375154933954933
X7296,0,0,0,3.365384615384616e-4
X7297,8e-6,0,2.666666666666667e-6,3.799999999999997e-5
X7298,0,0,0,0
X7300,0,0,0,0
X7302,0,0,0,0
X7303,0,0,0,0
X7304,0,0,0,0
X7305,0,0,0,0
X7307,0,0,0,0
X7308,0,0,0,0
X7309,0,0,0,0
X7311,8.607936507936508e-5,6.721423021423022e-5,7.2117987275882e-5,0.005040260869565218
X7312,0,0,0,3.044117647058823e-4
X7313,0,0,0,0
X7315,0,0,0,3.799999999999997e-5
X7316,0,0,0,0
X7318,0,0,0,0
X7319,0,0,0,0
X7321,0,0,0,0
X7322,0.0023559213564213572,0.0022977065157065157,0.00218540062036347,0.0998180952380953
X7323,0,0,0,0
X7324,2.222222222222222e-6,0,1.5384615384615385e-6,3.7333333333333344e-5
X7325,0,0,0,0
X7326,5.714285714285714e-6,1e-5,7.692307692307692e-6,3.799999999999997e-5
X7327,0,0,0,0
X7328,0,0,0,0
X7329,0,0,0,0
X7331,4.444444444444444e-6,0,2.666666666666667e-6,3.7333333333333344e-5
X7333,0,0,0,0
X7334,1.2571428571428572e-5,0,7.4725274725274726e-6,7.511111111111112e-5
X7335,0,0,0,7.058823529411764e-5
X7336,7.5e-6,3.3333333333333333e-6,5.714285714285714e-6,7.511111111111112e-5
X7337,0,0,0,0
X7338,0,0,0,0
X7339,0,0,0,0
X7340,0,0,0,0
X7342,0,0,0,0
X7343,0,0,0,0
X7345,0,2.222222222222222e-6,1.3333333333333334e-6,3.75e-5
X7346,1.8181818181818183e-6,0,1.111111111111111e-6,7.11111111111111e-5
X7347,1.3214285714285714e-5,2.857142857142857e-6,7.833333333333333e-6,7.607655502392348e-5
X7348,0,0,0,3.826086956521742e-5
X7349,0,0,0,0
X7350,6e-6,0,3.3333333333333333e-6,7.56470588235294e-5
X7351,0,0,0,0
X7353,0,0,0,0
X7354,0,0,0,0
X7355,0,0,0,0
X7356,0,0,0,0
X7357,0,0,0,3.80952380952381e-5
X7358,2e-6,5e-6,2.857142857142857e-6,7.629629629629634e-5
X7359,0,0,0,0
X7360,8.333333333333332e-6,0,3.771929824561403e-6,7.635610766045553e-5
X7362,0,0,0,0
X7363,0,0,0,0
X7364,0,0,0,0
X7365,0,0,0,0
X7366,0,0,0,0
X7367,4e-6,2.222222222222222e-6,2.857142857142857e-6,3.7894736842105276e-5
X7369,3.3333333333333333e-6,2.857142857142857e-6,3.076923076923077e-6,7.333333333333336e-5
X7370,0,0,0,0
X7372,4.444444444444444e-6,0,2.352941176470588e-6,3.7894736842105276e-5
X7373,5e-6,0,2.857142857142857e-6,3.7777777777777785e-5
X7374,0,0,0,0
X7375,0,0,0,0
X7376,0,0,0,0
X7377,0,0,0,0
X7378,5.714285714285714e-6,2.857142857142857e-6,4.2857142857142855e-6,3.799999999999997e-5
X7379,0,0,0,0
X7380,0,0,0,0
X7381,0,2.222222222222222e-6,1.3333333333333334e-6,3.764705882352942e-5
X7382,0,0,0,0
X7383,0,0,0,0
X7384,0,0,0,0
X7385,2.222222222222222e-6,2.5e-6,2.352941176470588e-6,3.7777777777777785e-5
X7386,5.4545454545454545e-6,8e-6,6.25e-6,3.7894736842105276e-5
X7387,5e-6,0,2.222222222222222e-6,3.846153846153847e-5
X7388,0,0,0,0
X7389,4e-6,2.222222222222222e-6,2.857142857142857e-6,7.36e-5
X7390,0,0,0,0
X7391,2.857142857142857e-6,3.3333333333333333e-6,3.076923076923077e-6,7.304347826086953e-5
X7392,5.714285714285714e-6,0,2.857142857142857e-6,3.7777777777777785e-5
X7393,0,0,0,0
X7394,8e-6,6.666666666666667e-6,7.142857142857143e-6,3.174e-4
X7395,0,0,0,0
X7396,0,0,0,0
X7397,0,0,0,3.75e-5
X7398,0,0,0,0
X7399,0,0,0,0
X7400,0,0,0,0
X7401,0,0,0,0
X7402,0,0,0,0
X7403,0,0,0,7.058823529411764e-5
X7404,0,0,0,0
X7407,0,0,0,0
X7408,0,0,0,0
X7409,0,2e-6,1.111111111111111e-6,3.7777777777777785e-5
X7410,3.3333333333333333e-6,0,1.4285714285714284e-6,3.80952380952381e-5
X7411,0,0,0,3.9600000000000003e-4
X7412,0,0,0,0
X7413,0,0,0,0
X7414,6.666666666666667e-6,2.222222222222222e-6,3.3333333333333333e-6,3.764705882352942e-5
X7415,0,0,0,0
X7416,0,0,0,3.764705882352942e-5
X7417,7.532467532467532e-6,0,4.7619047619047615e-6,7.651542649727766e-5
X7418,0,0,0,0
X7419,0,0,0,0
X7420,0,0,0,0
X7421,0,0,0,0
X7422,0,0,0,0
X7423,0,0,0,0
X7425,0,0,0,0
X7426,0,0,0,0
X7428,1e-5,0,5e-6,3.799999999999997e-5
X7429,0,0,0,0
X7432,1.1111111111111112e-5,3.6363636363636366e-6,7.058823529411764e-6,7.55417956656347e-5
X7433,0,0,0,0
X7434,3.888888888888889e-6,4e-6,4.107142857142857e-6,7.503759398496243e-5
X7436,0,0,0,0
X7437,0,0,0,0
X7439,0,0,0,0
X7440,2.222222222222222e-6,0,1.176470588235294e-6,7.23809523809524e-5
X7444,0,0,0,0
X7445,0,0,0,0
X7446,0,0,0,0
X7448,2.857142857142857e-6,2.857142857142857e-6,2.857142857142857e-6,3.7777777777777785e-5
X7449,0,0,0,0
X7450,0.0023532050727050717,0.002284036907536908,0.002203050960906999,0.09359682887700535
X7452,0,0,0,0
X7453,5.714285714285714e-6,0,4e-6,3.7894736842105276e-5
X7454,0,0,0,0
X7455,0,0,0,0
X7456,1.1428571428571427e-5,6.857142857142857e-6,9.871794871794872e-6,1.485050505050505e-4
X7457,0,0,0,0
X7458,0,0,0,0
X7459,6.666666666666667e-6,0,3.076923076923077e-6,3.7894736842105276e-5
X7460,1.5238095238095238e-5,1.1666666666666665e-5,1.3153846153846154e-5,1.510275689223058e-4
X7462,0,0,0,0
X7463,0,2.5e-6,1.6666666666666667e-6,3.75e-5
X7464,0,0,0,0
X7465,0,0,0,0
X7466,0,2.5e-6,1.3333333333333334e-6,3.7894736842105276e-5
X7467,0,0,0,0
X7468,2.5e-6,2.857142857142857e-6,2.666666666666667e-6,3.84e-4
X7469,7.857142857142858e-6,0,4.033613445378151e-6,7.626086956521739e-5
X7470,0,3.3333333333333333e-6,1.25e-6,2.931428571428572e-4
X7471,0,0,0,0
X7472,7e-6,0,3.2500000000000002e-6,7.60386473429952e-5
X7473,0,0,0,0
X7474,0,0,0,0
X7475,1.1428571428571427e-5,0,5.428571428571429e-6,7.607655502392348e-5
X7476,0,0,0,0
X7477,0,0,0,0
X7478,0,0,0,0
X7479,0,0,0,0
X7480,0,0,0,0
X7481,0,0,0,0
X7483,0,0,0,0
X7484,5.4545454545454545e-6,1.3571428571428572e-5,9.743589743589744e-6,4.3689473684210524e-4
X7485,0,0,0,0
X7486,0,0,0,0
X7487,0,0,0,0
X7488,0,0,0,0
X7489,0,0,0,0
X7490,2.5e-6,0,1.6666666666666667e-6,3.799999999999997e-5
X7492,0,0,0,0
X7493,0,0,0,0
X7494,0,0,0,0
X7495,0,0,0,0
X7496,0,0,0,0
X7497,5e-6,0,1.8181818181818183e-6,3.826086956521742e-5
X7500,0,0,0,0
X7501,0,0,0,0
X7502,0,0,0,0
X7503,0,0,0,0
X7504,2.857142857142857e-6,4e-6,3.3333333333333333e-6,7.23809523809524e-5
X7505,0,0,0,0
X7506,1e-5,0,5.333333333333334e-6,3.7894736842105276e-5
X7507,0,0,0,0
X7508,0,0,0,0
X7509,0,2.222222222222222e-6,1.8181818181818183e-6,3.846153846153847e-5
X7510,0,0,0,0
X7511,0,0,0,0
X7512,0,0,0,0
X7513,0,0,0,0
X7514,0,0,0,0
X7515,6.666666666666667e-6,2.857142857142857e-6,4.615384615384615e-6,7.304347826086953e-5
X7516,0,0,0,0
X7517,0,0,0,0
X7518,0,0,0,0
X7519,0,0,0,0
X7520,0,0,0,0
X7524,-3.3333333333333333e-6,3.3333333333333333e-6,0,7.62770562770563e-5
X7527,0,0,0,0
X7528,0,0,0,0
X7529,0,0,0,0
X7530,0,0,0,0
X7532,0,0,0,0
X7534,0,0,0,0
X7535,0,0,0,0
X7537,0,0,0,0
X7538,0,0,0,0
X7543,0,0,0,0
X7544,0,0,0,3.75e-5
X7546,0,0,0,0
X7547,2.80547619047619e-4,2.5371500721500724e-4,2.5591456582633055e-4,0.014597238019290646
X7549,0,0,0,0
X7550,0,0,0,0
X7551,0,0,0,0
X7552,0,0,0,0
X7553,-3.3333333333333333e-6,0,-1.4285714285714284e-6,3.799999999999997e-5
X7558,0,0,0,0
X7559,0,0,0,0
X7560,0,0,0,0
X7561,0,0,0,0
X7562,0,2.5e-6,1.3333333333333334e-6,3.799999999999997e-5
X7563,8e-6,9.166666666666666e-6,7.948717948717949e-6,7.626086956521739e-5
X7564,0,0,0,3.75e-5
X7565,0,0,0,7.609523809523807e-5
X7568,0,0,0,0
X7569,0,0,0,0
X7571,0,0,0,0
X7572,0,0,0,0
X7574,0,0,0,0
X7575,5e-6,0,2.666666666666667e-6,3.764705882352942e-5
X7577,0,0,0,0
X7579,0,0,0,0
X7580,0,4.444444444444444e-6,2.666666666666667e-6,1.0764705882352942e-4
X7581,2.5238095238095237e-5,1.616161616161616e-5,1.9578431372549017e-5,0.001186
X7585,0,0,0,3.7777777777777785e-5
X7586,0,0,0,0
X7589,0,0,0,0
X7590,0,0,0,0
X7593,0,0,0,0
X7597,6e-6,0,3.3333333333333333e-6,3.7894736842105276e-5
X7599,0,0,0,0
X7600,0,0,0,0
X7602,0,0,0,0
X7604,2.857142857142857e-6,0,1.25e-6,7.272727272727273e-5
X7605,5.107142857142857e-5,6.341269841269841e-5,5.7200010773540176e-5,0.0049351280193236716
X7606,0,0,0,0
X7608,0,0,0,0
X7610,0,0,0,0
X7611,0,0,0,3.75e-5
X7615,0,0,0,0
X7616,0,0,0,0
X7617,0,0,0,0
X7619,0,0,0,0
X7620,0,0,0,0
X7621,0,0,0,0
X7622,0,0,0,0
X7624,0,0,0,0
X7625,0,0,0,3.7894736842105276e-5
X7626,2.926984126984127e-5,2.661111111111111e-5,2.5146542827657376e-5,0.002623379310344828
X7627,2.5e-6,2.222222222222222e-6,2.352941176470588e-6,3.764705882352942e-5
X7629,0,0,0,0
X7630,0,0,0,0
X7631,0,0,0,0
X7633,0,0,0,0
X7634,0,0,0,0
X7635,0,0,0,0
X7638,2.857142857142857e-6,0,1.5384615384615385e-6,3.7894736842105276e-5
X7639,0,2.857142857142857e-6,1.3333333333333334e-6,3.80952380952381e-5
X7641,0,0,0,0
X7645,0,0,0,0
X7648,0,0,0,0
X7651,0,0,0,0
X7652,0,0,0,0
X7654,0,0,0,0
X7655,5.714285714285714e-6,0,3.076923076923077e-6,3.7894736842105276e-5
X7656,0,0,0,0
X7658,0,0,0,3.7894736842105276e-5
X7661,8e-6,0,2.666666666666667e-6,3.846153846153847e-5
X7662,0,0,0,0
X7663,0,0,0,0
X7667,8e-6,3.3333333333333333e-6,4.705882352941176e-6,3.64e-4
X7668,0,0,0,0
X7669,0,0,0,0
X7670,0,0,0,0
X7671,0,0,0,0
X7673,2.222222222222222e-6,0,1.6666666666666667e-6,3.764705882352942e-5
X7674,0,0,0,0
X7675,0,0,0,0
X7677,0,0,0,0
X7681,0,0,0,0
X7683,0,0,0,0
X7684,0,0,0,0
X7685,0,0,0,0
X7691,5.714285714285714e-6,4e-6,5e-6,3.764705882352942e-5
X7693,0,0,0,0
X7695,7.5e-6,0,4.2857142857142855e-6,1.0991228070175442e-4
X7697,3.3333333333333333e-6,4.444444444444444e-6,4e-6,7.542483660130721e-5
X7698,2.857142857142857e-6,0,1.3333333333333334e-6,3.5810526315789484e-4
X7699,0,0,0,3.826086956521742e-5
X7701,0,0,0,0
X7702,0,0,0,0
X7703,0,0,0,0
X7705,1e-5,5.4545454545454545e-6,7.058823529411765e-6,3.857142857142854e-5
X7706,0,0,0,0
X7707,0,0,0,3.7894736842105276e-5
X7708,0,0,0,0
X7710,0,0,0,0
X7712,0,0,0,0
X7713,5e-6,1.5384615384615385e-6,2.352941176470588e-6,3.51e-4
X7714,0,0,0,0
X7716,0,0,0,0
X7718,0.0026412352092352103,0.002560753191253191,0.002488498926941652,0.09962564705882361
X7720,0,0,0,0
X7729,0,0,0,0
X7730,5.666666666666667e-6,1.0666666666666667e-5,6.6666666666666675e-6,6.523333333333334e-4
X7731,0,0,0,0
X7732,5e-6,2.5e-6,4.019607843137255e-6,4.721085972850679e-4
X7733,1.4857142857142858e-5,1.1111111111111112e-5,1.1758241758241759e-5,0.0011125903890160183
X7734,9e-6,6.444444444444444e-6,7.372549019607844e-6,7.890000000000001e-4
X7735,4.444444444444444e-6,0,2.857142857142857e-6,3.799999999999997e-5
X7736,0,0,0,4.7713636363636366e-4
X7737,2.857142857142857e-6,2.5e-6,2.666666666666667e-6,3.99e-4
X7738,2e-6,0,1.3333333333333334e-6,7.272727272727273e-5
X7739,3.3333333333333333e-6,0,1.3333333333333334e-6,0.00035322222222222227
X7741,2.857142857142857e-6,3.3333333333333333e-6,3.076923076923077e-6,3.799999999999997e-5
X7743,0,0,0,0
X7744,0,0,0,0
X7745,0,0,0,0
X7746,0,0,0,0
X7747,0,0,0,0
X7748,0,0,0,0
X7749,0,0,0,0
X7750,0,3.3333333333333333e-6,1.3333333333333334e-6,3.8333333333333355e-5
X7751,1e-5,7.5e-6,8.571428571428571e-6,2.9536363636363625e-4
X7752,0,0,0,0
X7753,0,5e-6,2.666666666666667e-6,7.200000000000003e-5
X7754,0,0,0,0
X7755,0,0,0,0
X7758,0,0,0,0
X7759,0,0,0,0
X7760,1.566666666666667e-5,3.6380952380952375e-5,2.3837789661319073e-5,0.002254722222222222
X7761,3.8768253968253974e-4,3.8566883116883117e-4,3.6154052638108367e-4,0.02174177192982455
X7762,0,0,0,0
X7763,0,0,0,0
X7764,0,5.714285714285714e-6,2.666666666666667e-6,3.799999999999997e-5
X7767,0,0,0,0
X7768,0,0,0,0
X7769,2.5e-6,3.3333333333333333e-6,2.857142857142857e-6,3.9600000000000003e-4
X7771,0,0,0,0
X7772,0,0,0,0
X7773,0,0,0,0
X7774,0,0,0,0
X7775,0,0,0,0
X7778,0,0,0,0
X7779,0,0,0,0
X7782,0,0,0,0
X7783,0,0,0,0
X7788,6.188034188034189e-6,1.8793650793650792e-5,1.1519607843137254e-5,0.002656200501253133
X7789,4e-6,5e-6,4.2857142857142855e-6,3.714285714285715e-5
X7790,6.682539682539681e-5,5.631313131313131e-5,5.964253393665159e-5,0.0033206086956521735
X7792,0,0,0,0
X7795,0,0,0,0
X7796,0,0,0,3.80952380952381e-5
X7797,3.6363636363636366e-6,6.666666666666667e-6,4.705882352941176e-6,7.11111111111111e-5
X7798,0,0,0,0
X7800,0,0,0,0
X7801,8.888888888888888e-6,0,4.705882352941176e-6,3.799999999999997e-5
X7802,0,0,0,0
X7803,0,0,0,0
X7804,0,0,0,0
X7805,0,0,0,0
X7806,0,0,0,0
X7807,6.493506493506494e-6,6.5000000000000004e-6,6.416666666666666e-6,7.542483660130721e-5
X7808,0,0,0,0
X7810,0,0,0,0
X7811,1.0222222222222221e-5,2.222222222222222e-6,5.714285714285714e-6,7.604705882352946e-5
X7812,2.857142857142857e-6,6.666666666666667e-6,4e-6,7.611111111111115e-5
X7813,3.3333333333333333e-6,0,1.6666666666666667e-6,3.80952380952381e-5
X7814,0,4.857142857142857e-6,2.7884615384615386e-6,7.598997493734337e-5
X7815,3.6363636363636366e-6,6.666666666666667e-6,4.705882352941176e-6,7.42e-4
X7817,0,0,0,0
X7818,8.888888888888888e-6,0,5.714285714285714e-6,3.75e-5
X7819,0,0,0,0
X7820,2.5e-6,0,1.6666666666666667e-6,3.7894736842105276e-5
X7821,0,0,0,0
X7822,0,0,0,3.7777777777777785e-5
X7824,2.5e-6,2.857142857142857e-6,2.666666666666667e-6,3.7777777777777785e-5
X7825,0,0,0,3.764705882352942e-5
X7826,8.994222444222445e-5,1.4647907647907647e-4,1.124831015218012e-4,0.00716993846153846
X7827,0,0,0,0
X7828,5.714285714285714e-6,3.6363636363636366e-6,4.444444444444444e-6,3.9600000000000003e-4
X7829,0,0,0,0
X7830,1.0634920634920636e-5,1.638095238095238e-5,1.2777777777777777e-5,0.0011256666666666665
X7831,3.3333333333333333e-6,3.3333333333333333e-6,3.3333333333333333e-6,3.799999999999997e-5
X7832,8.571428571428571e-6,6.666666666666667e-6,7.5e-6,3.619047619047619e-4
X7833,2.222222222222222e-6,0,1.25e-6,3.80952380952381e-5
X7834,0,0,0,0
X7835,0,0,0,0
X7836,0,0,0,3.7894736842105276e-5
X7837,2.5e-6,0,1.6666666666666667e-6,3.7894736842105276e-5
X7838,0,0,0,0
X7840,0,0,0,0
X7841,8e-6,7.5e-6,7.692307692307692e-6,3.799999999999997e-5
X7842,0,0,0,3.840000000000003e-5
X7844,8e-6,4.444444444444444e-6,5.714285714285714e-6,3.99e-4
X7845,0,0,0,0
X7846,0,0,0,0
X7847,4.444444444444444e-6,2.222222222222222e-6,3.3333333333333333e-6,3.799999999999997e-5
X7848,0,0,0,0
X7849,3.3333333333333333e-6,0,1.4285714285714284e-6,3.826086956521742e-5
X7851,0,0,0,0
X7852,0,0,0,0
X7853,0,0,0,0
X7854,0,0,0,0
X7855,2.222222222222222e-6,0,1.4285714285714284e-6,4.337777777777778e-4
X7856,0,0,0,0
X7857,5.357142857142857e-6,0,2.8717948717948717e-6,7.626086956521739e-5
X7858,0,0,0,0
X7859,0,0,0,0
X7860,0,0,0,0
X7862,7.5e-6,0,4.2857142857142855e-6,3.81818181818182e-5
X7864,8.571428571428571e-6,2.857142857142857e-6,5.714285714285714e-6,3.7894736842105276e-5
X7865,0,0,0,0
X7866,0,0,0,0
X7867,0,0,0,0
X7868,0,0,0,0
X7869,0,0,0,0
X7870,0,0,0,0
X7871,0,2.5e-6,1.3333333333333334e-6,3.799999999999997e-5
X7872,0,0,0,0
X7873,0,0,0,0
X7874,0,0,0,0
X7875,9.047619047619047e-6,7.222222222222222e-6,8e-6,7.99e-4
X7876,0,0,0,0
X7877,0,0,0,0
X7878,2.222222222222222e-6,0,1.4285714285714284e-6,3.7333333333333344e-5
X7879,0,2.857142857142857e-6,1.5384615384615385e-6,3.7894736842105276e-5
X7880,0,0,0,3.7894736842105276e-5
X7881,0,0,0,0
X7882,0,0,0,0
X7883,0,-2.857142857142857e-6,-1.6666666666666667e-6,3.826086956521742e-5
X7884,0,0,0,0
X7885,0,0,0,0
X7886,0,0,0,0
X7887,0,0,0,0
X7888,0,0,0,0
X7889,0,0,0,0
X7890,2.857142857142857e-6,2.857142857142857e-6,2.857142857142857e-6,2.94e-4
X7891,0,0,0,0
X7892,0,0,0,0
X7893,0,0,0,0
X7894,1.8181818181818183e-6,3.3333333333333333e-6,2.352941176470588e-6,2.75e-4
X7895,0,0,0,0
X7896,0,-2e-6,-1.0526315789473683e-6,7.058823529411764e-5
X7897,0,0,0,0
X7898,0,0,0,0
X7899,6.666666666666667e-6,2.857142857142857e-6,4.615384615384615e-6,3.826086956521742e-5
X7900,0,0,0,0
X7901,0,0,0,0
X7902,0,0,0,0
X7903,0,0,0,0
X7906,0,0,0,3.846153846153847e-5
X7907,0,0,0,0
X7908,4e-6,2.857142857142857e-6,3.5294117647058825e-6,7e-5
X7910,0,0,0,0
X7911,0,0,0,0
X7912,2.5e-6,2.222222222222222e-6,2.352941176470588e-6,3.7894736842105276e-5
X7913,0,0,0,3.846153846153847e-5
X7914,2.222222222222222e-6,0,1.4285714285714284e-6,3.7777777777777785e-5
X7915,0,0,0,0
X7916,0,0,0,0
X7917,0,0,0,0
X7918,0,0,0,0
X7919,0,0,0,0
X7920,0,0,0,0
X7921,0,0,0,0
X7923,0,0,0,0
X7924,1.3333333333333333e-5,2.857142857142857e-6,4.705882352941176e-6,3.742608695652174e-4
X7925,0,0,0,0
X7926,0,0,0,0
