feature_number,Pn-delicatissima_DOM,Pn-delicatissima_Unfil,Pn-galaxiae_DOM,Pn-galaxiae_Unfil,Pn-hasleana_DOM,Pn-hasleana_Unfil,Pn-multiseries_DOM,Pn-multiseries_Unfil,Pn-subpacifica_DOM,Pn-subpacifica_Unfil,Pn-delicatissima,Pn-galaxiae,Pn-hasleana,Pn-multiseries,Pn-subpacifica,DOM,Unfil,Exp1_Pn-delicatissima,Exp1_Pn-multiseries,Exp1_Pn-subpacifica,Goleta_I,NewportBeach_I,NewportBeach_M,SantaMonica_I,Scripps_I,Scripps_M,Scripps_N,StearnWharf_I,mean_piers,139_D,140_D,145_D,146_D,47_D,49_D,59_D,61_D,71_D,73_D,mean_CCE,sum_xic_exp2,sum_xic_exp2env
8864,0,5.091618829900096e-8,0,9.904529555627513e-8,0,2.8072870359263645e-7,0,1.4278130608189931e-8,0,2.962847859491972e-8,2.545809414950048e-8,4.9522647778137566e-8,1.4036435179631823e-7,7.1390653040949655e-9,1.481423929745986e-8,0,9.491935933020444e-8,2.0589263268729943e-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2393280766989674e-7,0,0,4.049160095873709e-8,48368745.74458,48408664.62338
8865,0,1.074696275758116e-8,0,1.4425393925042518e-6,0,9.284098165996588e-10,0,1.0469376947648262e-5,0,5.634514407095997e-6,5.37348137879058e-9,7.212696962521259e-7,4.642049082998294e-10,5.234688473824131e-6,2.8172572035479985e-6,0,3.5116212239645384e-6,2.5827831555796663e-8,0,3.274350720678553e-6,5.877979441316848e-6,4.9067967125346824e-5,3.519322337416166e-5,2.188259270079751e-5,2.6107677689252493e-5,1.5973342979620712e-5,1.1485959571488784e-4,2.1270239284343257e-5,3.6279077288715896e-5,0,0,7.971884675150018e-8,1.748606519735076e-7,0,0,1.0386991420794023e-7,2.2158464437379076e-8,2.6961326268352095e-8,1.9910549788338737e-7,5.992311901994533e-8,103944600.60564,109810933.172217
8866,5.13524131149481e-8,6.403752321733851e-9,5.740538697797143e-7,2.39429173263745e-8,2.1215521797547615e-7,1.1599980315792782e-7,3.5641017029381655e-7,9.700899462790306e-8,3.1858174981033125e-7,1.9807383799705786e-7,2.8878082718340974e-8,2.989983935530444e-7,1.6407751056670198e-7,2.2670958246085982e-7,2.5832779390369453e-7,3.0251068419485725e-7,8.828586108619942e-8,5.792893203998325e-8,1.438168340449507e-7,6.484088856797903e-7,9.359212388012948e-6,9.987141166033623e-6,9.956517712714503e-6,1.0491756312929068e-5,8.577011294235274e-6,1.5174017094586838e-5,2.6349984332569912e-5,1.3284269213143169e-5,1.2897488689278167e-5,3.69053542585053e-6,6.899969922038763e-6,2.867966356174334e-6,7.058448309677643e-6,1.559622973378059e-6,1.5963918561380157e-6,7.854919136348966e-7,6.303859382811708e-7,1.0499360932734424e-6,1.9891864516630333e-6,2.2336844041549067e-6,36257793.1453,40600499.00676
8867,9.940246425367306e-7,2.8377086645769306e-7,3.7885428891895057e-6,5.407797204448322e-7,6.045878106559848e-7,2.3619428555198308e-7,1.7044277455401053e-5,3.2342210559952986e-6,1.0433317287288341e-5,8.12574720777406e-6,6.388977544972119e-7,2.164661304817169e-6,4.203910481039839e-7,1.0139249255698176e-5,9.2795322475312e-6,6.572950017014323e-6,2.4841426272447733e-6,8.090428696693413e-7,4.503141368203473e-6,9.63001717799508e-6,2.1146432291082982e-4,4.121116740180347e-4,2.982183235600905e-4,2.4041390108346157e-4,4.7409305026874487e-4,2.030342676924546e-4,6.296227306137207e-4,2.4961881329033824e-4,3.3982213542970937e-4,5.489689827800577e-5,2.8145379921264366e-5,5.641727509221997e-5,8.003220053134605e-5,4.430630533778213e-5,7.376532693712174e-5,5.951309930982857e-5,1.1487617066688242e-5,1.4150842988596224e-5,1.1022770134187854e-5,4.0498979835702854e-5,236251172.7572,335137104.51060003
8868,3.669437968110506e-8,1.2358922581829223e-8,4.3483887898468274e-7,3.619435787292137e-8,3.0818415762190153e-7,1.9642530163178953e-8,1.0323657129410746e-7,3.5131643813364856e-7,7.345086599463581e-8,8.176374375477838e-7,2.452665113146714e-8,2.3551661842880206e-7,1.6391334389254024e-7,2.27276504713878e-7,4.455441517712098e-7,1.9128097071528653e-7,2.474299372598724e-7,9.079905754333167e-8,7.79762854567156e-7,7.035247843044859e-7,3.9361299768806066e-6,1.0765846873002243e-5,6.675178522875204e-5,4.1426602219992555e-6,9.220172723737004e-6,1.4841628739027678e-5,1.0705109505555365e-5,4.410907612061932e-6,1.5596780110127017e-5,5.444206821316317e-6,1.594811683818421e-6,9.410914043614487e-6,1.8586329422721355e-5,2.2772509987680557e-6,4.380294477670019e-6,5.58954071025317e-6,6.511832294104754e-6,7.1555456891890226e-6,1.0493811506318599e-5,6.7408008327548634e-6,26790861.68027,35657729.20144
8869,2.50323279823737e-7,6.884942572862717e-7,5.392495152195566e-7,7.129933353072978e-7,1.192312078039657e-6,5.298941583386123e-7,1.442475490411208e-6,6.467626687646413e-7,2.0088602668963904e-6,1.251791356946033e-6,4.6940876855500436e-7,6.261214252634272e-7,8.611031181891346e-7,1.0446190795879247e-6,1.6303258119212117e-6,1.0866441260781099e-6,7.659871553285712e-7,9.791605774691253e-7,2.382392787987717e-6,4.962834591280923e-6,4.29157183570835e-5,1.2426832751205832e-4,9.761355174463025e-5,5.184896600893507e-5,4.8380621687446065e-5,2.396139405553637e-5,1.292895064780131e-4,3.264420390722228e-5,6.886528621886562e-5,9.809856168565469e-6,1.070585282912448e-5,2.2209452155808163e-5,3.282841666264344e-5,1.7315790239937743e-5,1.4450051854016847e-5,6.0873223403772866e-6,6.834365116086791e-6,1.3973279933362243e-5,1.633100458068814e-5,1.4096075371567477e-5,232944043.5234,256991196.2628
8871,1.5078240505467105e-8,1.5442211315031532e-9,1.358566169056295e-6,2.2060558108221225e-7,8.032452423508583e-7,1.1472433056971087e-7,3.8387181711547016e-8,1.733066816754887e-8,4.127352898692431e-8,6.127646232122136e-9,8.311230818485129e-9,7.895858750692538e-7,4.589847864602846e-7,2.7858924939547944e-8,2.370058760952322e-8,4.513100725222184e-7,7.206648943661946e-8,4.569784808881103e-9,1.419024958453273e-8,7.539788989971744e-8,1.4262608087629761e-5,8.016136970366145e-6,1.0470144840290225e-5,2.0589763061275972e-5,1.6814494319322392e-05,4.366949960441172e-5,3.4347798945143254e-5,1.1871444882097912e-5,2.000523633881717e-5,1.4229311980378544e-6,9.651326665688425e-7,1.9419919908131882e-6,0,3.3794784505951207e-6,1.6196864936729913e-6,2.5692581088073144e-5,2.326876510342694e-6,1.1663453406337338e-6,6.33920055084055e-7,4.6229894832639606e-6,63583516.768988796,70459318.2855588
8873,5.628213726691574e-8,9.303390955541308e-9,2.936787833969867e-7,4.7572742918752937e-8,1.3552432809329315e-7,5.80043075013825e-8,4.7159065706606344e-7,9.163761850683816e-8,6.458612517336806e-7,2.3309253958451941e-7,3.279276411122852e-8,1.7062576315786984e-7,9.676431779733782e-8,2.816141377864508e-7,4.3947689565910003e-7,3.205874315113879e-7,8.792211989340687e-8,3.3460497015782844e-8,3.290238690722507e-7,7.47289987676596e-7,3.004168109655505e-6,1.3936367238038106e-5,7.77391049789866e-6,1.2313251985960075e-5,1.6695245512691515e-5,7.198107724248168e-6,3.0981003265188345e-5,9.389399226143315e-6,1.266143169497796e-5,1.1824964233884781e-5,8.099746147150406e-6,1.7121273648933653e-5,7.78810517193781e-6,5.319243500508317e-6,3.545798612986522e-6,3.5707512397206777e-6,2.4011499829968413e-6,2.388619251364424e-6,2.66191956034148e-6,5.288065843608948e-6,21181325.035346,27465047.621736
8876,4.213741569177112e-8,2.0756396985310253e-8,3.795359038349899e-7,4.004933764522476e-8,7.796611345291732e-7,2.2696740642012865e-8,2.4191884364154103e-7,9.941054814886828e-8,1.81410016574393e-7,2.783080809762687e-7,3.1446906338540686e-8,2.0979262074010732e-7,4.0117893758559306e-7,1.7066469589520467e-7,2.2985904877533088e-7,3.2493266285437366e-7,9.224422087953698e-8,3.5005410891705425e-8,5.255964995345271e-7,4.225593009328268e-7,2.1823210860203302e-5,4.41598166902769e-5,2.4678310334660486e-5,2.6549512747746896e-5,2.558983371936184e-5,3.235264472977048e-5,6.415163308505065e-5,2.2640220164311075e-5,3.2743147791422704e-5,1.03848684857764e-5,9.73702894166349e-6,2.7591829739450054e-5,3.399434964856781e-5,1.0338149186332162e-5,6.841171100774603e-6,7.848339457188413e-6,1.3534984040239497e-5,1.7785945032312086e-5,1.81314867171511e-5,1.4416764242715841e-5,39320913.765658,57398275.805158
8877,1.6492718692118212e-7,1.5535129892962784e-8,8.353695143683434e-7,3.361534814919425e-8,3.450895310589478e-7,1.48794438678568e-7,1.0451616778059162e-7,3.245823214095026e-8,1.6547570002505787e-7,8.910740317322704e-8,9.023115840707245e-8,4.3449243125876883e-7,2.4694198486875787e-7,6.848719996077093e-8,1.2729155159914247e-7,3.2307562003082453e-7,6.390211040698046e-8,2.8812194417082984e-7,2.0989340937226154e-7,6.850407357115223e-6,6.1901946144192675e-6,0,2.9254484257746804e-6,0,0,0,0,2.716105357610745e-6,1.4789685497255865e-6,0,3.861293338622884e-7,0,0,0,0,0,0,0,1.0965961334978443e-7,3.7840535035116075e-8,50370281.8236,50851264.21078
8878,1.494553371936913e-7,5.540354438227508e-9,2.7763028835440813e-7,1.2019009405870262e-8,1.1641043318656015e-7,4.862432395090467e-8,5.39770815243682e-8,8.42603481941182e-9,8.836508856815512e-8,4.75260699543508e-8,7.749784581595941e-8,1.448246488801392e-7,8.25173785687324e-8,3.1201558171890006e-8,6.794557926125297e-8,1.3716764576543658e-7,2.4427158513753013e-8,2.3012147378656059e-7,1.8576736294720342e-7,8.048938958227068e-6,0,0,0,0,0,0,0,0,0,0,0,0,4.0309758570249003e-7,0,0,0,0,0,0,2.5193599106405627e-8,18102895.32861,18125981.59336
8879,2.141057085074737e-8,1.72086473770361e-8,3.5390870685564715e-7,4.465418920484269e-8,2.1452653619407008e-7,7.811857643361071e-8,1.3352996153087498e-7,2.845532617329911e-8,6.242440142759465e-8,3.007573328632699e-8,1.9309609113891736e-8,1.9928144803024493e-7,1.463225563138404e-7,8.099264385208705e-8,4.625006735696081e-8,1.5716003537178685e-07,3.970249449502312e-8,3.5185343199446924e-08,1.1749839644913294e-7,4.044427939531075e-7,3.725042943790379e-6,1.470953973874323e-5,9.163613829135036e-6,7.978824887790753e-6,2.4184890172231844e-6,6.5251386795682005e-6,1.3705900018236579e-5,1.005540912253687e-5,8.535244779628028e-6,5.112562228356877e-6,1.5130248964275181e-6,1.1752960200200964e-06,1.739513101476723e-6,1.9997371430789217e-6,6.779081811839752e-6,1.7055821832047925e-6,1.0939274922079422e-6,7.87633095967026e-7,1.3285959918332522e-6,2.3080944801590366e-6,26968158.891585,30359590.189015
8881,2.0528524731398328e-7,1.0144029935346912e-6,7.249828342679058e-7,1.3034865956957894e-6,4.0600052885989627e-7,1.945230816754934e-6,7.617073320972274e-7,1.2829498993728485e-5,8.145527888384985e-7,2.392755591076376e-6,6.098441204243372e-7,1.0142347149818477e-6,1.175615672807415e-6,6.795603162912856e-6,1.6036541899574373e-6,5.825057462755023e-7,3.897074998158055e-6,3.43278037280228e-7,1.8449802947870644e-5,2.890788207153064e-6,7.915094146268656e-5,6.204162553496643e-5,7.961850620281974e-5,4.415762288207983e-5,5.336284559348316e-5,5.4512630162506306e-5,8.935657503703836e-5,1.2535639504860697e-4,7.344464274052343e-5,2.4724539317591528e-5,4.7310051656867775e-5,1.1448634869695991e-4,1.0902894736647313e-4,1.508003425309558e-4,7.199412952459353e-5,8.77664864122921e-5,9.782726372532626e-5,3.09035261215442e-4,1.273065624254514e-4,1.240631236691259e-4,529658421.0354,637052620.0052
8882,7.719000318896532e-8,0,3.2066521240685107e-7,0,9.979201883016058e-8,0,1.3426746433132497e-5,8.910864363407035e-7,5.156322349875156e-6,6.943732175102587e-6,3.859500159448266e-8,1.6033260620342553e-7,4.989600941508029e-8,7.1589164347366005e-6,6.0500272624888715e-6,3.816143203486726e-6,1.5669637222886581e-6,1.0150696739999606e-8,4.789585927455367e-7,0,0,1.2704087100107123e-5,7.291627808820779e-6,2.343935841705827e-6,3.772419459670217e-6,2.928785339613358e-6,3.0163930579138835e-5,3.2366686246577164e-6,7.805181844214232e-6,0,0,0,0,0,0,0,0,0,0,0,46153262.87796,47323836.08871
8883,1.3359237384270199e-9,0,3.383519821869698e-7,0,2.1179928761102764e-7,1.833064434087031e-7,0,0,0,2.319427782918754e-9,6.679618692135099e-10,1.691759910934849e-7,1.9755286550986535e-7,0,1.159713891459377e-9,1.102974387072849e-7,3.712517423832437e-8,0,0,0,0,0,0,2.830691472036185e-6,0,0,0,0,3.5383643400452313e-7,0,0,0,0,0,5.767658139035753e-7,2.661929409839418e-7,1.6673111213897857e-7,0,1.5014170925902167e-7,1.4497894703568966e-7,36829473.507178,37030323.289888
8884,1.2618615870757411e-7,1.70924544492385e-8,4.4079379439167896e-7,6.245361600306578e-8,1.9025015861479837e-7,3.678448596434797e-8,2.413827117657815e-7,9.818168052655412e-8,1.6072212603971222e-6,8.274363232964066e-7,7.16393065784063e-8,2.5162370519737235e-7,1.1351732228957316e-7,1.6978219614616784e-7,1.2173287918467643e-6,5.21166816775391e-7,2.083897120479226e-7,2.996373995054219e-8,3.430537204632592e-8,2.2388313472025917e-7,0,6.796641782641506e-6,2.1811502356114718e-6,0,3.054933535014448e-6,6.487966050195916e-6,0,0,2.3150864504329175e-6,2.001243982621549e-6,1.8039728338350367e-6,7.006541171973058e-6,3.2088816993698693e-6,2.3561367839327217e-6,1.432762181198977e-6,1.1834822053187257e-6,2.4973091354704696e-6,1.7529855232173843e-6,1.2646785898524867e-6,2.187209282861315e-6,28642511.5545112,30806747.2877112
8885,2.4084462510461235e-7,1.1766685188432523e-6,4.125117291006815e-6,3.3647689448151654e-6,8.832864060147377e-6,1.6647171797279504e-6,1.7677773845626764e-7,2.262461326428132e-6,1.8628201340797788e-8,3.9772557148256296e-7,7.087565719739324e-7,3.7449431179109902e-6,5.248790619937664e-6,1.2196195324421998e-6,2.0817688641168036e-7,2.678846383211174e-6,1.7732683082594126e-6,6.336574029648727e-7,5.509823012913116e-6,1.7231576360882965e-6,1.8038504073805973e-6,3.1223978361511684e-6,0,5.440494302723847e-6,5.886469124142863e-6,1.6646616036602311e-6,1.7224342333546628e-5,3.7762785375569933e-6,4.864811768145291e-6,2.060994721059414e-5,2.2410943069443454e-5,1.1652718146451448e-5,1.0102795049866589e-5,6.86138733340608e-5,9.486382807549526e-5,2.929577106546933e-5,6.599917113565115e-6,1.8526935015423104e-5,2.2189728228168184e-5,3.4059781821294953e-5,879739690.83222,899341941.06861
8886,0,0,4.1270234866282057e-7,7.216961499243668e-10,4.813238251701439e-7,2.1265674895030533e-9,2.591172860404522e-8,9.36485989365026e-9,2.1005145587788986e-8,2.0051654562180874e-8,0,2.0671202240637248e-7,2.417251963298235e-7,1.763829424884774e-8,2.052840007498493e-8,1.8818860960495975e-7,6.4529556190517106e-9,5.076186641842366e-8,0,2.3377758974770437e-8,1.7322946467212994e-6,8.23798064925878e-6,5.700839597375169e-6,0,0,0,1.4464532097118137e-5,3.2865109440999724e-6,4.17776974182167e-6,0,6.137901411013332e-7,5.780888644070396e-6,3.999888409642737e-6,5.744164801317498e-6,9.315760636339846e-6,1.4505719716484336e-5,8.576879717585342e-6,8.311501657025135e-6,8.054421385197294e-6,7.463216438919585e-6,24474653.19297,30285732.48343
8887,1.2704933448307834e-9,0,2.707170868912094e-7,1.344767901640721e-9,9.24183306806151e-7,1.1354945279941822e-8,1.5628998950153316e-8,5.248417312445429e-9,5.298638083294435e-9,2.1752151499754697e-8,6.352466724153917e-10,1.3603092739642506e-7,4.677691260430464e-7,1.0438708131299373e-8,1.3525394791524566e-8,2.434197048151278e-7,7.940056398756534e-9,4.9023485612659494e-8,3.524859739178229e-8,1.1148112901275358e-8,1.5968579576599833e-6,0,2.898313876524526e-6,2.9241661751013095e-6,6.9256209283602015e-6,2.4267702368128368e-6,7.130802284493895e-6,0,2.987816432369094e-6,0,0,0,0,7.445760199755504e-6,6.758306320626124e-6,6.271296203582064e-6,1.9067369706212999e-6,3.034166938475536e-7,1.164048510761539e-6,2.9811956123992605e-6,37369629.910686,39567605.012656
8888,3.7098878536596865e-9,1.2396292383375621e-8,3.2630784110186944e-7,3.803575099131627e-7,3.7557035458345316e-7,1.7077856488921956e-7,3.266677985217428e-8,1.370582573240506e-7,1.2566827145306645e-8,6.104344087044158e-7,8.053090118517654e-9,3.5333267550751606e-7,2.7317445973633636e-7,8.486251858811244e-8,3.115006179248612e-7,1.5016433810729266e-7,2.6220500664284486e-7,2.0826314625904446e-8,7.918162553433323e-7,1.086580873614148e-7,1.5551997096962876e-6,0,0,0,0,0,0,0,1.9439996371203595e-7,2.355307312770292e-6,1.1535752018845798e-6,9.754144107390932e-6,1.2800854513388405e-5,1.1660438669831802e-6,1.5130075059588502e-6,8.433936166802913e-6,1.5763616107271014e-5,2.082057601640323e-5,2.494846740898063e-5,1.0709698455014615e-5,61503552.2282,70253154.28556
8889,1.6947462651324444e-8,2.9952123398433205e-9,4.308342750368509e-7,4.790632122708759e-10,7.958570171769918e-7,1.6843875928534067e-9,0,1.6057561131863908e-9,0,2.526487537991662e-8,9.971337495583883e-9,2.1565666912456088e-7,3.987707023849226e-7,8.028780565931954e-10,1.263243768995831e-8,2.487277509730334e-7,6.405858927614123e-9,5.517925515517093e-8,0,3.114128048412375e-8,0,6.704280600943938e-6,2.6285729521248796e-6,0,0,0,0,0,1.1666066941336022e-6,1.086427486912849e-6,0,1.533340462641976e-6,2.7922542920772745e-6,3.004799802042522e-6,2.7800532210690225e-6,3.337052536295702e-6,1.6290669805162785e-6,2.486907458047361e-6,2.577059342828674e-6,2.3151188077019512e-6,34895117.270733,36604355.592463
8890,2.546451748209734e-8,2.1449966925244244e-9,9.656790829918202e-7,4.790632122708759e-10,1.1555228695234736e-6,1.8662071953118917e-9,0,1.6057561131863908e-9,0,2.526487537991662e-8,1.3804757087310881e-8,4.830790731020455e-7,5.786945383593927e-7,8.028780565931954e-10,1.263243768995831e-8,4.293332939994782e-7,6.2721797186420405e-9,1.0078443163922838e-7,1.0027378076576964e-8,2.508417365425736e-7,0,6.704280600943938e-6,2.6285729521248796e-6,0,0,0,0,0,1.1666066941336022e-6,7.665978983892743e-7,0,1.423271564341783e-6,1.0388614137432134e-6,2.9128238348757158e-06,2.6837073657154707e-6,3.2594647678795637e-06,5.828713215075606e-7,8.555404941581436e-7,1.2072236324173819e-6,1.6394996068488714e-6,52772390.111153,53916027.164822996
8891,2.3459048933807255e-8,2.383433343188516e-9,2.4643081582294502e-6,1.6441088003292256e-9,2.4467418764015166e-6,2.0027606847434725e-9,0,9.246818593779678e-10,0,1.4312388068745982e-8,1.2921241138497885e-8,1.2329761335148898e-6,1.22437231854313e-6,4.623409296889839e-10,7.156194034372991e-9,9.869018167129549e-7,4.253474551277033e-9,1.6362737039395654e-7,1.0027378076576964e-8,2.264836911502473e-7,2.1723739280361124e-6,0,0,0,0,0,0,0,2.7154674100451405e-7,7.665978983892743e-7,0,1.423271564341783e-6,1.0388614137432134e-6,3.3617316769895688e-6,2.3352783483997137e-6,3.2510534536212624e-6,6.470709420208637e-7,7.900994191416924e-7,5.556552535340407e-7,1.5694068164930347e-6,119228531.09401481,120238345.5173948
8892,2.6337724125770045e-8,3.1941059213879423e-9,9.088222436986093e-7,2.5807372382755415e-9,4.629171936063776e-6,6.466912720785685e-9,5.276552149904558e-9,2.491425787324546e-9,0,1.4312388068745982e-8,1.4765915023578994e-8,4.557014904684424e-7,2.317819424392281e-6,3.8839889686145516e-9,7.156194034372991e-9,1.113921691207612e-6,5.80911394730394e-9,5.987844494020182e-8,2.202312888645087e-8,2.3113164601004694e-7,2.1723739280361124e-6,0,0,0,0,0,0,0,2.7154674100451405e-7,0,0,7.21632028719764e-7,8.287774258868097e-7,3.789070835193166e-6,1.6690822296404565e-6,2.983310165158109e-6,6.470709420208637e-7,7.6266969850538e-7,4.77266595203356e-7,1.3879593991280772e-6,162192058.706122,163065781.853822
8893,2.450041084428172e-9,1.6858721670024774e-9,1.8052048212972106e-7,1.1389033106191911e-9,5.079982586898732e-7,0,0,9.325832646498144e-10,0,0,2.067956625715325e-9,9.082969272017013e-8,2.539991293449366e-7,4.662916323249072e-10,0,1.3819375638080448e-7,7.514717484542966e-10,1.1421615971085918e-7,0,1.7561710573989658e-7,1.9110809204756577e-6,0,0,4.725965460414715e-6,0,3.5421076497240036e-6,0,0,1.272394253826797e-6,0,0,0,0,5.089140640526774e-7,2.08311950202645e-6,8.286733200567561e-7,0,5.192957000927771e-7,6.085686806957697e-7,5.685714083655538e-7,16204385.1897648,16871038.1982048
8894,0,6.268810754992227e-10,1.6140053580853523e-7,1.1389033106191911e-9,6.510542561881118e-7,1.2414010363223057e-9,0,0,0,0,3.1344053774961134e-10,8.12697195595772e-8,3.2614782861221705e-7,0,0,1.6249095839932942e-7,6.014370844881439e-10,1.854386177027701e-7,2.1379717509441073e-8,2.803540980380065e-7,1.9110809204756577e-6,0,0,4.725965460414715e-6,0,0,0,0,8.296307976112966e-7,0,5.84536072681842e-7,0,0,7.742262921476367e-7,1.3958256850251947e-6,8.950634204127426e-7,0,1.592987688809931e-7,9.267054587507113e-8,4.511690935853199e-7,21174042.62785,21662570.355014
8895,2.468015658224281e-7,3.600655319724506e-8,4.591307355512768e-7,2.3978776383580327e-8,1.3383599172714433e-7,3.34016016560583e-8,7.5892084552015665e-07,2.44222833506355e-7,1.3103235707503339e-5,1.5030675167351298e-5,1.4140405950983656e-7,2.4155475596742855e-7,8.3618796691601307e-08,5.015718395132558e-7,1.4066955437427319e-5,2.940384969224869e-6,3.0736569864189073e-6,1.3458156775086869e-7,1.9322253761505233e-7,7.455723934995724e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76463126.246928,76463126.246928
8896,0,2.5048395936351644e-7,1.5662315694989093e-7,2.1588729956575468e-6,1.207209863543818e-6,1.7702490014819543e-6,0,3.7392269546575476e-8,0,0,1.2524197968175822e-7,1.1577480763037188e-6,1.4887294325128861e-6,1.8696134773287738e-8,0,2.727666040987418e-7,8.433996452099186e-7,1.7278684537650815e-8,9.288315057570527e-8,3.696431182743953e-8,0,0,0,0,0,0,0,0,0,0,0,0,1.6069931656722213e-6,1.1691230761683535e-6,1.2937936336980325e-6,1.560705651537728e-7,5.920346992724612e-7,6.141831400284533e-7,7.449414871266006e-7,6.717053980354731e-7,444585546.42668,445032332.06518
8905,8.556497733991673e-7,5.091747631498006e-7,1.446994622266104e-6,4.701860614364899e-7,9.33435660209473e-7,3.303866211536532e-7,7.038894760872648e-5,1.2899647280471584e-5,1.9932682027928422e-05,2.448601039983757e-4,6.824122682744839e-7,9.58590341851297e-7,6.319111406815631e-7,4.164429744459903e-5,1.3239639301315206e-4,1.871154193850593e-5,5.1813899744917446e-5,1.13179803007636e-6,2.295440962989566e-4,7.418813044810709e-6,3.4726082369388584e-4,5.584567840457459e-4,8.391985400551105e-4,3.129911771691755e-4,4.757280491659394e-4,4.2663387010717e-4,6.046013259538307e-4,3.606204578268435e-4,4.906863785022127e-4,3.184073148538532e-4,3.1084533343003474e-4,1.8989508123992523e-4,2.4444691512232877e-4,3.460205678695492e-4,0.001931856305271655,3.31422748829311e-4,1.854676826651349e-4,2.0069862542861476e-4,2.5413153229798195e-4,4.7267434808566475e-4,787189739.015,1164006647.609
8906,4.428372754848397e-8,7.23338316322182e-8,2.444427735449792e-7,1.0012576658844237e-7,2.2983139836877501e-7,4.380013694332615e-8,8.503415452213852e-7,2.684896532471371e-7,4.922996590959741e-7,6.762715556113234e-7,5.830877959035109e-8,1.722842700667108e-7,1.3681576765605058e-7,5.594155992342611e-7,5.842856073536487e-7,3.7223982075591945e-7,2.3220418880448945e-7,8.088613796152805e-8,1.0998245040981567e-6,1.340856620534789e-6,1.020207265762554e-4,2.530171582804631e-4,1.8866087741442624e-4,8.045369465946337e-5,2.163584331512111e-4,9.948376899763369e-5,2.773763169122056e-4,9.090163219110974e-5,1.6353407602284601e-4,2.490266208364123e-5,1.535179734246006e-5,4.36608589659251e-5,3.204223641178756e-5,4.4852360617734794e-5,5.128217747529451e-5,2.8841484455949468e-5,3.319409991866127e-5,4.063902880203556e-5,4.461808101481846e-5,3.767575121080013e-5,31568966.428555,91308467.296555
8908,6.806471877113733e-8,5.5687407428723564e-8,9.337318591450215e-8,7.057251386495926e-8,7.171521375387592e-8,2.636436482104976e-8,1.1626116430182335e-6,2.402192812670226e-7,6.012633106821813e-7,3.20216181961491e-7,6.187606309993045e-8,8.197284988973071e-8,4.9039789287462835e-8,7.01415462142628e-7,4.6073974632183616e-7,3.9940561442798603e-7,1.4261194986864924e-7,4.3056843595194503e-7,3.0833465442281937e-6,6.380729070208141e-6,4.269832818965126e-5,1.2622700519698905e-4,4.542380554735707e-5,5.1054782045872806e-5,8.799212356247462e-5,5.458355691664814e-5,1.2460373207080002e-4,8.032251010078253e-5,7.661323045382194e-5,4.283763345351596e-5,1.3866648393322968e-5,1.3415925333533041e-5,2.873996706678251e-5,5.656817014885843e-5,9.301777398521815e-5,6.167968433118122e-5,1.6675173220014665e-5,1.2352566867361854e-5,6.186344953419912e-6,3.698872507870393e-5,19182370.31798,55910584.02838
8909,2.2882672200478217e-7,3.4623327527922694e-8,8.776298433320662e-7,7.160211075905288e-7,5.724867788486121e-7,2.2741597538281224e-7,1.2848389110779708e-6,2.6073132581532604e-7,2.2433023368225895e-6,1.5014784997435873e-6,1.3172502476635243e-7,7.968254754612976e-7,3.9995137711571216e-7,7.727851184466484e-7,1.8723904182830884e-6,1.0414169184172042e-6,5.480540472120354e-7,1.5149776463370422e-7,6.694701549475462e-7,1.3238279639863714e-6,5.554202911913819e-5,2.1467180647319448e-4,1.3865760111214152e-4,6.331871511748172e-5,1.310385697165835e-4,7.147503261744626e-5,3.902653562718951e-4,7.215357647129554e-5,1.4214033586239705e-4,1.975804351729768e-5,1.9500680659320932e-5,3.1821337660107434e-5,9.397472909435739e-5,3.528781670422134e-5,5.762703261188975e-4,1.5240474160548728e-4,1.4452192809428227e-5,6.976151923699829e-5,1.806008179278814e-5,1.1859550921667031e-4,123201181.466519,211551215.132619
8910,1.4066167278503516e-7,1.8222417872335967e-7,1.9622403376771603e-7,7.310801870773814e-7,2.442494089197032e-7,1.5558494442053239e-7,1.2432206106436496e-6,4.11879164970796e-6,3.2092543798834903e-7,4.837713047664239e-6,1.614429257541974e-7,4.636521104225487e-7,1.999171766701178e-7,2.6810061301758053e-6,2.579319242826294e-6,4.290562328208906e-7,2.0050788015186948e-6,6.892054405854604e-7,8.631778548638983e-7,4.169988864517798e-6,6.420993513507541e-5,1.2683684309779174e-4,8.766039599080312e-5,1.0131028953215557e-4,6.0585042570831006e-5,7.157197099374698e-5,1.9301679159444425e-4,1.318785723498609e-4,1.0463373015808863e-4,3.800049818060102e-5,1.914818943933875e-5,7.991936544140155e-5,3.7843447668107686e-5,2.323885719961013e-4,1.6976439439682752e-4,1.9274970142992652e-4,7.223584754337912e-5,1.0458220415975099e-4,1.2733083516525273e-4,1.2331341313199533e-4,109415645.70496,210453511.95516
