feature_number,Pn-delicatissima_DOM,Pn-delicatissima_Unfil,Pn-galaxiae_DOM,Pn-galaxiae_Unfil,Pn-hasleana_DOM,Pn-hasleana_Unfil,Pn-multiseries_DOM,Pn-multiseries_Unfil,Pn-subpacifica_DOM,Pn-subpacifica_Unfil,Pn-delicatissima,Pn-galaxiae,Pn-hasleana,Pn-multiseries,Pn-subpacifica,DOM,Unfil,Exp1_Pn-delicatissima,Exp1_Pn-multiseries,Exp1_Pn-subpacifica,Goleta_I,NewportBeach_I,NewportBeach_M,SantaMonica_I,Scripps_I,Scripps_M,Scripps_N,StearnWharf_I,mean_piers,139_D,140_D,145_D,146_D,47_D,49_D,59_D,61_D,71_D,73_D,mean_CCE,sum_xic_exp2,sum_xic_exp2env
4403,5.253403459197316e-7,1.8548859406676865e-5,1.9030334717891476e-6,2.0102248152299238e-5,3.635384653490379e-6,1.6619067096547436e-5,1.571155645422804e-6,3.214210867511909e-5,7.827204014177914e-7,1.0402174680815151e-5,9.537099876298298e-6,1.1002640812044193e-5,1.0127225875018908e-5,1.6856632160270948e-5,5.592447541116472e-6,1.6835269036079707e-6,1.9562891602291557e-5,3.629890895352184e-6,1.7431538140578814e-5,2.1171430972598398e-4,7.602354255026529e-4,0.0010879632257740515,0.001588608899153007,0.003589398098765413,3.750543724754486e-4,0.0022735822289657237,1.0109746790886377e-4,0.0047355067701733205,0.0018139308110898102,3.2873403857884304e-4,4.3296314299183416e-4,1.9347800730105588e-4,2.461929645160597e-4,3.8495850435703576e-4,4.567004739219353e-4,2.2281648951995412e-4,1.8281643401869631e-4,1.9469450579660092e-4,1.8757148765622956e-4,2.7878024649554355e-4,5551529237.6128,6251870047.7608
4406,9.582636879145014e-8,5.153903968961759e-8,1.301420047289728e-7,4.985235108205222e-8,1.0900675744064804e-7,2.391102269909726e-8,1.9154978458734826e-6,2.290848903426092e-7,1.319360726423798e-6,1.1346769098830347e-6,7.368270424053386e-8,8.999717790551251e-8,6.645889006987265e-8,1.072291368108046e-6,1.2270188181534164e-6,7.139667406516703e-7,2.978128427392822e-7,7.400161816689999e-8,7.148701068654646e-7,1.341721039645634e-6,2.0926619336536089e-4,2.095240115936837e-4,6.884754240768406e-5,2.3347721492715878e-5,1.2078610850151995e-4,5.234310871102678e-5,1.35167199690902e-4,3.300106035349548e-4,1.43661561162231e-4,1.4694837300456827e-5,3.5152395867258006e-5,2.2428196044046166e-5,5.853149234601848e-5,1.1975877120029208e-4,5.375450846017582e-5,8.234369338831439e-4,2.0509178958601343e-4,8.500098258895079e-5,8.972098810419145e-5,1.8027092932520715e-4,22764968.79258,182770930.68598
4410,6.283763042680449e-9,0,8.698052566788256e-9,0,2.5681646235291945e-9,0,4.3263352668909967e-8,1.4794369865124663e-8,7.076221719885215e-7,5.055150550272847e-7,3.1418815213402246e-9,4.349026283394128e-9,1.2840823117645972e-9,2.9028861267017313e-8,6.065686135079031e-7,1.5368710097808587e-7,1.0406188497848187e-7,4.9382900956991215e-9,0,9.40438299227627e-8,4.849951614710304e-4,7.916212809121279e-6,2.706999748659632e-5,5.049829783740823e-4,8.388033416669824e-5,2.7313105791045765e-5,4.372673086627317e-5,2.3290213955713215e-5,1.5039684186507008e-4,3.1249758455922104e-6,1.3117173606130955e-6,0,1.65387325616611e-6,0,0,9.336755926121345e-8,1.2763713741879084e-7,3.6113368406160447e-7,3.465915085829371e-7,4.967516400637818e-7,2420783.8280015,51639233.572124496
4411,0,6.952792354445386e-9,2.281328458326489e-9,2.339685895646173e-8,1.1925518019001329e-9,1.5963090514474257e-8,0,2.0174864688115597e-8,1.368215790555112e-7,3.9696432394264435e-8,3.476396177222693e-9,1.283909370739411e-8,8.577821158187195e-9,1.0087432344057798e-8,8.825900572488782e-8,2.8059091863147566e-8,2.1236807781552283e-8,8.803255217286536e-9,0,2.9269169403540257e-8,5.179986912244183e-4,8.323824377573256e-5,4.717817782049452e-5,6.310194370048618e-4,5.422033814132455e-5,1.4085579178408575e-5,0,2.6932762092548107e-5,1.7183415365472354e-4,5.863235372490099e-5,4.652315488273369e-5,1.0791694942906992e-4,7.697706583021608e-5,1.1039521491470108e-4,2.0907975459744473e-4,1.4191875244112047e-4,8.993261662032937e-5,9.525280369883992e-5,7.640131105106621e-5,1.0850065190712027e-4,4417640.9797573,131163277.7925573
4413,2.811127414558919e-9,9.977446407546444e-10,5.5971944480389146e-8,1.0430863963225732e-9,2.1147423471944613e-8,9.085581751022132e-10,1.067984048274882e-7,4.8379832958357456e-6,0,1.2954796205280819e-5,1.9044360276567818e-9,2.850751543835586e-8,1.1027990823523413e-8,2.472390850331617e-6,6.4773981026404095e-6,3.734578003887618e-8,3.5591457780657486e-6,0,1.0322364838559377e-6,4.7125430297950706e-8,2.0097394378589884e-4,4.7385692647162304e-5,9.521207477137221e-5,1.3739061273219366e-5,4.8736947564886834e-5,2.30886197870024e-4,1.2421409082479703e-5,5.956665567774304e-5,8.861524783409829e-5,0,6.069897702482914e-7,0,0,1.1276135978562253e-6,4.6647013073064105e-7,4.702379803754271e-7,0,0,0,2.959770742608049e-7,51012140.2897,76830546.2947
4416,0,0,1.9589991730909595e-9,0,0,0,0,0,0,0,0,9.794995865454797e-10,0,0,0,3.917998346181919e-10,0,0,0,1.1784676042372749e-8,3.098063098856836e-4,0.004101303114130259,0.0015673696145546675,4.7554884239246786e-4,0.0019555884382519576,0.0012109770344390668,1.0040667620387747e-4,1.2211665502921072e-4,0.0012303895856108989,5.4518380687779715e-6,1.7766930110154148e-5,5.454467422878135e-6,4.297134117620244e-5,4.8030985848935634e-5,4.925816998303517e-5,1.2366007162079875e-5,3.5637981018982166e-5,4.141669348282801e-5,6.002043915297566e-5,3.5319070629730355e-5,13102.24,277486326.9973
4418,2.4780341418605362e-6,2.531499847670435e-7,2.230496424824231e-6,2.4007109829073497e-7,1.208226722217784e-6,1.8845708054831164e-7,9.085847365353088e-6,1.978662552175648e-6,7.893210982858066e-5,4.666888401571948e-5,1.36559206331379e-6,1.2352837615574831e-6,6.983419013830478e-7,5.5322549587643674e-6,6.280049692215007e-5,1.878694289656726e-5,9.865844946300243e-6,1.114803386566928e-6,5.484316607664848e-7,1.0798859457237108e-5,2.7866932851422694e-4,4.118670927442549e-4,4.133790108245408e-4,5.447970431239257e-4,2.3227426676442208e-4,1.7326094568426351e-4,0.0010230642616003672,3.0292913297842787e-4,4.225301352793036e-4,2.3416919268388774e-6,0,1.62263229893909e-6,1.0533599037270343e-6,5.967768894437011e-7,0,1.150372793585076e-6,3.516819282559731e-7,2.025451784781892e-7,3.684867533471345e-7,6.473382009828219e-7,387161800.04202,477082534.03091997
4421,6.945397607040908e-7,9.1189860822198e-7,9.585062809417278e-7,2.4734047205657385e-6,6.476181442626916e-7,9.292055645590655e-7,3.314134105927039e-6,6.620069918321496e-5,1.5696169372224343e-6,1.4171423689237452e-5,8.032191844630353e-7,1.7159555007537332e-6,7.884118544108786e-7,3.4757416644570996e-5,7.870520313229943e-6,1.4368830458115967e-6,1.6937326353159836e-5,1.5518576570327712e-6,3.182317548720997e-5,1.220891246968402e-5,0.0020892527428378375,0.0018445270361501353,0.0017916410375080694,4.223050949247574e-4,0.001446411132547427,0.0010489043862740733,0.0014131018691238763,0.0018483014257525351,0.001488055590639839,0.0010739792673989427,9.658408574433223e-4,7.416656946540476e-4,0.0017809703816055384,0.0015385740433835598,9.023054710524791e-4,8.43227951696856e-4,6.3135662161576e-4,6.546280604744195e-4,5.849547587159813e-4,9.295343759362476e-4,689741976.0655,1685918546.9515
4425,5.05787533281882e-10,7.913603745796116e-11,0,2.769434130548337e-10,0,8.903886069428281e-11,7.989076781668329e-9,0,1.2949652374408218e-8,7.929076253021831e-9,2.924617853699216e-10,1.3847170652741685e-10,4.451943034714141e-11,3.994538390834164e-9,1.0439364313715025e-8,4.288903337871686e-9,1.6748389128457818e-9,0,2.526632725072305e-9,1.1012115478015639e-8,2.690913912099421e-4,2.966006734644499e-5,2.515921135764614e-4,6.111898256107788e-4,2.2494728139445137e-5,1.1943605811742149e-5,1.3647332287497608e-6,2.1298756062202583e-5,1.5232940262322088e-4,1.9460030965464494e-7,2.600613163741351e-6,6.602108609643325e-7,5.4598847801103405e-8,6.153411844064116e-8,2.265859255162071e-5,2.784436496251369e-6,2.5599851707544356e-5,7.550490540782431e-6,2.0686862967123296e-5,1.013709749660544e-5,74912.074899,59924433.584669
4426,4.949839954450728e-10,1.4204456906488426e-10,6.613158931915476e-10,5.235627055776115e-10,0,0,9.289236851774792e-9,0,1.810042392099185e-8,0,3.185142822549785e-10,5.924392993845795e-10,0,4.644618425887396e-9,9.050211960495925e-9,5.709192132280652e-9,1.3312145492849915e-10,4.697624510039956e-10,3.433364592294668e-9,2.1943877773056847e-8,3.164097258178412e-4,5.5819851591201895e-5,1.258201557545782e-4,0.001286301991617192,3.095127595499153e-4,1.0554409313243846e-5,1.129746478829239e-5,4.7379278323023355e-5,2.70386954594411e-4,2.3543564538665045e-7,2.894441387347461e-7,1.2565062743987097e-7,1.4130877050023603e-7,2.5734882904839803e-7,4.975210448876556e-7,2.746246871711156e-7,5.698930979369663e-8,1.7608219642534368e-7,1.1241111137819933e-7,2.213620962168951e-7,77452.63713799999,82014672.700021
4428,5.959136018430531e-8,0,4.328516176475788e-8,1.747259778532077e-9,2.680410425306722e-8,0,2.0654616615550892e-5,3.1602352662571398e-6,4.716406345512899e-6,5.147386652939427e-5,2.9795680092152657e-8,2.251621077164498e-8,1.340205212653361e-8,1.1907425940904016e-5,2.8095136437453584e-5,5.100140717453184e-6,1.0927169811085988e-5,1.9590036172586752e-8,3.755962767225421e-5,3.4472911037813233e-7,7.005769226734055e-5,7.375317693023928e-5,2.3515061927733527e-4,2.2968414941291194e-5,1.2326515486362237e-4,5.602473402409921e-5,6.71385327766858e-5,6.48610874376523e-5,8.915242656478325e-5,0,0,0,0,0,0,0,0,0,0,0,144038155.68199,164630185.18529
4431,1.2960436777295439e-6,5.6530598129633935e-8,7.267779251555477e-7,1.0747215217647514e-7,5.411607963829967e-7,6.966699041494491e-8,6.433071512239459e-6,1.5543543539830326e-6,2.6050893573159124e-5,2.0987774070541627e-5,6.762871379295888e-7,4.1712503866601145e-7,3.054138933989708e-7,3.993712933111246e-6,2.3519333821850377e-5,7.009589496933334e-6,4.555159633049143e-6,6.035038973973673e-7,8.928213890261174e-8,1.4111776169314813e-6,6.329358717985945e-5,8.125333247143764e-5,1.2470945677159833e-4,3.3950473749005933e-4,1.889622034802129e-4,0.00020701307597079213,2.0232605273699687e-05,6.066487189406905e-5,1.3570423381646605e-4,4.425940014994738e-6,2.3801319708739136e-6,0,3.3460006833563597e-6,3.2709023412216095e-6,0,0,3.579298448001533e-6,3.3619376198334755e-6,1.848658337756444e-6,2.142104135178196e-6,156710351.37875,195451238.32126
4436,1.2152758982062886e-6,4.763253364575955e-6,2.8446158958954815e-6,9.148503034069985e-6,5.202277601801949e-6,3.978407485875021e-6,1.7821745765885424e-6,7.781001211880806e-5,7.705694031840155e-7,1.0257730142296435e-5,2.9892646313911217e-6,5.9965594649827325e-6,4.590342543838485e-6,3.97960933476983e-5,5.5141497727402255e-6,2.3629826751352555e-6,2.119158122912509e-5,2.058717277188849e-6,3.0443483119174023e-5,2.09946761077332e-5,9.450087222652207e-4,3.55457684188855e-4,2.6165580570208807e-4,2.7902064070307186e-4,1.89090998422233e-4,5.137348647561027e-4,1.0524264644319381e-4,0.0015735308235609305,5.27842773255212e-4,0.00029603274678304187,3.1917154771833925e-4,3.1888041944062916e-4,3.387335823837985e-4,4.533930275910776e-4,3.527934908333268e-4,3.270145883389165e-4,2.557540077666902e-4,3.620311165532808e-4,3.165697233521163e-4,3.379956378247891e-4,2070486777.09797,2451716004.46697
4437,1.7816546808598201e-6,7.548819885959337e-6,2.4403913679287675e-6,9.044728766116764e-6,2.7807972151756775e-6,1.101792687511852e-5,1.996794831065864e-6,5.524216149784144e-5,5.547911079611825e-7,1.4167204148246344e-5,4.665237283409579e-6,5.742560067022766e-6,6.899362045147098e-6,2.8619478164453648e-5,7.360997628103764e-6,1.9108858405982624e-6,1.940416823465648e-5,2.097005067695722e-6,3.35940278454686e-5,8.466436283174533e-6,0.002033836295056378,4.1533380622569123e-4,0.001973172607530448,2.299748835101682e-4,4.983547007285025e-4,0.0013402952355691033,1.4974705085514013e-4,0.0013979828026797056,0.001004837172769392,0.0020309223325813337,0.0022786073102326657,0.0019347800730105588,0.002531771620909834,0.002340644853416368,0.0023777127269365146,0.0032069776721880463,0.0029959689230830908,0.0035785458171660907,0.003453246364933114,0.0027926421282613027,3176373413.9448,5471511360.6424
4441,5.9172901094421093e-8,9.350847297218335e-8,3.239043812508675e-8,4.153066932745892e-8,3.1488695796341245e-8,5.779763881320605e-8,6.292372212833052e-7,5.837519514902108e-7,5.59500932699323e-7,1.4943375763550444e-6,7.634068703330222e-8,3.696055372627283e-8,4.4643167304773646e-8,6.06494586386758e-7,1.0269192545271838e-6,2.6235803779969545e-7,4.541852617916207e-7,2.0132658992257083e-8,4.5339287827603133e-7,1.772973456775519e-6,9.343108118401462e-5,6.928354653476132e-4,1.543559579756377e-4,3.547395278233702e-4,2.7581596809591214e-4,9.108305897399312e-4,4.556837145466927e-4,2.1899419872271574e-4,3.9458581292948597e-4,1.3103185785619576e-5,1.4088467870269665e-5,9.270759718079015e-6,9.824867564285395e-6,2.3766132687570613e-5,4.060201146440496e-5,1.878761332515944e-5,5.006566941938324e-6,6.547573290722503e-6,7.79636968397347e-6,1.5706238482862017e-5,27050727.88002,128567965.84422
4442,6.2580338521155e-8,2.3523078552974572e-7,5.807906101582774e-9,0,6.949594206510421e-9,0,1.9286202524338196e-7,1.231520093066393e-8,6.461216874404519e-8,2.9764127068705786e-8,1.4890556202545035e-7,2.903953050791387e-9,3.4747971032552104e-9,1.0258861308702294e-7,4.718814790637548e-8,6.656240656333507e-8,5.546202270582308e-8,1.7779329445574654e-7,8.670334682344196e-8,1.6402997188176812e-7,1.732106748001142e-4,6.17964411015845e-5,6.23313235718963e-5,1.1514579686209104e-4,8.410557668491583e-5,2.3475215041699745e-4,0,8.827853979149366e-5,1.0245256290363663e-4,1.4728453681106553e-5,7.212421354450964e-6,4.661842670171067e-6,9.740078623495692e-6,1.7343911067208066e-4,2.630549824557345e-4,1.041428981975317e-4,1.2573983246030174e-4,1.2496184238383777e-4,1.1172447663562287e-4,1.1515431762121517e-4,23870018.08652,127597098.63972001
4443,8.89632357232822e-8,5.119042798483886e-7,1.1627756391782254e-8,0,0,0,5.876480583845275e-8,0,7.667643477678143e-8,6.471275132618905e-8,3.004337577858354e-7,5.813878195891127e-9,0,2.9382402919226376e-8,7.069459305148525e-8,4.7206446546059724e-8,1.1532340623491553e-7,1.905621041432525e-7,6.872584271194294e-8,5.773614457858006e-8,4.059232904496892e-5,4.684783126898248e-5,3.412538993739946e-5,3.880175223024952e-5,4.491339195159531e-5,1.105594681703241e-4,0,3.758909334642822e-5,4.41786569937435e-5,7.344052696797708e-6,1.2235329438521405e-5,9.58961930997045e-6,6.67271922118898e-6,1.2555776259074624e-4,1.378272627632933e-4,3.57717875641518e-5,5.8993360898190655e-5,4.9247595553645236e-5,5.296577621618679e-5,5.978555073993166e-5,51933947.8666,100579513.39363
4445,2.4851520483939003e-7,1.942079921006219e-5,1.4661737399688891e-5,5.88656568706652e-5,2.467398954833364e-5,2.9472836975199883e-5,7.423892845063453e-6,5.8565277607978745e-5,9.705630042198005e-6,3.310783261584801e-5,9.834657207450791e-6,3.6763697135177046e-5,2.7073413261766763e-5,3.2994585226521096e-5,2.140673132902301e-5,1.1342753008024676e-5,3.988648065595081e-5,2.778982338071306e-6,2.187349402024062e-4,1.25212631983707e-5,3.574009906851881e-4,2.302686899483774e-5,1.3680529384975048e-4,8.762720558056637e-5,5.910360488535179e-5,4.7239563402482714e-5,4.961178806886326e-6,5.345281099523073e-4,1.5633660201967134e-4,4.5781808514121594e-4,3.8023045249923894e-4,0.0046757185097755175,0.004434965460076537,0.004495054828185718,0.004150849260610302,0.0057031176240865105,0.006671078165974992,0.009196078133036755,0.009865914654886775,0.0056320573650659135,10099269947.3135,14316552628.59419
4446,4.339646127910641e-9,1.1093675409990041e-6,8.892756024815677e-9,1.7232303941409697e-7,1.0991347014904963e-8,1.443477064925453e-7,1.2475354136747977e-7,1.1373234702655634e-6,7.542067066262546e-8,6.310252134163552e-7,5.568535935634574e-7,9.060789771945632e-8,7.766952675372514e-8,6.310385058165217e-7,3.5322294203949033e-7,4.48795922395473e-8,6.38877394117513e-7,2.903336687527922e-8,5.832721379003673e-7,5.345542460025355e-7,7.568619838918916e-5,1.5207757618044045e-6,1.6979087203410926e-5,0,3.2453613249539273e-05,8.361719686502035e-6,8.930701901191644e-6,6.194415534463435e-5,2.5734531442033976e-5,5.217593082416856e-8,5.395321078953035e-7,2.759815288736274e-6,1.869397958378071e-6,1.8677377010994893e-6,1.6542394441291021e-6,5.830344734676207e-6,3.181399820611194e-6,3.1687271723883474e-6,4.022335345267347e-6,2.7919056076360743e-6,141651819.148939,150898802.644979
4447,1.0859340241924637e-7,5.521197355465711e-7,1.1048858245565945e-7,1.1470946466190713e-7,6.856413782764488e-8,2.764958864228719e-7,8.657886548597289e-7,4.4320539842534715e-6,3.923137017352074e-7,5.893377946096035e-6,3.303565689829087e-7,1.125990235587833e-7,1.7253001212525837e-7,2.6489213195566003e-6,3.1428458239156215e-6,3.091496958594974e-7,2.253751403396171e-6,2.4968753267449774e-7,1.5472207194675944e-6,4.192008781542433e-6,1.8988013336507593e-5,3.2979938673014436e-4,5.004161734651699e-4,3.345150163458423e-5,6.859800640022475e-5,2.068348648043178e-4,9.704425630395659e-5,5.9560596910205094e-5,1.6433659994813878e-4,1.363136661038767e-4,1.3319693212550266e-4,0.0010820436704614606,0.0011262018589564434,0.0015796189865928396,0.0013650732787424626,0.001471104674350365,0.001657523142481626,0.0018806919764279486,0.0018273923328722798,0.0013775353069113954,132124073.22234,1148445471.61974
4448,7.840947046950522e-9,2.403335669949663e-8,2.1081570561594803e-8,3.2941599817337745e-8,5.485542596879059e-9,1.3308568789995982e-8,8.021900468720983e-8,1.1713777207991919e-7,1.5932993097737117e-7,6.072346942537857e-8,1.5937151873223577e-8,2.7011585189466273e-8,9.39705569343752e-9,9.867838838356451e-8,1.1002670020137486e-7,5.479139917400108e-8,4.962895336242562e-8,8.565471376789182e-9,2.916140792253141e-7,1.520736959862612e-8,5.457859682820678e-4,7.597603758307556e-5,7.505794355135221e-5,7.621972459495756e-4,1.0548343756849684e-4,9.887072429123035e-5,1.4579574889293334e-4,6.289072553625934e-5,2.3400722895687388e-4,4.689924667958875e-6,2.7390702612865904e-6,0,5.34991999311688e-6,5.553161283471833e-7,1.2704777829598582e-6,1.0518947418117637e-6,4.698184900871806e-7,1.966416206877925e-6,2.965437434912221e-6,1.833602280772163e-6,7428000.584813,78261085.660133
4449,1.2241757557382062e-7,4.590676641122805e-7,1.1838119943820903e-7,2.2990258629294798e-7,3.621919432379959e-7,3.3887488718051965e-6,1.3713981120217938e-6,4.0576094165019714e-5,4.390511799383713e-6,5.209736228719026e-6,2.9074261984305056e-7,1.741418928655785e-7,1.8754704075215963e-6,2.097374613852075e-5,4.800124014051369e-6,1.2729801259311066e-6,9.972709903189832e-6,1.8769295947630446e-7,7.459368927269375e-6,1.473270205572232e-4,0.004286611670131574,0.0028928353666071577,0.004008086962148885,0.013882032985678736,0.010741325605414678,0.008087450876425071,5.243726573388335e-4,0.01151523202377942,0.006992243518440544,0.004492124820370577,0.004218615239407615,0.002185584897289705,0.002130180260351722,0.0015449531585234077,0.0013830354860451426,0.0034016782632172666,0.0017475246705445113,0.0012489395576586813,7.692129522688243e-6,0.0019808844842776883,739381594.8916,4068182734.8481
4450,1.3961625754733607e-7,4.416649442211331e-6,8.224094050219405e-8,1.3316685271555732e-6,3.4201828525908987e-7,4.770747444116801e-6,9.396864294442202e-7,1.0032207987513002e-4,1.283739419287957e-6,5.162254150397508e-6,2.2781328498793336e-6,7.069547338288837e-7,2.5563828646879456e-6,5.063088315228712e-5,3.2229967848427326e-6,5.574602664081594e-7,2.3200679887802248e-5,5.541066040696678e-7,1.0902192483473052e-5,1.4244215385517098e-4,0.01694350689656021,0.011527413871716605,0.011778440843975302,0.017399390505056223,0.014673986377470144,0.011577233854292632,0.002081394695225024,0.013178857785231248,0.012395028103690923,0.005077305831453335,0.0048569583348442935,0.003726243103575891,0.0030905074269037282,0.006201089863521083,0.006736916608361889,0.005763160919107391,0.005773019695272382,0.004934987297446394,0.004663150636321688,0.0053059790460524316,1599247135.29421,8661044708.36021
4452,1.7004493673308295e-7,8.007559490618633e-8,4.1470561259709015e-7,6.188410306862211e-8,6.372285931976541e-7,4.3310204891810855e-8,1.4617131799656014e-6,2.979449937323242e-7,1.480679458812595e-6,8.702731406997239e-7,1.2506026581963463e-7,2.3829485783285614e-07,3.4026939904473245e-7,8.798290868489628e-7,1.1754762997561596e-6,8.328743562612047e-7,2.706976074597335e-7,7.669174952954239e-7,3.5275170636747726e-6,2.0555795467122306e-6,3.39625766621286e-5,1.9195374051381083e-4,2.628116914982852e-4,4.2925913339597895e-5,9.739350943819202e-5,3.5877665125476555e-5,1.3926534282764603e-4,7.414674970587069e-5,1.0979214863887597e-4,0.001110122800436407,7.46889900921806e-5,3.844293580745292e-5,4.588240099573956e-5,0.0016246497039995751,1.0054950762210115e-4,4.3221350173083135e-5,4.25303040617811e-5,5.533078577117677e-5,5.523248283301666e-5,3.19510337265828e-4,47366611.977665,255223051.795565
4455,3.399992226759351e-7,8.443978197557727e-8,2.1597018708113912e-7,7.00718860159634e-8,1.0392382138424986e-7,4.471569821859259e-8,1.016623822060935e-6,2.4494357129099314e-7,1.3293783857927934e-5,7.125838237535763e-6,2.122195023257562e-7,1.4302103654855126e-7,7.431975980142123e-8,6.307836966759641e-7,1.0209811047731848e-5,2.9940601822260384e-6,1.5140018350073779e-6,3.1070128894824535e-7,3.737646140815104e-7,1.88032387393857e-6,0.011395657796238594,0.0018312774662377074,0.0013527772037557422,0.009345966713210483,0.0017391270721886975,5.349360071649911e-4,7.739918247930907e-5,3.2734400635387167e-4,0.0033255606809536745,0.00228909042570608,0.002553372381746714,0.0027409384367649585,0.0021651012482263405,4.925048694872204e-4,9.606839204533884e-4,0.0023882779522742623,0.0026893850202412127,0.0028925155595277527,0.0022854396725467676,0.0020728822800940815,65552848.3681558,2736083417.9743958
4456,1.8778666212565102e-7,1.1452327436279972e-8,1.394413262972113e-7,1.537738379484646e-8,5.4383597065938246e-8,1.670285196278476e-8,9.5001880622763e-7,2.80048789407791e-7,4.363315700549572e-6,3.2861276993528146e-6,9.96194947809655e-8,7.740935504602887e-8,3.55432245143615e-8,6.150337978177105e-7,3.8247216999511935e-6,1.1389892184532006e-6,7.219418103909033e-7,3.429563762882413e-8,0,4.1023305813838657e-8,0.007660463276651239,9.783940268940233e-4,7.29831819846002e-4,0.005184851452326293,0.010668194190973774,2.796819767182737e-4,0,0.0012589436779485022,0.0033450450526697636,0.0012546969325862647,0.0013072156432638068,9.996363710554554e-4,8.206432150535324e-4,1.7115441134880633e-4,3.2794354633211174e-4,8.821927755631532e-4,9.358685555330435e-4,0.0010194674327655164,8.021742201647938e-4,7.912371278358694e-4,25727126.38219,1531225867.47919
4457,1.2457196955742049e-8,7.04976213020058e-9,3.5554916761055982e-9,2.712914639997657e-9,4.292734591488365e-9,0,7.362821798599971e-8,1.626819503695296e-8,6.750336173953989e-7,4.336564305396672e-7,9.753479542971315e-9,3.1342031580516276e-9,2.1463672957441825e-9,4.494820651147633e-8,5.54345023967533e-7,1.537934517209469e-7,9.193746046936368e-8,4.370040584126157e-9,2.6408823491726556e-8,7.607103757133358e-9,1.6924950189648716e-4,1.8802274055568736e-5,1.759180321727793e-5,1.889281869537501e-4,1.9952576922726268e-5,1.0581670162838778e-5,0,3.5834955639622034e-6,5.35861885965764e-5,8.553116506759164e-5,1.2828418771086198e-4,8.687883597061602e-5,4.508697948163897e-5,4.670459308003039e-5,1.766470582327842e-4,1.119722707092693e-4,2.17514129544874e-4,1.0789303964857439e-4,5.244695368830691e-5,1.1075857862739918e-4,3158269.87552,101764884.60102001
4460,2.4013305696158747e-7,5.357311680608412e-7,3.649035687355227e-7,6.836004741786042e-7,3.960631864548833e-7,6.2623398472462e-7,2.33542807056881e-6,4.388312590880826e-6,1.1052338252781671e-6,1.2295175014729674e-6,3.8793211251121434e-7,5.242520214570636e-7,5.111485855897517e-7,3.361870330724818e-6,1.1673756633755674e-6,8.883523415997941e-7,1.4926791438635719e-6,5.261993382891584e-7,4.097477199898698e-6,8.511589045692223e-6,3.3891529427916345e-4,2.849111013372868e-4,3.572822665417711e-4,3.263591829048659e-4,1.9065951591721762e-4,4.434189954007459e-4,2.952328485965326e-4,2.907491175990326e-4,3.15941040322077e-4,5.110490499975496e-5,5.642037643495692e-5,6.595507725842623e-5,5.50972728435551e-5,9.0888281605509e-5,9.186607038621058e-5,5.55263006196473e-5,4.9492248277527125e-5,5.71125481347394e-5,5.761369780203935e-5,6.459849532425242e-5,218353281.6974,343974737.9288
4462,6.749788094050412e-8,5.907553260783984e-6,4.083644820610138e-9,2.4574013148213137e-9,6.9591319342449055e-9,1.269295663819938e-9,1.6734383110257091e-7,4.6751572237622894e-8,5.4166559191113456e-8,1.39750015603005e-7,2.987525570862244e-6,3.2705230677157257e-9,4.114213799032422e-9,1.070477016700969e-7,9.695828739705922e-8,6.00102095978087e-8,1.2195563091206507e-6,1.2565705557378082e-6,3.5503756399610215e-7,6.623587892705016e-7,1.9954926118253316e-4,4.691114642075884e-4,1.400269765272201e-4,8.665936782172589e-4,1.0444446401623996e-4,2.4356774895705326e-4,7.3527180770614965e-6,5.35045026988194e-4,3.2071141727164367e-4,2.684948168497357e-4,2.8864209532788944e-4,3.0454871519610647e-4,3.2651123662768205e-4,1.09618888071703e-4,1.4505273638619706e-4,2.8356369996327465e-4,4.700814807930795e-4,4.556983674287859e-4,4.442926515342883e-4,3.128007820222544e-4,574138008.91774,908630864.86531
4464,0,3.030902958946308e-10,0,2.4495537995833434e-10,0,0,2.7071589321562497e-9,6.539790835395761e-10,5.0474432372011166e-9,0,1.515451479473154e-10,1.2247768997916717e-10,0,1.6805690078479129e-9,2.5237216186005583e-9,1.5509204338714732e-9,2.4040495187850824e-10,0,0,0,5.771476580412371e-4,9.72821053305573e-4,0.0023877786676726443,0.003684702109582264,5.191195097963514e-4,5.24949213828593e-4,0.0018565487778280123,2.4714558224590025e-4,0.0013462765715375718,1.0070228218605532e-6,3.167136409342175e-6,1.310700317517577e-6,1.9204964134126453e-6,1.0619741909317955e-6,6.965156888823027e-7,4.2763970182121624e-7,8.159370817784744e-7,1.3260431342107808e-6,1.5977194909444305e-6,1.2035634087044344e-6,59380.436462,332859930.377057
4466,5.008343062751852e-7,6.49323651623298e-8,1.2423096482457495e-6,1.69749140360562e-7,1.766310265490906e-7,2.2911818753454225e-8,2.6511936841416596e-6,6.302914572680305e-7,1.0845681388020277e-5,7.320620084977125e-6,2.828833357187575e-7,7.060293943031557e-7,9.97714226512724e-8,1.640742570704845e-6,9.083150736498701e-6,3.0833300106463924e-6,1.6417009733043003e-6,9.314022291295224e-7,7.739650346985634e-6,1.4767235347403103e-5,1.63630875378242e-4,6.9299666524956425e-6,1.1115148644660676e-4,0,9.545039624884948e-5,2.671612189694344e-4,0,8.365564068021636e-5,9.099744804698059e-5,1.96102809231417e-6,0,0,0,1.4029133590525762e-6,4.985162880549849e-7,2.6156367696698686e-7,4.024937815381637e-7,1.290235520724903e-6,0,6.045295840618375e-7,74452314.48657,102206614.48824
