"","Aminoimidazoles","Benzenoids","Carboximidamides","Dialkylamines","Glycosylamines","Guanidines","Imidazoles","Lactams","Peptidomimetics","Pyrrolidines"
"5045",0,0.18,0.22,0.01,0,0.07,0.18,0.06,0,0.08
"5046",0,0.51,0.01,0.23,0,0,0.03,0.12,0.01,0.08
"5047",0,0.09,0.01,0.02,0,0,0,0,0,0
"5048",0,0.03,0.02,0.02,0,0,0.03,0.03,0,0.04
"5049",0,0,0.01,0.01,0,0.01,0,0,0,0
"5050",0,0.05,0,0.01,0,0,0,0.01,0,0.04
"5052",0,0.05,0,0.01,0,0,0.02,0.01,0,0.02
"5053",0,0.19,0,0,0,0,0.01,0.01,0,0.02
"5054",0,0.15,0,0.01,0,0,0.03,0.03,0,0.02
"5055",0,0.77,0.01,0.03,0,0,0.03,0.01,0,0.01
"5056",0.01,0.16,0.07,0.03,0,0.01,0.15,0.12,0.04,0.11
"5057",0,0.88,0,0,0,0,0,0.03,0,0.01
"5058",0,0.12,0.02,0.47,0,0.01,0.03,0.03,0.02,0.04
"5059",0,0.16,0.01,0.02,0,0.01,0.05,0.01,0.01,0.03
"5060",0,0.05,0.01,0.05,0,0,0.01,0.02,0.03,0.02
"5061",0,0.03,0,0.01,0,0,0,0,0,0.01
"5062",0,0.09,0,0.01,0,0,0.02,0.01,0,0.01
"5063",0,0.08,0.01,0.02,0,0,0.03,0.07,0,0.02
"5064",0,0.04,0,0.01,0,0,0.02,0.05,0,0.03
"5065",0,0.11,0.02,0.02,0,0,0.04,0.03,0,0.12
"5066",0,0.06,0.01,0,0,0,0.02,0.05,0,0.02
"5067",0,0.02,0,0,0,0,0.01,0.03,0,0.02
"5068",0,0.15,0,0,0,0,0.01,0.01,0,0.01
"5069",0.01,0.04,0.01,0.03,0.01,0.03,0.08,0.01,0,0.02
"5070",0,0.06,0.01,0.01,0,0,0.02,0.01,0,0.01
"5071",0,0.24,0.23,0.01,0,0.17,0.16,0.09,0,0.08
"5072",0,0.37,0,0.01,0,0,0.01,0.25,0.01,0.17
"5073",0.01,0.02,0.02,0.08,0,0.02,0.65,0.15,0,0.08
"5074",0,0.1,0.01,0.29,0,0,0.04,0.28,0.02,0.23
"5076",0,0.17,0,0.01,0,0,0.01,0.01,0.01,0.01
"5077",0,0.07,0,0,0,0,0.07,0,0,0.02
"5078",0.02,0.25,0.09,0.16,0,0.03,0.12,0.04,0.01,0.04
"5079",0,0.04,0.01,0.01,0,0,0.03,0.02,0,0.03
"5080",0,0.03,0.02,0.07,0,0.03,0.43,0.56,0,0.09
"5081",0,0.13,0.01,0.01,0,0,0.02,0.02,0,0.01
"5082",0,0.06,0,0.01,0,0,0.01,0.01,0,0.01
"5083",0,0.07,0,0.59,0,0,0,0.03,0,0.45
"5085",0,0.02,0.01,0.12,0,0,0,0.04,0,0.13
"5086",0,0.22,0.03,0,0,0,0.04,0.01,0.01,0.01
"5088",0,0.16,0,0,0,0,0,0.12,0,0.03
"5089",0,0.02,0,0.83,0,0,0,0.01,0,0.91
"5091",0,0.01,0,0.81,0,0,0,0.01,0,0.57
"5092",0,0.02,0,0.1,0,0.01,0.01,0.17,0,0.02
"5093",0,0.03,0,0,0,0,0,0,0.01,0
"5094",0,0.17,0.02,0.01,0,0,0.04,0.01,0,0.02
"5095",0,0.19,0.01,0.05,0,0.04,0.02,0.03,0,0.01
"5096",0,0.02,0,0,0,0,0,0,0,0
"5097",0.02,0.51,0.06,0.07,0.02,0.07,0.1,0.04,0.03,0.04
"5098",0.06,0.11,0.04,0.61,0,0.02,0.14,0.05,0.01,0.08
"5099",0,0.1,0.01,0.79,0,0.01,0.06,0.22,0.01,0.08
"5101",0,0.06,0.01,0.25,0,0,0.01,0.18,0,0.15
"5102",0,0.45,0,0.01,0,0,0.01,0.01,0,0.01
"5103",0,0.12,0,0.01,0,0,0.01,0.09,0,0.06
"5104",0,0.06,0,0.18,0,0,0.01,0.02,0.05,0.02
"5105",0,0.11,0.01,0.01,0,0.01,0.02,0.48,0,0.29
"5107",0,0.6,0,0.13,0,0.01,0.01,0.11,0,0.02
"5109",0.05,0.81,0.12,0.13,0,0.25,0.28,0.07,0.03,0.06
"5110",0,0.34,0,0.01,0,0,0.01,0.02,0,0.02
"5111",0,0.09,0,0.05,0,0,0.01,0.05,0,0.03
"5112",0,0.02,0,0,0,0,0,0,0,0
"5113",0,0.02,0,0,0,0,0,0,0.01,0
"5114",0,0.13,0.03,0.31,0,0,0.02,0.01,0.06,0.02
"5115",0,0.07,0.04,0.02,0.01,0.08,0.1,0.06,0,0.03
"5116",0,0.1,0,0.01,0,0,0,0.3,0,0.75
"5117",0,0.26,0.01,0.01,0,0,0.02,0.01,0,0.01
"5119",0,0.81,0,0.04,0.02,0,0.01,0.32,0,0.04
"5120",0,0.08,0,0.01,0,0,0.02,0,0,0.05
"5121",0,0.31,0,0,0,0,0.01,0,0,0.01
"5122",0,0.2,0.01,0.03,0,0,0.01,0.01,0,0.01
"5123",0,0.14,0,0.01,0,0,0.03,0.04,0,0.05
"5125",0,0.07,0.02,0.03,0,0.05,0.03,0.05,0.11,0.13
"5126",0,0.11,0,0.15,0,0,0.01,0.41,0,0.14
"5127",0,0.12,0.01,0.02,0,0,0.03,0.01,0,0.02
"5128",0,0.02,0,0.85,0,0,0,0.01,0,0.72
"5130",0,0.81,0.01,0.01,0,0,0.09,0.03,0,0.01
"5132",0,0.59,0.01,0.02,0,0,0.01,0.02,0.03,0.36
"5134",0,0.25,0,0,0,0,0.01,0.01,0,0.01
"5135",0,0.24,0.01,0.02,0,0,0.01,0.03,0,0.06
"5137",0,0.08,0.04,0.03,0,0,0.03,0.01,0.01,0.02
"5138",0,0.24,0.01,0.02,0,0,0.04,0.07,0,0.14
"5139",0,0.3,0,0.01,0,0,0.03,0.02,0,0.02
"5142",0.02,0.03,0.04,0.16,0.01,0.23,0.01,0.03,0.02,0.04
"5143",0,0.19,0.04,0,0,0,0.01,0.01,0,0.02
"5144",0,0.09,0.01,0.09,0,0.01,0.02,0.11,0.01,0.07
"5145",0,0.21,0,0.02,0,0,0.02,0.01,0,0.02
"5146",0.01,0.01,0.04,0.17,0.12,0.07,0.53,0,0.02,0
"5147",0,0.07,0.01,0.02,0,0,0.01,0.01,0,0.02
"5148",0.01,0.43,0.1,0.15,0,0.12,0.02,0.18,0.01,0.04
"5149",0,0.22,0.01,0.01,0,0,0.01,0.01,0,0.02
"5150",0,0.81,0.02,0.23,0,0,0.03,0.04,0.02,0.03
"5152",0,0.02,0.01,0,0,0,0.01,0.01,0,0
"5153",0,0.25,0,0.03,0,0,0.01,0.07,0,0.37
"5154",0,0.11,0,0.01,0,0,0,0,0,0.01
"5155",0,0.11,0,0.04,0,0,0.08,0.29,0,0.01
"5158",0,0,0,0,0,0,0,0.01,0,0
"5159",0,0.06,0,0.01,0,0,0.04,0.04,0,0.02
"5163",0,0,0,0,0,0,0,0.01,0,0
"5165",0,0.13,0.1,0.25,0,0.33,0.03,0.01,0.02,0.01
"5166",0,0.09,0.01,0.01,0,0,0.03,0.03,0,0.02
"5168",0,0.44,0,0.06,0,0,0.02,0.08,0,0.02
"5169",0,0,0.02,0.14,0,0.02,0.01,0.05,0,0.02
"5170",0,0.12,0.01,0.25,0.02,0.01,0.02,0.14,0.05,0.03
"5172",0,0.16,0.01,0.17,0,0.02,0.05,0.23,0.26,0.18
"5173",0,0.19,0.01,0.03,0,0,0.01,0.02,0,0.01
"5174",0,0.01,0,0.01,0,0,0,0,0,0
"5175",0,0.05,0,0,0,0,0,0.02,0,0.01
"5176",0,0,0,0,0,0,0,0.02,0,0
"5178",0,0.01,0.01,0,0,0.04,0.06,0.37,0.01,0.04
"5181",0,0.03,0,0,0,0,0,0.01,0,0.01
"5182",0,0,0,0.01,0,0,0,0,0,0
"5184",0,0.02,0,0.01,0,0,0,0,0,0.01
"5189",0,0.03,0,0.03,0,0,0.01,0.11,0.02,0.03
"5195",0,0.05,0,0.02,0,0,0.01,0.09,0.03,0.08
"5204",0,0.06,0,0,0,0,0.01,0,0,0.02
"5212",0,0.04,0,0.01,0,0,0.03,0.03,0,0.01
"5215",0,0.98,0,0.01,0,0,0.01,0,0,0.01
"5222",0,0.04,0,0.01,0,0,0.01,0.03,0,0.01
"5227",0,0.07,0,0,0.04,0,0,0.21,0.11,0.08
"5229",0,0.09,0.01,0,0,0,0,0,0,0.01
"5231",0,0.07,0.09,0.01,0.04,0,0.04,0.11,0.01,0.13
"5233",0,0.05,0.02,0.01,0.04,0,0.03,0.06,0,0.12
"5234",0,0.01,0,0,0,0,0.01,0.03,0,0.05
"5235",0,0.05,0,0,0,0,0,0.02,0,0.01
"5236",0,0,0,0,0,0,0.01,0.02,0,0.01
"5237",0.1,0.01,0.45,0.12,0.26,0.67,0.82,0.11,0.07,0.06
"5239",0,0.07,0.01,0,0,0,0.02,0.07,0,0.03
"5240",0,0.13,0.04,0.01,0,0,0.04,0.12,0.01,0.03
"5244",0,0.08,0.01,0.01,0,0,0.01,0.06,0,0.03
"5261",0,0.02,0.01,0.01,0,0.01,0.02,0.07,0.02,0.01
"5263",0,0.82,0.06,0.31,0,0,0.02,0.05,0.02,0.05
"5264",0,0.14,0.01,0.01,0,0,0.04,0.01,0,0.03
"5266",0.01,0.05,0.03,0.04,0,0.03,0.14,0.07,0.02,0.04
"5267",0,0.95,0,0,0,0,0.01,0,0,0.01
"5269",0,0.39,0,0,0,0.01,0.01,0.03,0,0.01
"5270",0,0.09,0,0,0,0,0.01,0.01,0,0.02
"5271",0,0.15,0,0,0,0,0.01,0,0,0.02
"5272",0,0.95,0.01,0.12,0,0,0.01,0.02,0,0.01
"5273",0,0.15,0.01,0.01,0,0,0.08,0.02,0,0.02
"5274",0,0.08,0.01,0.02,0,0,0.09,0.01,0,0.01
"5275",0,0.05,0.02,0.53,0,0,0.01,0.01,0,0.02
"5276",0,0.12,0.03,0.03,0,0,0.03,0.04,0,0.04
"5277",0,0.22,0.04,0.06,0,0.05,0.17,0.57,0.01,0.27
"5278",0,0.1,0.01,0,0,0,0.02,0.02,0,0.02
"5279",0,0.12,0.01,0.03,0,0,0.04,0.02,0,0.02
"5280",0,0.02,0,0,0,0,0.03,0.79,0.01,0.81
"5281",0,0.01,0,0,0,0,0.05,0.83,0.01,0.87
"5282",0.19,0.04,0.75,0.23,0,0.81,0.11,0.06,0.04,0.02
"5283",0,0.91,0,0.27,0,0,0.01,0.13,0,0.15
"5284",0,0.07,0,0.01,0,0,0.01,0.03,0.01,0.12
"5286",0,0.04,0.06,0.09,0,0.07,0.05,0.22,0,0.14
"5287",0,0.19,0.01,0,0,0,0.01,0.01,0,0.02
"5288",0,0.17,0.01,0,0,0,0.01,0,0,0.02
"5289",0,0.23,0,0,0,0,0.02,0,0,0.02
"5290",0,0.06,0.03,0.19,0.01,0.01,0.07,0.06,0.02,0.38
"5291",0,0.11,0.01,0.03,0,0.02,0.04,0.04,0,0.05
"5292",0,0.61,0.01,0.59,0,0,0.07,0.39,0.02,0.41
"5293",0,0.04,0,0.02,0,0,0.01,0.1,0,0.02
"5294",0,0.93,0,0,0,0,0,0.01,0,0.01
"5295",0,0.03,0.18,0.05,0,0.65,0.01,0.02,0,0.01
"5296",0,0.11,0.01,0,0,0,0.02,0,0,0.01
"5297",0,0.31,0.02,0.27,0,0,0.03,0.01,0,0.04
"5298",0,0.14,0.01,0,0,0,0.01,0.01,0,0.02
"5300",0,0.23,0,0.05,0,0,0.01,0.09,0.01,0.02
"5301",0,0.22,0.01,0,0,0,0.02,0,0,0.01
"5302",0,0.17,0,0,0,0,0.01,0,0,0.03
"5305",0.01,0.22,0.11,0.03,0.01,0.04,0.1,0.15,0.01,0.04
"5306",0,0.06,0.02,0.01,0,0,0.02,0.01,0,0.02
"5307",0,0.14,0.01,0.01,0,0,0.05,0.01,0.01,0.04
"5308",0,0.06,0.01,0.03,0,0,0.01,0.01,0,0.02
"5309",0,0.17,0.01,0.01,0,0,0.01,0.01,0,0.02
"5311",0,0.11,0,0.01,0,0,0.04,0.02,0,0.02
"5312",0,0.05,0,0.02,0,0,0.01,0,0,0.02
"5313",0,0.16,0,0.01,0,0,0.02,0.22,0.01,0.08
"5314",0,0.11,0,0.02,0,0,0.01,0.01,0,0.06
"5316",0,0.2,0,0.01,0,0,0.03,0.01,0,0.02
"5317",0,0.23,0,0.01,0,0,0.04,0.02,0,0.04
"5318",0,0.13,0,0.05,0,0,0.01,0.02,0,0.01
"5319",0,0.08,0.02,0.03,0,0,0.03,0.02,0,0.02
"5320",0.03,0.01,0.03,0.01,0.99,0.05,0.97,0.01,0,0.01
"5321",0,0.08,0.01,0.57,0,0,0,0.03,0,0.45
"5322",0,0.48,0,0.32,0,0,0.01,0.08,0,0.13
"5323",0,0.25,0.01,0.01,0,0,0.03,0.01,0,0.02
"5324",0,0.05,0,0,0,0,0.02,0,0,0.02
"5325",0,0.1,0.03,0,0,0,0.05,0.03,0,0.01
"5326",0,0.2,0,0,0,0,0.02,0,0,0.01
"5327",0,0.11,0.03,0.28,0.02,0.04,0.12,0.14,0.02,0.17
"5329",0,0.09,0,0.02,0,0,0,0,0,0.01
"5332",0,0.02,0,0,0,0,0.01,0.05,0,0.02
"5333",0,0.05,0,0.01,0,0,0.03,0.02,0,0.01
"5334",0,0.85,0,0,0,0,0,0.01,0,0
"5337",0,0.75,0.03,0.19,0,0.01,0.02,0.17,0,0.07
"5338",0,0.05,0.01,0,0,0,0.01,0,0,0.01
"5339",0.01,0.19,0.05,0.35,0.01,0.01,0.08,0.12,0.02,0.07
"5340",0,0.07,0,0.01,0,0,0.06,0.05,0.01,0.13
"5342",0,0.04,0,0.07,0,0,0,0,0,0
"5344",0,0.15,0,0.01,0,0,0.01,0.01,0,0.02
"5345",0,0.12,0,0.01,0,0,0.01,0.01,0,0.01
"5346",0,0.48,0.01,0,0,0,0.01,0.01,0,0.05
"5347",0,0.16,0.02,0.01,0,0,0.06,0.03,0,0.04
"5348",0,0.99,0.28,0,0,0.01,0.02,0,0,0
"5349",0,0.15,0.01,0,0,0,0.04,0.02,0,0.01
"5350",0.01,0.13,0.04,0.06,0,0.14,0.14,0.11,0.12,0.1
"5351",0,0.02,0.24,0.26,0.01,0.58,0.03,0.03,0.04,0.02
"5352",0,0.24,0.01,0.29,0.01,0.01,0.08,0.28,0.1,0.11
"5354",0,0.14,0,0.01,0,0,0.01,0.02,0,0.05
"5355",0,0.11,0.01,0.01,0,0,0.01,0,0,0.03
"5356",0,0.09,0.01,0.01,0,0,0.04,0.17,0,0.31
"5357",0,1,0.01,0,0,0,0.01,0.04,0.02,0.01
"5358",0,0.92,0.03,0.05,0,0,0.02,0,0,0.01
"5359",0,0.98,0,0.01,0,0,0,0.01,0,0
"5360",0,0.25,0.01,0.04,0,0,0.03,0.05,0,0.03
"5361",0,0.44,0,0.02,0,0,0.02,0.03,0,0.03
"5362",0,0.02,0.46,0.18,0.01,0.23,0.11,0.01,0.03,0
"5363",0,0.07,0,0,0,0,0.02,0,0,0.01
"5364",0,0.64,0,0,0,0,0.01,0,0,0.01
"5365",0,0.13,0,0.03,0,0,0.01,0.02,0,0.02
"5366",0,0.18,0,0.22,0,0,0.03,0.14,0.02,0.14
"5367",0,0.05,0.13,0.03,0,0.33,0.05,0.04,0.15,0.01
"5368",0,0.1,0,0.01,0,0,0.01,0.01,0,0.02
"5369",0,0.2,0,0,0,0,0.01,0,0,0.02
"5370",0,0.28,0,0.02,0,0,0.02,0.01,0,0.04
"5372",0,0.26,0.02,0.01,0.01,0,0.03,0.02,0,0.03
"5373",0,0.21,0.03,0.05,0,0.01,0.02,0.09,0,0.09
"5374",0,0.95,0.01,0.01,0,0,0.01,0,0,0
"5375",0.1,0.98,0.04,0.09,0,0.02,0.6,0.13,0.01,0.07
"5377",0,0.03,0.01,0.03,0,0,0,0,0,0
"5378",0.06,0.37,0.07,0.17,0,0.06,0.47,0.14,0,0.08
"5379",0,0.05,0,0.08,0,0,0,0,0,0.02
"5380",0,0.11,0.01,0.03,0,0,0.01,0.05,0.01,0
"5382",0,0.3,0,0.04,0,0,0.01,0.01,0,0.03
"5384",0,0.12,0.02,0.01,0,0,0.03,0.01,0,0.01
"5385",0,0.06,0,0.01,0,0,0,0.01,0,0.01
"5389",0,0.04,0,0,0,0,0,0.01,0,0.02
"5390",0,0.21,0,0,0,0,0.03,0.02,0,0.01
"5391",0,0.38,0,0.02,0,0,0.01,0,0,0.02
"5392",0,0.26,0,0.03,0,0,0.04,0.02,0,0.03
"5393",0,0.03,0,0.01,0,0,0.01,0,0,0.01
"5394",0,0.07,0.01,0.05,0,0,0.01,0.01,0,0.03
"5395",0,0.03,0,0.01,0,0.01,0,0,0,0
"5398",0,0.23,0.01,0.02,0,0,0.01,0.02,0,0.02
"5400",0,0.03,0,0.02,0,0,0,0,0,0
"5402",0,0.02,0,0,0,0,0.01,0.08,0,0.01
"5403",0,0.02,0,0,0,0,0,0.01,0,0.01
"5404",0,0.01,0,0,0,0,0,0.01,0,0
"5405",0,0.14,0.01,0.08,0,0.09,0.07,0.15,0.01,0.15
"5407",0,0.04,0,0.01,0.01,0.01,0.08,0.1,0.35,0.15
"5414",0,0.35,0.01,0.01,0,0,0.02,0.01,0,0.02
"5415",0,0.21,0,0.01,0,0,0.02,0.04,0,0.08
"5416",0,0.14,0,0,0,0,0.01,0.01,0,0.01
"5417",0,0.01,0,0,0,0,0,0,0,0
"5419",0,0,0,0,0,0,0,0.02,0,0
"5420",0,0.07,0.01,0.01,0,0,0.01,0.01,0,0.02
"5421",0,0.68,0,0.02,0,0.01,0.02,0.32,0.01,0.13
"5422",0,1,0.01,0.01,0,0,0.04,0.6,0,0.22
"5423",0,0.01,0.01,0.02,0.04,0,0.03,0.09,0,0.09
"5425",0,0.01,0,0.01,0,0,0,0,0,0
"5427",0,0.02,0,0.03,0,0,0,0,0,0
"5428",0,0.01,0,0.02,0,0,0,0,0,0
"5429",0,0.07,0,0.01,0.01,0,0,0.03,0.02,0.01
"5431",0,0.67,0,0.18,0,0,0,0.16,0.01,0.23
"5432",0,0.01,0,0.01,0,0,0,0,0,0
"5436",0,0.03,0,0.02,0,0,0,0,0,0
"5438",0.04,0.11,0.14,0.07,0.18,0.13,0.87,0.44,0,0.03
"5441",0,0.03,0,0.02,0,0,0,0,0,0
"5443",0,0.02,0,0.01,0,0,0,0.01,0,0.01
"5447",0,0.08,0,0.02,0,0,0.01,0.08,0.09,0.02
"5448",0,0.16,0.01,0.09,0.01,0,0.02,0.07,0.05,0.08
"5450",0,0.1,0,0.01,0,0,0,0,0,0.02
"5451",0,0.02,0,0.01,0,0,0,0,0,0
"5452",0,0.02,0,0.02,0,0,0,0,0,0
"5457",0,0.11,0,0.46,0,0,0.01,0.03,0,0.06
"5458",0.02,0.07,0.6,0.07,0.01,0.8,0.81,0.66,0.09,0.05
"5469",0,0.03,0,0.01,0,0,0,0,0,0
"5481",0,0.02,0,0,0,0,0,0,0,0.01
"5483",0,0.06,0,0.02,0,0,0,0,0,0
"5487",0,0,0,0.06,0,0,0,0,0,0
"5490",0,0.11,0,0.01,0,0,0,0.01,0,0.02
"5495",0,0,0,0.04,0,0,0,0,0,0
"5496",0,0.21,0.01,0.01,0,0,0,0.02,0,0.01
"5498",0,0.01,0,0.07,0,0,0,0,0,0.01
"5501",0,0.13,0,0.01,0,0,0,0.02,0,0
"5503",0,0.07,0.03,0.03,0,0,0.05,0.06,0,0.09
"5505",0,0.03,0,0.01,0,0,0,0.02,0,0.01
"5506",0,0.02,0,0,0.03,0,0,0.05,0,0.06
"5516",0,0.19,0.07,0.09,0,0.13,0.13,0.29,0.04,0.1
"5533",0,0.12,0.05,0.09,0,0.01,0.16,0.11,0.01,0.16
"5534",0,0.04,0.02,0.01,0,0,0.01,0.04,0,0.03
"5538",0,0.2,0.01,0.01,0,0,0,0.01,0.01,0.02
"5539",0,0.14,0.03,0.1,0,0,0.02,0,0,0.01
"5540",0,0.05,0.02,0.02,0,0.01,0.06,0.05,0.02,0.06
"5542",0,0.46,0.02,0.19,0,0.01,0.01,0.02,0.02,0.07
"5543",0,0.24,0.02,0.02,0,0,0.03,0.01,0.01,0.02
"5544",0,0.78,0.02,0.02,0,0.02,0.41,0.04,0.01,0.04
"5545",0,0.05,0,0,0,0,0,0,0,0.01
"5546",0,0.06,0,0.06,0,0.04,0.02,0.01,0,0.02
"5547",0,0.14,0,0,0,0,0.01,0,0,0.01
"5548",0,0.13,0.01,0.01,0,0,0.07,0.01,0.01,0.02
"5549",0,0.32,0,0.01,0,0,0.01,0.02,0,0.02
"5551",0,0.98,0,0.73,0,0,0,0.05,0,0.1
"5552",0,0.02,0.01,0.01,0,0,0,0.01,0,0.03
"5553",0,0.19,0.02,0.02,0,0,0.05,0.02,0,0.05
"5554",0,0.1,0,0.01,0,0,0.04,0.3,0,0.09
"5555",0,0.03,0.05,0.55,0,0,0.03,0.01,0,0.05
"5556",0,0.03,0,0,0,0,0.01,0.01,0.02,0
"5557",0,0.1,0.01,0.01,0,0,0.02,0.01,0,0.04
"5558",0,0.16,0.01,0.01,0,0,0.03,0.01,0,0.02
"5559",0,0.07,0,0.01,0,0,0,0,0,0
"5560",0,0.07,0.01,0.12,0,0,0,0,0,0.01
"5561",0.02,0.06,0.23,0.11,0.02,0.11,0.22,0.08,0.01,0.17
"5562",0,0.66,0.03,0.03,0,0.01,0.05,0.19,0.03,0.1
"5563",0,1,0,0,0,0,0,0.01,0.05,0
"5564",0,0.09,0,0,0,0,0.01,0.01,0,0
"5566",0,0.06,0.03,0.07,0,0.04,0.04,0.07,0.04,0.06
"5567",0,0.04,0,0,0,0,0.01,0.07,0,0.05
"5568",0,0.21,0,0.01,0,0,0.01,0.01,0,0
"5569",0,0.26,0.02,0.02,0,0,0.03,0.04,0.01,0.02
"5571",0,0.06,0,0.02,0,0,0.04,0.01,0,0.03
"5572",0,0.05,0.03,0.58,0,0,0.05,0,0,0.1
"5573",0,0.03,0.02,0.72,0,0,0.02,0,0,0.1
"5574",0,0.94,0.01,0.02,0,0,0.02,0.19,0.05,0.17
"5575",0,0.9,0.02,0.11,0,0,0.01,0.05,0.01,0.25
"5576",0,0.04,0,0.01,0,0,0.01,0.01,0.01,0
"5577",0,0.09,0,0,0,0,0.03,0.01,0,0.02
"5578",0,0.12,0.01,0.32,0,0,0.02,0.07,0.01,0.05
"5579",0,0.12,0,0,0,0,0.01,0,0,0.02
"5580",0,0.11,0.01,0.02,0,0,0.07,0.03,0,0.05
"5581",0.01,0.24,0.01,0.17,0,0,0.05,0.28,0.02,0.11
"5582",0,0.11,0.01,0.61,0,0,0.02,0.1,0.01,0.15
"5583",0,0.03,0.35,0.49,0,0.66,0.07,0.09,0.01,0.38
"5584",0,0.13,0.01,0.01,0,0,0.05,0.02,0,0.04
"5586",0,0.03,0,0,0,0,0.02,0.01,0,0.01
"5588",0,0.05,0.05,0.02,0,0,0.02,0.02,0.01,0.01
"5589",0,0.49,0.01,0.02,0,0,0.02,0.15,0.02,0.06
"5590",0.08,0.9,0.04,0.26,0,0.02,0.86,0.07,0,0.04
"5591",0,0.12,0.03,0.01,0,0,0.04,0.01,0,0.01
"5592",0,0.2,0.02,0.05,0,0.01,0.04,0.01,0.01,0.01
"5593",0,0.01,0,0,0.9,0,0.99,0,0,0.01
"5594",0,0.08,0,0.02,0,0,0.01,0.14,0,0.67
"5595",0.02,0.77,0.03,0.03,0,0.03,0.17,0.06,0.02,0.02
"5597",0,0.1,0.02,0.08,0,0.02,0.04,0.04,0,0.1
"5598",0,0.46,0.01,0.01,0,0,0.03,0.01,0,0.01
"5599",0,0.15,0.01,0.27,0,0,0.01,0.02,0,0.02
"5600",0,0.12,0.01,0.17,0,0,0.01,0.03,0,0.01
"5601",0,0.01,0.02,0.03,0,0,0.01,0,0,0
"5602",0,0.13,0.01,0.01,0,0,0.02,0.02,0,0.02
"5604",0,0.07,0.01,0.02,0,0.02,0.01,0.01,0.01,0.02
"5605",0,0.11,0,0.06,0,0,0.03,0.03,0,0.06
"5607",0,0.05,0.01,0.37,0.01,0.01,0.05,0.13,0,0.15
"5609",0.01,0.1,0.01,0.39,0,0.01,0.03,0.03,0,0.04
"5610",0,0.12,0.02,0.14,0,0,0.03,0.15,0.01,0.37
"5611",0,0.1,0.01,0.2,0,0,0.02,0.08,0,0.33
"5612",0,0.11,0,0.01,0,0,0,0,0,0.02
"5613",0.01,0.52,0.03,0.07,0,0.08,0.1,0.05,0.01,0.1
"5614",0,0.8,0.01,0,0,0,0.01,0.07,0.02,0.02
"5615",0,0.22,0.08,0.02,0,0.01,0.03,0.03,0,0.03
"5616",0,0.17,0.02,0.02,0,0,0.02,0.01,0,0.04
"5617",0,0.07,0.01,0.1,0,0.01,0.04,0.23,0.05,0.53
"5618",0,0.01,0,0.01,0,0,0,0.01,0.01,0
"5619",0,0.04,0.01,0.07,0,0,0,0.01,0,0.01
"5621",0.02,0.09,0.01,0.18,0,0.09,0.15,0.1,0,0.08
"5623",0,0.65,0.03,0.11,0.01,0.01,0.02,0.07,0.05,0.27
"5624",0.02,0.85,0.26,0.01,0.04,0.07,0.15,0.19,0.02,0.03
"5626",0.04,0.31,0.02,0.15,0.13,0.03,0.37,0.05,0.01,0.03
"5627",0,0.02,0,0.02,0,0,0.01,0,0,0
"5628",0,0.29,0,0.06,0.09,0,0.3,0.28,0,0.2
"5629",0,0.07,0.03,0.2,0,0,0.11,0.01,0,0.59
"5630",0,0.04,0.01,0.45,0,0,0.1,0,0,0.5
"5631",0,0.08,0.26,0.03,0.01,0.77,0.05,0.05,0.03,0.04
"5632",0,0.05,0,0.1,0,0,0,0,0.02,0
"5634",0,0.27,0,0.01,0,0,0,0.02,0,0.02
"5635",0,0.18,0,0.03,0,0,0.01,0.01,0,0.02
"5636",0,0.09,0,0,0,0,0.01,0,0,0.01
"5638",0,0.96,0.06,0.04,0,0.06,0.06,0.08,0.06,0.19
"5639",0,0,0,0,0,0,0,0.03,0,0
"5640",0,0.04,0,0.14,0,0,0,0,0,0
"5641",0,0.05,0.01,0.09,0,0.01,0.01,0.01,0.01,0
"5642",0,0.1,0.02,0.6,0,0,0.02,0.15,0,0.2
"5644",0,0.2,0,0.19,0,0,0,0.01,0.02,0.05
"5645",0,0.08,0.01,0.17,0,0.01,0.02,0.05,0.01,0.03
"5647",0,0.01,0,0,0,0,0,0,0,0
"5648",0,0.05,0,0.08,0,0,0,0.02,0,0
"5649",0,0.11,0.01,0.05,0,0,0.01,0.06,0,0.04
"5650",0.01,0.13,0.35,0.27,0.03,0.35,0.18,0.19,0.06,0.35
"5651",0.01,0.15,0,0.46,0,0,0.02,0.04,0.02,0.06
"5652",0,0.1,0,0.03,0,0,0,0.01,0,0.01
"5654",0,0.06,0.13,0.04,0,0.01,0.05,0.02,0,0.04
"5657",0,0.12,0.19,0.06,0.03,0.07,0.21,0.23,0.03,0.06
"5659",0,0.1,0.01,0.22,0.01,0.07,0.07,0.06,0.15,0.06
"5660",0,0.02,0,0.01,0,0,0,0,0,0.01
"5661",0,0.03,0.11,0.06,0.01,0.08,0.17,0.35,0.03,0.13
"5662",0,0.04,0.01,0.06,0,0.02,0.02,0.05,0,0.03
"5663",0,0.01,0,0,0,0,0,0.01,0,0
"5664",0,0.28,0.05,0.05,0,0,0.01,0.13,0.01,0.07
"5665",0,0.02,0,0.15,0,0.01,0,0.01,0.01,0.01
"5668",0,0.94,0,0.07,0,0,0,0.1,0,0.06
"5669",0,0.02,0,0.05,0,0,0,0,0,0.02
"5670",0,0.11,0.01,0.02,0,0,0,0.07,0,0.03
"5671",0,0.14,0.01,0.04,0,0,0.02,0.05,0.04,0.05
"5675",0,0.01,0.01,0.07,0,0.01,0,0,0,0
