sample_code,Alpha.amino.acid.amides,Alpha.amino.acids.and.derivatives,Aminoimidazoles,Carboximidamides,Carboximidic.acids,Carboximidic.acids.and.derivatives,Dialkylamines,Fatty.amides,Heteroaromatic.compounds,Hydroxamic.acids,Imidazoles,Imidolactams,Isoleucine.and.derivatives,Lactams,N.acyl.amines,N.substituted.imidazoles,Organic.acids.and.derivatives,Peptidomimetics,Primary.carboxylic.acid.amides,Pyrrolidines,Substituted.imidazoles,Tertiary.alkylarylamines,Tertiary.carboxylic.acid.amides,Valine.and.derivatives,Vinylogous.esters
Exp2_Pn-hasleana_B_DOM_I,0.260711630224083,0.4630918216561401,0.17666996308070693,0.25981798645950194,0.32433425780963815,0.3405433988320471,0.3039152806485445,0.3054682996897615,0.5781840275219088,0.07608508242150742,0.3721549795931807,0.20022086178580223,0.12140402216058993,0.40847745588229256,0.2984241370311477,0.2755013453162576,1.2215230988294385,0.20860600501977095,0.22703804693595878,0.3116128333286751,0.3235978604036917,0.2398741645037507,0.3362857406901404,0.10666024958121857,0.24369780784312975
Exp2_Pn-hasleana_B_DOM_II,0.25541356251707903,0.4521105924418933,0.17283143737442744,0.2549780298613608,0.32528007306626067,0.3421247761238861,0.29717680032281124,0.30057931350457434,0.5653882259597134,0.07586642954726461,0.3663252452516038,0.20081434370970636,0.11787288084805204,0.4006701017130688,0.29450653681116895,0.2702545646524234,1.212495767984248,0.20459071078444427,0.2255134058981312,0.30394839574017213,0.31711186911486505,0.23461704850968432,0.328777154530152,0.10435775532150113,0.23602467087027285
Exp2_Pn-hasleana_B_Unfil_I,0.27320064246212,0.44487903829503905,0.02000133357339049,0.2830491909746638,0.30886094983522405,0.3374255417474729,0.33031973513705953,0.3210832938832141,0.5327881445409942,0.08008558003365901,0.31298089824232,0.13754638882402187,0.08255585671472296,0.43501736611672304,0.3270465897866899,0.25247361885136055,1.3508530750083831,0.13456986643727625,0.2073962037268577,0.3875150301914524,0.28822762364250615,0.29187652732742203,0.2677633271571939,0.12998050688814072,0.2947668678944388
Exp2_Pn-hasleana_B_Unfil_II,0.2898138085417171,0.4190416281431491,0.023572409013676156,0.3075925250655204,0.2978305391086934,0.32635201788950086,0.27315787281833953,0.3308987413967175,0.5457746782734246,0.0707697366622136,0.34597758756315844,0.1418970546041639,0.07825343701049443,0.4359760106303344,0.3336014514117129,0.28981380854171707,1.3340707481588634,0.13787324536261517,0.20695462486981275,0.35030858916597174,0.32999366469374924,0.3170919204120204,0.240355183126272,0.0707697366622136,0.31332210582037034
Exp2_Pn-multiseries_A_DOM_I,0.4118804199905243,0.487077859363578,0.1001674211615598,0.2075615676220066,0.2763914212233486,0.285402159414409,0.343567389318859,0.45593603622620005,0.43814903058417015,0.13730074876232398,0.2739694702773014,0.1916083855401746,0.17211833610864066,0.2947668678944387,0.43440651170277583,0.16771831874259754,1.166695613026127,0.1671096884495382,0.3071301496786401,0.265928639312429,0.23348844914274353,0.09813703818516671,0.23730975859457623,0.19688827548641707,0.1638269136211782
Exp2_Pn-multiseries_A_DOM_II,0.4038541550141746,0.47184586819913205,0.09381524869560115,0.20048827024422516,0.2713411499458651,0.2804255411102184,0.3395842923397015,0.455691637905742,0.4234473406158982,0.1372053852470297,0.27028550380670285,0.18548962171290972,0.1700503352552796,0.2944387903938283,0.4362869267161685,0.17308329994491792,1.1757711344358832,0.16758600892189648,0.30776929441706496,0.2642767565632608,0.23258926259396945,0.09344984988670137,0.23694927406347013,0.1994399563916782,0.1591066825529395
Exp2_Pn-multiseries_A_Unfil_I,0.4025418857972104,0.4574748071528687,0.1022748725807567,0.20286621522923318,0.26240043719353756,0.2718865329012842,0.333022777031386,0.44133905014180363,0.3942463337481062,0.14189705460416388,0.25572687468719574,0.15099626079675108,0.15878021464576056,0.2840903295494277,0.42408563390408965,0.13571249097422783,1.193939560893505,0.17082461037846294,0.2918703769064754,0.25899762121608777,0.2231690077288029,0.0770971529345081,0.23986600398153798,0.15823650784190857,0.15521322697753728
Exp2_Pn-multiseries_A_Unfil_II,0.4072377439331907,0.4572551807797781,0.09651217009517127,0.2236628112694555,0.26706262285835447,0.27536488163623,0.34569761968622315,0.44897512495276737,0.4047769778123878,0.1389983315903098,0.27193332972075174,0.15026695558598588,0.1576324330002828,0.2856025993906413,0.43313134502864303,0.15878021464576061,1.1538271409946261,0.17224175837424138,0.28937881094374807,0.2599617959041883,0.24003317073909566,0.08976263836584576,0.24253441580287433,0.1532542799409126,0.13867260986006796
Exp2_Pn-multiseries_B_DOM_I,0.4146482438327088,0.4865357949018354,0.10148133897829607,0.20352910997361723,0.2724958641527267,0.280759400094837,0.33848556277382275,0.45362088015107654,0.4367775168086485,0.13784639421706715,0.2678922237968529,0.17581028529749043,0.16879952761451034,0.2885702377854904,0.42708663935073743,0.15012402171014488,1.1624291733995271,0.1661980976900583,0.30469265401539736,0.26698876793304455,0.22323874385892442,0.09646316340078417,0.23773360948592936,0.19780305610418203,0.16619809769005828
Exp2_Pn-multiseries_B_DOM_II,0.4048629254629245,0.4759594158445114,0.1001674211615598,0.21470430826713918,0.27352704888397755,0.28440229543652346,0.3351491719358284,0.4432543264670828,0.4455962967458929,0.13319545975354102,0.28214391156078555,0.1958748558973216,0.1645972854893728,0.2940466333949022,0.41719053573474546,0.1704947143411292,1.1641786581794586,0.16176165654681957,0.29849601782077523,0.2688303117810696,0.2357267340493966,0.10637359598150459,0.23930453870880014,0.19186756148569084,0.16757096735437574
Exp2_Pn-multiseries_B_Unfil_I,0.3954174246414678,0.45834184341704065,0.1021900396755886,0.20259896599648813,0.26568486108021594,0.2753149407446679,0.33480399315953713,0.42714905921230695,0.43772564610071546,0.1439156104846099,0.2799416702438491,0.1728875877198797,0.16097867037882607,0.2959171944057568,0.41593413031063753,0.16200326928742714,1.1716190794655863,0.17240719159604043,0.29357735202634855,0.26568486108021583,0.24419499096468084,0.09340519241240128,0.24574990587765497,0.18132593345401207,0.156023179131529
Exp2_Pn-multiseries_B_Unfil_II,0.4680737632472114,0.502209283691111,0.11781293580703878,0.2518636847182633,0.24663470820990627,0.2545762804131692,0.36354994355518333,0.47667961158977007,0.4797390961623164,0.15835828308402367,0.29913093522674467,0.1740830106364804,0.17827691159177786,0.30629817301208095,0.4543720251777049,0.1518934666603186,1.2042869498328959,0.17865349728660435,0.3074404947287941,0.3028486822739181,0.2591282098661537,0.10469499652579331,0.2577970031230451,0.20102192525487525,0.14422805773971573
Exp2_Pn-subpacifica_A_DOM_I,0.3666015876730245,0.45076306056749116,0.09298159109019824,0.18734559022762837,0.24848154732323732,0.25967906732294255,0.3277939591708546,0.410575429211155,0.4421745533073958,0.11288798524841277,0.2818898125917574,0.1992357130817597,0.14506464533021945,0.27484199376346014,0.38853897532223153,0.1802449419179092,1.148199355731279,0.12149959971275877,0.2757646900165326,0.26271987626315424,0.23649859817007574,0.10085820096419447,0.20998220947931787,0.18866026302423838,0.15933145630842735
Exp2_Pn-subpacifica_A_DOM_II,0.3676408712615709,0.4568968065063314,0.09556277032685292,0.19438876927092333,0.25825071117767123,0.26994892679992416,0.32926266077656025,0.41365002770661385,0.4390225024208638,0.1005417452670364,0.2705290644971052,0.18346538170516882,0.15219517213850242,0.2768383358032264,0.385321657699877,0.16671490825258492,1.1461056264996434,0.12611518679012965,0.27938253009834096,0.26893097346870176,0.23243417021274834,0.0963453003934891,0.21661806980744736,0.19300597590474092,0.16441951448697234
Exp2_Pn-subpacifica_A_Unfil_I,0.3550316520758909,0.44888273741718476,0.09505161806100836,0.21051097140066602,0.24810916353978643,0.2588015743394364,0.31481598646157,0.404284382784144,0.42610539531910824,0.09218092730447296,0.26369642551631245,0.18175231397489916,0.14216942839578242,0.2738346255530033,0.37450273859174926,0.16395495266444826,1.1379360930890028,0.12008466671820442,0.2689576599013957,0.2589558092030539,0.2282994183402161,0.08964805647797197,0.20901170693832163,0.1751983065275583,0.15519628365637972
Exp2_Pn-subpacifica_A_Unfil_II,0.3615279305343508,0.4382413247673565,0.09653857486095252,0.1915400896276924,0.24731770412069742,0.25973227837115,0.32281288026867955,0.4099669711943706,0.43099900767255256,0.11322832504890509,0.2758533546725769,0.18458922863174348,0.1471226751457815,0.27039235998892003,0.38196160241220567,0.16447358909041945,1.1534108914042893,0.11787288084805207,0.2769339444050124,0.26664937424763047,0.23050591727092049,0.1063919157453203,0.21229746891704696,0.18340636048188183,0.1554530953765225
Exp2_Pn-subpacifica_B_DOM_I,0.37117255820612843,0.45747130122808627,0.08835825637150156,0.1981972962074475,0.25846120349704665,0.26760265622971274,0.3190082734299443,0.4198374204540732,0.4379356405163793,0.10220645539149396,0.27662653869417436,0.18161499925071248,0.1507063866981158,0.2680844082729483,0.388081659814413,0.1657214910284785,1.1562694823818047,0.12871166653038285,0.28019378050592225,0.2471216979241839,0.2327396238454824,0.09892410489979683,0.2135583486288374,0.1919471593888614,0.17456287658213734
Exp2_Pn-subpacifica_B_DOM_II,0.3819777901392152,0.4571464290143554,0.08119991208462422,0.18890640905075065,0.24838890145999276,0.2585077557652973,0.31881507154523725,0.43010342019692416,0.4167555182106915,0.10406009219225665,0.2670749302194384,0.17915443293678177,0.1527707391133983,0.28285286948627064,0.4002724006275058,0.1651194351544581,1.1437096874441586,0.12133103174305614,0.28594719367358384,0.2513179576768955,0.2259155557658031,0.09426525300010687,0.21774117836208048,0.19476490382104117,0.1593411107711409
Exp2_Pn-subpacifica_B_Unfil_I,0.3750054668992718,0.46331566793069073,0.08985993620176923,0.21934397931760397,0.2508002066829585,0.26198402457629033,0.32219277158902376,0.41859171022390484,0.42239134707692616,0.09927407647385761,0.25913996269970074,0.1911787501240074,0.14564168113383621,0.285285303446594,0.39271826879248556,0.17147034049972734,1.1262317484610418,0.12441029224116212,0.2786629109410693,0.2708686690934352,0.22285955560555334,0.08985993620176926,0.21871810491361446,0.18466922026370147,0.14869218004638535
Exp2_Pn-subpacifica_B_Unfil_II,0.3699964972445748,0.4443757696193872,0.07674252574473239,0.19603231931831083,0.2473062992682316,0.25849285365022245,0.3198372719203527,0.4172130154071296,0.4100573060964199,0.11814377043290199,0.25632234279248334,0.17430661730517474,0.14486576479937657,0.27368798753868007,0.3938366533651186,0.15569536158950242,1.1441841010470213,0.12906264915162854,0.2846392724339055,0.26263274938044445,0.2196634384305221,0.09050013661568246,0.20825826745811413,0.1870461629345119,0.15644109004287793
