feature_number,variable,response,importance
4623,Cl,0,not
4627,Cl,0,not
4630,Cl,0,not
4631,Cl,0,not
4632,Cl,0,not
4636,Cl,0,not
4637,Cl,0,not
4638,Cl,0,not
4639,Cl,0,not
4653,Cl,0,not
4654,Cl,0,not
4659,Cl,0,not
4661,Cl,0,not
4666,Cl,0,not
4671,Cl,0,not
4674,Cl,0,not
4678,Cl,0,not
4688,Cl,0,not
4689,Cl,0,not
4692,Cl,0,important
4693,Cl,0,not
4694,Cl,0,not
4702,Cl,2,not
4705,Cl,0,not
4706,Cl,0,not
4720,Cl,0,not
4721,Cl,0,not
4722,Cl,0,not
4724,Cl,0,not
4738,Cl,0,not
4739,Cl,0,not
4740,Cl,0,not
4741,Cl,0,not
4743,Cl,0,not
4755,Cl,0,not
4759,Cl,0,not
4764,Cl,0,not
4766,Cl,0,not
4769,Cl,0,not
4771,Cl,0,important
4773,Cl,2,not
4776,Cl,0,not
4777,Cl,0,not
4781,Cl,0,not
4810,Cl,0,not
4811,Cl,0,not
4812,Cl,0,not
4815,Cl,0,not
4822,Cl,0,not
4825,Cl,0,not
4838,Cl,2,not
4841,Cl,0,not
4842,Cl,0,not
4843,Cl,0,not
4860,Cl,0,not
4861,Cl,0,not
4882,Cl,0,not
4883,Cl,0,not
4885,Cl,0,not
4892,Cl,0,not
4905,Cl,0,not
4909,Cl,0,not
4910,Cl,0,not
4912,Cl,0,not
4914,Cl,0,not
4918,Cl,0,not
4920,Cl,0,not
4929,Cl,0,not
4931,Cl,0,not
4932,Cl,0,not
4934,Cl,0,not
4936,Cl,0,not
4948,Cl,0,not
4951,Cl,0,not
4962,Cl,0,not
5011,Cl,0,not
5012,Cl,0,not
5016,Cl,0,not
5019,Cl,0,not
5022,Cl,0,not
5024,Cl,0,not
5033,Cl,0,not
5035,Cl,0,not
5039,Cl,0,not
5040,Cl,0,not
5041,Cl,0,not
5043,Cl,0,not
5045,Cl,0,not
5046,Cl,0,not
5052,Cl,0,not
5054,Cl,0,not
5056,Cl,0,not
5057,Cl,0,not
5059,Cl,0,not
5061,Cl,0,not
5064,Cl,0,not
5065,Cl,0,not
5066,Cl,0,not
5067,Cl,0,not
5068,Cl,0,not
5069,Cl,0,not
5070,Cl,0,not
5071,Cl,0,not
5074,Cl,0,not
5077,Cl,0,not
5078,Cl,0,not
5080,Cl,0,not
5081,Cl,0,not
5082,Cl,0,not
5086,Cl,0,not
5094,Cl,0,not
5095,Cl,0,not
5097,Cl,0,not
5100,Cl,0,not
5102,Cl,0,not
5105,Cl,0,not
5107,Cl,0,not
5109,Cl,0,not
5110,Cl,0,not
5114,Cl,0,important
5116,Cl,0,not
5117,Cl,0,not
5119,Cl,0,not
5120,Cl,0,not
5121,Cl,0,not
5126,Cl,0,not
5127,Cl,0,not
5130,Cl,0,not
5137,Cl,0,not
5138,Cl,0,not
5139,Cl,0,not
5145,Cl,0,important
5150,Cl,0,not
5153,Cl,0,not
5154,Cl,0,not
5158,Cl,0,not
5163,Cl,0,not
5169,Cl,0,not
5173,Cl,0,not
5174,Cl,0,not
5175,Cl,0,not
5176,Cl,0,not
5181,Cl,0,not
5182,Cl,0,not
5184,Cl,0,not
5189,Cl,0,not
5204,Cl,0,not
5215,Cl,0,not
5227,Cl,0,not
5229,Cl,0,not
5231,Cl,0,not
5233,Cl,0,not
5234,Cl,0,not
5235,Cl,0,not
5236,Cl,0,not
5237,Cl,0,not
5239,Cl,0,not
5240,Cl,0,not
5244,Cl,0,not
5264,Cl,0,not
5271,Cl,0,not
5273,Cl,0,not
5274,Cl,0,not
5278,Cl,0,not
5279,Cl,0,not
5280,Cl,0,not
5281,Cl,0,not
5282,Cl,0,not
5286,Cl,0,not
5287,Cl,0,not
5288,Cl,0,not
5289,Cl,0,not
5292,Cl,0,not
5295,Cl,0,not
5296,Cl,0,not
5298,Cl,0,not
5301,Cl,0,not
5302,Cl,0,not
5305,Cl,0,not
5306,Cl,0,not
5307,Cl,0,not
5308,Cl,0,not
5309,Cl,0,not
5311,Cl,0,not
5312,Cl,0,not
5313,Cl,0,not
5316,Cl,0,not
5317,Cl,0,not
5318,Cl,0,not
5320,Cl,0,not
5324,Cl,0,not
5325,Cl,0,not
5326,Cl,0,not
5332,Cl,0,not
5333,Cl,0,not
5337,Cl,0,not
5338,Cl,0,not
5339,Cl,0,not
5340,Cl,0,not
5342,Cl,0,not
5344,Cl,0,not
5345,Cl,0,not
5346,Cl,0,not
5347,Cl,0,not
5348,Cl,0,not
5349,Cl,0,not
5350,Cl,0,not
5351,Cl,0,not
5355,Cl,0,important
5356,Cl,0,not
5357,Cl,0,not
5358,Cl,1,important
5359,Cl,0,not
5360,Cl,0,not
5363,Cl,0,not
5364,Cl,0,not
5365,Cl,0,not
5368,Cl,0,not
5369,Cl,0,not
5370,Cl,0,not
5372,Cl,0,not
5373,Cl,0,not
5374,Cl,0,not
5375,Cl,0,important
5378,Cl,0,not
5379,Cl,0,not
5380,Cl,0,not
5382,Cl,0,not
5390,Cl,0,not
5391,Cl,0,not
5392,Cl,0,not
5393,Cl,0,important
5402,Cl,0,not
5403,Cl,0,not
5404,Cl,0,not
5414,Cl,0,not
5415,Cl,0,not
5416,Cl,0,not
5417,Cl,0,not
5419,Cl,0,not
5420,Cl,0,not
5421,Cl,0,not
5422,Cl,0,not
5423,Cl,0,not
5425,Cl,0,not
5427,Cl,0,not
5428,Cl,0,not
5432,Cl,0,important
5436,Cl,0,not
5441,Cl,0,not
5443,Cl,0,not
5448,Cl,0,not
5450,Cl,0,not
5451,Cl,0,not
5452,Cl,0,not
5458,Cl,0,not
5481,Cl,0,not
5483,Cl,0,not
5487,Cl,0,not
5490,Cl,0,not
5496,Cl,0,not
5501,Cl,0,not
5503,Cl,0,not
5505,Cl,0,not
5506,Cl,0,not
5533,Cl,0,not
5540,Cl,0,not
5544,Cl,0,not
5546,Cl,0,not
5552,Cl,0,not
5554,Cl,0,not
5555,Cl,0,not
5557,Cl,0,not
5559,Cl,0,not
5561,Cl,0,not
5563,Cl,0,important
5567,Cl,0,not
5571,Cl,0,not
5572,Cl,0,not
5577,Cl,0,not
5579,Cl,0,not
5580,Cl,0,not
5584,Cl,0,not
5586,Cl,0,not
5588,Cl,0,not
5589,Cl,0,not
5590,Cl,0,not
5591,Cl,0,not
5593,Cl,0,not
5595,Cl,0,not
5598,Cl,0,not
5605,Cl,0,not
5612,Cl,0,not
5614,Cl,0,not
5615,Cl,0,not
5616,Cl,0,not
5618,Cl,0,not
5621,Cl,0,important
5627,Cl,0,not
5638,Cl,0,not
5639,Cl,0,not
5645,Cl,0,not
5647,Cl,0,not
5650,Cl,0,not
5654,Cl,0,not
5657,Cl,0,not
5659,Cl,0,not
5663,Cl,0,not
5664,Cl,0,not
5668,Cl,0,not
5670,Cl,0,not
5671,Cl,0,not
5675,Cl,0,not
5686,Cl,0,important
5689,Cl,0,not
5690,Cl,0,not
5692,Cl,0,not
5695,Cl,0,not
5697,Cl,0,not
5699,Cl,0,not
5700,Cl,0,not
5710,Cl,0,not
5712,Cl,0,not
5715,Cl,0,not
5717,Cl,0,not
5719,Cl,0,not
5722,Cl,0,not
5723,Cl,0,not
5727,Cl,0,not
5730,Cl,0,important
5731,Cl,0,not
5732,Cl,0,not
5733,Cl,0,not
5734,Cl,0,not
5735,Cl,0,not
5738,Cl,0,important
5739,Cl,0,not
5740,Cl,0,not
5741,Cl,0,not
5743,Cl,0,not
5744,Cl,0,not
5745,Cl,0,not
5746,Cl,0,not
5747,Cl,0,not
5748,Cl,0,not
5749,Cl,0,not
5750,Cl,0,not
5751,Cl,0,not
5755,Cl,0,not
5758,Cl,0,not
5759,Cl,0,not
5760,Cl,0,not
5761,Cl,0,not
5762,Cl,0,not
5763,Cl,0,not
5765,Cl,0,not
5770,Cl,0,important
5772,Cl,0,not
5773,Cl,0,not
5776,Cl,0,not
5777,Cl,0,not
5778,Cl,0,not
5780,Cl,0,not
5781,Cl,0,not
5787,Cl,0,not
5790,Cl,0,not
5792,Cl,0,not
5793,Cl,0,not
5795,Cl,0,not
5798,Cl,0,not
5799,Cl,0,not
5800,Cl,0,not
5803,Cl,0,not
5805,Cl,0,not
5806,Cl,0,not
5807,Cl,0,not
5810,Cl,0,not
5812,Cl,0,not
5814,Cl,0,not
5821,Cl,0,not
5826,Cl,0,not
5827,Cl,0,not
5828,Cl,0,not
5829,Cl,0,not
5834,Cl,0,not
5836,Cl,0,not
5838,Cl,0,not
5839,Cl,0,not
5843,Cl,0,not
5846,Cl,0,not
5847,Cl,0,not
5849,Cl,0,not
5854,Cl,0,not
5855,Cl,0,not
5856,Cl,0,not
5857,Cl,0,not
5858,Cl,0,not
5860,Cl,0,not
5867,Cl,0,not
5868,Cl,0,not
5869,Cl,0,not
5871,Cl,0,not
5873,Cl,0,not
5876,Cl,0,not
5877,Cl,0,not
5880,Cl,0,not
5892,Cl,0,not
5896,Cl,0,not
5902,Cl,0,not
5906,Cl,0,not
5908,Cl,0,not
5909,Cl,0,not
5910,Cl,0,not
5911,Cl,0,not
5917,Cl,0,not
5944,Cl,0,not
5945,Cl,0,not
5947,Cl,0,not
5950,Cl,0,not
5954,Cl,0,not
5955,Cl,0,not
5958,Cl,0,important
5960,Cl,0,important
5962,Cl,0,not
5963,Cl,0,not
5964,Cl,0,not
5965,Cl,0,not
5969,Cl,0,not
5970,Cl,0,not
5974,Cl,0,important
5976,Cl,0,not
5978,Cl,0,not
5979,Cl,0,not
5980,Cl,0,not
5982,Cl,0,not
5983,Cl,0,not
5984,Cl,0,not
5985,Cl,0,not
5992,Cl,0,not
5993,Cl,0,not
5996,Cl,0,not
5998,Cl,0,not
5999,Cl,0,not
6005,Cl,0,not
6008,Cl,2,not
6013,Cl,0,not
6016,Cl,0,not
6017,Cl,0,not
6020,Cl,0,not
6021,Cl,0,not
6026,Cl,0,not
6027,Cl,0,not
6029,Cl,0,not
6031,Cl,0,not
6034,Cl,0,not
6035,Cl,0,not
6036,Cl,0,not
6037,Cl,0,not
6038,Cl,0,not
6040,Cl,0,not
6041,Cl,0,not
6042,Cl,0,not
6043,Cl,0,important
6044,Cl,0,not
6045,Cl,0,important
6049,Cl,0,not
6050,Cl,0,not
6051,Cl,0,not
6054,Cl,0,not
6055,Cl,0,not
6056,Cl,0,not
6058,Cl,0,not
6059,Cl,0,not
6062,Cl,0,not
6063,Cl,0,important
6065,Cl,0,not
6066,Cl,0,not
6067,Cl,0,not
6069,Cl,0,not
6070,Cl,0,not
6076,Cl,0,not
6077,Cl,0,not
6078,Cl,0,not
6079,Cl,0,important
6080,Cl,0,not
6085,Cl,0,not
6086,Cl,0,not
6088,Cl,0,not
6089,Cl,0,important
6090,Cl,0,not
6091,Cl,0,not
6092,Cl,0,not
6094,Cl,0,important
6096,Cl,0,not
6098,Cl,0,not
6101,Cl,0,not
6102,Cl,0,not
6103,Cl,0,not
6104,Cl,0,important
6106,Cl,0,important
6107,Cl,0,not
6108,Cl,0,not
6109,Cl,0,not
6111,Cl,0,important
6113,Cl,0,not
6114,Cl,0,not
6115,Cl,0,not
6116,Cl,0,not
6117,Cl,0,important
6118,Cl,0,not
6120,Cl,0,not
6121,Cl,0,important
6122,Cl,0,not
6123,Cl,0,not
6125,Cl,0,not
6128,Cl,0,not
6129,Cl,0,not
6130,Cl,0,not
6132,Cl,0,not
6133,Cl,0,not
6134,Cl,0,not
6135,Cl,0,not
6139,Cl,0,not
6141,Cl,0,not
6142,Cl,0,not
6144,Cl,0,not
6145,Cl,0,not
6146,Cl,0,important
6148,Cl,0,not
6149,Cl,0,not
6150,Cl,0,not
6152,Cl,0,not
6154,Cl,0,not
6155,Cl,0,not
6156,Cl,0,not
6158,Cl,0,not
6159,Cl,0,important
6162,Cl,0,not
6163,Cl,0,not
6164,Cl,0,not
6165,Cl,0,not
6168,Cl,0,not
6169,Cl,0,not
6170,Cl,0,not
6171,Cl,0,not
6172,Cl,0,not
6174,Cl,0,not
6175,Cl,0,not
6176,Cl,0,not
6177,Cl,0,important
6181,Cl,0,not
6182,Cl,0,not
6186,Cl,0,not
6191,Cl,0,important
6192,Cl,0,not
6193,Cl,0,important
6195,Cl,0,not
6196,Cl,0,not
6201,Cl,0,not
6202,Cl,0,not
6206,Cl,0,not
6207,Cl,0,not
6208,Cl,0,not
6209,Cl,0,not
6210,Cl,0,not
6211,Cl,0,not
6212,Cl,0,important
6213,Cl,0,not
6214,Cl,0,not
6215,Cl,0,important
6217,Cl,0,not
6218,Cl,0,not
6220,Cl,0,not
6224,Cl,0,not
6225,Cl,0,not
6226,Cl,0,not
6227,Cl,0,not
6229,Cl,0,not
6232,Cl,0,not
6237,Cl,0,not
6238,Cl,0,not
6241,Cl,0,not
6247,Cl,0,not
6248,Cl,0,not
6249,Cl,0,not
6250,Cl,0,not
6251,Cl,0,not
6252,Cl,0,not
6257,Cl,0,not
6259,Cl,0,not
6265,Cl,0,not
6270,Cl,0,not
6272,Cl,0,not
6273,Cl,0,not
6275,Cl,0,not
6277,Cl,0,not
6278,Cl,0,not
6279,Cl,0,not
6285,Cl,0,not
6286,Cl,0,not
6287,Cl,0,not
6289,Cl,0,not
6292,Cl,0,not
6293,Cl,0,not
6295,Cl,0,not
6296,Cl,0,not
6299,Cl,0,important
6306,Cl,0,not
6312,Cl,0,not
6313,Cl,0,important
6315,Cl,0,not
6319,Cl,0,not
6320,Cl,0,not
6321,Cl,0,not
6324,Cl,0,not
6330,Cl,0,not
6331,Cl,0,not
6335,Cl,0,not
6337,Cl,0,not
6339,Cl,0,not
6340,Cl,0,not
6345,Cl,0,not
6352,Cl,0,not
6356,Cl,0,not
6357,Cl,0,not
6360,Cl,0,not
6361,Cl,0,not
6362,Cl,0,not
6368,Cl,0,not
6371,Cl,0,not
6378,Cl,0,not
6383,Cl,0,not
6384,Cl,0,not
6386,Cl,0,important
6387,Cl,0,not
6388,Cl,0,not
6390,Cl,0,not
6391,Cl,0,not
6393,Cl,0,not
6395,Cl,0,not
6396,Cl,0,not
6398,Cl,0,not
6399,Cl,0,important
6400,Cl,0,not
6401,Cl,0,not
6407,Cl,0,not
6408,Cl,0,not
6409,Cl,0,not
6412,Cl,0,not
6415,Cl,0,not
6420,Cl,0,not
6421,Cl,0,not
6424,Cl,0,important
6426,Cl,0,not
6427,Cl,0,not
6428,Cl,0,not
6432,Cl,0,not
6436,Cl,0,not
6438,Cl,0,not
6439,Cl,0,important
6440,Cl,0,not
6441,Cl,0,not
6450,Cl,0,not
6451,Cl,0,not
6455,Cl,0,not
6456,Cl,0,not
6465,Cl,0,not
6468,Cl,0,not
6472,Cl,0,not
6473,Cl,0,not
6474,Cl,0,not
6482,Cl,0,not
6483,Cl,0,important
6484,Cl,0,important
6485,Cl,0,not
6486,Cl,0,important
6487,Cl,0,not
6490,Cl,0,not
6494,Cl,0,important
6495,Cl,0,important
6498,Cl,0,not
6500,Cl,0,not
6502,Cl,0,not
6503,Cl,0,not
6504,Cl,0,not
6505,Cl,0,important
6511,Cl,0,not
6513,Cl,0,not
6515,Cl,0,not
6520,Cl,0,not
6521,Cl,0,not
6525,Cl,0,not
6527,Cl,0,not
6531,Cl,0,not
6533,Cl,0,not
6535,Cl,0,not
6536,Cl,0,not
6537,Cl,0,not
6543,Cl,0,not
6554,Cl,0,not
6557,Cl,0,not
6560,Cl,0,not
6562,Cl,0,not
6565,Cl,0,not
6566,Cl,0,important
6567,Cl,0,not
6570,Cl,0,not
6571,Cl,0,not
6572,Cl,0,not
6573,Cl,0,not
6574,Cl,0,not
6576,Cl,0,not
6579,Cl,0,not
6586,Cl,0,not
6594,Cl,0,not
6595,Cl,0,not
6598,Cl,0,not
6609,Cl,0,not
6613,Cl,0,not
6614,Cl,0,not
6615,Cl,0,not
6616,Cl,0,not
6622,Cl,0,not
6624,Cl,0,not
6630,Cl,0,not
6632,Cl,0,not
6636,Cl,0,not
6639,Cl,0,not
6644,Cl,0,not
6645,Cl,0,not
6648,Cl,0,important
6651,Cl,0,not
6652,Cl,0,not
6654,Cl,0,not
6655,Cl,0,not
6656,Cl,0,important
6663,Cl,0,not
6664,Cl,0,not
6667,Cl,0,not
6668,Cl,0,not
6675,Cl,0,not
6684,Cl,0,not
6687,Cl,0,not
6689,Cl,0,important
6693,Cl,0,important
6695,Cl,0,not
6698,Cl,0,not
6699,Cl,0,not
6704,Cl,0,not
6706,Cl,0,not
6707,Cl,0,not
6712,Cl,0,not
6718,Cl,0,not
6719,Cl,0,not
6721,Cl,0,not
6722,Cl,0,not
6723,Cl,0,not
6724,Cl,0,not
6726,Cl,0,not
6727,Cl,0,not
6728,Cl,0,not
6729,Cl,0,not
6730,Cl,0,not
6731,Cl,0,important
6732,Cl,0,not
6734,Cl,0,not
6738,Cl,0,not
6741,Cl,0,not
6742,Cl,0,not
6743,Cl,0,not
6747,Cl,0,not
6753,Cl,0,not
6754,Cl,0,not
6755,Cl,0,not
6759,Cl,0,not
6765,Cl,0,important
6769,Cl,0,not
6771,Cl,0,not
6773,Cl,0,not
6778,Cl,0,not
6779,Cl,0,not
6780,Cl,0,not
6791,Cl,0,not
6793,Cl,0,not
6796,Cl,0,not
6802,Cl,0,not
6811,Cl,0,not
6812,Cl,0,not
6816,Cl,0,not
6818,Cl,0,not
6819,Cl,0,not
6820,Cl,0,not
6821,Cl,0,not
6823,Cl,0,not
6827,Cl,0,not
6829,Cl,0,not
6830,Cl,0,not
6841,Cl,0,not
6842,Cl,0,not
6852,Cl,0,not
6853,Cl,0,not
6854,Cl,0,not
6862,Cl,0,not
6863,Cl,0,not
6866,Cl,0,not
6867,Cl,0,not
6873,Cl,0,not
6880,Cl,0,not
6882,Cl,0,not
6887,Cl,0,not
6891,Cl,0,important
6892,Cl,0,not
6893,Cl,0,not
6897,Cl,0,not
6906,Cl,0,not
6915,Cl,0,not
6916,Cl,0,not
6924,Cl,0,not
6926,Cl,0,not
6927,Cl,0,important
6932,Cl,0,important
6936,Cl,0,not
6938,Cl,0,not
6942,Cl,0,not
6957,Cl,0,not
6958,Cl,0,not
6960,Cl,0,not
6962,Cl,0,not
6965,Cl,0,not
6966,Cl,0,not
6967,Cl,0,not
6968,Cl,0,not
6971,Cl,0,not
6975,Cl,0,not
6976,Cl,0,important
6977,Cl,0,not
6980,Cl,0,not
6981,Cl,0,not
6985,Cl,0,not
6987,Cl,0,not
6988,Cl,0,not
6991,Cl,0,not
6992,Cl,0,not
6993,Cl,0,not
6994,Cl,0,not
6996,Cl,0,not
6997,Cl,0,not
6999,Cl,0,not
7000,Cl,0,not
7002,Cl,0,not
7003,Cl,0,not
7008,Cl,0,not
7011,Cl,0,not
7012,Cl,0,not
7014,Cl,0,not
7016,Cl,0,not
7017,Cl,0,not
7018,Cl,0,not
7019,Cl,0,not
7020,Cl,0,not
7021,Cl,0,not
7033,Cl,0,not
7037,Cl,0,not
7038,Cl,0,not
7040,Cl,0,not
7041,Cl,0,not
7046,Cl,0,not
7047,Cl,0,not
7048,Cl,0,not
7049,Cl,0,not
7051,Cl,0,not
7052,Cl,0,not
7053,Cl,0,not
7055,Cl,0,not
7057,Cl,0,not
7058,Cl,0,not
7059,Cl,0,not
7061,Cl,0,not
7062,Cl,0,not
7063,Cl,0,not
7064,Cl,0,not
7065,Cl,0,not
7068,Cl,0,not
7069,Cl,0,not
7073,Cl,0,not
7081,Cl,0,not
7082,Cl,0,important
7087,Cl,0,not
7088,Cl,0,not
7091,Cl,0,not
7094,Cl,0,not
7097,Cl,0,not
7099,Cl,0,not
7100,Cl,0,not
7106,Cl,0,not
7109,Cl,0,not
7112,Cl,0,important
7113,Cl,0,not
7114,Cl,0,not
7115,Cl,0,not
7116,Cl,0,not
7122,Cl,0,not
7124,Cl,0,not
7128,Cl,0,not
7129,Cl,0,not
7133,Cl,0,not
7134,Cl,0,not
7143,Cl,0,not
7146,Cl,0,not
7147,Cl,0,important
7148,Cl,0,not
7149,Cl,0,not
7150,Cl,0,not
7151,Cl,0,not
7152,Cl,0,not
7153,Cl,0,not
7156,Cl,0,not
7157,Cl,0,not
7158,Cl,0,not
7159,Cl,0,not
7161,Cl,0,not
7163,Cl,0,not
7164,Cl,0,not
7167,Cl,0,not
7168,Cl,1,not
7170,Cl,0,not
7172,Cl,0,not
7174,Cl,0,not
7176,Cl,0,not
7178,Cl,0,not
7179,Cl,0,not
7180,Cl,0,not
7182,Cl,0,not
7185,Cl,0,not
7187,Cl,0,not
7190,Cl,0,not
7191,Cl,0,not
7195,Cl,0,not
7198,Cl,0,not
7200,Cl,0,not
7206,Cl,0,not
7207,Cl,0,not
7209,Cl,0,not
7214,Cl,0,not
7215,Cl,0,not
7216,Cl,0,not
7217,Cl,0,not
7223,Cl,0,not
7243,Cl,0,not
7244,Cl,0,not
7246,Cl,0,not
7248,Cl,0,not
7249,Cl,0,important
7250,Cl,0,not
7252,Cl,0,not
7253,Cl,0,not
7254,Cl,0,not
7257,Cl,0,not
7258,Cl,0,not
7260,Cl,0,not
7261,Cl,0,important
7264,Cl,0,not
7266,Cl,0,not
7267,Cl,0,not
7270,Cl,0,not
7271,Cl,0,not
7272,Cl,0,not
7273,Cl,0,not
7274,Cl,0,not
7276,Cl,0,important
7277,Cl,0,not
7281,Cl,0,important
7282,Cl,0,not
7283,Cl,0,important
7286,Cl,0,not
7287,Cl,0,not
7288,Cl,0,not
7289,Cl,0,important
7290,Cl,0,important
7292,Cl,0,not
7293,Cl,0,not
7294,Cl,0,important
7296,Cl,0,not
7298,Cl,0,important
7300,Cl,0,not
7302,Cl,0,not
7303,Cl,0,not
7304,Cl,0,not
7305,Cl,0,not
7308,Cl,0,not
7309,Cl,0,not
7310,Cl,0,not
7311,Cl,0,not
7313,Cl,0,important
7317,Cl,0,not
7318,Cl,0,important
7322,Cl,0,not
7324,Cl,0,not
7325,Cl,0,important
7327,Cl,0,not
7328,Cl,0,not
7329,Cl,0,not
7331,Cl,0,not
7333,Cl,0,not
7336,Cl,0,not
7337,Cl,0,not
7340,Cl,0,not
7342,Cl,0,not
7349,Cl,0,not
7351,Cl,0,not
7355,Cl,0,important
7356,Cl,0,important
7357,Cl,0,not
7364,Cl,0,important
7365,Cl,0,important
7372,Cl,0,not
7376,Cl,0,important
7385,Cl,0,not
7386,Cl,0,not
7387,Cl,0,not
7388,Cl,0,not
7393,Cl,0,not
7395,Cl,0,not
7396,Cl,0,not
7397,Cl,0,not
7399,Cl,0,not
7402,Cl,0,not
7403,Cl,0,not
7404,Cl,0,not
7405,Cl,0,not
7408,Cl,0,not
7409,Cl,0,important
7410,Cl,0,not
7411,Cl,0,not
7412,Cl,0,not
7413,Cl,0,not
7414,Cl,0,not
7415,Cl,0,not
7416,Cl,0,important
7417,Cl,0,not
7418,Cl,0,not
7419,Cl,0,not
7423,Cl,0,not
7424,Cl,0,not
7425,Cl,0,important
7426,Cl,0,not
7428,Cl,0,not
7430,Cl,0,not
7432,Cl,0,not
7433,Cl,0,not
7437,Cl,0,not
7439,Cl,0,not
7444,Cl,0,not
7448,Cl,0,not
7450,Cl,0,not
7452,Cl,0,not
7454,Cl,0,not
7457,Cl,0,not
7459,Cl,0,not
7460,Cl,0,not
7461,Cl,0,not
7462,Cl,0,not
7464,Cl,0,not
7467,Cl,0,not
7468,Cl,0,not
7470,Cl,0,important
7471,Cl,0,not
7472,Cl,0,not
7473,Cl,0,not
7476,Cl,0,not
7478,Cl,0,not
7479,Cl,0,not
7481,Cl,0,not
7482,Cl,0,not
7486,Cl,0,not
7487,Cl,0,not
7489,Cl,0,not
7494,Cl,0,not
7502,Cl,0,not
7503,Cl,0,not
7504,Cl,0,not
7506,Cl,0,not
7509,Cl,0,not
7511,Cl,0,not
7524,Cl,0,not
7527,Cl,0,not
7530,Cl,0,not
7532,Cl,0,not
7534,Cl,0,not
7535,Cl,0,not
7537,Cl,0,not
7538,Cl,0,not
7539,Cl,0,not
7543,Cl,0,not
7546,Cl,0,not
7547,Cl,0,not
7548,Cl,0,not
7549,Cl,0,not
7550,Cl,0,not
7551,Cl,0,not
7552,Cl,0,not
7553,Cl,0,not
7558,Cl,0,not
7559,Cl,0,not
7560,Cl,0,not
7561,Cl,0,not
7563,Cl,0,not
7564,Cl,0,not
7565,Cl,0,not
7566,Cl,0,not
7568,Cl,0,not
7569,Cl,0,not
7571,Cl,0,not
7574,Cl,0,not
7575,Cl,0,not
7576,Cl,0,not
7578,Cl,0,not
7580,Cl,0,not
7584,Cl,0,important
7585,Cl,0,not
7589,Cl,0,not
7590,Cl,0,not
7593,Cl,0,not
7595,Cl,0,not
7597,Cl,0,not
7598,Cl,0,not
7599,Cl,0,not
7600,Cl,0,not
7602,Cl,0,not
7603,Cl,0,not
7605,Cl,0,not
7606,Cl,0,not
7608,Cl,0,not
7609,Cl,0,important
7610,Cl,0,not
7611,Cl,0,not
7613,Cl,0,not
7615,Cl,0,not
7616,Cl,0,not
7620,Cl,0,not
7621,Cl,0,not
7622,Cl,0,not
7625,Cl,0,not
7626,Cl,0,not
7627,Cl,0,not
7629,Cl,0,not
7633,Cl,0,important
7634,Cl,0,not
7639,Cl,0,not
7642,Cl,0,not
7643,Cl,0,not
7648,Cl,1,not
7651,Cl,0,not
7652,Cl,0,not
7656,Cl,0,important
7657,Cl,0,not
7658,Cl,0,not
7660,Cl,0,not
7661,Cl,0,not
7663,Cl,0,not
7665,Cl,0,important
7666,Cl,0,not
7670,Cl,0,not
7671,Cl,0,not
7673,Cl,0,not
7678,Cl,0,not
7682,Cl,0,not
7683,Cl,0,not
7684,Cl,0,not
7699,Cl,0,not
7710,Cl,0,not
7712,Cl,0,not
7720,Cl,0,not
7741,Cl,0,not
7743,Cl,0,not
7744,Cl,0,not
7745,Cl,0,not
7746,Cl,0,not
7747,Cl,0,not
7748,Cl,0,not
7749,Cl,0,not
7750,Cl,0,not
7751,Cl,0,not
7752,Cl,0,important
7753,Cl,0,not
7754,Cl,0,not
7755,Cl,0,not
7758,Cl,0,not
7759,Cl,0,not
7760,Cl,0,not
7763,Cl,0,not
7764,Cl,0,not
7769,Cl,0,not
7771,Cl,0,not
7772,Cl,0,not
7773,Cl,0,not
7779,Cl,0,not
7789,Cl,0,not
7794,Cl,0,not
7795,Cl,0,not
7796,Cl,0,not
7797,Cl,0,not
7798,Cl,0,not
7800,Cl,0,not
7803,Cl,0,not
7806,Cl,0,not
7807,Cl,0,not
7808,Cl,0,not
7811,Cl,0,not
7814,Cl,0,not
7815,Cl,0,not
7821,Cl,0,not
7826,Cl,0,not
7828,Cl,0,not
7829,Cl,0,not
7830,Cl,0,not
7833,Cl,0,not
7838,Cl,0,not
7841,Cl,0,important
7845,Cl,0,not
7848,Cl,0,not
7857,Cl,0,not
7865,Cl,0,not
7866,Cl,0,not
7867,Cl,0,not
7868,Cl,0,not
7871,Cl,0,not
7878,Cl,0,not
7880,Cl,0,important
7882,Cl,0,not
7884,Cl,0,important
7887,Cl,0,not
7888,Cl,0,not
7890,Cl,0,not
7896,Cl,0,not
7897,Cl,2,not
7900,Cl,0,not
7901,Cl,0,not
7902,Cl,0,not
7916,Cl,0,not
7919,Cl,0,not
7920,Cl,0,not
7923,Cl,0,not
7925,Cl,0,not
7935,Cl,0,not
7937,Cl,0,not
7947,Cl,0,not
7950,Cl,0,not
7952,Cl,0,not
7966,Cl,0,not
7967,Cl,0,not
7969,Cl,0,not
7971,Cl,0,not
7972,Cl,0,not
7973,Cl,0,not
7976,Cl,0,not
7979,Cl,0,not
7981,Cl,0,not
7982,Cl,0,not
7983,Cl,0,not
7984,Cl,0,not
7987,Cl,0,not
7991,Cl,0,not
7992,Cl,0,not
7993,Cl,0,not
7997,Cl,0,not
7998,Cl,0,not
7999,Cl,0,not
8004,Cl,0,not
8005,Cl,0,not
8009,Cl,0,not
