feature_number,variable,response,importance
8201,RT,5.276523826,important
8206,RT,4.204857217,not
8218,RT,2.709532728,not
8219,RT,3.501456206,important
8220,RT,4.554246583,not
8221,RT,8.398684898,not
8224,RT,1.088140257,not
8225,RT,6.066159628,not
8226,RT,1.075478299,not
8229,RT,1.149210612,not
8231,RT,0.943106092,not
8233,RT,7.670157989,not
8234,RT,8.079614875,not
8235,RT,6.931492075,not
8236,RT,3.948868338,important
8237,RT,5.211107504,important
8238,RT,8.852422651,not
8240,RT,7.395297984,not
8241,RT,6.811424568,not
8244,RT,2.384165053,not
8246,RT,9.020198873,not
8247,RT,8.816979519,important
8248,RT,9.763283543,not
8251,RT,12.0865622,not
8252,RT,1.078940806,not
8253,RT,10.4240127,not
8255,RT,2.842867076,not
8258,RT,9.374227439,not
8261,RT,8.051994823,important
8262,RT,8.152542619,important
8266,RT,8.021792135,not
8270,RT,11.94600601,not
8274,RT,8.326400609,not
8276,RT,9.680878101,not
8277,RT,5.83155946,not
8278,RT,10.15736386,not
8279,RT,1.515138479,not
8280,RT,9.635135025,not
8282,RT,5.830290129,not
8284,RT,9.855923964,not
8285,RT,8.581347447,not
8286,RT,10.15291257,not
8287,RT,7.013859663,not
8288,RT,7.186764777,not
8289,RT,9.062662299,not
8290,RT,9.231344511,not
8298,RT,13.10025757,not
8302,RT,8.142487503,not
8306,RT,9.911825337,not
8310,RT,10.29072523,not
8311,RT,10.03210848,not
8312,RT,13.07628571,not
8313,RT,9.981533861,not
8314,RT,9.916166056,not
8315,RT,9.92320864,not
8321,RT,6.988618418,not
8322,RT,7.009232901,not
8325,RT,8.084038442,not
8328,RT,10.3538953,not
8335,RT,9.058437315,not
8338,RT,11.75869122,not
8339,RT,8.840019616,not
8340,RT,10.26027904,not
8341,RT,9.300405674,not
8342,RT,9.673246848,not
8343,RT,9.729558867,not
8344,RT,8.375012153,not
8346,RT,8.86245271,not
8347,RT,8.98842641,not
8349,RT,9.620466082,not
8352,RT,11.06964082,not
8354,RT,10.52392043,not
8357,RT,10.44027013,not
8358,RT,10.66082888,not
8368,RT,11.41093995,not
8371,RT,12.41586319,not
8382,RT,11.72602059,not
8386,RT,10.83718372,not
8387,RT,10.86572328,not
8388,RT,10.82490125,not
8390,RT,6.211542908,not
8391,RT,6.348798994,not
8398,RT,10.66644879,not
8413,RT,7.031837405,not
8415,RT,1.018778653,important
8416,RT,1.888326977,not
8417,RT,0.908737814,not
8419,RT,1.663079524,not
8420,RT,1.032125644,important
8421,RT,4.21297175,not
8422,RT,11.6365069,not
8424,RT,0.871403794,not
8425,RT,2.584123364,not
8427,RT,11.65196503,not
8428,RT,1.352944502,not
8429,RT,2.359280306,not
8431,RT,11.10880189,not
8434,RT,4.085499185,not
8437,RT,9.565822805,important
8438,RT,11.47112372,not
8440,RT,0.838491331,not
8441,RT,9.068726293,not
8442,RT,5.807476707,not
8444,RT,6.326451096,not
8447,RT,2.056878258,not
8450,RT,7.006800456,not
8451,RT,6.695259132,not
8452,RT,5.101086049,not
8455,RT,12.14093085,not
8457,RT,6.735954271,not
8458,RT,9.876491239,not
8460,RT,8.8732695,not
8463,RT,3.931994541,not
8464,RT,8.327032058,not
8467,RT,9.772598437,not
8469,RT,6.411376449,not
8470,RT,5.40335639,not
8472,RT,9.510037622,not
8474,RT,9.235933561,not
8475,RT,9.708990066,not
8477,RT,6.423073291,not
8478,RT,7.170725643,not
8479,RT,13.09152545,not
8483,RT,10.80181401,not
8484,RT,9.780206407,not
8485,RT,8.415835947,not
8486,RT,10.06415803,not
8489,RT,9.437630739,not
8491,RT,9.648242316,not
8492,RT,8.00587305,not
8497,RT,8.475262301,not
8507,RT,7.142582844,not
8509,RT,7.987244318,not
8512,RT,6.361248882,not
8515,RT,9.506806153,not
8516,RT,6.402433099,not
8517,RT,10.36316557,not
8518,RT,10.09391604,not
8519,RT,9.690559959,not
8520,RT,10.01791368,not
8521,RT,8.684782942,not
8531,RT,9.978599681,not
8532,RT,6.270900921,not
8533,RT,10.56235391,not
8538,RT,12.59502788,not
8540,RT,8.688923412,not
8541,RT,9.309435935,not
8544,RT,11.99515649,not
8546,RT,12.74255504,not
8549,RT,10.28869854,not
8550,RT,12.13626045,not
8552,RT,12.10938201,not
8554,RT,10.23249302,not
8556,RT,11.4387783,not
8558,RT,10.30607846,not
8560,RT,10.51679686,not
8562,RT,10.72775567,not
8564,RT,9.974387257,not
8565,RT,10.48601292,not
8567,RT,12.21021966,not
8568,RT,10.55414437,not
8572,RT,10.56750422,not
8574,RT,12.40527214,not
8576,RT,10.88664351,not
8577,RT,12.79794149,not
8578,RT,12.97509141,not
8580,RT,10.53118953,not
8590,RT,11.70971174,not
8603,RT,8.319121051,not
8630,RT,0.809517554,not
8633,RT,0.118197697,not
8638,RT,0.644507394,not
8639,RT,7.148247837,not
8641,RT,12.26261757,not
8643,RT,12.15328204,not
8646,RT,6.141367734,not
8648,RT,11.21136638,not
8649,RT,11.39819466,not
8650,RT,9.893037727,not
8654,RT,10.04864878,not
8656,RT,9.908661856,not
8659,RT,7.983970193,not
8661,RT,12.51830744,not
8662,RT,12.96232115,not
8664,RT,9.544590378,not
8666,RT,9.463255054,not
8667,RT,12.28094627,not
8668,RT,10.17042621,not
8674,RT,10.33554883,not
8678,RT,10.66283117,not
8679,RT,8.193350939,not
8680,RT,10.8274589,not
8681,RT,11.69517834,not
8682,RT,10.61462848,not
8686,RT,10.50776831,not
8687,RT,12.0928471,not
8688,RT,12.13460349,not
8689,RT,11.11081381,not
8691,RT,13.02581814,not
8692,RT,12.72830988,not
8693,RT,12.77078171,not
8695,RT,11.98451305,not
8696,RT,12.40131075,not
8699,RT,12.81639844,not
8700,RT,11.74241605,not
8701,RT,11.87967967,not
8704,RT,11.40595305,not
8707,RT,12.3528739,not
8711,RT,13.04848385,not
8724,RT,9.15397166,important
8729,RT,5.455829419,not
8730,RT,7.986222443,not
8732,RT,14.01166057,not
8736,RT,9.166166328,not
8738,RT,4.117107776,not
8741,RT,10.82216715,not
8742,RT,8.97447284,not
8743,RT,9.796331927,important
8746,RT,11.67001283,not
8751,RT,7.577270214,not
8755,RT,6.59528589,not
8757,RT,5.534489918,not
8759,RT,10.59071209,not
8764,RT,9.522686085,not
8766,RT,9.495616676,not
8767,RT,8.656082938,not
8771,RT,6.169854373,not
8778,RT,10.26542625,not
8779,RT,7.969128367,not
8781,RT,8.638911901,not
8782,RT,12.60433046,not
8785,RT,8.59040955,not
8786,RT,11.3255264,not
8796,RT,10.66792903,not
8798,RT,12.24806185,not
8804,RT,11.03942433,not
8805,RT,6.539836341,not
8817,RT,1.374631146,not
8818,RT,0.217600511,not
8819,RT,3.034672714,not
8823,RT,2.6312063,not
8826,RT,2.822010532,not
8828,RT,9.823707545,not
8829,RT,9.965251128,not
8831,RT,8.160903907,not
8832,RT,10.01591531,not
8836,RT,5.83763734,not
8840,RT,9.59152965,not
8841,RT,7.153399106,not
8843,RT,9.705803979,not
8845,RT,12.05260513,not
8847,RT,11.92941507,not
8856,RT,12.2410767,not
8858,RT,5.576067941,not
8859,RT,5.667392222,not
8866,RT,2.892811509,not
8867,RT,8.058256747,not
8868,RT,8.304817603,not
8869,RT,8.498906734,not
8871,RT,6.621309403,important
8872,RT,9.052321327,not
8876,RT,8.783634159,not
8877,RT,8.829780625,not
8878,RT,9.083059342,not
8879,RT,6.617416608,not
8881,RT,9.553455925,not
8886,RT,8.093573001,not
8887,RT,8.285563944,not
8895,RT,8.591204214,not
8896,RT,6.236631186,not
8904,RT,10.19340043,not
8905,RT,9.7425254120000009,important
8908,RT,7.377711941,not
8909,RT,4.547098806,not
8910,RT,10.13751091,not
8916,RT,8.774448706,not
8919,RT,8.176002545,not
8922,RT,10.05737892,not
8923,RT,9.440753316,not
8934,RT,11.8502822,not
8939,RT,10.68236524,not
8944,RT,1.130713921,not
8945,RT,10.89868023,not
8946,RT,8.467443832,not
8947,RT,5.715348735,not
8948,RT,7.667669165,not
8950,RT,6.75318068,not
8956,RT,10.98743622,not
8960,RT,10.94666551,not
8962,RT,9.790138759,not
8964,RT,4.274489318,not
8966,RT,9.763774826,not
8969,RT,3.116777757,important
8971,RT,7.753115331,not
8972,RT,9.011662845,not
8976,RT,1.045917737,important
8979,RT,10.05705342,not
8981,RT,11.05669417,important
8983,RT,9.678310082,not
8984,RT,7.922133614,not
8985,RT,9.351470531,not
8987,RT,0.959624476,not
8991,RT,7.017623045,not
8993,RT,8.37905292,not
8995,RT,9.927682706,not
8998,RT,13.07467072,not
9001,RT,11.83080418,not
9003,RT,11.83289355,not
9004,RT,10.79984545,not
9005,RT,10.94139145,not
9006,RT,11.54496302,not
9007,RT,11.87085572,not
9010,RT,10.26470735,not
9024,RT,10.26153215,not
9027,RT,8.155757971,not
9029,RT,12.16832965,not
9030,RT,5.311575609,not
9033,RT,8.853379092,not
9034,RT,7.035205135,not
9036,RT,4.687844005,not
9037,RT,8.787123726,not
9038,RT,9.501918808,not
9041,RT,9.490763309,not
9045,RT,10.32544836,not
9047,RT,3.868510342,important
9057,RT,2.679085053,important
9059,RT,1.129422888,not
9061,RT,12.20714028,not
9067,RT,9.883240411,not
9069,RT,6.592852464,not
9071,RT,10.55632982,not
9072,RT,10.84064184,not
9073,RT,9.274488217,not
9075,RT,12.40075715,not
9082,RT,4.736670511,not
9083,RT,4.469711544,not
9085,RT,2.35085599,important
9089,RT,8.94242193,not
9090,RT,0.657720787,not
9091,RT,8.958172266,not
9101,RT,6.148553602,not
9104,RT,2.375820938,important
9113,RT,4.901037425,not
9115,RT,8.638961885,not
9116,RT,4.720949707,not
9117,RT,8.157311008,not
9122,RT,9.089834017,not
9125,RT,13.01442676,not
9130,RT,13.9631802,not
9132,RT,4.243199638,important
9146,RT,11.35254739,not
9157,RT,5.419201993,not
9167,RT,11.29930217,not
9175,RT,8.419729755,not
9179,RT,5.439054278,not
9182,RT,1.388701181,not
9183,RT,11.35154137,not
9188,RT,7.253289772,not
9191,RT,0.756327756,not
9194,RT,9.188642608,not
9197,RT,10.27647158,not
9199,RT,9.891097283,not
9205,RT,0.646342106,not
9209,RT,4.998470429,not
9211,RT,8.83955401,not
9213,RT,12.43967966,not
9217,RT,10.47024491,not
9218,RT,11.57193624,not
9221,RT,2.11095811,not
9222,RT,5.440532395,not
9223,RT,9.78752289,not
9224,RT,7.507975752,not
9225,RT,13.0584939,not
9230,RT,11.98087348,not
9231,RT,5.229135349,not
9232,RT,9.8868755,not
9234,RT,11.69212374,not
9239,RT,1.482317219,important
9240,RT,1.313489639,not
9241,RT,0.694118122,not
9244,RT,7.961347594,not
9251,RT,1.714378909,not
9256,RT,4.195484235,important
9257,RT,1.933552952,not
9259,RT,8.411989363,not
9278,RT,3.515247624,not
9299,RT,2.340759244,not
9301,RT,3.678771615,important
9303,RT,6.346556118,not
9315,RT,6.166900572,not
9317,RT,10.30923569,not
9320,RT,9.561639309,not
9322,RT,7.799102261,not
9325,RT,7.919955682,not
9338,RT,2.034499194,not
9339,RT,8.916114906,not
9340,RT,2.227851669,not
9343,RT,10.73300653,not
9357,RT,8.158293591,not
9363,RT,11.6488686,not
9365,RT,3.666965964,not
9366,RT,2.365956558,not
9367,RT,0.61408155,not
9376,RT,4.448248274,not
9381,RT,8.200999307,not
9393,RT,7.1598894810000004,not
9395,RT,3.805629196,not
9397,RT,6.404314607,not
9405,RT,10.46990558,not
9406,RT,9.916862171,not
9407,RT,10.54500648,not
9408,RT,10.28078628,not
9410,RT,0.21039845,not
9419,RT,8.603317351,not
9420,RT,7.685274578,not
9425,RT,9.952462888,not
9428,RT,8.701018788,not
9429,RT,9.45924662,not
9435,RT,10.61551911,important
9436,RT,8.703339443,not
9442,RT,9.556018161,not
9446,RT,9.132172641,not
9454,RT,6.185662845,not
9467,RT,8.109356262,important
9472,RT,10.26731282,not
9479,RT,13.05298229,not
9480,RT,10.59072438,not
9481,RT,10.02787984,not
9487,RT,7.924234033,not
9491,RT,11.28090103,important
9497,RT,9.336543317,not
9499,RT,9.462113843,not
9522,RT,11.49618506,not
9577,RT,3.346942123,not
9582,RT,9.322394808,not
9593,RT,8.823348389,not
9599,RT,8.027614568,not
9601,RT,8.819174781,not
9602,RT,9.599026878,not
9606,RT,13.0112637,not
9607,RT,6.427978164,not
9614,RT,3.265616091,not
9617,RT,7.522983029,not
9623,RT,9.147145571,not
9634,RT,9.720483875,not
9643,RT,8.55002739,not
9646,RT,8.845703235,not
9650,RT,6.215880115,not
9654,RT,5.387152804,not
9656,RT,5.964087149,not
9663,RT,8.684684074,not
9672,RT,10.13205032,not
9673,RT,6.453666003,not
9674,RT,6.609111031,not
9675,RT,7.15644895,not
9676,RT,8.249293282,not
9681,RT,5.993615728,not
9683,RT,8.029540801,not
9684,RT,8.487194989,not
9689,RT,9.394412689,not
9690,RT,3.384148093,not
9715,RT,6.970849292,not
9718,RT,5.062385996,not
9722,RT,8.666523285,not
9725,RT,7.871079366,not
9729,RT,4.375108767,not
9731,RT,7.245546768,not
9739,RT,13.04345473,not
9742,RT,10.21105195,not
9755,RT,8.982051849,not
9756,RT,11.76611199,not
9759,RT,11.13900754,not
9774,RT,8.751298654,not
9777,RT,7.480613897,not
9780,RT,8.651031786,not
9782,RT,8.291253888,not
9784,RT,7.726724266,not
9788,RT,7.83238159,not
9790,RT,10.05105528,not
9791,RT,7.341153726,not
9804,RT,6.369784521,not
9817,RT,9.039158201,not
9818,RT,9.291708158,not
9822,RT,8.207953545,not
9826,RT,9.900501744,not
9838,RT,12.42601242,not
9840,RT,9.805123167,not
9847,RT,4.184843148,not
9853,RT,1.338533982,not
9858,RT,10.32501105,not
9872,RT,3.372278828,not
9883,RT,2.133436983,not
9884,RT,5.039667478,not
9891,RT,6.66556563,not
9895,RT,9.759968221,not
9898,RT,9.457329435,not
9900,RT,7.313754064,not
9904,RT,10.87125425,important
9,C,6,not
53,C,11,not
116,C,9,important
117,C,11,not
147,C,10,not
175,C,11,important
209,C,12,important
231,C,12,not
278,C,15,not
307,C,17,not
308,C,17,not
310,C,13,not
320,C,16,important
321,C,17,not
323,C,17,not
336,C,17,not
354,C,16,not
355,C,16,not
358,C,16,not
385,C,18,not
398,C,15,not
399,C,21,not
444,C,19,not
449,C,20,not
569,C,19,not
575,C,19,not
590,C,19,not
626,C,23,not
627,C,25,not
646,C,22,important
683,C,14,important
684,C,21,not
707,C,19,not
717,C,24,not
720,C,21,not
738,C,24,not
742,C,23,important
747,C,22,not
760,C,25,not
780,C,23,not
788,C,22,not
789,C,18,not
791,C,23,not
801,C,21,not
807,C,24,not
864,C,26,important
868,C,25,not
884,C,11,not
930,C,27,not
1180,C,9,not
1183,C,9,not
1184,C,9,not
1193,C,13,not
1195,C,10,not
1201,C,7,not
1202,C,11,not
1213,C,9,not
1224,C,13,not
1234,C,10,not
1244,C,8,not
1259,C,7,not
1261,C,11,not
1262,C,11,not
1269,C,13,important
1280,C,13,not
1305,C,9,not
1307,C,9,not
1344,C,15,not
1356,C,9,not
1360,C,10,not
1389,C,15,not
1391,C,10,not
1429,C,11,not
1430,C,13,not
1432,C,11,not
1436,C,14,not
1453,C,13,not
1455,C,11,not
1458,C,16,not
1470,C,11,not
1491,C,12,not
1492,C,12,not
1521,C,14,not
1522,C,12,important
1542,C,13,not
1550,C,13,not
1551,C,11,not
1552,C,12,not
1554,C,12,not
1555,C,11,not
1560,C,14,not
1562,C,15,not
1585,C,12,not
1586,C,12,not
1602,C,12,not
1603,C,12,not
1605,C,8,not
1611,C,14,not
1618,C,13,not
1628,C,15,not
1632,C,17,not
1633,C,17,not
1650,C,14,not
1664,C,13,not
1677,C,12,not
1678,C,15,not
1685,C,15,not
1688,C,12,important
1698,C,14,not
1699,C,12,not
1709,C,18,not
1720,C,14,not
1733,C,12,not
1734,C,12,not
1745,C,20,not
1747,C,15,important
1753,C,15,not
1765,C,18,not
1766,C,19,important
1782,C,9,not
1783,C,9,important
1793,C,20,not
1794,C,17,not
1795,C,15,important
1801,C,20,not
1802,C,20,not
1827,C,14,not
1831,C,16,not
1839,C,20,not
1850,C,16,not
1855,C,16,important
1857,C,13,not
1862,C,19,important
1882,C,14,not
1900,C,15,not
1906,C,21,not
1925,C,18,not
1928,C,21,important
1951,C,17,not
1952,C,17,not
1961,C,16,not
1966,C,16,not
1967,C,16,not
1992,C,18,not
2014,C,17,not
2023,C,20,not
2035,C,20,not
2036,C,18,not
2058,C,21,not
2067,C,18,not
2070,C,17,not
2071,C,17,not
2072,C,16,not
2089,C,20,not
2105,C,18,not
2116,C,27,not
2118,C,24,not
2120,C,24,not
2141,C,19,not
2146,C,17,not
2150,C,25,not
2152,C,20,not
2168,C,19,not
2177,C,15,not
2178,C,17,not
2185,C,20,not
2186,C,20,not
2191,C,19,not
2200,C,20,not
2209,C,21,not
2221,C,22,not
2231,C,25,not
2237,C,21,not
2239,C,22,not
2244,C,23,not
2253,C,26,important
2261,C,25,not
2264,C,23,not
2266,C,25,not
2278,C,23,not
2281,C,26,not
2287,C,28,not
2300,C,27,important
2306,C,25,not
2320,C,33,not
2329,C,29,not
2331,C,31,not
2332,C,34,not
2335,C,39,not
2347,C,34,not
2350,C,25,not
2387,C,9,not
2392,C,11,not
2393,C,11,not
2402,C,13,not
2408,C,11,not
2411,C,14,not
2413,C,12,not
2414,C,13,not
2415,C,13,not
2426,C,14,not
2430,C,14,not
2440,C,16,not
2443,C,7,important
2445,C,12,not
2453,C,12,not
2463,C,13,not
2468,C,18,important
2470,C,9,not
2474,C,19,not
2480,C,13,not
2481,C,13,not
2482,C,17,not
2488,C,19,not
2513,C,18,not
2531,C,18,not
2545,C,23,not
2557,C,26,not
2567,C,24,not
2569,C,27,important
2594,C,11,important
2597,C,11,not
2598,C,13,not
2599,C,12,not
2602,C,12,not
2605,C,12,not
2606,C,12,important
2608,C,15,not
2614,C,17,not
2620,C,11,not
2622,C,12,not
2635,C,19,not
2641,C,20,not
2645,C,22,not
2646,C,18,not
2651,C,21,not
2666,C,21,not
2671,C,22,not
2680,C,25,not
2688,C,37,not
2705,C,11,not
2706,C,9,not
2708,C,9,not
2710,C,8,important
2711,C,10,not
2712,C,11,not
2713,C,10,not
2724,C,11,not
2726,C,12,not
2727,C,11,not
2730,C,10,not
2738,C,13,not
2739,C,13,not
2747,C,8,not
2748,C,12,not
2756,C,11,not
2758,C,10,not
2760,C,16,not
2767,C,11,important
2768,C,11,not
2771,C,13,not
2773,C,13,not
2774,C,13,not
2784,C,12,not
2785,C,12,not
2790,C,12,not
2791,C,16,not
2795,C,11,not
2798,C,13,not
2799,C,12,not
2801,C,11,not
2803,C,11,important
2804,C,11,not
2807,C,11,not
2808,C,12,not
2809,C,13,not
2813,C,15,not
2817,C,14,important
2820,C,14,not
2821,C,16,not
2822,C,6,not
2825,C,15,not
2829,C,10,not
2834,C,15,not
2836,C,17,not
2837,C,13,not
2840,C,12,important
2842,C,13,not
2843,C,13,important
2844,C,13,important
2847,C,15,not
2853,C,15,not
2857,C,13,important
2865,C,11,not
2872,C,14,not
2873,C,20,important
2881,C,17,not
2882,C,18,not
2883,C,19,not
2888,C,17,not
2889,C,12,not
2895,C,14,not
2897,C,19,not
2898,C,19,not
2900,C,11,not
2907,C,20,not
2908,C,21,not
2915,C,17,not
2917,C,19,not
2921,C,15,not
2922,C,21,not
2925,C,18,not
2926,C,13,not
2929,C,8,not
2936,C,12,not
2937,C,16,not
2939,C,18,not
2947,C,16,not
2948,C,13,not
2951,C,16,not
2953,C,22,not
2956,C,16,not
2962,C,21,not
2963,C,14,not
2969,C,18,not
2972,C,22,not
2975,C,22,not
2979,C,23,not
2985,C,17,important
2993,C,18,not
2998,C,15,not
2999,C,23,not
3000,C,16,not
3001,C,17,not
3002,C,14,not
3006,C,20,not
3009,C,19,not
3012,C,17,not
3017,C,21,not
3018,C,21,not
3023,C,24,not
3026,C,23,not
3030,C,23,not
3034,C,22,not
3037,C,15,not
3038,C,19,not
3043,C,23,not
3045,C,21,not
3048,C,26,not
3049,C,23,not
3050,C,17,not
3054,C,16,not
3059,C,22,not
3063,C,21,not
3064,C,21,not
3065,C,21,not
3067,C,26,not
3068,C,24,not
3071,C,24,not
3079,C,23,not
3084,C,27,not
3087,C,17,not
3094,C,23,not
3102,C,24,not
3118,C,21,not
3119,C,22,not
3123,C,27,not
3126,C,23,not
3128,C,24,not
3145,C,24,not
3146,C,22,not
3156,C,19,important
3162,C,23,not
3163,C,23,not
3182,C,22,not
3201,C,27,not
3212,C,29,not
3220,C,25,not
3222,C,30,not
3227,C,31,not
3239,C,27,not
3260,C,32,not
3263,C,31,not
3268,C,25,important
3275,C,30,important
3281,C,33,not
3282,C,23,not
3284,C,28,not
3287,C,28,important
3290,C,32,not
3300,C,38,not
3303,C,27,not
3312,C,32,not
3328,C,31,not
3339,C,39,not
3346,C,39,not
3366,C,34,not
3367,C,34,not
3377,C,26,not
3380,C,36,not
3385,C,35,not
3401,C,34,not
3407,C,38,not
3420,C,37,not
3427,C,38,not
3450,C,38,not
3461,C,37,important
3462,C,37,important
3464,C,37,important
3483,C,43,not
3490,C,40,not
3528,C,9,not
3529,C,11,not
3533,C,9,not
3549,C,19,not
3552,C,19,not
3554,C,15,not
3556,C,12,not
3560,C,17,not
3563,C,17,not
3564,C,21,not
3578,C,16,not
3579,C,23,not
3582,C,20,not
3588,C,22,not
3594,C,23,not
3600,C,27,not
3614,C,5,not
3615,C,5,not
3616,C,9,not
3619,C,11,not
3620,C,11,not
3622,C,11,not
3623,C,7,not
3624,C,9,not
3627,C,10,not
3630,C,11,not
3632,C,11,not
3635,C,9,not
3639,C,11,not
3640,C,11,not
3641,C,13,not
3642,C,13,not
3643,C,13,not
3644,C,13,not
3645,C,13,not
3646,C,13,not
3648,C,11,not
3650,C,13,not
3652,C,10,not
3653,C,10,not
3654,C,10,not
3659,C,11,not
3660,C,11,not
3661,C,11,not
3666,C,10,not
3667,C,14,important
3670,C,13,not
3671,C,13,not
3673,C,13,not
3676,C,8,not
3677,C,13,not
3686,C,16,not
3688,C,10,not
3689,C,11,not
3691,C,15,not
3692,C,13,not
3694,C,14,not
3695,C,15,not
3696,C,9,not
3697,C,10,not
3698,C,12,not
3699,C,9,not
3701,C,9,not
3702,C,11,not
3703,C,11,not
3704,C,14,not
3705,C,14,not
3713,C,10,not
3714,C,13,not
3721,C,11,not
3724,C,15,not
3725,C,15,not
3726,C,15,not
3727,C,16,not
3728,C,16,not
3729,C,11,not
3730,C,15,not
3732,C,12,not
3734,C,16,not
3735,C,16,not
3737,C,12,not
3740,C,12,important
3741,C,14,not
3743,C,13,not
3744,C,12,not
3745,C,15,not
3746,C,11,not
3747,C,11,not
3749,C,12,not
3750,C,16,not
3753,C,15,not
3754,C,15,not
3755,C,15,not
3756,C,15,not
3758,C,12,not
3759,C,9,not
3760,C,10,not
3762,C,12,not
3763,C,12,not
3764,C,14,not
3766,C,9,not
3768,C,14,not
3769,C,18,not
3774,C,12,not
3776,C,12,not
3777,C,18,not
3778,C,18,not
3779,C,8,not
3783,C,11,not
3785,C,13,not
3786,C,13,not
3787,C,13,not
3788,C,12,not
3789,C,15,not
3790,C,13,not
3791,C,15,not
3792,C,10,not
3793,C,12,not
3795,C,11,not
3802,C,16,not
3808,C,15,not
3810,C,13,not
3813,C,14,not
3814,C,14,not
3815,C,13,not
3816,C,14,not
3819,C,13,not
3821,C,14,not
3822,C,15,not
3825,C,16,not
3828,C,8,not
3829,C,18,not
3830,C,18,not
3831,C,18,not
3832,C,18,not
3833,C,13,not
3837,C,10,not
3838,C,18,not
3839,C,9,not
3841,C,15,not
3842,C,15,not
3843,C,18,not
3844,C,13,not
3854,C,14,not
3856,C,18,not
3858,C,12,not
3859,C,16,not
3860,C,20,not
3861,C,17,not
3866,C,15,not
3867,C,15,not
3869,C,20,not
3872,C,10,not
3876,C,19,not
3882,C,17,not
3883,C,13,not
3884,C,12,not
3886,C,17,not
3887,C,18,not
3888,C,18,not
3890,C,17,not
3891,C,18,not
3892,C,18,not
3893,C,18,not
3894,C,18,not
3901,C,11,not
3902,C,15,not
3903,C,15,not
3905,C,14,not
3909,C,17,not
3910,C,17,not
3914,C,18,not
3915,C,16,not
3916,C,20,important
3917,C,20,not
3918,C,21,not
3922,C,16,not
3923,C,18,not
3926,C,19,not
3927,C,20,not
3931,C,18,not
3934,C,19,not
3935,C,20,not
3937,C,13,not
3940,C,18,not
3941,C,18,not
3943,C,17,not
3944,C,17,not
3949,C,17,not
3950,C,14,not
3951,C,16,not
3952,C,19,not
3957,C,8,not
3959,C,13,not
3963,C,15,not
3964,C,15,not
3965,C,18,not
3966,C,18,not
3973,C,14,not
3974,C,14,not
3975,C,19,not
3976,C,19,not
3977,C,19,not
3978,C,14,not
3984,C,17,not
3985,C,17,not
3986,C,17,important
3987,C,19,not
3988,C,15,important
3992,C,16,not
3993,C,20,not
3994,C,21,not
3995,C,15,not
3998,C,14,not
3999,C,18,not
4002,C,16,not
4005,C,16,not
4006,C,18,not
4007,C,19,not
4008,C,19,not
4009,C,15,not
4013,C,15,not
4014,C,16,not
4016,C,19,not
4017,C,19,not
4018,C,19,important
4022,C,15,not
4023,C,17,not
4025,C,22,not
4026,C,19,not
4032,C,19,not
4033,C,19,not
4034,C,19,not
4035,C,19,not
4038,C,17,not
4039,C,12,not
4042,C,16,not
4043,C,20,not
4044,C,20,not
4045,C,21,not
4046,C,19,not
4047,C,19,important
4054,C,21,not
4055,C,21,not
4057,C,17,not
4060,C,16,not
4061,C,16,not
4070,C,19,not
4071,C,20,not
4072,C,20,not
4075,C,15,important
4079,C,14,not
4090,C,23,not
4092,C,15,not
4093,C,22,not
4098,C,16,not
4099,C,17,not
4100,C,19,not
4102,C,21,not
4104,C,18,not
4105,C,18,not
4106,C,21,not
4107,C,21,not
4108,C,21,not
4110,C,13,not
4111,C,15,not
4112,C,21,not
4113,C,21,not
4114,C,21,not
4115,C,21,not
4116,C,21,not
4119,C,19,not
4120,C,20,not
4121,C,21,not
4122,C,21,not
4123,C,15,not
4126,C,17,not
4131,C,22,not
4132,C,20,not
4134,C,22,not
4136,C,22,important
4141,C,22,not
4142,C,22,not
4151,C,16,not
4152,C,21,not
4153,C,22,not
4154,C,22,not
4159,C,18,not
4160,C,18,not
4161,C,21,not
4171,C,13,not
4172,C,17,not
4173,C,20,not
4182,C,17,not
4185,C,23,not
4191,C,23,not
4194,C,19,not
4196,C,22,not
4198,C,23,not
4207,C,22,not
4208,C,22,not
4211,C,19,not
4222,C,18,not
4226,C,17,not
4227,C,24,not
4228,C,25,not
4230,C,25,not
4232,C,18,not
4233,C,25,not
4234,C,24,not
4236,C,21,not
4237,C,22,not
4238,C,16,not
4240,C,19,not
4241,C,23,not
4243,C,24,not
4245,C,16,not
4246,C,19,not
4247,C,23,not
4248,C,23,not
4249,C,23,not
4250,C,27,not
4251,C,21,not
4252,C,20,not
4253,C,15,not
4257,C,22,not
4263,C,25,not
4270,C,24,not
4272,C,25,not
4273,C,25,not
4275,C,22,not
4276,C,24,not
4277,C,10,not
4279,C,25,not
4281,C,17,not
4286,C,19,not
4290,C,23,not
4292,C,18,not
4297,C,27,not
4298,C,27,not
4299,C,27,not
4306,C,16,not
4313,C,22,not
4315,C,24,important
4316,C,25,not
4318,C,20,not
4322,C,25,not
4324,C,24,not
4325,C,27,not
4328,C,23,not
4334,C,20,important
4336,C,27,not
4338,C,28,not
4349,C,22,not
4351,C,19,not
4352,C,18,not
4355,C,20,not
4361,C,19,not
4364,C,20,not
4367,C,20,not
4369,C,20,not
4373,C,27,not
4379,C,23,important
4380,C,23,not
4392,C,24,not
4393,C,22,not
4397,C,22,important
4398,C,22,important
4403,C,23,not
4410,C,28,not
4411,C,28,not
4413,C,19,not
4414,C,20,important
