"","feature_number","variable","response","importance"
"27686",5286,"B",0,"not"
"27687",5287,"B",0,"not"
"27688",5288,"B",0,"not"
"27689",5289,"B",0,"not"
"27690",5295,"B",0,"not"
"27691",5296,"B",0,"not"
"27692",5301,"B",0,"not"
"27693",5302,"B",0,"not"
"27694",5305,"B",0,"not"
"27695",5306,"B",0,"not"
"27696",5307,"B",0,"not"
"27697",5309,"B",0,"important"
"27698",5312,"B",0,"not"
"27699",5313,"B",0,"not"
"27700",5316,"B",0,"not"
"27701",5317,"B",0,"not"
"27702",5318,"B",0,"not"
"27703",5320,"B",0,"important"
"27704",5324,"B",0,"not"
"27705",5325,"B",0,"important"
"27706",5326,"B",0,"not"
"27707",5332,"B",0,"not"
"27708",5333,"B",0,"important"
"27709",5337,"B",0,"not"
"27710",5338,"B",0,"not"
"27711",5340,"B",0,"not"
"27712",5342,"B",0,"not"
"27713",5344,"B",0,"not"
"27714",5345,"B",0,"not"
"27715",5346,"B",0,"not"
"27716",5347,"B",0,"not"
"27717",5348,"B",0,"not"
"27718",5349,"B",0,"not"
"27719",5350,"B",0,"not"
"27720",5351,"B",0,"not"
"27721",5355,"B",0,"important"
"27722",5356,"B",0,"not"
"27723",5357,"B",0,"important"
"27724",5358,"B",0,"important"
"27725",5359,"B",0,"not"
"27726",5363,"B",0,"not"
"27727",5364,"B",0,"not"
"27728",5365,"B",0,"not"
"27729",5368,"B",0,"not"
"27730",5369,"B",0,"not"
"27731",5370,"B",0,"not"
"27732",5372,"B",0,"not"
"27733",5373,"B",0,"not"
"27734",5374,"B",0,"not"
"27735",5375,"B",0,"important"
"27736",5377,"B",0,"not"
"27737",5378,"B",0,"not"
"27738",5380,"B",0,"not"
"27739",5382,"B",0,"important"
"27740",5390,"B",0,"not"
"27741",5391,"B",0,"not"
"27742",5393,"B",0,"important"
"27743",5402,"B",0,"not"
"27744",5403,"B",0,"not"
"27745",5404,"B",0,"not"
"27746",5414,"B",0,"not"
"27747",5415,"B",0,"not"
"27748",5416,"B",0,"not"
"27749",5417,"B",0,"not"
"27750",5419,"B",0,"not"
"27751",5420,"B",0,"not"
"27752",5421,"B",0,"not"
"27753",5422,"B",0,"not"
"27754",5423,"B",0,"not"
"27755",5425,"B",0,"not"
"27756",5427,"B",0,"not"
"27757",5428,"B",0,"not"
"27758",5432,"B",0,"important"
"27759",5436,"B",0,"not"
"27760",5441,"B",0,"not"
"27761",5443,"B",0,"not"
"27762",5448,"B",0,"not"
"27763",5451,"B",0,"not"
"27764",5452,"B",0,"not"
"27765",5458,"B",0,"not"
"27766",5481,"B",0,"not"
"27767",5483,"B",0,"not"
"27768",5487,"B",0,"not"
"27769",5490,"B",0,"not"
"27770",5496,"B",0,"not"
"27771",5498,"B",0,"not"
"27772",5501,"B",0,"not"
"27773",5503,"B",0,"not"
"27774",5505,"B",0,"not"
"27775",5506,"B",0,"not"
"27776",5533,"B",0,"not"
"27777",5538,"B",0,"not"
"27778",5540,"B",0,"not"
"27779",5544,"B",0,"not"
"27780",5546,"B",0,"not"
"27781",5552,"B",0,"not"
"27782",5553,"B",0,"not"
"27783",5554,"B",0,"important"
"27784",5555,"B",0,"not"
"27785",5556,"B",0,"not"
"27786",5557,"B",0,"not"
"27787",5559,"B",0,"not"
"27788",5561,"B",0,"not"
"27789",5563,"B",0,"important"
"27790",5567,"B",0,"not"
"27791",5568,"B",0,"not"
"27792",5571,"B",0,"not"
"27793",5572,"B",0,"not"
"27794",5576,"B",0,"not"
"27795",5577,"B",0,"not"
"27796",5579,"B",0,"not"
"27797",5580,"B",0,"not"
"27798",5584,"B",0,"not"
"27799",5586,"B",0,"not"
"27800",5588,"B",0,"not"
"27801",5589,"B",0,"not"
"27802",5591,"B",0,"not"
"27803",5593,"B",0,"not"
"27804",5595,"B",0,"not"
"27805",5598,"B",0,"not"
"27806",5602,"B",0,"not"
"27807",5604,"B",0,"not"
"27808",5605,"B",0,"not"
"27809",5616,"B",0,"not"
"27810",5619,"B",0,"not"
"27811",5621,"B",0,"important"
"27812",5627,"B",0,"not"
"27813",5638,"B",0,"not"
"27814",5639,"B",0,"not"
"27815",5645,"B",0,"not"
"27816",5647,"B",0,"not"
"27817",5650,"B",0,"not"
"27818",5657,"B",0,"not"
"27819",5659,"B",0,"not"
"27820",5660,"B",0,"not"
"27821",5663,"B",0,"not"
"27822",5664,"B",0,"not"
"27823",5668,"B",0,"not"
"27824",5670,"B",0,"not"
"27825",5671,"B",0,"not"
"27826",5675,"B",0,"not"
"27827",5686,"B",0,"important"
"27828",5689,"B",0,"not"
"27829",5690,"B",0,"not"
"27830",5692,"B",0,"not"
"27831",5695,"B",0,"not"
"27832",5697,"B",0,"not"
"27833",5700,"B",0,"not"
"27834",5710,"B",0,"not"
"27835",5717,"B",0,"not"
"27836",5723,"B",0,"not"
"27837",5727,"B",0,"not"
"27838",5730,"B",0,"important"
"27839",5731,"B",0,"not"
"27840",5732,"B",0,"not"
"27841",5733,"B",0,"not"
"27842",5735,"B",0,"not"
"27843",5739,"B",0,"not"
"27844",5740,"B",0,"not"
"27845",5741,"B",0,"not"
"27846",5744,"B",0,"not"
"27847",5745,"B",0,"not"
"27848",5746,"B",0,"not"
"27849",5747,"B",0,"not"
"27850",5748,"B",0,"not"
"27851",5750,"B",0,"not"
"27852",5758,"B",0,"not"
"27853",5759,"B",0,"not"
"27854",5760,"B",0,"not"
"27855",5761,"B",0,"not"
"27856",5762,"B",0,"not"
"27857",5763,"B",0,"not"
"27858",5764,"B",0,"not"
"27859",5765,"B",0,"not"
"27860",5770,"B",0,"important"
"27861",5772,"B",0,"not"
"27862",5773,"B",0,"not"
"27863",5776,"B",0,"not"
"27864",5777,"B",0,"not"
"27865",5778,"B",0,"not"
"27866",5780,"B",0,"not"
"27867",5781,"B",0,"not"
"27868",5787,"B",0,"not"
"27869",5790,"B",0,"not"
"27870",5793,"B",0,"not"
"27871",5795,"B",0,"not"
"27872",5798,"B",0,"not"
"27873",5799,"B",0,"not"
"27874",5803,"B",0,"not"
"27875",5804,"B",0,"not"
"27876",5805,"B",0,"not"
"27877",5806,"B",0,"not"
"27878",5807,"B",0,"not"
"27879",5810,"B",0,"not"
"27880",5812,"B",0,"not"
"27881",5818,"B",0,"not"
"27882",5821,"B",0,"not"
"27883",5826,"B",0,"not"
"27884",5827,"B",0,"not"
"27885",5829,"B",0,"not"
"27886",5834,"B",0,"not"
"27887",5835,"B",0,"not"
"27888",5836,"B",0,"not"
"27889",5838,"B",0,"not"
"27890",5839,"B",0,"not"
"27891",5843,"B",0,"not"
"27892",5846,"B",0,"not"
"27893",5847,"B",0,"not"
"27894",5854,"B",0,"important"
"27895",5855,"B",0,"important"
"27896",5856,"B",0,"not"
"27897",5857,"B",0,"not"
"27898",5858,"B",0,"not"
"27899",5860,"B",0,"important"
"27900",5867,"B",0,"not"
"27901",5868,"B",0,"not"
"27902",5869,"B",0,"not"
"27903",5871,"B",0,"not"
"27904",5873,"B",0,"not"
"27905",5877,"B",0,"not"
"27906",5880,"B",0,"not"
"27907",5892,"B",0,"not"
"27908",5896,"B",0,"not"
"27909",5906,"B",0,"not"
"27910",5909,"B",0,"not"
"27911",5910,"B",0,"not"
"27912",5911,"B",0,"not"
"27913",5917,"B",0,"not"
"27914",5944,"B",0,"not"
"27915",5945,"B",0,"not"
"27916",5947,"B",0,"not"
"27917",5954,"B",0,"not"
"27918",5960,"B",0,"not"
"27919",5963,"B",0,"not"
"27920",5964,"B",0,"not"
"27921",5965,"B",0,"not"
"27922",5970,"B",0,"not"
"27923",5974,"B",0,"not"
"27924",5976,"B",0,"not"
"27925",5978,"B",0,"not"
"27926",5979,"B",0,"not"
"27927",5980,"B",0,"not"
"27928",5982,"B",0,"not"
"27929",5983,"B",0,"not"
"27930",5984,"B",0,"not"
"27931",5985,"B",0,"not"
"27932",5992,"B",0,"not"
"27933",5995,"B",0,"not"
"27934",5996,"B",0,"not"
"27935",5998,"B",0,"not"
"27936",6005,"B",0,"important"
"27937",6008,"B",0,"not"
"27938",6015,"B",0,"not"
"27939",6016,"B",0,"not"
"27940",6017,"B",0,"not"
"27941",6020,"B",0,"not"
"27942",6021,"B",0,"not"
"27943",6027,"B",0,"not"
"27944",6029,"B",0,"not"
"27945",6031,"B",0,"not"
"27946",6034,"B",0,"important"
"27947",6035,"B",0,"not"
"27948",6036,"B",0,"not"
"27949",6037,"B",0,"not"
"27950",6038,"B",0,"not"
"27951",6040,"B",0,"not"
"27952",6041,"B",0,"not"
"27953",6042,"B",0,"not"
"27954",6043,"B",0,"not"
"27955",6044,"B",0,"not"
"27956",6045,"B",0,"not"
"27957",6049,"B",0,"not"
"27958",6050,"B",0,"not"
"27959",6051,"B",0,"not"
"27960",6053,"B",0,"not"
"27961",6054,"B",0,"not"
"27962",6055,"B",0,"important"
"27963",6058,"B",0,"important"
"27964",6060,"B",0,"not"
"27965",6062,"B",0,"not"
"27966",6063,"B",0,"not"
"27967",6065,"B",0,"not"
"27968",6066,"B",0,"not"
"27969",6067,"B",0,"not"
"27970",6069,"B",0,"not"
"27971",6070,"B",0,"not"
"27972",6076,"B",0,"not"
"27973",6077,"B",0,"not"
"27974",6078,"B",0,"not"
"27975",6079,"B",0,"not"
"27976",6080,"B",0,"not"
"27977",6085,"B",0,"not"
"27978",6088,"B",0,"not"
"27979",6089,"B",0,"important"
"27980",6090,"B",0,"not"
"27981",6091,"B",0,"not"
"27982",6092,"B",0,"not"
"27983",6094,"B",0,"important"
"27984",6096,"B",0,"not"
"27985",6098,"B",0,"not"
"27986",6101,"B",0,"not"
"27987",6103,"B",0,"not"
"27988",6104,"B",0,"important"
"27989",6106,"B",0,"important"
"27990",6107,"B",0,"not"
"27991",6108,"B",0,"not"
"27992",6109,"B",0,"not"
"27993",6111,"B",0,"important"
"27994",6113,"B",0,"not"
"27995",6114,"B",0,"not"
"27996",6115,"B",0,"not"
"27997",6116,"B",0,"not"
"27998",6117,"B",0,"important"
"27999",6118,"B",0,"not"
"28000",6120,"B",0,"important"
"28001",6121,"B",0,"not"
"28002",6122,"B",0,"not"
"28003",6123,"B",0,"not"
"28004",6125,"B",0,"not"
"28005",6126,"B",0,"not"
"28006",6128,"B",0,"not"
"28007",6129,"B",0,"not"
"28008",6130,"B",0,"not"
"28009",6132,"B",0,"not"
"28010",6133,"B",0,"not"
"28011",6134,"B",0,"not"
"28012",6135,"B",0,"not"
"28013",6136,"B",0,"not"
"28014",6139,"B",0,"not"
"28015",6141,"B",0,"not"
"28016",6142,"B",0,"not"
"28017",6144,"B",0,"not"
"28018",6145,"B",0,"not"
"28019",6146,"B",0,"important"
"28020",6148,"B",0,"not"
"28021",6149,"B",0,"not"
"28022",6150,"B",0,"not"
"28023",6152,"B",0,"important"
"28024",6153,"B",0,"not"
"28025",6154,"B",0,"not"
"28026",6155,"B",0,"not"
"28027",6156,"B",0,"important"
"28028",6158,"B",0,"not"
"28029",6159,"B",0,"not"
"28030",6162,"B",0,"not"
"28031",6163,"B",0,"not"
"28032",6164,"B",0,"not"
"28033",6165,"B",0,"not"
"28034",6167,"B",0,"not"
"28035",6168,"B",0,"not"
"28036",6169,"B",0,"not"
"28037",6170,"B",0,"not"
"28038",6171,"B",0,"not"
"28039",6172,"B",0,"not"
"28040",6175,"B",0,"not"
"28041",6177,"B",0,"important"
"28042",6181,"B",0,"not"
"28043",6182,"B",0,"not"
"28044",6185,"B",0,"not"
"28045",6191,"B",0,"important"
"28046",6192,"B",0,"not"
"28047",6193,"B",0,"important"
"28048",6195,"B",0,"not"
"28049",6196,"B",0,"not"
"28050",6201,"B",0,"not"
"28051",6206,"B",0,"not"
"28052",6207,"B",0,"not"
"28053",6209,"B",0,"not"
"28054",6210,"B",0,"not"
"28055",6211,"B",0,"not"
"28056",6212,"B",0,"important"
"28057",6213,"B",0,"not"
"28058",6215,"B",0,"important"
"28059",6217,"B",0,"not"
"28060",6220,"B",0,"not"
"28061",6223,"B",0,"not"
"28062",6224,"B",0,"not"
"28063",6225,"B",0,"not"
"28064",6226,"B",0,"not"
"28065",6227,"B",0,"not"
"28066",6229,"B",0,"not"
"28067",6232,"B",0,"not"
"28068",6237,"B",0,"not"
"28069",6238,"B",0,"not"
"28070",6241,"B",0,"not"
"28071",6247,"B",0,"not"
"28072",6248,"B",0,"not"
"28073",6250,"B",0,"not"
"28074",6251,"B",0,"not"
"28075",6257,"B",0,"not"
"28076",6259,"B",0,"not"
"28077",6265,"B",0,"not"
"28078",6270,"B",0,"not"
"28079",6272,"B",0,"not"
"28080",6273,"B",0,"not"
"28081",6275,"B",0,"important"
"28082",6277,"B",0,"not"
"28083",6278,"B",0,"not"
"28084",6279,"B",0,"not"
"28085",6285,"B",0,"not"
"28086",6286,"B",0,"not"
"28087",6287,"B",0,"not"
"28088",6289,"B",0,"not"
"28089",6292,"B",0,"not"
"28090",6293,"B",0,"not"
"28091",6295,"B",0,"not"
"28092",6296,"B",0,"not"
"28093",6299,"B",0,"important"
"28094",6306,"B",0,"not"
"28095",6313,"B",0,"important"
"28096",6315,"B",0,"not"
"28097",6319,"B",0,"not"
"28098",6320,"B",0,"not"
"28099",6321,"B",0,"not"
"28100",6324,"B",0,"not"
"28101",6330,"B",0,"not"
"28102",6331,"B",0,"not"
"28103",6335,"B",0,"not"
"28104",6337,"B",0,"not"
"28105",6339,"B",0,"not"
"28106",6340,"B",0,"important"
"28107",6345,"B",0,"not"
"28108",6352,"B",0,"not"
"28109",6356,"B",0,"not"
"28110",6357,"B",0,"not"
"28111",6360,"B",0,"not"
"28112",6361,"B",0,"not"
"28113",6362,"B",0,"not"
"28114",6368,"B",0,"not"
"28115",6371,"B",0,"not"
"28116",6378,"B",0,"not"
"28117",6383,"B",0,"not"
"28118",6384,"B",0,"not"
"28119",6386,"B",0,"important"
"28120",6387,"B",0,"not"
"28121",6388,"B",0,"not"
"28122",6390,"B",0,"not"
"28123",6391,"B",0,"not"
"28124",6393,"B",0,"not"
"28125",6395,"B",0,"not"
"28126",6396,"B",0,"not"
"28127",6399,"B",0,"important"
"28128",6400,"B",0,"not"
"28129",6401,"B",0,"not"
"28130",6404,"B",0,"not"
"28131",6407,"B",0,"not"
"28132",6408,"B",0,"not"
"28133",6409,"B",0,"important"
"28134",6412,"B",0,"not"
"28135",6415,"B",0,"not"
"28136",6420,"B",0,"not"
"28137",6421,"B",0,"important"
"28138",6424,"B",0,"important"
"28139",6426,"B",0,"not"
"28140",6427,"B",0,"not"
"28141",6428,"B",0,"not"
"28142",6432,"B",0,"not"
"28143",6436,"B",0,"not"
"28144",6438,"B",0,"not"
"28145",6439,"B",0,"important"
"28146",6440,"B",0,"not"
"28147",6441,"B",0,"not"
"28148",6442,"B",0,"not"
"28149",6450,"B",0,"not"
"28150",6455,"B",0,"not"
"28151",6456,"B",0,"not"
"28152",6465,"B",0,"not"
"28153",6468,"B",0,"not"
"28154",6472,"B",0,"not"
"28155",6473,"B",0,"not"
"28156",6474,"B",0,"not"
"28157",6482,"B",0,"not"
"28158",6483,"B",0,"important"
"28159",6484,"B",0,"important"
"28160",6485,"B",0,"important"
"28161",6486,"B",0,"important"
"28162",6487,"B",0,"not"
"28163",6490,"B",0,"not"
"28164",6494,"B",0,"important"
"28165",6495,"B",0,"important"
"28166",6498,"B",0,"not"
"28167",6500,"B",0,"not"
"28168",6502,"B",0,"not"
"28169",6503,"B",0,"important"
"28170",6504,"B",0,"not"
"28171",6505,"B",0,"important"
"28172",6511,"B",0,"not"
"28173",6513,"B",0,"not"
"28174",6515,"B",0,"important"
"28175",6520,"B",0,"not"
"28176",6525,"B",0,"not"
"28177",6527,"B",0,"not"
"28178",6531,"B",0,"important"
"28179",6533,"B",0,"not"
"28180",6535,"B",0,"not"
"28181",6537,"B",0,"not"
"28182",6543,"B",0,"not"
"28183",6554,"B",0,"not"
"28184",6557,"B",0,"not"
"28185",6560,"B",0,"not"
"28186",6562,"B",0,"important"
"28187",6565,"B",0,"not"
"28188",6567,"B",0,"not"
"28189",6570,"B",0,"not"
"28190",6571,"B",0,"not"
"28191",6572,"B",0,"not"
"28192",6573,"B",0,"not"
"28193",6576,"B",0,"important"
"28194",6579,"B",0,"important"
"28195",6586,"B",0,"not"
"28196",6594,"B",0,"not"
"28197",6595,"B",0,"not"
"28198",6598,"B",0,"not"
"28199",6609,"B",0,"not"
"28200",6613,"B",0,"not"
"28201",6615,"B",0,"not"
"28202",6624,"B",0,"not"
"28203",6632,"B",0,"not"
"28204",6636,"B",0,"not"
"28205",6639,"B",0,"not"
"28206",6644,"B",0,"not"
"28207",6645,"B",0,"not"
"28208",6648,"B",0,"important"
"28209",6651,"B",0,"not"
"28210",6652,"B",0,"important"
"28211",6656,"B",0,"important"
"28212",6663,"B",0,"not"
"28213",6664,"B",0,"important"
"28214",6668,"B",0,"not"
"28215",6672,"B",0,"not"
"28216",6675,"B",0,"not"
"28217",6687,"B",0,"not"
"28218",6693,"B",0,"important"
"28219",6695,"B",0,"not"
"28220",6698,"B",0,"not"
"28221",6699,"B",0,"important"
"28222",6706,"B",0,"not"
"28223",6707,"B",0,"not"
"28224",6712,"B",0,"not"
"28225",6718,"B",0,"not"
"28226",6719,"B",0,"not"
"28227",6721,"B",0,"not"
"28228",6722,"B",0,"not"
"28229",6723,"B",0,"not"
"28230",6726,"B",0,"not"
"28231",6727,"B",0,"not"
"28232",6728,"B",0,"not"
"28233",6729,"B",0,"not"
"28234",6730,"B",0,"not"
"28235",6731,"B",0,"not"
"28236",6732,"B",0,"not"
"28237",6733,"B",0,"not"
"28238",6738,"B",0,"not"
"28239",6741,"B",0,"important"
"28240",6742,"B",0,"not"
"28241",6743,"B",0,"not"
"28242",6747,"B",0,"not"
"28243",6753,"B",0,"not"
"28244",6754,"B",0,"not"
"28245",6755,"B",0,"not"
"28246",6765,"B",0,"important"
"28247",6769,"B",0,"not"
"28248",6773,"B",0,"not"
"28249",6779,"B",0,"not"
"28250",6780,"B",0,"not"
"28251",6802,"B",0,"not"
"28252",6811,"B",0,"not"
"28253",6812,"B",0,"not"
"28254",6816,"B",0,"not"
"28255",6821,"B",0,"not"
"28256",6823,"B",0,"not"
"28257",6827,"B",0,"not"
"28258",6830,"B",0,"not"
"28259",6836,"B",0,"not"
"28260",6841,"B",0,"not"
"28261",6842,"B",0,"not"
"28262",6852,"B",0,"important"
"28263",6853,"B",0,"not"
"28264",6854,"B",0,"not"
"28265",6873,"B",0,"not"
"28266",6875,"B",0,"not"
"28267",6880,"B",0,"not"
"28268",6882,"B",0,"not"
"28269",6887,"B",0,"not"
"28270",6891,"B",0,"important"
"28271",6892,"B",0,"not"
"28272",6897,"B",0,"not"
"28273",6906,"B",0,"not"
"28274",6915,"B",0,"not"
"28275",6916,"B",0,"not"
"28276",6924,"B",0,"not"
"28277",6926,"B",0,"not"
"28278",6927,"B",0,"important"
"28279",6932,"B",0,"important"
"28280",6936,"B",0,"not"
"28281",6938,"B",0,"not"
"28282",6942,"B",0,"important"
"28283",6957,"B",0,"important"
"28284",6958,"B",0,"not"
"28285",6962,"B",0,"important"
"28286",6966,"B",0,"not"
"28287",6967,"B",0,"not"
"28288",6968,"B",0,"not"
"28289",6971,"B",0,"not"
"28290",6975,"B",0,"not"
"28291",6976,"B",0,"important"
"28292",6977,"B",0,"important"
"28293",6988,"B",0,"not"
"28294",6991,"B",0,"not"
"28295",6992,"B",0,"not"
"28296",6993,"B",0,"not"
"28297",6994,"B",0,"not"
"28298",6996,"B",0,"not"
"28299",7000,"B",0,"not"
"28300",7002,"B",0,"important"
"28301",7003,"B",0,"not"
"28302",7008,"B",0,"not"
"28303",7011,"B",0,"not"
"28304",7012,"B",0,"not"
"28305",7014,"B",0,"not"
"28306",7017,"B",0,"not"
"28307",7018,"B",0,"not"
"28308",7020,"B",0,"not"
"28309",7037,"B",0,"not"
"28310",7040,"B",0,"not"
"28311",7041,"B",0,"not"
"28312",7046,"B",0,"not"
"28313",7047,"B",0,"not"
"28314",7048,"B",0,"not"
"28315",7049,"B",0,"not"
"28316",7051,"B",0,"not"
"28317",7052,"B",0,"not"
"28318",7053,"B",0,"not"
"28319",7055,"B",0,"not"
"28320",7058,"B",0,"not"
"28321",7059,"B",0,"not"
"28322",7061,"B",0,"not"
"28323",7062,"B",0,"not"
"28324",7063,"B",0,"not"
"28325",7064,"B",0,"important"
"28326",7065,"B",0,"not"
"28327",7068,"B",0,"not"
"28328",7069,"B",0,"important"
"28329",7073,"B",0,"not"
"28330",7081,"B",0,"not"
"28331",7082,"B",0,"important"
"28332",7087,"B",0,"not"
"28333",7088,"B",0,"not"
"28334",7091,"B",0,"not"
"28335",7094,"B",0,"not"
"28336",7097,"B",0,"not"
"28337",7099,"B",0,"not"
"28338",7106,"B",0,"important"
"28339",7109,"B",0,"not"
"28340",7112,"B",0,"important"
"28341",7113,"B",0,"not"
"28342",7122,"B",0,"not"
"28343",7124,"B",0,"not"
"28344",7128,"B",0,"not"
"28345",7129,"B",0,"not"
"28346",7133,"B",0,"not"
"28347",7134,"B",0,"not"
"28348",7143,"B",0,"not"
"28349",7146,"B",0,"important"
"28350",7147,"B",0,"important"
"28351",7148,"B",0,"not"
"28352",7149,"B",0,"not"
"28353",7150,"B",0,"not"
"28354",7151,"B",0,"not"
"28355",7152,"B",0,"not"
"28356",7153,"B",0,"not"
"28357",7156,"B",0,"not"
"28358",7157,"B",0,"not"
"28359",7158,"B",0,"not"
"28360",7159,"B",0,"not"
"28361",7161,"B",0,"not"
"28362",7163,"B",0,"not"
"28363",7164,"B",0,"not"
"28364",7167,"B",0,"not"
"28365",7168,"B",0,"not"
"28366",7170,"B",0,"not"
"28367",7172,"B",0,"not"
"28368",7174,"B",0,"not"
"28369",7178,"B",0,"not"
"28370",7179,"B",0,"not"
"28371",7180,"B",0,"not"
"28372",7182,"B",0,"not"
"28373",7185,"B",0,"not"
"28374",7190,"B",0,"not"
"28375",7191,"B",0,"not"
"28376",7197,"B",0,"not"
"28377",7198,"B",0,"not"
"28378",7206,"B",0,"not"
"28379",7207,"B",0,"not"
"28380",7209,"B",0,"not"
"28381",7214,"B",0,"not"
"28382",7215,"B",0,"not"
"28383",7216,"B",0,"not"
"28384",7217,"B",0,"not"
"28385",7223,"B",0,"not"
"28386",7243,"B",0,"not"
"28387",7244,"B",0,"not"
"28388",7246,"B",0,"not"
"28389",7248,"B",0,"not"
"28390",7249,"B",0,"important"
"28391",7252,"B",0,"not"
"28392",7253,"B",0,"not"
"28393",7254,"B",0,"important"
"28394",7257,"B",0,"not"
"28395",7258,"B",0,"not"
"28396",7259,"B",0,"not"
"28397",7261,"B",0,"important"
"28398",7264,"B",0,"not"
"28399",7266,"B",0,"not"
"28400",7267,"B",0,"not"
"28401",7270,"B",0,"not"
"28402",7271,"B",0,"important"
"28403",7272,"B",0,"not"
"28404",7273,"B",0,"not"
"28405",7274,"B",0,"not"
"28406",7276,"B",0,"important"
"28407",7277,"B",0,"not"
"28408",7281,"B",0,"important"
"28409",7282,"B",0,"important"
"28410",7283,"B",0,"important"
"28411",7287,"B",0,"important"
"28412",7288,"B",0,"not"
"28413",7289,"B",0,"important"
"28414",7290,"B",0,"important"
"28415",7292,"B",0,"not"
"28416",7293,"B",0,"important"
"28417",7294,"B",0,"important"
"28418",7296,"B",0,"not"
"28419",7298,"B",0,"not"
"28420",7303,"B",0,"not"
"28421",7304,"B",0,"not"
"28422",7305,"B",0,"not"
"28423",7308,"B",0,"not"
"28424",7309,"B",0,"not"
"28425",7311,"B",0,"not"
"28426",7313,"B",0,"important"
"28427",7317,"B",0,"not"
"28428",7318,"B",0,"not"
"28429",7322,"B",0,"not"
"28430",7324,"B",0,"not"
"28431",7325,"B",0,"important"
"28432",7327,"B",0,"important"
"28433",7328,"B",0,"not"
"28434",7331,"B",0,"not"
"28435",7333,"B",0,"not"
"28436",7336,"B",0,"not"
"28437",7337,"B",0,"not"
"28438",7340,"B",0,"important"
"28439",7342,"B",0,"not"
"28440",7351,"B",0,"not"
"28441",7355,"B",0,"important"
"28442",7356,"B",0,"important"
"28443",7357,"B",0,"important"
"28444",7364,"B",0,"important"
"28445",7365,"B",0,"important"
"28446",7372,"B",0,"not"
"28447",7376,"B",0,"important"
"28448",7385,"B",0,"not"
"28449",7386,"B",0,"not"
"28450",7387,"B",0,"not"
"28451",7388,"B",0,"not"
"28452",7393,"B",0,"not"
"28453",7395,"B",0,"not"
"28454",7396,"B",0,"not"
"28455",7399,"B",0,"not"
"28456",7402,"B",0,"not"
"28457",7403,"B",0,"not"
"28458",7404,"B",0,"not"
"28459",7405,"B",0,"not"
"28460",7408,"B",0,"not"
"28461",7409,"B",0,"important"
"28462",7410,"B",0,"not"
"28463",7411,"B",0,"not"
"28464",7412,"B",0,"not"
"28465",7413,"B",0,"not"
"28466",7414,"B",0,"not"
"28467",7415,"B",0,"not"
"28468",7416,"B",0,"important"
"28469",7417,"B",0,"not"
"28470",7418,"B",0,"not"
"28471",7419,"B",0,"not"
"28472",7423,"B",0,"not"
"28473",7424,"B",0,"not"
"28474",7425,"B",0,"important"
"28475",7426,"B",0,"not"
"28476",7428,"B",0,"not"
"28477",7430,"B",0,"not"
"28478",7432,"B",0,"not"
"28479",7433,"B",0,"not"
"28480",7437,"B",0,"not"
"28481",7439,"B",0,"not"
"28482",7444,"B",0,"not"
"28483",7448,"B",0,"not"
"28484",7450,"B",0,"not"
"28485",7452,"B",0,"not"
"28486",7454,"B",0,"not"
"28487",7457,"B",0,"important"
"28488",7459,"B",0,"not"
"28489",7460,"B",0,"not"
"28490",7461,"B",0,"not"
"28491",7462,"B",0,"not"
"28492",7464,"B",0,"not"
"28493",7467,"B",0,"not"
"28494",7468,"B",0,"not"
"28495",7470,"B",0,"important"
"28496",7471,"B",0,"not"
"28497",7472,"B",0,"not"
"28498",7473,"B",0,"not"
"28499",7476,"B",0,"important"
"28500",7478,"B",0,"not"
"28501",7479,"B",0,"not"
"28502",7481,"B",0,"not"
"28503",7482,"B",0,"not"
"28504",7486,"B",0,"important"
"28505",7487,"B",0,"not"
"28506",7489,"B",0,"not"
"28507",7494,"B",0,"not"
"28508",7502,"B",0,"not"
"28509",7503,"B",0,"not"
"28510",7504,"B",0,"important"
"28511",7506,"B",0,"not"
"28512",7509,"B",0,"not"
"28513",7511,"B",0,"important"
"28514",7524,"B",0,"not"
"28515",7527,"B",0,"important"
"28516",7530,"B",0,"not"
"28517",7532,"B",0,"not"
"28518",7534,"B",0,"not"
"28519",7537,"B",0,"not"
"28520",7539,"B",0,"not"
"28521",7543,"B",0,"not"
"28522",7547,"B",0,"not"
"28523",7548,"B",0,"not"
"28524",7549,"B",0,"not"
"28525",7550,"B",0,"not"
"28526",7551,"B",0,"not"
"28527",7552,"B",0,"important"
"28528",7558,"B",0,"not"
"28529",7563,"B",0,"important"
"28530",7565,"B",0,"not"
"28531",7566,"B",0,"not"
"28532",7568,"B",0,"not"
"28533",7569,"B",0,"not"
"28534",7573,"B",0,"not"
"28535",7574,"B",0,"important"
"28536",7575,"B",0,"not"
"28537",7580,"B",0,"not"
"28538",7590,"B",0,"not"
"28539",7595,"B",0,"not"
"28540",7597,"B",0,"not"
"28541",7600,"B",0,"not"
"28542",7602,"B",0,"not"
"28543",7603,"B",0,"not"
"28544",7605,"B",0,"not"
"28545",7606,"B",0,"not"
"28546",7608,"B",0,"not"
"28547",7609,"B",0,"important"
"28548",7610,"B",0,"important"
"28549",7611,"B",0,"not"
"28550",7613,"B",0,"not"
"28551",7615,"B",0,"not"
"28552",7616,"B",0,"not"
"28553",7620,"B",0,"not"
"28554",7622,"B",0,"not"
"28555",7625,"B",0,"not"
"28556",7629,"B",0,"not"
"28557",7633,"B",0,"important"
"28558",7634,"B",0,"not"
"28559",7639,"B",0,"not"
