sample_code,1-hydroxy-2-unsubstituted benzenoids,Alkyl aryl ethers,Alpha amino acid amides,Alpha amino acids and derivatives,Amidines,Amines,Amino acids,Amino acids and derivatives,"Amino acids, peptides, and analogues",Aminoimidazoles,Aminopyrimidines and derivatives,Aralkylamines,Azacyclic compounds,Azoles,Carboximidamides,Carboximidic acids,Carboximidic acids and derivatives,Carboxylic acid amides,Dialkylamines,Diazinanes,Dihydropyridinecarboxylic acids and derivatives,Dipeptides,Fatty amides,Guanidines,Heteroaromatic compounds,Hydroxamic acids,Imidazoles,Imidazolyl carboxylic acids and derivatives,Imidolactams,Imines,Isoleucine and derivatives,Lactams,Methyl esters,N-acyl-alpha amino acids and derivatives,N-acyl amines,N-substituted imidazoles,"Organic 1,3-dipolar compounds",Organic acids and derivatives,Organic nitrogen compounds,Organoheterocyclic compounds,Organonitrogen compounds,Organopnictogen compounds,Peptides,Peptidomimetics,Phenol ethers,Piperidines,Primary carboxylic acid amides,"Propargyl-type 1,3-dipolar organic compounds",Pyrans,Pyridines and derivatives,Pyrrole carboxylic acids and derivatives,Pyrrolidine carboxylic acids and derivatives,Pyrrolidines,Secondary amines,Secondary carboxylic acid amides,Substituted imidazoles,Tertiary alkylarylamines,Tertiary carboxylic acid amides,Valine and derivatives,Vinylogous amides,Vinylogous esters
Exp2_Pn-hasleana_B_Unfil_I,0.3730070450675099,0.3074769879781555,0.27320064246212,0.44487903829503905,0.12522700093370723,0.6642152378779665,0.4730814230550303,0.6839025699300517,0.6806332668136377,0.02000133357339049,0.17985349979247828,0.33742554174747297,0.7849981633547815,0.46614294932650957,0.2830491909746638,0.30886094983522405,0.3374255417474729,0.5217492756081634,0.33031973513705953,0.2474670631704478,0.2638177411323912,0.3512726378064959,0.3210832938832141,0.25164552372619503,0.5327881445409942,0.08008558003365901,0.31298089824232,0.14046141470985582,0.13754638882402187,0.36045907371492525,0.08255585671472296,0.43501736611672304,0.597829666187778,0.4032702315975171,0.3270465897866899,0.25247361885136055,0.5473011276376485,1.3508530750083831,1.0118620661181141,0.9850625425048772,1.0056527029391678,0.9986004526375117,0.3456640108139605,0.13456986643727625,0.2590113133167403,0.19196466671793314,0.2073962037268577,0.5468509506959441,0.2947668678944388,0.3806063666152356,0.2132732375171817,0.23095827907107058,0.3875150301914524,0.3652806283091622,0.49589051725782596,0.28822762364250615,0.29187652732742203,0.2677633271571939,0.12998050688814072,0.4049298801411756,0.2947668678944388
Exp2_Pn-hasleana_B_Unfil_II,0.3961411657573076,0.23915096412063652,0.2898138085417171,0.4190416281431491,0.12047627388090172,0.6365423160278603,0.4220230671309827,0.6030494342944357,0.5982833643832541,0.023572409013676156,0.20417437256963938,0.30078823794048093,0.7992888390293459,0.5132724746394473,0.3075925250655204,0.2978305391086934,0.32635201788950086,0.4955452920777848,0.27315787281833953,0.1477328059680738,0.25439626225518513,0.3433571381747951,0.3308987413967175,0.2774055164900358,0.5457746782734246,0.0707697366622136,0.34597758756315844,0.1418970546041639,0.1418970546041639,0.35459555558654415,0.07825343701049443,0.4359760106303344,0.6024546333849905,0.42867434751009054,0.3336014514117129,0.28981380854171707,0.5457746782734247,1.3340707481588634,0.8974447095481338,1.0594743034788556,0.8957359630619443,0.8997251142269896,0.3630437815746525,0.13787324536261517,0.23180451381873154,0.16744807921968932,0.20695462486981275,0.5382317554541786,0.29683889152697135,0.3605264010067372,0.20556893116117386,0.2280492036602261,0.35030858916597174,0.31237351029943194,0.48954517521658647,0.32999366469374924,0.3170919204120204,0.240355183126272,0.0707697366622136,0.41829376967076887,0.31332210582037034
Exp2_Pn-multiseries_A_DOM_I,0.12762540417333162,0.209372451400739,0.4118804199905243,0.487077859363578,0.1613226104849839,0.6618102154938763,0.4097865075389376,0.6714818626276793,0.6862836577378426,0.1001674211615598,0.1854520887601361,0.2047332713920053,0.5535819589836887,0.3575202663351722,0.2075615676220066,0.2763914212233486,0.285402159414409,0.5858061418569089,0.343567389318859,0.15856657156722065,0.09250792940545591,0.38875202883313253,0.45593603622620005,0.24464512117461212,0.43814903058417015,0.13730074876232398,0.2739694702773014,0.18229971882814086,0.1916083855401746,0.24164952433757278,0.17211833610864066,0.2947668678944387,0.3589414701802795,0.4096952823356923,0.43440651170277583,0.16771831874259754,0.37915445639215817,1.166695613026127,0.9782079765659959,0.7611887050982338,0.9754050894477384,0.9768416770217755,0.35772357988264974,0.1671096884495382,0.18782865452436523,0.19444126249279894,0.3071301496786401,0.375456178406265,0.21343431642660246,0.252335775452035,0.1333105218596834,0.19373673181864623,0.265928639312429,0.3738902225333747,0.5525379227811236,0.23348844914274353,0.09813703818516671,0.23730975859457623,0.19688827548641707,0.20871565952588558,0.1638269136211782
Exp2_Pn-multiseries_A_DOM_II,0.12458862317473436,0.202396837567855,0.4038541550141746,0.47184586819913205,0.15153998035296293,0.6507140758783535,0.3863314257481579,0.6520544512827952,0.6672962242305173,0.09381524869560115,0.16062172363799074,0.18828425854332995,0.5392487000948127,0.35080072556371644,0.20048827024422516,0.2713411499458651,0.2804255411102184,0.5792685613392232,0.3395842923397015,0.14691292112866852,0.0998249940874058,0.3738922232909563,0.455691637905742,0.23917559590734674,0.4234473406158982,0.1372053852470297,0.27028550380670285,0.1625495979673286,0.18548962171290972,0.2258253352693164,0.1700503352552796,0.2944387903938283,0.35080072556371644,0.39464200467703386,0.4362869267161685,0.17308329994491792,0.3700750447040271,1.1757711344358832,0.9646558316771985,0.7677754674089234,0.9616806392242929,0.9696779504553235,0.34847559950726414,0.16758600892189648,0.1851139655858889,0.1942976776740958,0.30776929441706496,0.36387973911448146,0.21709524108187184,0.24960693270602274,0.12458862317473438,0.20187801078030498,0.2642767565632608,0.3637774613222055,0.5449437925585561,0.23258926259396945,0.09344984988670137,0.23694927406347013,0.1994399563916782,0.21136446857481675,0.1591066825529395
Exp2_Pn-multiseries_A_Unfil_I,0.11996222144392793,0.18726732496566428,0.4025418857972104,0.4574748071528687,0.1538200133491229,0.6280690347459151,0.3735012333141784,0.6218176526822904,0.6371331773584342,0.1022748725807567,0.11670927211460431,0.19720903566854078,0.4971530663682774,0.3341184929364335,0.20286621522923318,0.26240043719353756,0.2718865329012842,0.563902442149228,0.333022777031386,0.13088737372045123,0.062477045682772805,0.35905482917651693,0.44133905014180363,0.23051672567053405,0.3942463337481062,0.14189705460416388,0.25572687468719574,0.185639045551199,0.15099626079675108,0.22060304011706341,0.15878021464576056,0.2840903295494277,0.3594410594639788,0.38763128274638914,0.42408563390408965,0.13571249097422783,0.3402262299073386,1.193939560893505,0.8991741186738951,0.7719219555925031,0.8925729156206339,0.9259715749219416,0.33616480799980275,0.17082461037846294,0.1579639763250733,0.19874710965335385,0.2918703769064754,0.3392822288101381,0.21820945467303646,0.23316948598408319,0.10596416135919909,0.203723360318222,0.25899762121608777,0.34076467157633333,0.5325556871867336,0.2231690077288029,0.0770971529345081,0.23986600398153798,0.15823650784190857,0.18657114959798474,0.15521322697753728
Exp2_Pn-multiseries_A_Unfil_II,0.1538449992587619,0.19370207167061845,0.4072377439331907,0.4572551807797781,0.1541395368347872,0.6570282609146183,0.3774114786367625,0.6298663303714669,0.6465675818370348,0.09651217009517127,0.11867540350773671,0.1920409309486858,0.5142691382740887,0.35470217977467444,0.2236628112694555,0.26706262285835447,0.27536488163623,0.5599823132460169,0.34569761968622315,0.14316703639248735,0.06342909239646333,0.36753358060410773,0.44897512495276737,0.23594110126419662,0.4047769778123878,0.1389983315903098,0.27193332972075174,0.19768107850095715,0.15026695558598588,0.2201276901809439,0.1576324330002828,0.2856025993906413,0.3023448266717694,0.3744046333068294,0.43313134502864303,0.15878021464576061,0.3685974150877976,1.1538271409946261,0.932231721262116,0.7492058522524633,0.9243215890418831,0.9521318885257903,0.3389204188062884,0.17224175837424138,0.16412628269984836,0.20497235924237348,0.28937881094374807,0.35797940193255856,0.19346559534297425,0.233374714607926,0.10238656437889025,0.20808636655272444,0.2599617959041883,0.35277886917803336,0.5297628905768925,0.24003317073909566,0.08976263836584576,0.24253441580287433,0.1532542799409126,0.19814421496710877,0.13867260986006796
Exp2_Pn-multiseries_B_DOM_I,0.12651589155669282,0.20943069116858556,0.4146482438327088,0.4865357949018354,0.15899077470321488,0.6416497759488018,0.3989875218142928,0.662181103293468,0.6765806453874783,0.10148133897829607,0.16740359172965222,0.20402705381223857,0.5523837758980288,0.355459011672392,0.20352910997361723,0.2724958641527267,0.280759400094837,0.583008576172141,0.33848556277382275,0.15751114368398955,0.0908092869869998,0.38453869049034956,0.45362088015107654,0.23073970396673835,0.4367775168086485,0.13784639421706715,0.2678922237968529,0.19436027225045685,0.17581028529749043,0.23888083318789047,0.16879952761451034,0.2885702377854904,0.3676877114406558,0.4116962717160293,0.42708663935073743,0.15012402171014488,0.37081505022226957,1.1624291733995271,0.9538287527494439,0.7790164111794249,0.9468747392503238,0.9653078946985552,0.35777171915794403,0.1661980976900583,0.18163928208149746,0.1995033247461771,0.30469265401539736,0.36473606739548875,0.21800095912594697,0.2571290496146112,0.13442133458351402,0.20051693389989733,0.26698876793304455,0.36611591314241815,0.5518681427962862,0.22323874385892442,0.09646316340078417,0.23773360948592936,0.19780305610418203,0.20001073679725903,0.16619809769005828
Exp2_Pn-multiseries_B_DOM_II,0.1427603009477435,0.22759010489513518,0.4048629254629245,0.4759594158445114,0.15770920292875915,0.6467808232857836,0.38602301920393123,0.6492365895837325,0.6623414435406181,0.1001674211615598,0.18645276489829304,0.21029465452671287,0.5587455170465757,0.36369748231800536,0.21470430826713918,0.27352704888397755,0.28440229543652346,0.5775217239152591,0.3351491719358284,0.1659045868797056,0.10375862293803598,0.38367163605734694,0.4432543264670828,0.2439995924380872,0.4455962967458929,0.13319545975354102,0.28214391156078555,0.19186756148569087,0.1958748558973216,0.23824962189660165,0.1645972854893728,0.2940466333949022,0.3699429764220545,0.3984626335587256,0.41719053573474546,0.1704947143411292,0.3753051508994727,1.1641786581794586,0.9555094785837248,0.7853375573366937,0.9483908520694895,0.9608558688857672,0.35495215812056047,0.16176165654681957,0.20151250420255218,0.19777097920566591,0.29849601782077523,0.3698530747628779,0.2119215324563881,0.26212763528794003,0.1246387683936852,0.19745615709777153,0.2688303117810696,0.3614129354025937,0.5444190921853715,0.2357267340493966,0.10637359598150459,0.23930453870880014,0.19186756148569084,0.21601072202584637,0.16757096735437574
Exp2_Pn-multiseries_B_Unfil_I,0.12024892926961879,0.1926753505670156,0.3954174246414678,0.45834184341704065,0.15036255857389216,0.6236485706292323,0.37450911870616693,0.624162974163461,0.6384121667978251,0.1021900396755886,0.13290878580025153,0.18896439901113496,0.5423632895250589,0.3741507851785235,0.20259896599648813,0.26568486108021594,0.2753149407446679,0.5556050894349798,0.33480399315953713,0.14448730304714072,0.06691954542547777,0.3563605498863662,0.42714905921230695,0.2056706217915083,0.43772564610071546,0.1439156104846099,0.2799416702438491,0.19695607184377725,0.1728875877198797,0.23213760690464502,0.16097867037882607,0.2959171944057568,0.34553137029769787,0.3818540651650495,0.41593413031063753,0.16200326928742714,0.35336616208648897,1.1716190794655863,0.9146373428310655,0.7903575943118373,0.9080891271764276,0.9352748325967981,0.3256597577940654,0.17240719159604043,0.1680243037528998,0.20587386095567237,0.29357735202634855,0.3441258264886972,0.21168778478327382,0.2396509516145906,0.10954056728839474,0.21129165836391878,0.26568486108021583,0.34959336775818034,0.526691250952676,0.24419499096468084,0.09340519241240128,0.24574990587765497,0.18132593345401207,0.2001096020776295,0.156023179131529
Exp2_Pn-multiseries_B_Unfil_II,0.14788335602694044,0.18015230545600688,0.4680737632472114,0.502209283691111,0.14606681437384622,0.6615025973475359,0.3919552786623229,0.6620454206742916,0.6801489409631429,0.11781293580703878,0.12911772427660737,0.216907923150602,0.6115199080290012,0.41151684606748806,0.2518636847182633,0.24663470820990627,0.2545762804131692,0.6025329121322294,0.36354994355518333,0.15145298420370576,0.07169644866323849,0.4010051803804124,0.47667961158977007,0.2784030252928326,0.4797390961623164,0.15835828308402367,0.29913093522674467,0.22216980708432135,0.1740830106364804,0.22063437283599402,0.17827691159177786,0.30629817301208095,0.35434853461753474,0.4050170846175342,0.4543720251777049,0.1518934666603186,0.3670989288175192,1.2042869498328959,0.9814348418506507,0.8121214105123749,0.9685452401354924,0.9811501090556026,0.3810258307242814,0.17865349728660435,0.14788335602694047,0.20991543137042695,0.3074404947287941,0.35333650772626846,0.19209108909177722,0.24857289307171895,0.1189349413696967,0.2524083331822938,0.3028486822739181,0.37930749836750466,0.5720050920062071,0.2591282098661537,0.10469499652579331,0.2577970031230451,0.20102192525487525,0.22155682572168095,0.14422805773971573
Exp2_Pn-subpacifica_A_DOM_I,0.1292810781791943,0.20467552105626868,0.3666015876730245,0.45076306056749116,0.13966318933300387,0.6476627720371231,0.4150793643453923,0.6226062111212431,0.6283455936106801,0.09298159109019824,0.19126379137117444,0.19905789636519874,0.5345990017915662,0.36287640117662084,0.18734559022762837,0.24848154732323732,0.25967906732294255,0.5407918401583753,0.3277939591708546,0.15097464366604843,0.08272352557178629,0.34527441220045385,0.410575429211155,0.22216769606813191,0.4421745533073958,0.11288798524841277,0.2818898125917574,0.18978022195791489,0.1992357130817597,0.23314608695513722,0.14506464533021945,0.27484199376346014,0.35448375557001005,0.37810028911537263,0.38853897532223153,0.1802449419179092,0.3482950278641003,1.148199355731279,0.9380336987492204,0.7651167401312395,0.9352161472707831,0.9486269176339227,0.3122031534075026,0.12149959971275877,0.1864011314020917,0.18180265000850512,0.2757646900165326,0.3412486586379859,0.21779566676905954,0.24410654692985043,0.12737934286268313,0.19852354166756608,0.26271987626315424,0.35901485483226997,0.5184869910493021,0.23649859817007574,0.10085820096419447,0.20998220947931787,0.18866026302423838,0.19637235681474477,0.15933145630842735
Exp2_Pn-subpacifica_A_DOM_II,0.13138984410586868,0.2017384096150321,0.3676408712615709,0.4568968065063314,0.1397490324331479,0.6649838287442523,0.42815869222755654,0.632738884722224,0.6406224321382961,0.09556277032685292,0.1729860180984763,0.20287582906247967,0.5416823326746438,0.3664154467242552,0.19438876927092333,0.25825071117767123,0.26994892679992416,0.5448865293863401,0.32926266077656025,0.14506104716724455,0.08735750094428263,0.35899138560245375,0.41365002770661385,0.2332651161172393,0.4390225024208638,0.1005417452670364,0.2705290644971052,0.1830488946055149,0.18346538170516882,0.24541673619123622,0.15219517213850242,0.2768383358032264,0.344219424062889,0.3815574566862109,0.385321657699877,0.16671490825258492,0.35603196275055726,1.1461056264996434,0.9629096683489407,0.7671851807885753,0.9600474414883221,0.9622730965442758,0.3198802141683516,0.12611518679012965,0.18696976124616535,0.18388096809994353,0.27938253009834096,0.3487752437252773,0.22049638417960377,0.24175014175453968,0.12216729939840974,0.20381909756001151,0.26893097346870176,0.36406667886380106,0.5229091273276256,0.23243417021274834,0.0963453003934891,0.21661806980744736,0.19300597590474092,0.2108577796999355,0.16441951448697234
Exp2_Pn-subpacifica_A_Unfil_I,0.151402468034428,0.19861337572033033,0.3550316520758909,0.44888273741718476,0.13774858015138222,0.6549934987038695,0.4200903591695464,0.6125889355773646,0.6202756580489658,0.09505161806100836,0.16228763721597075,0.2031037441517174,0.5292219237012354,0.3515041236449916,0.21051097140066602,0.24810916353978643,0.2588015743394364,0.5332416488150586,0.31481598646157,0.1360547045372828,0.07522980555836817,0.35503165207589077,0.404284382784144,0.24810916353978643,0.42610539531910824,0.09218092730447296,0.26369642551631245,0.18153749587664614,0.18175231397489916,0.23546685168772624,0.14216942839578242,0.2738346255530033,0.28307765501134524,0.37573430190558427,0.37450273859174926,0.16395495266444826,0.3579492861527634,1.1379360930890028,0.94584769042869,0.7559154326352326,0.938464849535608,0.9623514370139631,0.3270566265888084,0.12008466671820442,0.18452320332276764,0.17273553995174215,0.2689576599013957,0.34961072473826843,0.20502707517017388,0.2364743288062871,0.1187941924462575,0.19483013493589546,0.2589558092030539,0.34961072473826826,0.5100042087428877,0.2282994183402161,0.08964805647797197,0.20901170693832163,0.1751983065275583,0.20806950632539467,0.15519628365637972
Exp2_Pn-subpacifica_A_Unfil_II,0.14138958596327367,0.20865267314164576,0.3615279305343508,0.4382413247673565,0.1372641274137562,0.6554288315615445,0.41575625142638545,0.6130704751630739,0.6187106777713384,0.09653857486095252,0.17981319889078862,0.20795161619621377,0.5277653771656301,0.35808455144770923,0.1915400896276924,0.24731770412069742,0.25973227837115,0.5349091046754054,0.32281288026867955,0.15074750329969194,0.08303774017478494,0.3453657813152694,0.4099669711943706,0.23272796726035838,0.43099900767255256,0.11322832504890509,0.2758533546725769,0.19825901915770755,0.18458922863174348,0.2316194135610468,0.1471226751457815,0.27039235998892003,0.3365891972275915,0.36419947777217465,0.38196160241220567,0.16447358909041945,0.34212477612388603,1.1534108914042893,0.9425098764236337,0.7573693013376382,0.9396042434550853,0.9516353938362686,0.3071621419500994,0.11787288084805207,0.19058912991911214,0.18478567070804694,0.2769339444050124,0.3360200264069199,0.21486530899918962,0.24370790345749224,0.10772700273256705,0.19529990712174425,0.26664937424763047,0.3553753425747088,0.510726281143945,0.23050591727092049,0.1063919157453203,0.21229746891704696,0.18340636048188183,0.20970012141092623,0.1554530953765225
Exp2_Pn-subpacifica_B_DOM_I,0.11584725194548413,0.21077108797685573,0.37117255820612843,0.45747130122808627,0.15098224705259228,0.640510093684213,0.408602361071184,0.624003471792052,0.6327940405181807,0.08835825637150156,0.16995168610782616,0.19498819902602588,0.528412498584778,0.36223373222179445,0.1981972962074475,0.25846120349704665,0.26760265622971274,0.5471387928662049,0.3190082734299443,0.13893964986089005,0.0859957044105555,0.36506929988249504,0.4198374204540732,0.24311765687023362,0.4379356405163793,0.10220645539149396,0.27662653869417436,0.20447232595361117,0.18161499925071248,0.24469162338054523,0.1507063866981158,0.2680844082729483,0.3593798763134764,0.3945909433457414,0.388081659814413,0.1657214910284785,0.3614910292778666,1.1562694823818047,0.9483494260347659,0.7575148607387598,0.944547327951238,0.9585951577177884,0.3323927061351469,0.12871166653038285,0.19541896497353436,0.18022570967732124,0.28019378050592225,0.3543717334006237,0.23109066719589702,0.25038503056511074,0.13438478581860905,0.18684915525228582,0.2471216979241839,0.3593798763134764,0.5275649338561903,0.2327396238454824,0.09892410489979683,0.2135583486288374,0.1919471593888614,0.20976720745891764,0.17456287658213734
Exp2_Pn-subpacifica_B_DOM_II,0.13647015897772816,0.20225132893955772,0.3819777901392152,0.4571464290143554,0.14063848963754677,0.6636730034753294,0.42650467294318306,0.6254932873302136,0.6336953899914451,0.08119991208462422,0.15849904752578692,0.19865491275080993,0.5195376279690818,0.34762409814870165,0.18890640905075065,0.24838890145999276,0.2585077557652973,0.5587703537170912,0.31881507154523725,0.13840920223561304,0.06356513777596437,0.3702953148812974,0.43010342019692416,0.23498823168156135,0.4167555182106915,0.10406009219225665,0.2670749302194384,0.1799033336992926,0.17915443293678177,0.236725578636033,0.1527707391133983,0.28285286948627064,0.3179298843599029,0.3933819849795122,0.4002724006275058,0.1651194351544581,0.3480347105282668,1.1437096874441586,0.977076225088983,0.7445633105075337,0.9737701420511149,0.9789693706023297,0.3351106596298982,0.12133103174305614,0.18961851232577062,0.18311471585833156,0.28594719367358384,0.3393248629063114,0.22990103471220075,0.23653312279696634,0.11024711691167167,0.19150513393428642,0.2513179576768955,0.35428114055422416,0.5349708103301902,0.2259155557658031,0.09426525300010687,0.21774117836208048,0.19476490382104117,0.19774614209262,0.1593411107711409
Exp2_Pn-subpacifica_B_Unfil_I,0.1380537049130687,0.20158360228409944,0.3750054668992718,0.46331566793069073,0.14094578458936705,0.6573664337734854,0.43491547213427095,0.6212251400085343,0.6300804480413646,0.08985993620176923,0.17225813547726246,0.182450223322579,0.5373880318134677,0.3463241882579911,0.21934397931760397,0.2508002066829585,0.26198402457629033,0.5484912975642315,0.32219277158902376,0.13870146484553,0.07170459655274403,0.3777238971842355,0.41859171022390484,0.2610982762347194,0.42239134707692616,0.09927407647385761,0.25913996269970074,0.15976918392258366,0.1911787501240074,0.23837003453413133,0.14564168113383621,0.285285303446594,0.2781605634336478,0.38591383330815754,0.39271826879248556,0.17147034049972734,0.36290306776859854,1.1262317484610418,0.9584802567774464,0.7543162017485664,0.9546284513059757,0.9722858570948643,0.34977442879330717,0.12441029224116212,0.18855255972228785,0.18220207553173534,0.2786629109410693,0.35360542104676485,0.20715012312883435,0.2416279408460754,0.11073585642551523,0.20824657897123613,0.2708686690934352,0.3614340152002676,0.5215526349360661,0.22285955560555334,0.08985993620176926,0.21871810491361446,0.18466922026370147,0.2093376262447317,0.14869218004638535
Exp2_Pn-subpacifica_B_Unfil_II,0.1331849148615324,0.2061729454772533,0.3699964972445748,0.4443757696193872,0.14080243308906232,0.6372075836797776,0.4126608607565616,0.6060012956337519,0.614129622174477,0.07674252574473239,0.13886664068809296,0.19321618564102291,0.5134905586704571,0.3391616247549868,0.19603231931831083,0.2473062992682316,0.25849285365022245,0.5420059468929048,0.3198372719203527,0.1519136117848033,0.06884990830941826,0.35631783791684196,0.4172130154071296,0.2366418560866596,0.4100573060964199,0.11814377043290199,0.25632234279248334,0.18367487330768245,0.17430661730517474,0.23377880176507268,0.14486576479937657,0.27368798753868007,0.3115605139849427,0.36806784034249285,0.3938366533651186,0.15569536158950242,0.3468739220839224,1.1441841010470213,0.9469743051513635,0.7458148444907621,0.9444004236272229,0.9528627556024589,0.32149601507241743,0.12906264915162854,0.19015498288008173,0.1815374958766462,0.2846392724339055,0.3379432509640147,0.21930421517534077,0.2347929795760898,0.11450166490947314,0.20464377386577015,0.26263274938044445,0.3465156204872585,0.5176726407721093,0.2196634384305221,0.09050013661568246,0.20825826745811413,0.1870461629345119,0.21218573383588216,0.15644109004287793
