sample_code,Acetamides,Alpha.amino.acid.amides,Alpha.amino.acids.and.derivatives,Amino.acids..peptides..and.analogues,Amino.acids.and.derivatives,Aminoimidazoles,Azacyclic.compounds,Beta.amino.acids.and.derivatives,Carboximidamides,Carboximidic.acids,Carboximidic.acids.and.derivatives,Dialkylamines,Dialkylarylamines,Diazines,Fatty.amides,Guanidines,Heteroaromatic.compounds,Hydroxamic.acids,Imidazoles,Imidolactams,Imines,Indolines,Isoleucine.and.derivatives,N.acyl.amines,N.arylamides,N.carbamoyl.alpha.amino.acids.and.derivatives,N.substituted.imidazoles,Oligopeptides,Organic.1.3.dipolar.compounds,Peptidomimetics,Phenol.ethers,Propargyl.type.1.3.dipolar.organic.compounds,Pyrroles,Pyrrolines,Substituted.imidazoles,Tertiary.alkylarylamines,Tertiary.amines,Tertiary.carboxylic.acid.amides,Valine.and.derivatives
Exp2_Pn-hasleana_B_DOM_I,0.13403156141121908,0.26915979564215364,0.47075284265483236,0.6642152378779667,0.6602871655106588,0.1802589069579607,0.8030208593859731,0.12278275875764601,0.2663602543912392,0.33076957360078535,0.3456042549663719,0.2971225163471023,0.19644099143623994,0.3327026174182236,0.31332210582037034,0.23515420467800538,0.601519397791128,0.07722842008663423,0.3838399714541328,0.20734893408327865,0.3268743698929215,0.17477954366149087,0.11880191451984123,0.3059383901649248,0.13670240321756852,0.07406899483180251,0.2832267107133568,0.0846163638571909,0.49677752482133003,0.2154724669514114,0.21774117836208062,0.495355541473702,0.2774055164900358,0.1684113043296284,0.3338578844795693,0.2439349532084878,0.33577584664273874,0.34523058514866406,0.10710917878545628
Exp2_Pn-hasleana_B_DOM_II,0.13093202027109127,0.2632755648755957,0.45937248584964097,0.6489376711964737,0.6453940076491169,0.17607057622400454,0.7833527031466541,0.12278275875764601,0.26146095681275605,0.33147360570023476,0.347044820859511,0.29050466138164294,0.19186756148569103,0.3292515743407286,0.3078549689657286,0.2296493292415724,0.5646610962316845,0.07694651940363607,0.37789694295202025,0.20764420305254513,0.320992211570016,0.17072110433223167,0.11605799341484155,0.3019019387714697,0.13354035572546927,0.07236301770928585,0.27783665206937297,0.08266640359146354,0.4901230275347177,0.21099861628066252,0.21099861628066252,0.4893017347112694,0.27130522288972864,0.16450352385776087,0.3273900868334712,0.23821658628205275,0.3277631049241014,0.3373382289083478,0.10463743482029476
Exp2_Pn-hasleana_B_Unfil_I,0.15250132989735557,0.2831925800001177,0.44412609983768525,0.6570708657032361,0.6606463034116394,0.02773856681315758,0.7980918345939536,0.13485885450402135,0.31593611616518996,0.30402002818308643,0.3312462881495002,0.32366873016650877,0.23247258214434344,0.3255772211898802,0.31528436979977653,0.2972206387075425,0.569946179535643,0.08094913177693859,0.3126656512876374,0.17295215860872643,0.34657995378837686,0.18288846612263648,0.10208213633552893,0.3211089797556094,0.11628576981813527,0.05886883670091571,0.24908175838242458,0.08999312641215866,0.5472665060691687,0.13045846672882774,0.25779700312304527,0.5485639711062961,0.29098209366524747,0.227271762140914,0.2916810771672828,0.2867565522115484,0.3823872822432235,0.26090031410167275,0.1274424798113853
Exp2_Pn-hasleana_B_Unfil_II,0.1510112565650507,0.3019230057380918,0.43883361308420454,0.6147351894899706,0.6191964734534704,0.032449978903732773,0.8175255292102271,0.13808787135156367,0.3504899693465452,0.29347692635701034,0.3208723325981813,0.27489757280174576,0.24412202361662547,0.3633519488184079,0.32437297592852016,0.33722331454409943,0.5927738922880508,0.07261141447465258,0.3439101995526625,0.18747447926369437,0.35937332443443337,0.1756191703002793,0.10277868940498418,0.3252430910437537,0.09748719502546907,0.06887917161416854,0.28383326720438606,0.09748719502546907,0.54580762977588,0.13417342495663634,0.23029605575103307,0.5416467683790172,0.2798933242961258,0.2218635140221202,0.33127919757171265,0.3092605647525208,0.3513052175785459,0.2349882316815614,0.07261141447465258
Exp2_Pn-multiseries_A_DOM_I,0.19850372459956717,0.41331339647571846,0.49869303724559205,0.6985735800313455,0.6851444247810288,0.10258153015920272,0.5613040954077329,0.14677584135241464,0.21038122525000488,0.27528904226880946,0.283411521787481,0.3549153487394017,0.08671116054780227,0.25525031716193525,0.46382119751567535,0.24907057829855467,0.4407643172315783,0.13761795334171928,0.2870124264817398,0.2100409329751855,0.23642079002491484,0.08870081658729047,0.17387935108184996,0.44166352656295316,0.12306809020156945,0.080015882225474,0.18648395353179661,0.11989285701383424,0.3878801104421412,0.16360234896934117,0.18205027059405637,0.3827960194280758,0.1581116539182669,0.09876180346025412,0.24702808529705353,0.1001674211615598,0.25779700312304504,0.23458437213131145,0.1932288442182039
Exp2_Pn-multiseries_A_DOM_II,0.1954860954691897,0.40519227444007716,0.48305099668222823,0.6797194902511376,0.66523778142331,0.09579652461486127,0.5427192880447537,0.14785453881119537,0.19529990712174425,0.2721779824027369,0.280420098806344,0.3501252001052097,0.08389142498133842,0.22289594915829428,0.4651530038148751,0.2333592346387785,0.4247999449393528,0.13908368158395362,0.28452676131030924,0.1993579537301413,0.22486170400933503,0.0880369194469132,0.16987669301828018,0.4455797182972107,0.12408875798988073,0.08042283865506172,0.19342867356993407,0.11938163551027381,0.37970073070545374,0.1646929889576903,0.17900535834549217,0.371491481235502,0.15169993202798981,0.10123103990918321,0.24671943873803398,0.09579652461486128,0.2513218318955932,0.23493052772098647,0.19715428537665522
Exp2_Pn-multiseries_A_Unfil_I,0.19064977991231769,0.4076593972868033,0.47435785385184775,0.6502116611035603,0.6352422028844011,0.10463743482029475,0.49301772898075735,0.1435114977208949,0.19666701299177564,0.2632755648755956,0.271481224585072,0.340816030904231,0.06610596254567526,0.16022953643203544,0.4505631757385828,0.22278676510102233,0.385457986628157,0.1454258194533693,0.27410904907087985,0.16506532381642564,0.21960143002837726,0.07870577259152783,0.15731799710738203,0.43482703753275986,0.11782318308013762,0.07635116705100688,0.16562528767189286,0.12089884292800997,0.3520597747637285,0.1678471490997324,0.16022953643203539,0.3483927336441015,0.14605850728043743,0.0809925033666018,0.24146687424557273,0.07753733648216919,0.2410750520294093,0.23432173869478054,0.15315202314061035
Exp2_Pn-multiseries_A_Unfil_II,0.18466221610629932,0.4089127129334547,0.46933773465041584,0.6567451515401204,0.6417144596728718,0.09823466218389726,0.5151998214130762,0.14087305058035068,0.21728921101489157,0.26419580629953326,0.27147284588014936,0.3543273547681376,0.07815153541186597,0.1986678666660876,0.4565861673917889,0.22682082508512239,0.4109970289689291,0.13949633258121408,0.2879829080862562,0.1754734249618815,0.20899737959537376,0.07503068598315345,0.15523436327867302,0.4407463194606356,0.12060923771926173,0.07566507359239329,0.18360401027891857,0.11614264728375187,0.378669496815418,0.1678340075041886,0.16638233499946148,0.3645950274075443,0.15080890622239396,0.08404902065523025,0.25634457532599036,0.09062524862155175,0.25341698552113906,0.23870225589904295,0.14525967308891838
Exp2_Pn-multiseries_B_DOM_I,0.19870181106432847,0.4165724378375082,0.4985390912773484,0.6857044324093131,0.6724397426097086,0.10424438753961002,0.5607427717947218,0.14578612411097755,0.20947419369593537,0.2715236923731632,0.27916790602057695,0.3507600187997184,0.08397046845454545,0.23800802252636727,0.45775940099156603,0.24630296256713685,0.4401204094464984,0.13865911565968436,0.2813731665668343,0.19528834505359383,0.23498021644758735,0.09033328654336643,0.17020075722175493,0.43101575924080937,0.1240529110761723,0.07973889970671394,0.1699940698939953,0.11976776489539047,0.3823029917666862,0.16303215716839367,0.18392390863317695,0.37416397016087044,0.16623146557078627,0.09982026285219442,0.23664994083703672,0.09877156497086341,0.25660556129121304,0.2354366818306988,0.1949257373664459
Exp2_Pn-multiseries_B_DOM_II,0.19211330707571747,0.4072703732486737,0.4878996277377327,0.6751396406769183,0.663302278223187,0.10268072363613272,0.5678382931892814,0.14369430212632792,0.21814092327647389,0.2732931991959386,0.28335585582624806,0.3464732690766343,0.09118199076331414,0.2562523973554982,0.4515912261957196,0.24879631000974148,0.44957314159661027,0.13375819571883338,0.2949353063205844,0.21314470029837315,0.23407448846952666,0.09627621594633061,0.16650408031362968,0.4247359887397592,0.1306093637864659,0.08082822856183222,0.18801947316920886,0.11719062264969111,0.38431711563103277,0.15878021464576061,0.19728160463236147,0.3775318797049638,0.166697589611017,0.10422118778431384,0.2487963100097414,0.1087135624644109,0.26187541448392126,0.23755707971819412,0.18887931679380365
Exp2_Pn-multiseries_B_Unfil_I,0.1978814797293911,0.4033451039651583,0.4779113770658586,0.6534205094469892,0.6404014397829858,0.10759243274282491,0.5539807426632032,0.15094748078949796,0.200436448912299,0.2659925846368201,0.27560457485179896,0.34534171146680165,0.08174065318557111,0.2177411783620805,0.43344059289901904,0.21080357100122943,0.44849563908040135,0.14757803180842963,0.30089434542766724,0.19458377760032033,0.226132656810559,0.08605608964965834,0.16263016668986374,0.4243888778368204,0.12370581243224636,0.07659844671049193,0.18855905492782574,0.110917181094052,0.3687290228070594,0.17249167850354408,0.1727578773841444,0.3558158289095216,0.15689401114618004,0.0886476232285564,0.2636745614731136,0.09600768209581292,0.24841377248822957,0.2470874484291752,0.18005813864803039
Exp2_Pn-multiseries_B_Unfil_II,0.19329889787763485,0.4696070298831627,0.5218079475063294,0.6896018937226018,0.6726131565582255,0.12014793001694836,0.6098413730385619,0.14829607530223726,0.24746706317044767,0.24177275049079155,0.2492404345301932,0.3744822112311615,0.08972037288844006,0.21762985955486322,0.4768977740469662,0.2820497287963913,0.47464927222806697,0.1612426355036174,0.324556969282109,0.19255041094568637,0.21696082402940098,0.09582799368082971,0.17654328880175454,0.4558552752682993,0.13935988267813548,0.0814516850064365,0.1917991494808087,0.12982699399812986,0.3824811607323922,0.1711698426927889,0.15350830934585813,0.3648667379719216,0.17200700936518187,0.0994571634775911,0.28519529057394405,0.10296011978312072,0.2132460016311769,0.25129487493218877,0.1966336027863916
Exp2_Pn-subpacifica_A_DOM_I,0.19402036761929314,0.3744312436192163,0.45755073881019714,0.6408571493616249,0.6349497748519122,0.09531764189084346,0.5362264996320181,0.1405972648727858,0.18116644058374473,0.2509535369429129,0.2614477658130771,0.3403745678729245,0.0898061083883934,0.23142611908707708,0.42643378448532443,0.21584388952267392,0.4391855226000762,0.11413802230056937,0.2836700771415492,0.19819114255078527,0.22401256318910245,0.09220808049374987,0.14673409673707744,0.4033505290815386,0.12396944543851476,0.07279566607874297,0.1815748729919566,0.10754656309080454,0.35795771456713477,0.12426438250711257,0.18075712613083833,0.34903277953862444,0.162225181860046,0.09758557315678644,0.23704323276062123,0.10303995438249305,0.24470678538771298,0.21094231626610604,0.1911271816868671
Exp2_Pn-subpacifica_A_DOM_II,0.1975057669218087,0.36592680409744727,0.45751690437880543,0.6430909546943824,0.6370089746453833,0.0981693338927025,0.5357885739837522,0.12863812798123234,0.1841879910219903,0.2557936712855616,0.26683605652512427,0.34069899456909436,0.08474983266252584,0.21761670814487377,0.422046480173645,0.2249708711170471,0.4337262022575872,0.09897334579719952,0.2703750034286644,0.1806570801189941,0.23438353859243713,0.09105274618399001,0.15221869751876588,0.392713341727252,0.12164395513964243,0.06821203156707892,0.16702165213986145,0.10631255576230296,0.36178358104608416,0.11900087692997421,0.18265124053018847,0.3521637022512364,0.16140702199114196,0.09977096288289013,0.2317555973848405,0.09816933389270252,0.24630411081693654,0.2125183234700993,0.18915341086559745
