featureID,important_org,N,N/C,AI-mod,O,DBE,DBE/C
638,not,5,0.25,0,4,3,0.15
639,not,2,0.285714286,0,7,4,0.571428571
640,not,0,0,0.244444444,5,8,0.32
641,not,0,0,0.244444444,5,8,0.32
642,not,3,0.157894737,0,7,4,0.210526316
643,not,0,0,0.073170732,5,4,0.173913043
644,not,0,0,0,3,0,0
645,not,1,0.045454545,0,6,1,0.045454545
646,not,4,0.181818182,0,3,-0.5,-0.022727273
647,not,2,0.090909091,0.235294118,6,8,0.363636364
648,not,1,0.041666667,0.146341463,5,6,0.25
649,not,1,0.045454545,0,6,0,0
650,not,4,0.19047619,0,4,-0.5,-0.023809524
652,not,4,0.2,0,5,-0.5,-0.025
653,not,0,0,0.458333333,2,11,0.611111111
654,not,4,0.181818182,0.548387097,5,13,0.590909091
655,not,0,0,0.166666667,8,7,0.318181818
656,not,6,0.3,0.083333333,4,6,0.3
657,not,0,0,0.041666667,4,3,0.115384615
659,not,0,0,0.319148936,5,10,0.384615385
660,not,6,0.285714286,0,3,4,0.19047619
661,not,0,0,0.186440678,1,6,0.2
662,not,7,0.5,0,7,5,0.357142857
663,not,1,0.052631579,0,5,0,0
664,not,1,0.041666667,0,5,3,0.125
665,not,2,0.071428571,0.196078431,1,6.5,0.232142857
666,not,0,0,0.276595745,5,9,0.346153846
667,not,0,0,0,6,0,0
668,not,0,0,0,6,3,0.125
669,not,1,0.04,0,4,1,0.04
670,not,2,0.333333333,0,8,3,0.5
671,not,0,0,0.234042553,5,8,0.307692308
672,not,0,0,0,5,1,0.04
673,not,4,0.25,0,9,-0.5,-0.03125
674,not,4,0.25,0,9,-0.5,-0.03125
675,not,0,0,0.191489362,5,7,0.269230769
676,not,1,0.041666667,0,5,0,0
677,not,0,0,0,18,9,0.9
678,not,2,0.074074074,0.083333333,2,4,0.148148148
679,not,4,0.181818182,0,4,-0.5,-0.022727273
681,not,4,0.19047619,0.214285714,6,8,0.380952381
682,not,0,0,0,7,0,0
683,not,8,0.571428571,0,6,-0.5,-0.035714286
684,not,4,0.19047619,0,5,-0.5,-0.023809524
685,not,2,0.1,0.259259259,7,9,0.45
686,not,2,0.117647059,0,11,4,0.235294118
687,not,4,0.133333333,0.769230769,0,22,0.733333333
688,not,6,0.315789474,0.2,6,8,0.421052632
689,not,10,0.666666667,0,5,2,0.133333333
690,not,0,0,0.063829787,5,4,0.153846154
691,not,1,0.04,0.046511628,5,4,0.16
693,not,0,0,0,7,0,0
694,not,4,0.173913043,0,4,4,0.173913043
695,not,6,0.272727273,0,3,4,0.181818182
696,not,6,0.333333333,0,6,-0.5,-0.027777778
697,not,3,0.176470588,0,6,1.5,0.088235294
698,not,3,0.142857143,0,5,0.5,0.023809524
699,not,3,0.176470588,0,4,4,0.235294118
700,not,1,0.038461538,0.288888889,3,9,0.346153846
701,not,4,0.222222222,0,6,-0.5,-0.027777778
703,not,0,0,0.486486486,3,12,0.52173913
705,not,4,0.142857143,0.446808511,1,13,0.464285714
707,not,5,0.263157895,0,7,4,0.210526316
708,not,2,0.095238095,0.379310345,9,11,0.523809524
709,not,6,0.272727273,0.214285714,4,8,0.363636364
710,not,3,0.142857143,0,7,2,0.095238095
711,not,1,0.038461538,0.133333333,5,6,0.230769231
712,not,1,0.041666667,0,6,0,0
713,not,3,0.142857143,0,7,1.5,0.071428571
715,not,4,0.181818182,0,5,-0.5,-0.022727273
716,not,0,0,0.58490566,5,18,0.620689655
717,not,4,0.166666667,0.055555556,4,5,0.208333333
718,not,4,0.166666667,0.055555556,4,5,0.208333333
719,not,4,0.166666667,0.055555556,4,5,0.208333333
720,not,1,0.047619048,0,7,1,0.047619048
721,not,3,0.142857143,0,5,0,0
722,not,4,0.19047619,0,6,-0.5,-0.023809524
723,not,4,0.19047619,0,6,-0.5,-0.023809524
724,not,4,0.25,0,9,4,0.25
725,not,2,0.086956522,0.085714286,7,6,0.260869565
726,not,4,0.148148148,0.422222222,1,12,0.444444444
727,not,6,0.272727273,0,4,5,0.227272727
728,not,6,0.352941176,0,3,4,0.235294118
729,not,6,0.272727273,0,4,4,0.181818182
730,not,1,0.04,0,6,3,0.12
731,not,0,0,0.25,6,9,0.333333333
732,not,0,0,0,7,0,0
733,not,4,0.222222222,0,9,-0.5,-0.027777778
734,not,2,0.083333333,0.102564103,3,5,0.208333333
735,not,0,0,0.208333333,6,8,0.296296296
736,not,13,1,0,3,-0.5,-0.038461538
738,not,1,0.041666667,0,7,2,0.083333333
739,not,4,0.571428571,0,8,9,1.285714286
740,not,0,0,0.333333333,19,10,0.909090909
741,not,0,0,0.045454545,6,4,0.16
742,not,7,0.304347826,0.137931034,3,7,0.304347826
743,not,2,0.333333333,0,15,10,1.666666667
744,not,4,0.173913043,0,5,-0.5,-0.02173913
745,not,2,0.066666667,0.846153846,4,25,0.833333333
746,not,3,0.142857143,0,6,1,0.047619048
747,not,4,0.181818182,0,6,-0.5,-0.022727273
748,not,4,0.181818182,0,6,-0.5,-0.022727273
749,not,6,0.25,0,3,4,0.166666667
751,not,1,0.038461538,0.022727273,6,4,0.153846154
752,not,1,0.038461538,0.022727273,6,4,0.153846154
753,not,5,0.208333333,0,4,4,0.166666667
754,not,5,0.208333333,0,4,4,0.166666667
755,not,0,0,0.022222222,7,4,0.153846154
756,not,4,0.166666667,0,5,4,0.166666667
757,not,6,0.260869565,0,4,4,0.173913043
758,not,1,0.038461538,0,6,3,0.115384615
759,not,0,0,0.226415094,3,8,0.275862069
760,not,4,0.16,0.076923077,3,5,0.2
761,not,0,0,0,7,3,0.115384615
763,not,4,0.166666667,0.055555556,4,5,0.208333333
764,not,0,0,0,8,3,0.12
765,not,4,0.153846154,0.2,4,8,0.307692308
766,not,4,0.222222222,0,10,-0.5,-0.027777778
767,not,4,0.222222222,0,10,-0.5,-0.027777778
768,not,6,0.352941176,0,9,-0.5,-0.029411765
769,not,1,0.038461538,0,6,1,0.038461538
770,not,6,0.25,0.1875,4,8,0.333333333
771,not,0,0,0.16,6,7,0.25
772,not,0,0,0.132075472,5,6,0.206896552
773,not,4,0.166666667,0,5,-0.5,-0.020833333
775,not,0,0,0,11,3,0.136363636
776,not,0,0,0,8,0,0
777,not,1,0.333333333,0,17,5,1.666666667
778,not,5,0.277777778,0,10,4,0.222222222
779,not,1,0.041666667,0,6,0,0
780,not,4,0.173913043,0,6,-0.5,-0.02173913
782,not,5,0.238095238,0,1,0.5,0.023809524
783,not,0,0,0,5,2,0.08
784,not,0,0,0.063829787,7,5,0.185185185
785,not,6,0.25,0,4,5,0.208333333
787,not,1,0.037037037,0.02173913,6,4,0.148148148
788,not,0,0,0,9,1,0.045454545
789,not,8,0.444444444,0,7,1,0.055555556
790,not,6,0.260869565,0,5,4,0.173913043
791,not,6,0.260869565,0,5,4,0.173913043
792,not,13,0.619047619,0.4,1,10,0.476190476
793,not,1,0.038461538,0,7,3,0.115384615
795,not,4,0.2,0.045454545,8,7,0.35
796,not,2,0.083333333,0,8,4,0.166666667
797,not,4,0.133333333,0.4,2,13,0.433333333
798,not,1,0.038461538,0,7,2,0.076923077
799,not,6,0.285714286,0,5,4,0.19047619
800,not,6,0.24,0.176470588,4,8,0.32
801,not,5,0.238095238,0,8,4,0.19047619
802,not,2,0.25,0,15,10,1.25
803,not,6,0.25,0.161290323,5,8,0.333333333
805,not,4,0.166666667,0,6,0.5,0.020833333
806,not,8,0.347826087,0.076923077,4,7,0.304347826
807,not,1,0.041666667,0,7,1,0.041666667
808,not,4,0.166666667,0,6,-0.5,-0.020833333
809,not,0,0,0.068181818,6,4.5,0.18
810,not,1,0.035714286,0.020833333,6,4,0.142857143
811,not,5,0.192307692,0,4,4,0.153846154
812,not,4,0.173913043,0,7,-0.5,-0.02173913
813,not,4,0.173913043,0,7,-0.5,-0.02173913
814,not,4,0.571428571,0,14,7,1
815,not,4,0.16,0,6,5,0.2
816,not,4,0.16,0,6,5,0.2
817,not,2,0.074074074,0,6,4,0.148148148
818,not,6,0.25,0,5,4,0.166666667
819,not,1,0.037037037,0,7,3,0.111111111
820,not,7,0.304347826,0,5,4,0.173913043
821,not,4,0.173913043,0,8,5,0.217391304
822,not,6,0.230769231,0.222222222,4,9,0.346153846
823,not,2,0.083333333,0,4,0,0
824,not,0,0,0,8,0,0
826,not,4,0.2,0,10,-0.5,-0.025
828,not,0,0,0,7,0,0
830,not,5,0.208333333,0,6,2,0.083333333
831,not,2,0.076923077,0.58974359,9,17,0.653846154
832,not,6,0.24,0.151515152,5,8,0.32
834,not,1,0.035714286,0.127659574,7,7,0.25
835,not,2,0.076923077,0.15,8,8,0.307692308
836,not,3,0.088235294,0.426229508,1,15,0.441176471
837,not,4,0.16,0,6,-0.5,-0.02
838,not,0,0,0.083333333,8,6,0.214285714
839,not,0,0,0,17,3.5,0.583333333
840,not,4,0.166666667,0,7,-0.5,-0.020833333
841,not,6,0.230769231,0,4,4,0.153846154
842,not,1,0.035714286,0,7,4,0.142857143
843,not,8,0.380952381,0,6,-0.5,-0.023809524
844,not,1,0.142857143,0,20,8,1.142857143
845,not,3,0.081081081,0.691176471,0,25,0.675675676
846,not,1,0.037037037,0,8,4,0.148148148
847,not,3,0.136363636,0,10,0,0
848,not,6,0.25,0,6,4,0.166666667
849,not,1,0.037037037,0,8,3,0.111111111
850,not,4,0.129032258,0.37254902,3,13,0.419354839
851,not,4,0.2,0,11,-0.5,-0.025
852,not,4,0.2,0,11,-0.5,-0.025
853,not,4,0.2,0,11,-0.5,-0.025
854,not,3,0.115384615,0,7,2,0.076923077
855,not,1,0.035714286,0,7,1,0.035714286
856,not,2,0.074074074,0.56097561,9,17,0.62962963
857,not,6,0.24,0.1875,6,9,0.36
858,not,6,0.230769231,0.142857143,5,8,0.307692308
859,not,1,0.166666667,0,25,6,1
860,not,0,0,0,17,5,0.714285714
861,not,6,0.24,0.125,6,8,0.32
862,not,2,0.08,0,9,2,0.08
863,not,9,0.45,0,7,3,0.15
864,important,1,0.038461538,0,7,1,0.038461538
865,not,4,0.153846154,0,6,-0.5,-0.019230769
866,not,10,0.476190476,0.125,6,9,0.428571429
867,not,6,0.222222222,0.179487179,3,8,0.296296296
868,not,1,0.04,0.023809524,6,4,0.16
869,not,4,0.16,0,7,-0.5,-0.02
870,not,4,0.166666667,0,6,-0.5,-0.020833333
871,not,0,0,0.142857143,7,9,0.375
872,not,1,0.2,0,18,3,0.6
873,not,1,0.034482759,0,7,3,0.103448276
874,not,0,0,0.333333333,4,13,0.371428571
875,not,6,0.24,0,6,4,0.16
877,not,1,0.035714286,0,8,3,0.107142857
878,not,0,0,0,7,0,0
879,not,0,0,0.019607843,7,4,0.137931034
880,not,1,0.045454545,0,10,7,0.318181818
881,not,0,0,0,6,1,0.05
882,not,2,0.058823529,0,2,2,0.058823529
884,not,0,0,0,15,9.5,0.863636364
886,not,5,0.172413793,0.022727273,4,5,0.172413793
887,not,6,0.25,0.142857143,8,9,0.375
888,not,8,0.421052632,0,8,-0.5,-0.026315789
889,not,4,0.153846154,0,7,-0.5,-0.019230769
890,not,0,0,0.189189189,5,10,0.4
891,not,1,0.033333333,0,7,4,0.133333333
892,not,4,0.16,0,8,-0.5,-0.02
893,not,1,0.034482759,0,8,4,0.137931034
894,not,1,0.034482759,0,8,4,0.137931034
895,not,1,0.034482759,0,8,4,0.137931034
896,not,1,0.034482759,0,8,3,0.103448276
897,not,4,0.16,0,9,5,0.2
898,not,4,0.121212121,0.345454545,3,13,0.393939394
899,not,0,0,0.294117647,4,12,0.333333333
900,not,1,0.043478261,0,13,0,0
901,not,4,0.181818182,0,11,-0.5,-0.022727273
902,not,2,0.071428571,0,8,2,0.071428571
903,not,0,0,0,9,3,0.272727273
904,not,0,0,0,8,4,0.137931034
905,not,0,0,0,15,9.5,0.791666667
906,not,0,0,0,15,9.5,0.791666667
907,not,0,0,0,10,1,0.035714286
908,not,6,0.214285714,0.025641026,5,6,0.214285714
909,not,1,0.055555556,0,16,2,0.111111111
911,not,4,0.148148148,0,7,-0.5,-0.018518519
913,not,4,0.153846154,0,8,-0.5,-0.019230769
914,not,10,0.344827586,0.189189189,1,9,0.310344828
915,not,1,0.03125,0.181818182,7,9,0.28125
916,not,7,0.24137931,0.175,4,9,0.310344828
917,not,0,0,0.285714286,4,12,0.324324324
918,not,8,0.25,0.458333333,0,15,0.46875
919,not,4,0.181818182,0,12,-0.5,-0.022727273
920,not,4,0.181818182,0,12,-0.5,-0.022727273
921,not,5,0.161290323,0.0625,4,6,0.193548387
922,not,5,0.166666667,0.044444444,5,6,0.2
923,not,2,0.153846154,0,7,8,0.615384615
924,not,10,0.434782609,0,5,5,0.217391304
925,not,6,0.214285714,0.052631579,4,7,0.25
926,not,6,0.214285714,0.052631579,4,7,0.25
927,not,1,0.052631579,0,16,2,0.105263158
928,not,4,0.142857143,0,7,-0.5,-0.017857143
929,not,10,0.434782609,0.052631579,7,9,0.391304348
930,not,1,0.037037037,0,7,4,0.148148148
931,not,1,0.035714286,0,10,0,0
932,not,4,0.148148148,0,8,-0.5,-0.018518519
933,not,1,0.032258065,0,8,4,0.129032258
934,not,1,0.142857143,0,19,3,0.428571429
935,not,1,0.033333333,0,9,4,0.133333333
936,not,1,0.032258065,0,8,3,0.096774194
937,not,7,0.259259259,0,6,4,0.148148148
939,not,6,0.230769231,0,8,5,0.192307692
940,not,6,0.222222222,0,7,4,0.148148148
941,not,5,0.192307692,0,9,5,0.192307692
942,not,3,0.107142857,0,5,4,0.142857143
943,not,1,0.033333333,0,9,3,0.1
945,not,2,0.071428571,0,10,4,0.142857143
946,not,8,0.242424242,0.44,0,15,0.454545455
947,not,3,0.103448276,0,8,2,0.068965517
948,not,0,0,0,8,4,0.129032258
950,not,3,0.157894737,1.538461538,11,19,1
952,not,11,0.5,0,7,3,0.136363636
953,not,5,0.161290323,0,5,5,0.161290323
954,not,4,0.142857143,0,8,-0.5,-0.017857143
955,not,9,0.310344828,0.051282051,1,6,0.206896552
956,not,4,0.148148148,0,9,-0.5,-0.018518519
957,not,12,0.5,0.1,4,9,0.375
958,not,8,0.307692308,0,3,6,0.230769231
959,not,5,0.15625,0.163265306,5,9,0.28125
960,not,1,0.032258065,0,9,4,0.129032258
961,not,1,0.032258065,0,9,4,0.129032258
962,not,5,0.151515152,0.134615385,4,8,0.242424242
963,not,6,0.24,0,4,2,0.08
964,not,1,0.032258065,0,9,3,0.096774194
965,not,4,0.148148148,0,10,5,0.185185185
966,not,4,0.166666667,0,12,-0.5,-0.020833333
967,not,0,0,0,9,0,0
968,not,10,0.416666667,0,7,4,0.166666667
969,not,7,0.318181818,0,6,2,0.090909091
970,not,4,0.133333333,0.090909091,8,8,0.266666667
971,not,4,0.137931034,0,8,-0.5,-0.017241379
972,not,4,0.16,0,7,6,0.24
974,not,1,0.03030303,0,8,4,0.121212121
975,not,4,0.142857143,0,9,-0.5,-0.017857143
976,not,10,0.322580645,0.15,2,9,0.290322581
977,not,1,0.03125,0,9,4,0.125
978,not,7,0.233333333,0.175,6,10,0.333333333
979,not,0,0,0.260273973,5,12,0.307692308
980,not,0,0,0,9,0,0
981,not,2,0.064516129,0,9,2,0.064516129
982,not,4,0.166666667,0,13,-0.5,-0.020833333
983,not,5,0.151515152,0,5,4,0.121212121
984,not,16,0.761904762,0,6,10,0.476190476
985,not,1,0.033333333,0,11,0,0
986,not,5,0.15625,0,6,4,0.125
987,not,1,0.03030303,0,9,4,0.121212121
988,not,1,0.03125,0,10,4,0.125
989,not,1,0.03030303,0,9,3,0.090909091
990,not,6,0.25,0,9,4,0.166666667
991,not,6,0.206896552,0,8,4,0.137931034
992,not,2,0.066666667,0,11,4,0.133333333
993,not,0,0,0,9,0,0
994,not,0,0,0,9,4,0.121212121
996,not,5,0.151515152,0,6,5,0.151515152
997,not,2,0.05,0.549295775,5,23,0.575
998,not,5,0.263157895,0,12,2,0.105263158
999,not,4,0.133333333,0,9,-0.5,-0.016666667
1000,not,8,0.285714286,0,8,7,0.25
1001,not,9,0.290322581,0.023809524,2,6,0.193548387
1002,not,4,0.137931034,0,10,-0.5,-0.017241379
1003,not,11,0.647058824,0,11,7,0.411764706
1004,not,1,0.03030303,0,10,4,0.121212121
1005,not,5,0.142857143,0.109090909,5,8,0.228571429
1006,not,1,0.03030303,0,10,3,0.090909091
1009,not,5,0.172413793,0,10,4,0.137931034
1010,not,3,0.09375,0,9,2,0.0625
1011,not,0,0,0,8,0,0
1012,not,8,0.296296296,0,9,4,0.148148148
1013,not,0,0,0.341772152,5,16,0.380952381
1014,not,0,0,0.341772152,5,16,0.380952381
1015,not,3,0.125,0,6,0,0
1016,not,10,0.37037037,0,6,9,0.333333333
1017,not,2,0.066666667,0,12,2,0.066666667
1018,not,11,0.578947368,0,10,8,0.421052632
1019,not,5,0.147058824,0,6,4,0.117647059
1021,not,5,0.151515152,0,7,4,0.121212121
1022,not,1,0.029411765,0,10,4,0.117647059
1023,not,5,0.138888889,0.105263158,5,8,0.222222222
1024,not,5,0.161290323,0,5,4,0.129032258
1025,not,8,0.222222222,0.37037037,2,15,0.416666667
1026,not,4,0.153846154,0,14,-0.5,-0.019230769
1027,not,5,0.142857143,0.018518519,6,6,0.171428571
1028,not,6,0.1875,0.045454545,8,8,0.25
1029,not,7,0.28,0,13,6,0.24
1030,not,10,0.3125,0.45,2,16,0.5
1031,not,10,0.303030303,0.238095238,4,12,0.363636364
1032,not,10,0.37037037,0,9,9,0.333333333
1033,not,1,0.025641026,0.144927536,7,9,0.230769231
1034,not,5,0.147058824,0,7,4,0.117647059
1035,not,2,0.055555556,0.049180328,7,6,0.166666667
1036,not,1,0.028571429,0,10,4,0.114285714
1037,not,1,0.029411765,0,11,4,0.117647059
1038,not,10,0.37037037,0,6,9,0.333333333
1039,not,14,0.466666667,0.2,0,11,0.366666667
1040,not,0,0,0,10,4,0.114285714
1041,not,12,0.413793103,0.481481481,7,16,0.551724138
1042,not,16,0.533333333,0.307692308,2,13,0.433333333
1043,not,6,0.181818182,0,8,7,0.212121212
1044,not,3,0.085714286,0.018181818,7,6,0.171428571
1045,not,7,0.233333333,0,9,1,0.033333333
1046,not,8,0.235294118,0.217391304,6,12,0.352941176
1047,not,3,0.075,0.115942029,5,8,0.2
1048,not,5,0.142857143,0,7,4,0.114285714
1049,not,1,0.027777778,0,10,4,0.111111111
1050,not,4,0.129032258,0,11,-0.5,-0.016129032
1051,not,7,0.225806452,0,7,5,0.161290323
1052,not,1,0.028571429,0,11,4,0.114285714
1053,not,5,0.135135135,0.086206897,6,8,0.216216216
1054,not,7,0.225806452,0,9,4,0.129032258
1055,not,6,0.193548387,0,10,4,0.129032258
1056,not,6,0.166666667,0.037037037,6,7,0.194444444
1057,not,6,0.222222222,0,11,-0.5,-0.018518519
1058,not,10,0.4,0,10,2,0.08
1059,not,0,0,0,10,4,0.111111111
1060,not,6,0.181818182,0.022222222,9,8,0.242424242
1061,not,0,0,0.243589744,4,12,0.285714286
1062,not,5,0.138888889,0,7,4,0.111111111
1063,not,6,0.181818182,0,9,6,0.181818182
1064,not,1,0.027777778,0,11,4,0.111111111
1065,not,5,0.131578947,0.083333333,6,8,0.210526316
1066,not,8,0.32,0,11,6,0.24
1067,not,2,0.051282051,0.060606061,8,7,0.179487179
1068,not,2,0.057142857,0,8,5,0.142857143
1069,not,4,0.142857143,0,15,-0.5,-0.017857143
1070,not,10,0.344827586,0,10,9,0.310344828
1071,not,2,0.054054054,0,10,5,0.135135135
1072,not,2,0.045454545,0.075,4,6,0.136363636
1073,not,5,0.2,0,12,7,0.28
1074,not,11,0.34375,0,6,5,0.15625
1076,not,0,0,0,6,12,0.545454545
1077,not,2,0.055555556,0,11,5,0.138888889
1079,not,2,0.060606061,0,11,-0.5,-0.015151515
1080,not,11,0.458333333,0,6,11,0.458333333
1081,not,5,0.131578947,0.06779661,7,8,0.210526316
1082,not,0,0,0,18,8,0.333333333
1083,not,2,0.071428571,0.060606061,13,11,0.392857143
1084,not,10,0.344827586,0,7,9,0.310344828
1085,not,0,0,0,11,0,0
1086,not,5,0.135135135,0.017857143,8,7,0.189189189
1087,not,0,0,0,11,4,0.108108108
1088,not,11,0.333333333,0,6,5,0.151515152
1089,not,9,0.257142857,0,4,6,0.171428571
1090,not,4,0.121212121,0,12,-0.5,-0.015151515
1091,not,1,0.027027027,0,12,4,0.108108108
1092,not,5,0.128205128,0.06557377,7,8,0.205128205
1093,not,5,0.131578947,0.051724138,8,8,0.210526316
1094,not,6,0.181818182,0,11,4,0.121212121
1095,not,4,0.102564103,0,6,2,0.051282051
1096,not,5,0.151515152,0,12,4,0.121212121
1097,not,1,0.025,0.058823529,8,7,0.175
1098,not,7,0.184210526,0,6,6,0.157894737
1099,not,0,0,0,12,0,0
1100,not,0,0,0,11,4,0.105263158
1101,not,0,0,0.294117647,7,16,0.347826087
1102,not,10,0.344827586,0,9,4,0.137931034
1103,not,3,0.069767442,0.094594595,6,8,0.186046512
1104,not,5,0.131578947,0,8,4,0.105263158
1105,not,1,0.026315789,0,12,4,0.105263158
1106,not,5,0.125,0.063492063,7,8,0.2
1107,not,2,0.054054054,0,9,5,0.135135135
1108,not,4,0.133333333,0,16,-0.5,-0.016666667
1109,not,6,0.166666667,0,10,8,0.222222222
1110,not,2,0.042553191,0.404761905,6,21,0.446808511
1111,not,4,0.114285714,0,12,-0.5,-0.014285714
1112,not,1,0.025641026,0,12,4,0.102564103
1113,not,9,0.243243243,0,4,5,0.135135135
1114,not,15,0.517241379,0,8,6,0.206896552
1115,not,5,0.125,0.048387097,8,8,0.2
1116,not,10,0.322580645,0,8,9,0.290322581
1117,not,10,0.322580645,0,11,5,0.161290323
1118,not,0,0,0,12,4,0.102564103
1119,not,11,0.314285714,0,7,5,0.142857143
1120,not,1,0.025,0,12,4,0.1
1121,not,1,0.025641026,0,13,4,0.102564103
1122,not,5,0.12195122,0.046875,8,8,0.195121951
1123,not,5,0.125,0.032786885,9,8,0.2
1124,not,0,0,0,13,0,0
1125,not,0,0,0,12,4,0.1
1126,not,4,0.25,0,20,14,0.875
1127,not,6,0.162162162,0,11,8,0.216216216
1128,not,1,0.022727273,0.157894737,8,11,0.25
1129,not,5,0.125,0,9,4,0.1
1130,not,5,0.178571429,0,12,7,0.25
1131,not,1,0.025,0,13,4,0.1
1132,not,5,0.119047619,0.045454545,8,8,0.19047619
1133,not,10,0.384615385,0,16,13,0.5
1135,not,6,0.162162162,0.470588235,3,20.5,0.554054054
1136,not,2,0.043478261,0.234567901,7,14,0.304347826
1137,not,5,0.142857143,0,14,4,0.114285714
1138,not,5,0.12195122,0,9,4,0.097560976
1139,not,5,0.125,0,10,4,0.1
1140,not,1,0.024390244,0,13,4,0.097560976
1141,not,15,0.483870968,0,9,6,0.193548387
1142,not,10,0.303030303,0,9,9,0.272727273
1143,not,4,0.1,0,10,5,0.125
1144,not,0,0,0,13,0,0
1145,not,5,0.125,0,7,7,0.175
1146,not,11,0.297297297,0,8,5,0.135135135
1147,not,5,0.11627907,0.029850746,9,8,0.186046512
1148,not,5,0.119047619,0.015625,10,8,0.19047619
1149,not,6,0.15,0,11,8,0.2
1150,not,6,0.153846154,0,12,8,0.205128205
1151,not,9,0.243243243,0,11,5,0.135135135
1152,not,5,0.113636364,0.028985507,9,8,0.181818182
1153,not,1,0.023255814,0,14,4,0.093023256
1154,not,5,0.111111111,0.028169014,9,8,0.177777778
1156,not,10,0.256410256,0,8,9,0.230769231
1157,not,6,0.146341463,0,12,8,0.195121951
1171,not,0,0,0,4,2.5,1.25
1172,not,0,0,0.384615385,3,4,0.5
1173,not,0,0,0,3,0,0
1174,not,3,0.75,0,2,5,1.25
1175,not,1,0.1,0.705882353,1,7,0.7
1176,not,0,0,0.523809524,1,6,0.545454545
1177,not,1,0.1,0.588235294,1,6,0.6
1178,not,2,0.25,1.1,0,7,0.875
1179,not,1,0.1,0.470588235,1,5,0.5
1180,not,1,0.111111111,0.5,2,5,0.555555556
1181,not,2,0.4,0.75,0,3,0.6
1182,not,3,0.75,0,1,3.5,0.875
1183,not,1,0.111111111,0.428571429,2,4.5,0.5
1184,not,1,0.111111111,0.428571429,2,4.5,0.5
1185,not,0,0,0.333333333,3,4,0.444444444
1186,not,2,0.333333333,1.5,0,5,0.833333333
1187,not,0,0,0.333333333,4,4,0.5
1188,not,0,0,0.2,3,3,0.333333333
1189,not,1,0.125,0.181818182,3,3,0.375
1190,not,1,0.1,0,1,1,0.1
1191,not,0,0,0,5,1,0.5
1192,not,0,0,0.166666667,4,3,0.375
1193,not,0,0,0.461538462,0,6,0.461538462
1194,not,0,0,0.461538462,0,6,0.461538462
1195,not,1,0.1,0.8125,2,8,0.8
1196,not,1,0.1,0.8125,2,8,0.8
1197,not,3,0.75,0,3,4,1
1198,not,3,0.75,0,3,4,1
1199,not,0,0,0,4,1,0.333333333
1200,not,0,0,0.647058824,3,7,0.7
1201,not,0,0,0,1,1,0.142857143
1202,not,0,0,0.4,2,5,0.454545455
1203,not,0,0,0.4,2,5,0.454545455
1204,not,1,0.1,0.4375,2,5,0.5
1205,not,1,0.1,0.4375,2,5,0.5
1206,not,2,0.222222222,0,0,0.5,0.055555556
1207,not,1,0.111111111,0.461538462,3,5,0.555555556
1208,not,1,0.1,0.3125,2,4,0.4
1209,not,1,0.2,0.75,2,3.5,0.7
1210,not,1,0.2,0.75,2,3.5,0.7
1211,not,1,0.2,0.75,2,3.5,0.7
1212,not,1,0.111111111,0.461538462,1,4.5,0.5
1213,not,1,0.111111111,0.307692308,3,4,0.444444444
1214,not,1,0.111111111,0.153846154,3,3,0.333333333
1215,not,1,0.1,0.0625,2,2,0.2
1216,not,3,0.5,1,4,4.5,0.75
1217,not,0,0,0.142857143,4,3,0.333333333
1218,not,1,0.111111111,0,3,2,0.222222222
1219,not,0,0,0.545454545,2,7,0.583333333
1220,not,0,0,0.44,1,6,0.461538462
1221,not,0,0,0.357142857,0,5,0.357142857
1223,not,2,0.2,0.714285714,2,7,0.7
1224,not,0,0,0.36,1,5,0.384615385
1225,not,0,0,0.36,1,5,0.384615385
1226,not,0,0,0.285714286,0,4,0.285714286
1227,not,1,0.090909091,0.5,2,6,0.545454545
1228,not,1,0.090909091,0.5,2,6,0.545454545
1229,not,0,0,0,4,2,0.285714286
1230,not,0,0,0,2,2,0.285714286
1231,not,0,0,0.363636364,2,5,0.416666667
1232,not,0,0,0,4,0,0
1233,not,0,0,0,7,1,0.5
1234,not,1,0.1,0.466666667,3,5.5,0.55
1235,not,0,0,0.368421053,3,5,0.454545455
1236,not,0,0,0.368421053,3,5,0.454545455
1237,not,1,0.111111111,0,2,1.5,0.166666667
1238,not,0,0,0.272727273,2,4,0.333333333
1239,not,0,0,0.272727273,2,4,0.333333333
1240,not,0,0,0.272727273,2,4,0.333333333
1241,not,1,0.1,0.4,3,5,0.5
1242,not,4,2,0,1,3,1.5
1243,not,0,0,0.375,4,5,0.5
1244,not,4,0.5,0.666666667,2,5,0.625
1245,important,1,0.1,0.333333333,3,4.5,0.45
1246,not,2,0.2,0.285714286,2,4,0.4
1247,not,1,0.2,0.5,6,4,0.8
1248,not,1,0.2,0.5,6,4,0.8
1249,not,1,0.1,0.266666667,3,4,0.4
1250,not,1,0.090909091,0.166666667,2,3,0.272727273
1251,not,1,0.083333333,0.095238095,1,2,0.166666667
1252,not,1,0.083333333,0.095238095,1,2,0.166666667
1253,not,4,0.666666667,0,2,6,1
1254,not,1,0.125,0.666666667,3,5.5,0.6875
1255,not,2,0.181818182,0.058823529,1,2,0.181818182
1256,not,1,0.076923077,0.608695652,1,8,0.615384615
1257,not,1,0.076923077,0,0,0,0
1258,not,2,0.666666667,0,4,2.5,0.833333333
1259,not,0,0,0,5,1,0.142857143
1260,not,3,0.6,0,4,6,1.2
