feature,Pn-delicatissima,Pn-galaxiae,Pn-hasleana,Pn-multiseries,Pn-subpacifica,MeanDecreaseAccuracy,MeanDecreaseGini,mean_decrease_important,multiseries_important,delicatissima_important,galaxiae_important,hasleana_important,subpacifica_important
X53,3.5e-5,-1.1e-4,7.61904761904762e-5,3.333333333333333e-5,8.333333333333332e-6,5.1020613373554545e-6,0.0026834454594537763,not important,not important,not important,not important,not important,not important
X116,1.833333333333334e-5,-5.843809523809519e-4,0.002420333333333334,5.253333333333332e-4,1.0366666666666669e-4,4.8718482635355664e-4,0.05276702813524767,not important,not important,not important,not important,important,not important
X147,-3.0000000000000005e-6,-8.833333333333334e-5,5.2000000000000004e-5,-9.999999999999997e-7,2.8666666666666668e-5,-4.67406449759391e-6,0.002427018868549455,not important,not important,not important,not important,not important,not important
X231,6.599999999999999e-5,3.1e-5,1.3199999999999998e-4,2.9952380952380952e-5,2.783333333333333e-4,1.1086119384571401e-4,0.005466634415108534,not important,not important,not important,not important,not important,not important
X268,2.5733333333333337e-4,-6.666666666666643e-7,1.2933333333333332e-4,3.4800000000000006e-4,1.73e-4,1.8788744262273672e-4,0.008597798300051427,not important,not important,not important,not important,not important,not important
X307,2.1866666666666668e-4,7.600000000000002e-5,2.5400000000000005e-4,0.0012180000000000003,-7.433333333333333e-5,3.0360377445052373e-4,0.01734141843333195,not important,not important,not important,not important,not important,not important
X308,1.9666666666666663e-4,3.266666666666664e-5,2.431904761904763e-4,8.616666666666667e-4,3.566666666666666e-5,2.8060716476505955e-4,0.015914951054057564,not important,not important,not important,not important,not important,not important
X310,2.5666666666666663e-5,-1.3666666666666667e-5,1.1619047619047618e-4,6.900000000000002e-5,1.9199999999999995e-4,9.269334913452563e-5,0.005562363418776594,not important,not important,not important,not important,not important,not important
X320,0.0013506666666666667,3.9733333333333325e-4,-9.666666666666663e-6,-5.966666666666667e-5,2.163333333333333e-4,3.5122780891279327e-4,0.022963002183368737,not important,not important,not important,not important,not important,not important
X321,0,0,4.5e-5,-5e-6,0,4.710622710622711e-6,5.763282828282829e-4,not important,not important,not important,not important,not important,not important
X336,3.7000000000000005e-5,3.2999999999999996e-5,9.333333333333336e-6,-2.0000000000000005e-5,1.8199999999999995e-4,5.771195144724557e-5,0.004213831214562039,not important,not important,not important,not important,not important,not important
X354,1.0519047619047618e-4,-1.4233333333333331e-4,1.0233333333333335e-4,1.6833333333333332e-4,3.0809523809523814e-5,4.7876229979171165e-5,0.008320648036695183,not important,not important,not important,not important,not important,not important
X355,1.4633333333333336e-4,-1.9333333333333333e-4,6.496666666666664e-4,4.3633333333333317e-4,2.98e-4,2.4205680671237948e-4,0.014658743806413445,not important,not important,not important,not important,not important,not important
X385,0,-1.7333333333333332e-5,6.599999999999999e-5,6.666666666666667e-6,0,2.506410256410255e-6,0.0013364558676854502,not important,not important,not important,not important,not important,not important
X398,1.226666666666667e-4,4.166666666666667e-5,1.69e-4,9.799999999999998e-5,7.483333333333333e-4,1.9785400048867536e-4,0.00998310224110636,not important,not important,not important,not important,not important,not important
X417,1.5966666666666668e-4,8.733333333333332e-5,1.8033333333333332e-4,1.28e-4,4.3866666666666674e-4,2.0880832729362148e-4,0.01008540146075042,not important,not important,not important,not important,not important,not important
X442,9.566666666666667e-5,9.866666666666665e-5,1.2866666666666666e-4,2.0166666666666667e-4,9.60333333333333e-4,2.8719982631747335e-4,0.012181695337125273,not important,not important,not important,not important,not important,not important
X444,2.0033333333333334e-4,1.7399999999999997e-4,4.3933333333333313e-4,5.340000000000001e-4,4.2995238095238096e-4,3.4788657421010356e-4,0.018189998054648583,not important,not important,not important,not important,not important,not important
X449,4.566666666666667e-5,2.2399999999999994e-4,2.676666666666667e-4,4.250000000000001e-4,2.7833333333333334e-4,2.615775956070074e-4,0.009253154341214402,not important,not important,not important,not important,not important,not important
X575,8.066666666666668e-5,6.166666666666667e-5,7e-5,1.6666666666666663e-4,8.48e-4,2.2669659588777228e-4,0.009609525999612302,not important,not important,not important,not important,not important,not important
X626,-1.3333333333333333e-5,-6.66666666666667e-6,3.833333333333334e-5,6.166666666666666e-5,-1.3333333333333335e-5,1.3188892720626466e-5,0.0024134650899614598,not important,not important,not important,not important,not important,not important
X627,0,2.8333333333333332e-5,6.333333333333331e-6,-4e-6,4e-6,1.0883217659533449e-5,0.001101801087801088,not important,not important,not important,not important,not important,not important
X707,8.666666666666668e-5,-9.733333333333332e-5,2.93e-4,1.2866666666666666e-4,7.863333333333334e-4,2.533084504934349e-4,0.016911309881311343,not important,not important,not important,not important,not important,not important
X720,3.28095238095238e-5,1.4800000000000002e-4,1.1466666666666663e-4,3.243333333333332e-4,-1.966666666666667e-5,1.1480656228876042e-4,0.007010003276078269,not important,not important,not important,not important,not important,not important
X738,9.200000000000001e-5,-7.333333333333334e-6,8e-5,2.2666666666666668e-4,7.203333333333334e-4,2.383398496927909e-4,0.008845059408393714,not important,not important,not important,not important,not important,not important
X768,7.266666666666668e-5,1.6e-5,8.183333333333332e-4,2.1666666666666664e-5,6.933333333333333e-5,1.955672474240586e-4,0.01594922034458965,not important,not important,not important,not important,not important,not important
X782,2.142857142857142e-6,2.4533333333333335e-4,3.050000000000001e-4,4.533333333333332e-4,2.4133333333333336e-4,2.4916298733945795e-4,0.008940916524960756,not important,not important,not important,not important,not important,not important
X788,3.1200000000000005e-4,2.786666666666667e-4,1.363333333333333e-4,0.0012626666666666665,-1.2066666666666668e-4,3.18332104084426e-4,0.019757348540651455,not important,not important,not important,not important,not important,not important
X799,1e-5,-1.6666666666666664e-5,-1e-5,1e-5,0,4.952380952380951e-6,0.0011211712731712734,not important,not important,not important,not important,not important,not important
X801,1.27e-4,1.9533333333333327e-4,9.183333333333334e-4,2.2999999999999995e-4,8.323333333333334e-4,4.696001325815567e-4,0.02579363692919332,not important,not important,not important,not important,not important,not important
X807,0,5.4000000000000005e-5,1.0866666666666667e-4,5e-6,0,3.230220390204909e-5,0.0024580538243118887,not important,not important,not important,not important,not important,not important
X809,3.5699999999999995e-4,7.523809523809524e-6,3.833333333333333e-5,4.8133333333333334e-4,7.533333333333334e-5,1.835571833567189e-4,0.009296335683045049,not important,not important,not important,not important,not important,not important
X853,7.400000000000001e-5,-1.9433333333333333e-4,3.21e-4,5.5e-5,7.033333333333333e-5,7.705381383322562e-5,0.008472927121374898,not important,not important,not important,not important,not important,not important
X864,5.493333333333334e-4,4.2366666666666654e-4,4.7133333333333326e-4,0.0015856666666666666,6.743333333333334e-4,7.235876337285008e-4,0.023979905050872267,not important,not important,not important,not important,not important,not important
X884,1.4866666666666666e-4,7.666666666666667e-5,1.3099999999999999e-4,2.1333333333333333e-4,8.240000000000001e-4,2.6395846637023096e-4,0.011963017078382763,not important,not important,not important,not important,not important,not important
X1128,-3.233333333333333e-5,2.480952380952381e-4,2.583333333333333e-4,3.6599999999999995e-4,2.8399999999999996e-4,2.3489552114552115e-4,0.00902484923798987,not important,not important,not important,not important,not important,not important
X1145,2e-5,7.333333333333333e-6,3.2999999999999996e-5,-5e-6,3.2e-5,1.9866845143160932e-5,0.0014555925441708053,not important,not important,not important,not important,not important,not important
X1180,0,3.133333333333333e-5,9.999999999999997e-7,2e-5,5e-6,1.21819650937298e-5,7.255781342840166e-4,not important,not important,not important,not important,not important,not important
X1193,1.8333333333333333e-5,-1.0533333333333334e-4,1.0833333333333331e-4,2.166666666666667e-5,1.3733333333333333e-4,3.181678082839074e-5,0.004360377725578759,not important,not important,not important,not important,not important,not important
X1195,1.1633333333333335e-4,2.1533333333333335e-4,2.44e-4,6.296666666666666e-4,2.95e-4,3.111704370620779e-4,0.011224880118076713,not important,not important,not important,not important,not important,not important
X1202,-1.3333333333333333e-5,3.8333333333333334e-5,1.4299999999999998e-4,-1e-5,-6.6666666666666675e-6,1.8614827638821448e-5,0.003516345505703243,not important,not important,not important,not important,not important,not important
X1213,5.666666666666665e-6,1.2333333333333334e-5,1.5666666666666663e-5,3.066666666666666e-5,8.1666666666666655e-005,3.788556704733175e-5,0.002163981937878357,not important,not important,not important,not important,not important,not important
X1224,1.7666666666666665e-5,-1.3333333333333335e-5,9.233333333333332e-5,1.7999999999999997e-5,1.4966666666666668e-4,4.930189538703471e-5,0.003919852683700227,not important,not important,not important,not important,not important,not important
X1245,5.553333333333334e-4,6.333333333333335e-5,4.943333333333333e-4,0.0019000000000000002,3.753333333333333e-4,5.840963939741026e-4,0.029553672742672833,not important,important,not important,not important,not important,not important
X1259,4.7333333333333336e-5,2.5666666666666665e-4,6.36e-4,9.966666666666669e-5,-5.233333333333334e-5,1.9287911099908004e-4,0.012576348421238084,not important,not important,not important,not important,not important,not important
X1269,1.1319047619047622e-4,5.491428571428569e-4,0.0018766666666666652,1.4914285714285716e-4,1.8266666666666662e-4,5.934450397383829e-4,0.048479564955851394,not important,not important,not important,not important,not important,not important
X1280,3.399999999999999e-5,-8.333333333333332e-5,1.3e-4,1.6666666666666664e-5,8.833333333333332e-5,2.630299112652054e-5,0.0037797635611686235,not important,not important,not important,not important,not important,not important
X1307,0.001014,3.9666666666666664e-4,7.003333333333334e-4,3.7699999999999995e-4,2.5966666666666667e-4,5.832233462272157e-4,0.02433321694471782,not important,not important,not important,not important,not important,not important
X1356,3.2999999999999996e-5,2.673333333333334e-4,6.046666666666664e-4,9.400000000000001e-5,-2.3000000000000003e-5,1.819595693264424e-4,0.012883067587150047,not important,not important,not important,not important,not important,not important
X1360,-3.3333333333333333e-6,-3.4142857142857145e-5,5.166666666666667e-5,9e-6,5e-6,4.2430510665804795e-6,0.0016708709721650896,not important,not important,not important,not important,not important,not important
X1389,7.399999999999998e-5,-2.0800000000000001e-4,5.443333333333333e-4,1.5e-4,2.23e-4,1.4957357065019608e-4,0.01427756964014004,not important,not important,not important,not important,not important,not important
X1391,1.4466666666666664e-4,-2.4400000000000002e-4,2.8266666666666663e-4,2.936666666666667e-4,2.0599999999999997e-4,1.606821544468604e-4,0.017304039952953442,not important,not important,not important,not important,not important,not important
X1429,7.142857142857143e-6,-3e-5,8.000000000000001e-6,1.2833333333333333e-4,3.29e-4,1.0839740187573005e-4,0.004679336357238405,not important,not important,not important,not important,not important,not important
X1432,6.666666666666665e-6,5.666666666666668e-6,1.166666666666667e-5,2.9714285714285717e-5,1.8333333333333336e-5,1.1143023643023642e-5,0.00313604098560242,not important,not important,not important,not important,not important,not important
X1453,1.2899999999999996e-4,-6.952380952380952e-5,1.4866666666666666e-4,1.1533333333333334e-4,2.366666666666666e-5,7.266802796446759e-5,0.00644376170707114,not important,not important,not important,not important,not important,not important
X1455,0,1.1666666666666665e-5,5.166666666666667e-5,-1e-5,2.857142857142857e-6,1.2198717948717947e-5,7.667968697968698e-4,not important,not important,not important,not important,not important,not important
X1470,1.21e-4,1.6999999999999996e-5,8.333333333333334e-5,1.0466666666666664e-4,5.91e-4,1.736996094720553e-4,0.007922737730862077,not important,not important,not important,not important,not important,not important
X1491,6.833333333333333e-5,9.366666666666665e-5,3.5666666666666664e-4,4.666666666666668e-6,1.3266666666666665e-4,1.4047195941313588e-4,0.011036556064505553,not important,not important,not important,not important,not important,not important
X1492,5.223333333333333e-4,3.4333333333333335e-4,6.666666666666665e-4,5.739999999999999e-4,5.776666666666665e-4,5.548815893428895e-4,0.024112601429248533,not important,not important,not important,not important,not important,not important
X1522,7.396666666666667e-4,3.2000000000000005e-5,4.8766666666666663e-4,0.003541333333333332,5.39952380952381e-4,9.3981348493268e-4,0.05587091171644268,not important,important,not important,not important,not important,not important
X1542,7.533333333333333e-5,-2.1000000000000006e-5,1.4866666666666668e-4,7.566666666666667e-5,2.3333333333333333e-4,1.083119289551178e-4,0.005956580816018484,not important,not important,not important,not important,not important,not important
X1551,6.366666666666666e-5,8.333333333333332e-6,1.1066666666666664e-4,-1.1999999999999997e-5,7.216666666666667e-4,1.6521591970121378e-4,0.009574502021767739,not important,not important,not important,not important,not important,not important
X1552,1.2666666666666667e-5,2.6333333333333327e-5,1.1833333333333333e-4,3.8333333333333334e-5,8.400000000000001e-5,6.505203327803948e-5,0.0061038090310196625,not important,not important,not important,not important,not important,not important
X1554,9.400000000000001e-5,4.7000000000000004e-5,1.4466666666666667e-4,2.2066666666666673e-4,7.610000000000001e-4,2.4247784602738156e-4,0.011386521367337425,not important,not important,not important,not important,not important,not important
X1555,0,3.9999999999999996e-005,2.7333333333333328e-5,1e-5,6.2e-5,2.8134453781512602e-5,0.00165570902966765,not important,not important,not important,not important,not important,not important
X1560,6.666666666666667e-6,-1.39e-4,1.7166666666666667e-4,4.266666666666667e-5,8.333333333333332e-6,1.5539862098685626e-5,0.0036636555406350142,not important,not important,not important,not important,not important,not important
X1562,5.9000000000000004e-5,-2.9333333333333326e-5,7.833333333333334e-5,1.0666666666666667e-5,7e-5,2.7796272355095887e-5,0.0020240103114717556,not important,not important,not important,not important,not important,not important
X1585,3.8333333333333334e-5,1.3866666666666666e-4,5.973333333333333e-4,2.2333333333333335e-5,1.1333333333333334e-4,1.7965419049474773e-4,0.010609391240206652,not important,not important,not important,not important,not important,not important
X1586,7.066666666666665e-5,3.033333333333335e-5,3.94e-4,1.4695238095238094e-4,2.8466666666666663e-4,1.8636866238336825e-4,0.012128206339434821,not important,not important,not important,not important,not important,not important
X1603,3e-5,-3.699999999999999e-5,1.5133333333333334e-4,4.166666666666666e-5,7.533333333333333e-5,5.500422290128172e-5,0.005801918624474489,not important,not important,not important,not important,not important,not important
X1605,1.8800000000000002e-4,8.600000000000002e-5,2.991904761904763e-4,2.3633333333333332e-4,9.266666666666669e-4,3.5791106313706907e-4,0.02070218977688311,not important,not important,not important,not important,not important,not important
X1611,8e-6,-4e-6,2.666666666666666e-6,1.3000000000000001e-5,-6.666666666666667e-6,4.250000000000001e-6,7.06899877899878e-4,not important,not important,not important,not important,not important,not important
X1618,9.719047619047621e-5,8.452380952380952e-5,2.4404761904761905e-4,2.5466666666666666e-4,8.873333333333336e-4,3.155651354149806e-4,0.013929423109617353,not important,not important,not important,not important,not important,not important
X1628,2.3333333333333336e-5,-1.1000000000000001e-5,6.999999999999998e-6,1e-5,5.4000000000000005e-5,2.119187675070028e-5,0.0016226060606060605,not important,not important,not important,not important,not important,not important
X1650,0,2.9e-5,5.700000000000001e-5,1.2e-5,4.666666666666667e-5,2.6532697694462394e-5,9.377907730051943e-4,not important,not important,not important,not important,not important,not important
X1664,2.8333333333333335e-5,-1.0333333333333332e-5,5e-5,1.533333333333333e-5,4.333333333333333e-5,3.2491381167851755e-5,0.0026660434832739568,not important,not important,not important,not important,not important,not important
X1676,2.7000000000000002e-5,2.5e-5,6.466666666666668e-5,5.366666666666667e-5,-5.133333333333334e-5,2.899034299034299e-5,0.003649301491239541,not important,not important,not important,not important,not important,not important
X1677,3.879999999999999e-4,-6.066666666666667e-5,2.3833333333333334e-4,9.846666666666665e-4,-8.55238095238095e-5,2.604139156337298e-4,0.016068047522912004,not important,not important,not important,not important,not important,not important
X1678,2e-5,4.666666666666667e-5,1.4600000000000003e-4,1.2666666666666667e-5,0,3.9716859078314187e-5,0.003459526391420497,not important,not important,not important,not important,not important,not important
X1685,1.1133333333333335e-4,-3.2999999999999996e-5,7.066666666666667e-5,1.5166666666666665e-4,-2.8333333333333332e-5,5.2974990695578956e-5,0.004876746234215986,not important,not important,not important,not important,not important,not important
X1688,5.659999999999999e-4,5.353333333333333e-4,8.670000000000005e-4,0.0011173333333333335,7.356666666666664e-4,7.638553603259487e-4,0.03031666018096977,not important,not important,not important,not important,not important,not important
X1698,2.8333333333333332e-5,7.4e-5,6.833333333333333e-5,1.2066666666666668e-4,6.15e-4,1.6281924319230822e-4,0.007519809293813851,not important,not important,not important,not important,not important,not important
X1699,1.3333333333333333e-5,1.0499999999999998e-4,8.1666666666666655e-005,5.633333333333334e-5,1.1833333333333334e-4,7.190802987861811e-5,0.0030791183544776482,not important,not important,not important,not important,not important,not important
X1709,8.599999999999999e-5,-1.2333333333333334e-5,3.4666666666666665e-5,6.733333333333333e-5,1.866666666666667e-5,4.516829120312092e-5,0.0023499339871597934,not important,not important,not important,not important,not important,not important
X1720,1.3900000000000002e-4,1.0799999999999997e-4,1.813333333333333e-4,1.886666666666667e-4,8.703333333333332e-4,2.920191156452764e-4,0.013068929951304506,not important,not important,not important,not important,not important,not important
X1747,8.003333333333331e-4,6.459999999999997e-4,5.910476190476188e-4,0.002674,3.5180952380952393e-4,9.080579845850747e-4,0.04228047171309027,not important,important,not important,not important,not important,not important
X1753,5.433333333333334e-5,-3.166666666666667e-5,1.7466666666666664e-4,1.8000000000000004e-5,1.6033333333333335e-4,7.258754918971638e-5,0.006017878198156287,not important,not important,not important,not important,not important,not important
X1765,2.1333333333333333e-4,-1.4399999999999998e-4,9.366666666666669e-5,7.966666666666666e-5,1.6733333333333338e-4,8.897651119090747e-5,0.0079920189184653,not important,not important,not important,not important,not important,not important
X1782,7.266666666666667e-5,1.02e-4,1.2833333333333333e-4,3.8999999999999986e-5,1.9252380952380953e-4,1.2005813794049089e-4,0.006965732767670471,not important,not important,not important,not important,not important,not important
X1783,6.156666666666665e-4,4.1599999999999987e-4,5.156666666666666e-4,0.0014176666666666665,7.158571428571428e-4,7.200048039335959e-4,0.020568704589442776,not important,not important,not important,not important,not important,not important
X1793,-1.333333333333334e-6,-3e-5,1.3466666666666667e-4,3.5000000000000004e-5,1e-5,4.194344544344544e-5,0.006385818870538864,not important,not important,not important,not important,not important,not important
X1795,6.299999999999998e-4,5.859999999999998e-4,5.956666666666664e-4,0.0014213333333333335,8.436666666666665e-4,8.080023669141309e-4,0.02299775366415184,not important,not important,not important,not important,not important,not important
X1801,1.0133333333333335e-4,-3.5000000000000004e-5,0.0011046666666666663,5.1e-4,3.983333333333333e-4,3.8284124372359656e-4,0.019611734174329314,not important,not important,not important,not important,not important,not important
X1802,1.966666666666667e-5,8.333333333333332e-6,6.666666666666667e-6,-1.7523809523809523e-5,3.7999999999999995e-5,1.88444300797242e-5,0.0014000197395197395,not important,not important,not important,not important,not important,not important
X1827,6e-5,5.0333333333333335e-5,1.1300000000000001e-4,9.5e-5,6.983333333333332e-4,2.131422322947091e-4,0.008332837221834461,not important,not important,not important,not important,not important,not important
X1831,1.7e-5,1.8333333333333336e-5,5e-6,0,2.1666666666666664e-5,1.1815054226818932e-5,0.0011096279951214939,not important,not important,not important,not important,not important,not important
X1839,9.866666666666665e-5,4e-6,2e-5,3.1333333333333334e-5,1.6666666666666664e-5,3.7514490411549234e-5,0.0016981504898610164,not important,not important,not important,not important,not important,not important
X1850,0,-4.2999999999999995e-5,-1.8999999999999998e-5,8.266666666666665e-5,3.5e-5,1.6574276944245986e-5,0.002859208586885449,not important,not important,not important,not important,not important,not important
X1855,6.051428571428569e-4,6.419999999999999e-4,0.0010360000000000002,0.0034029999999999993,-2.2419047619047616e-4,9.484489006006047e-4,0.05518191264382053,not important,important,not important,not important,not important,not important
X1857,5.1000000000000006e-5,7.666666666666667e-5,7.433333333333333e-5,1.4099999999999998e-4,6.940000000000001e-4,1.9842271668819652e-4,0.008471501574730853,not important,not important,not important,not important,not important,not important
X1882,0,-2.7333333333333335e-5,3.9666666666666664e-5,0,0,3.769607843137254e-6,6.700826275174101e-4,not important,not important,not important,not important,not important,not important
X1883,2.666666666666666e-6,2e-5,1.3399999999999998e-4,2.7476190476190473e-5,3.889999999999999e-4,1.1949856997148024e-4,0.0067492086284512256,not important,not important,not important,not important,not important,not important
X1895,-1.3333333333333333e-5,-1e-5,1.4299999999999998e-4,2.0666666666666663e-5,1.8999999999999998e-5,4.047970656794185e-5,0.00616826073701564,not important,not important,not important,not important,not important,not important
X1900,9.033333333333335e-5,4.233333333333334e-5,3.633333333333333e-5,1.32e-4,7.723333333333333e-4,2.1190842001136108e-4,0.008915298826617672,not important,not important,not important,not important,not important,not important
X1906,9.319999999999998e-4,2.2366666666666666e-4,-6.000000000000002e-6,2.866666666666667e-5,6.738095238095238e-5,2.213329676859088e-4,0.02014204198432208,not important,not important,not important,not important,not important,not important
X1925,0.0010333333333333334,0.0010183333333333333,5.829047619047616e-4,1.1538095238095238e-4,1.7799999999999996e-4,5.811072019655609e-4,0.02324455445083285,not important,not important,not important,not important,not important,not important
X1928,5.746666666666666e-4,2.6833333333333337e-4,5.91333333333333e-4,0.003719666666666667,-8.400000000000002e-5,8.654011839553642e-4,0.05419101877068531,not important,important,not important,not important,not important,not important
X1951,3.399999999999999e-5,1.4166666666666668e-4,1.5900000000000002e-4,-5.9999999999999985e-6,4.463333333333333e-4,1.401991521550345e-4,0.008306513565313464,not important,not important,not important,not important,not important,not important
X1952,6.142857142857148e-6,9.999999999999996e-6,1.1866666666666669e-4,4.966666666666667e-5,1.463333333333333e-4,7.321580775605543e-5,0.004204603968658083,not important,not important,not important,not important,not important,not important
X1961,3.4000000000000007e-5,3.4e-5,8.066666666666668e-5,1.8666666666666662e-5,1.7933333333333337e-4,8.707954463836813e-5,0.00581979017755096,not important,not important,not important,not important,not important,not important
X1966,1.2666666666666667e-5,-3.4000000000000007e-5,1.5166666666666665e-4,6.6666666666666675e-6,2.966666666666667e-5,4.1754040077569485e-5,0.0036369014601383013,not important,not important,not important,not important,not important,not important
X1967,4e-6,-1.5e-5,-1e-5,6.666666666666667e-6,3.3333333333333333e-6,-9.159843424549319e-7,0.0010117025390068868,not important,not important,not important,not important,not important,not important
X2003,1.3466666666666667e-4,1.3799999999999997e-4,1.0433333333333334e-4,2.0200000000000003e-4,6.946666666666667e-4,2.4428389154704944e-4,0.010351880655365691,not important,not important,not important,not important,not important,not important
X2004,6e-5,3.933333333333334e-5,1.2733333333333333e-4,9.033333333333334e-5,5.783333333333335e-4,1.4382553720789016e-4,0.007660345502051751,not important,not important,not important,not important,not important,not important
X2014,1.1014285714285716e-4,2.5466666666666666e-4,4.799999999999999e-5,2.3700000000000004e-4,8.739047619047618e-4,2.9518623103762416e-4,0.014582394146246867,not important,not important,not important,not important,not important,not important
X2023,8.300000000000001e-5,5.8e-5,-1.6666666666666667e-5,8.366666666666668e-5,1.6866666666666668e-4,8.571358543417366e-5,0.0035800363823039034,not important,not important,not important,not important,not important,not important
X2036,1.443333333333333e-4,1.3933333333333332e-4,1.49e-4,2.146666666666667e-4,8.693333333333332e-4,2.973867693194317e-4,0.012668395671459816,not important,not important,not important,not important,not important,not important
X2041,4.233333333333332e-5,2.95e-4,7.433333333333333e-5,2.0899999999999998e-4,9.924285714285712e-4,3.111438013311077e-4,0.01498047655323411,not important,not important,not important,not important,not important,not important
X2047,-1.852380952380952e-5,-1.0833333333333336e-4,1.2433333333333334e-4,2.5e-5,5.333333333333334e-5,2.8095060941810163e-5,0.006223780480809031,not important,not important,not important,not important,not important,not important
X2049,1.0566666666666664e-4,5.800000000000001e-5,2.2e-4,1.3499999999999997e-4,7.563333333333334e-4,2.38497502841156e-4,0.011329252268864155,not important,not important,not important,not important,not important,not important
X2052,8.233333333333335e-5,5.6619047619047616e-5,1.3166666666666665e-4,1.7466666666666664e-4,8.416666666666667e-4,2.3735041996187509e-4,0.011044615510760072,not important,not important,not important,not important,not important,not important
X2058,-4e-6,-1.5e-5,4.599999999999999e-5,3.9999999999999996e-005,5e-6,1.7042639507035794e-5,0.0036261177649242462,not important,not important,not important,not important,not important,not important
X2067,1.533333333333333e-4,5.6e-5,9.066666666666667e-5,1.3399999999999998e-4,8.466666666666666e-4,2.3072383979969125e-4,0.009692919804718769,not important,not important,not important,not important,not important,not important
X2070,5.2333333333333336e-5,3.833333333333334e-5,1.6666666666666664e-5,1.0466666666666667e-4,3.503333333333334e-4,1.1319383394383394e-4,0.006447632695112746,not important,not important,not important,not important,not important,not important
X2071,8.433333333333334e-5,-1.3371428571428573e-4,1.65e-4,9.333333333333332e-5,1.9499999999999997e-4,8.626232711217233e-5,0.007709831188734472,not important,not important,not important,not important,not important,not important
X2072,8.799999999999998e-5,5.733333333333334e-5,1.8600000000000002e-4,9.733333333333332e-5,8.130000000000002e-4,2.2883679014483964e-4,0.010127395322875812,not important,not important,not important,not important,not important,not important
X2088,1.1499999999999998e-4,6.9e-5,9.666666666666667e-5,5.4000000000000005e-5,5.163333333333334e-4,1.5337467108055344e-4,0.008691940983467811,not important,not important,not important,not important,not important,not important
X2089,4.999999999999999e-6,2.5333333333333337e-5,6.633333333333332e-5,3.119047619047619e-5,1.6933333333333335e-4,6.33488382102933e-5,0.004708860324489695,not important,not important,not important,not important,not important,not important
X2105,7.800000000000001e-5,6.466666666666666e-5,1.456666666666667e-4,1.58e-4,8.206666666666666e-4,2.3405205690422396e-4,0.010622557126895221,not important,not important,not important,not important,not important,not important
X2116,4.1333333333333326e-5,5.666666666666667e-6,8.633333333333332e-5,1.8166666666666667e-4,6.43e-4,1.7980941229393238e-4,0.008705363772303736,not important,not important,not important,not important,not important,not important
X2120,5e-6,1e-5,3e-5,-1e-5,4e-6,8.427964192670076e-6,8.46350086767544e-4,not important,not important,not important,not important,not important,not important
X2141,7.400000000000001e-5,-2.238095238095238e-5,6.766666666666668e-5,1.6533333333333336e-4,7.803333333333333e-4,1.9584813062754232e-4,0.009873953934586266,not important,not important,not important,not important,not important,not important
X2146,3.9666666666666664e-5,1.1333333333333333e-4,3.706666666666666e-4,6.033333333333334e-5,3.733333333333334e-5,1.2955174924834367e-4,0.010381553632191717,not important,not important,not important,not important,not important,not important
X2149,5.933333333333334e-5,-3.6666666666666686e-5,1.8033333333333332e-4,2.093333333333333e-4,8.163333333333334e-4,2.470045582212765e-4,0.012050752460352051,not important,not important,not important,not important,not important,not important
X2152,2.9999999999999994e-5,-4.999999999999998e-6,1.7133333333333334e-4,3.066666666666666e-5,1.6666666666666664e-5,6.162100764732343e-5,0.005546886683942863,not important,not important,not important,not important,not important,not important
X2168,1.2500000000000003e-4,5.7e-5,7.133333333333334e-5,1.3066666666666665e-4,7.916666666666665e-4,2.3782000842294962e-4,0.00988819898401735,not important,not important,not important,not important,not important,not important
X2177,1.0733333333333334e-4,6.033333333333334e-5,1.17e-4,2.673333333333334e-4,9.135238095238098e-4,2.6390753364282775e-4,0.011646993997869651,not important,not important,not important,not important,not important,not important
X2178,1.5366666666666667e-4,2.966666666666667e-5,9.900000000000001e-5,6.633333333333334e-5,8.603333333333333e-4,2.3803835131157105e-4,0.010419033682714103,not important,not important,not important,not important,not important,not important
X2185,1.2466666666666667e-4,4.8000000000000015e-5,6.466666666666666e-5,1.93e-4,8.386666666666666e-4,2.345142406612994e-4,0.010151032392508945,not important,not important,not important,not important,not important,not important
X2186,5.000000000000001e-5,1.5666666666666666e-4,1.5857142857142857e-5,9.266666666666665e-5,8.263333333333332e-4,2.3220337668867073e-4,0.010330178954385198,not important,not important,not important,not important,not important,not important
X2187,8.433333333333334e-5,4.233333333333334e-5,1.3666666666666664e-4,1.663333333333333e-4,6.81e-4,2.131848204255325e-4,0.008514313206108386,not important,not important,not important,not important,not important,not important
X2191,7.200000000000002e-5,4.866666666666666e-5,9.166666666666668e-5,1.0400000000000001e-4,9.123333333333334e-4,2.467799720059782e-4,0.010825648410834396,not important,not important,not important,not important,not important,not important
X2193,6.4e-5,2.166666666666667e-5,1.2833333333333333e-4,1.1066666666666667e-4,7.343333333333335e-4,2.0622724858560763e-4,0.009061247441633353,not important,not important,not important,not important,not important,not important
X2199,4.0999999999999994e-5,7.566666666666666e-5,1.299999999999999e-5,4.166666666666667e-5,9.1e-5,6.46052092901938e-5,0.0030040572791611153,not important,not important,not important,not important,not important,not important
X2200,1.0447619047619046e-4,7.666666666666667e-5,6.0666666666666666e-5,1.8633333333333335e-4,2.1899999999999998e-4,1.3588806291747472e-4,0.0064737931327784395,not important,not important,not important,not important,not important,not important
