feature,Pn-delicatissima,Pn-galaxiae,Pn-hasleana,Pn-multiseries,Pn-subpacifica,MeanDecreaseAccuracy,MeanDecreaseGini,mean_decrease_important,multiseries_important,delicatissima_important,galaxiae_important,hasleana_important,subpacifica_important
X6818,7.933333333333334e-5,5.2142857142857156e-5,5e-5,-3.899999999999999e-5,1.8833333333333332e-4,6.833036983656176e-5,0.009200785698499622,not important,not important,not important,not important,not important,not important
X6819,-3.3333333333333333e-6,6.666666666666668e-6,1.5133333333333334e-4,1.2333333333333334e-5,0,2.9410339660339657e-5,0.004122764832985004,not important,not important,not important,not important,not important,not important
X6820,-2.0000000000000008e-6,-1.3000000000000001e-5,8.366666666666668e-5,2.0666666666666663e-5,4.5e-5,2.5924908424908425e-5,0.001970600331385161,not important,not important,not important,not important,not important,not important
X6821,-1.0666666666666664e-5,-1.7999999999999997e-5,-6.666666666666668e-6,-1.1428571428571427e-5,2.9333333333333333e-5,4.258241758241743e-7,0.0013267300292300291,not important,not important,not important,not important,not important,not important
X6823,2.666666666666666e-6,-2.5e-5,6.766666666666668e-5,6e-5,1.8999999999999998e-5,2.3385225885225882e-5,0.003036715425812226,not important,not important,not important,not important,not important,not important
X6826,7.333333333333333e-6,-1.7033333333333332e-4,4.996666666666666e-4,8.133333333333332e-5,1.0966666666666669e-4,1.2363947447461377e-4,0.016406190456155233,not important,not important,not important,not important,not important,not important
X6827,2.43e-4,2.0666666666666663e-5,-6.900000000000001e-5,1.433333333333333e-4,1.0033333333333334e-4,1.0348333529215888e-4,0.007131357073515873,not important,not important,not important,not important,not important,not important
X6829,1.356666666666667e-4,6.666666666666665e-6,3.733333333333334e-5,4.8e-5,1.3533333333333333e-4,9.107581384903363e-5,0.007046834536706341,not important,not important,not important,not important,not important,not important
X6830,0,-2.2666666666666668e-5,5e-6,4e-6,0,5.057605792899911e-7,6.813174603174603e-4,not important,not important,not important,not important,not important,not important
X6839,1.0638095238095238e-4,1.3900000000000002e-4,1.73e-4,1.8333333333333333e-5,1.7066666666666668e-4,1.255532512722915e-4,0.008651849968016724,not important,not important,not important,not important,not important,not important
X6842,-1.4e-5,8.733333333333335e-5,3.4333333333333325e-5,1.333333333333334e-6,7.866666666666668e-5,4.16761799432078e-5,0.00220977201336675,not important,not important,not important,not important,not important,not important
X6846,4.285714285714285e-5,-1.4766666666666666e-4,2.4066666666666662e-4,3.1666666666666666e-5,9.119047619047621e-5,4.01976352680687e-5,0.009397295275308935,not important,not important,not important,not important,not important,not important
X6852,2.493333333333334e-4,2.22e-4,2.4133333333333334e-4,7.156666666666666e-4,1.6933333333333335e-4,3.2225752678693835e-4,0.012290723299815638,not important,not important,not important,not important,not important,not important
X6853,1.6399999999999997e-4,6.699999999999999e-5,1.0566666666666668e-4,1.346666666666667e-4,7.8e-4,2.3048406478282636e-4,0.010136641451973726,not important,not important,not important,not important,not important,not important
X6854,1.0200000000000001e-4,-2.2999999999999997e-5,9.166666666666665e-5,1.753333333333333e-4,2.1000000000000002e-5,8.330107225076264e-5,0.004985311648452101,not important,not important,not important,not important,not important,not important
X6856,2.8e-5,1.5266666666666665e-4,4.940000000000001e-4,5.2333333333333336e-5,2.6666666666666667e-5,1.4602567204037787e-4,0.010016326775483935,not important,not important,not important,not important,not important,not important
X6862,0,-4.499999999999999e-5,-9.999999999999987e-7,2.666666666666666e-6,9e-6,1.7639305139305136e-6,0.002530427519022694,not important,not important,not important,not important,not important,not important
X6867,-4e-6,7.000000000000002e-6,1.8333333333333333e-5,0,0,9.688914027149322e-6,0.0020779952591268376,not important,not important,not important,not important,not important,not important
X6873,2.7333333333333335e-5,2.6666666666666667e-5,-1.1466666666666667e-4,9e-5,-2.666666666666666e-6,3.4806223188576145e-6,0.0032239746216679074,not important,not important,not important,not important,not important,not important
X6878,0,4.999999999999998e-6,8.333333333333332e-6,0,0,3.006715506715507e-6,6.083152525224136e-4,not important,not important,not important,not important,not important,not important
X6879,1.9047619047619146e-7,-3.9e-5,5.67333333333333e-4,6.533333333333334e-5,9.166666666666665e-5,1.594990363953212e-4,0.017914308698989693,not important,not important,not important,not important,not important,not important
X6880,-1.5e-5,2e-5,4.166666666666666e-5,4.666666666666666e-5,-1.5666666666666663e-5,7.510758848994144e-6,0.0010594621476562652,not important,not important,not important,not important,not important,not important
X6882,1.1166666666666667e-4,-3.266666666666667e-5,8.5e-5,3.866666666666666e-5,6.933333333333333e-5,6.730611871788342e-5,0.0033827521300508912,not important,not important,not important,not important,not important,not important
X6887,2.7333333333333338e-5,-9.500000000000007e-5,1.5466666666666664e-4,4.613333333333332e-4,-1.333333333333333e-5,1.0225362133566468e-4,0.01977562072924278,not important,not important,not important,not important,not important,not important
X6890,2.4000000000000004e-5,6.566666666666666e-5,-3.1666666666666666e-5,-1.833333333333333e-5,0,8.999563302194882e-6,0.001518607908431438,not important,not important,not important,not important,not important,not important
X6891,4.2966666666666663e-4,2.456666666666667e-4,3.3966666666666666e-4,0.001324666666666667,-3.680952380952382e-5,4.3594169616073623e-4,0.02793722960405629,not important,not important,not important,not important,not important,not important
X6892,-2.6666666666666667e-5,-1.3333333333333335e-5,4.7666666666666676e-5,3.2e-5,1.8999999999999998e-5,5.46215385921268e-6,0.001999461788102939,not important,not important,not important,not important,not important,not important
X6893,5e-6,3e-5,2.7333333333333335e-5,0,1.3333333333333333e-5,1.4736697513013301e-5,7.068462648462647e-4,not important,not important,not important,not important,not important,not important
X6897,5.1333333333333325e-5,4.866666666666666e-5,8.099999999999999e-5,1.6033333333333332e-4,8.106666666666668e-4,2.1690055446789183e-4,0.009218833066469052,not important,not important,not important,not important,not important,not important
X6901,0,-7.333333333333332e-5,1.5e-5,-9.999999999999997e-7,0,-5.326510091215973e-6,0.001376764069264069,not important,not important,not important,not important,not important,not important
X6903,1.0566666666666667e-4,2.9999999999999994e-5,4.766666666666667e-5,1.1266666666666664e-4,6.276666666666667e-4,1.8594683867903682e-4,0.007565736277265792,not important,not important,not important,not important,not important,not important
X6906,1.4099999999999998e-4,-9.095238095238094e-6,1.3666666666666664e-4,1.31e-4,2.8e-5,9.30105580693816e-5,0.005927212795163962,not important,not important,not important,not important,not important,not important
X6910,-1.833333333333333e-5,1.1599999999999996e-4,5.633333333333333e-5,2.6566666666666666e-4,1.166666666666667e-5,9.573898976840154e-5,0.008420160288857748,not important,not important,not important,not important,not important,not important
X6915,1.4e-5,9.666666666666667e-6,4.7333333333333336e-5,1.7333333333333332e-5,3.12e-4,8.461460349076448e-5,0.004735129448594484,not important,not important,not important,not important,not important,not important
X6916,1.5366666666666664e-4,7.666666666666664e-6,1.3433333333333336e-4,-6.6666666666666675e-6,5.7333333333333336e-5,7.143287757993642e-5,0.006567638340279551,not important,not important,not important,not important,not important,not important
X6920,9.766666666666668e-5,4.666666666666668e-6,6.566666666666667e-5,-6.433333333333333e-5,3.693333333333334e-4,8.80474427533251e-5,0.006197184144507901,not important,not important,not important,not important,not important,not important
X6923,1.6733333333333335e-4,6.333333333333333e-5,7.666666666666667e-5,1.2066666666666667e-4,8.556666666666668e-4,2.4863179948706257e-4,0.011090381265126887,not important,not important,not important,not important,not important,not important
X6926,0,5.333333333333333e-5,5.233333333333332e-5,1.0666666666666667e-5,6.666666666666667e-6,2.435745420729941e-5,0.0012760144300144301,not important,not important,not important,not important,not important,not important
X6927,4.0866666666666655e-4,-4.6647619047619033e-4,0.0029703333333333326,1.4052380952380951e-4,3.9166666666666663e-4,5.9032840688723e-4,0.037729165621216094,not important,not important,not important,not important,important,not important
X6928,1.0300000000000001e-4,-2.4666666666666674e-4,5.456666666666665e-4,1.666666666666667e-4,7.800000000000001e-5,1.2159146855896085e-4,0.01271890934314908,not important,not important,not important,not important,not important,not important
X6930,-5e-6,1.3333333333333333e-5,1.3333333333333335e-5,-1.1000000000000001e-5,8.400000000000001e-5,2.041365007541478e-5,0.0020592785156741014,not important,not important,not important,not important,not important,not important
X6932,0.0040030000000000005,0.0015523333333333337,7.709047619047618e-4,1.3719047619047624e-4,7.613333333333334e-4,0.0013065847517635453,0.06010267443584166,not important,not important,not important,not important,not important,not important
X6933,-1.6666666666666662e-6,6.833333333333333e-5,9.633333333333333e-5,4e-6,1.3333333333333333e-5,2.495313510019392e-5,0.0023130132207861156,not important,not important,not important,not important,not important,not important
X6934,1.0399999999999998e-4,8.866666666666668e-5,1.7566666666666666e-4,1.0266666666666668e-4,7.186666666666667e-4,2.130645872874975e-4,0.009900193493487964,not important,not important,not important,not important,not important,not important
X6935,3.4899999999999997e-4,6.300000000000001e-5,1.361904761904762e-4,3.2e-5,7.333333333333333e-6,1.2392430316501528e-4,0.009929130576687305,not important,not important,not important,not important,not important,not important
X6936,9.766666666666668e-5,1.1666666666666668e-5,6.833333333333335e-5,1.48e-4,7.646666666666665e-4,2.18916239333422e-4,0.009172393806117087,not important,not important,not important,not important,not important,not important
X6937,2.8e-5,8.666666666666665e-5,-1.3333333333333333e-5,6.4e-5,5e-6,3.575091532134876e-5,0.002094420797915535,not important,not important,not important,not important,not important,not important
X6938,-1.2e-5,-8.333333333333332e-6,-8.666666666666666e-6,1.3333333333333333e-5,-9.333333333333333e-6,-6.131143366437484e-6,7.307878004348593e-4,not important,not important,not important,not important,not important,not important
X6939,6.1000000000000005e-005,8.766666666666668e-5,6.533333333333333e-5,1.0633333333333335e-4,8.144285714285715e-4,2.2594947106557012e-4,0.0094047361481896,not important,not important,not important,not important,not important,not important
X6940,1.1733333333333333e-4,5.9000000000000004e-5,5.699999999999999e-5,1.82e-4,6.960000000000001e-4,2.0373573279146027e-4,0.00953367028773681,not important,not important,not important,not important,not important,not important
X6941,4.533333333333332e-5,6.266666666666667e-5,7.166666666666667e-5,1.2966666666666666e-4,8.04e-4,2.0729473003776408e-4,0.009196848941579069,not important,not important,not important,not important,not important,not important
X6942,1.1866666666666667e-4,8.066666666666666e-5,8.066666666666666e-5,1.4838095238095235e-4,8.819999999999999e-4,2.4120642704388826e-4,0.010026289629506616,not important,not important,not important,not important,not important,not important
X6943,1.16e-4,1.3066666666666665e-4,1.0633333333333335e-4,1.7899999999999996e-4,9.179999999999999e-4,2.895172555342832e-4,0.012541878245415873,not important,not important,not important,not important,not important,not important
X6945,6e-6,0,2.333333333333333e-5,1.4e-5,-4e-6,1.026190476190476e-5,6.023593073593074e-4,not important,not important,not important,not important,not important,not important
X6946,9.933333333333334e-5,5.9523809523809524e-5,5.5666666666666674e-5,1.9433333333333333e-4,8.633333333333335e-4,2.576776057619711e-4,0.009353185613460525,not important,not important,not important,not important,not important,not important
X6947,8e-6,2e-5,-2.4e-5,1.4e-5,0,7.023809523809523e-6,5.93904761904762e-4,not important,not important,not important,not important,not important,not important
X6951,1.3866666666666666e-4,5.6000000000000006e-5,6.866666666666668e-5,9.133333333333331e-5,7.963333333333332e-4,2.2635130023055712e-4,0.010019341410794667,not important,not important,not important,not important,not important,not important
X6952,4e-5,3.266666666666666e-5,-9.333333333333333e-6,4.4000000000000006e-5,2.2000000000000003e-5,3.091609207785677e-5,0.0014756501062364441,not important,not important,not important,not important,not important,not important
X6953,8e-6,1.1666666666666665e-5,-4e-6,-1e-5,5e-6,3.7777777777777777e-6,4.8699278499278513e-4,not important,not important,not important,not important,not important,not important
X6954,1.0333333333333336e-4,-7.666666666666668e-5,0.0019283333333333333,2.966666666666667e-4,4.666666666666668e-6,4.369829617407015e-4,0.036585550530832976,not important,not important,not important,not important,not important,not important
X6955,0,0,-5e-6,0,0,-1.6666666666666667e-6,1.5953823953823953e-4,not important,not important,not important,not important,not important,not important
X6956,0,-1e-5,1.6666666666666662e-6,0,4e-6,-6.666666666666665e-7,4.0755555555555554e-4,not important,not important,not important,not important,not important,not important
X6957,5.563333333333334e-4,2.2000000000000023e-5,6.299999999999998e-4,0.0011783333333333335,3.646666666666666e-4,5.494367095752541e-4,0.02808435603150173,not important,not important,not important,not important,not important,not important
X6958,7e-6,4.699999999999999e-5,9e-6,3.3333333333333333e-6,3.3333333333333333e-6,1.6278349101878514e-5,0.0023018241495344847,not important,not important,not important,not important,not important,not important
X6960,5.633333333333333e-5,1.6666666666666664e-5,3.9666666666666664e-5,1.966666666666667e-5,5.2857142857142855e-5,3.978703400143029e-5,0.0025594318976683403,not important,not important,not important,not important,not important,not important
X6962,9.333333333333334e-5,2.25e-4,1.7066666666666668e-4,5.626666666666666e-4,2.2999999999999997e-5,2.0657746244123957e-4,0.010962148331881262,not important,not important,not important,not important,not important,not important
X6968,0,-1e-5,1.4999999999999997e-5,3.5e-5,4.2666666666666656e-5,1.8941769015298425e-5,0.0023107211393996285,not important,not important,not important,not important,not important,not important
X6970,6.666666666666667e-6,-3.3333333333333337e-6,3.3333333333333337e-6,4e-6,0,3.1547619047619046e-6,3.577171717171717e-4,not important,not important,not important,not important,not important,not important
X6971,3.133333333333333e-5,5.999999999999999e-5,1.2533333333333336e-4,5.566666666666667e-5,2.333333333333333e-5,5.8470486170176594e-5,0.003982463688764736,not important,not important,not important,not important,not important,not important
X6974,-1.9999999999999995e-6,-4.2000000000000004e-5,2.9809523809523807e-5,5e-6,0,2.9761904761904763e-6,9.07371106018165e-4,not important,not important,not important,not important,not important,not important
X6975,-1.4333333333333327e-5,2.203333333333333e-4,2.156666666666667e-4,2.79e-4,5.500000000000001e-5,1.4568081213592047e-4,0.008002994420852226,not important,not important,not important,not important,not important,not important
X6976,0.001541666666666667,9.221904761904766e-4,8.756666666666666e-4,-5.714285714285713e-5,-2.5e-5,6.500021070261004e-4,0.037938295868187,not important,not important,not important,not important,not important,not important
X6977,2.716666666666667e-4,2.4366666666666674e-4,2.868571428571429e-4,0.0011173333333333335,-9.999999999999994e-6,3.4336317346224447e-4,0.014943134358948125,not important,not important,not important,not important,not important,not important
X6980,9.966666666666667e-5,-6.166666666666666e-5,5.6666666666666664e-5,9.333333333333332e-5,4.466666666666667e-5,5.413172731980783e-5,0.0041967580114823785,not important,not important,not important,not important,not important,not important
X6981,-8.523809523809524e-6,-6.833333333333336e-5,1.5e-4,1.5666666666666663e-5,4.2714285714285704e-5,3.6301788081199844e-5,0.00537475694032894,not important,not important,not important,not important,not important,not important
X6983,0,6.666666666666665e-6,2.6666666666666667e-5,4e-6,0,5.889388389388389e-6,6.694175205917142e-4,not important,not important,not important,not important,not important,not important
X6985,2.97e-4,-2.22e-4,3.839999999999999e-4,3.3099999999999997e-4,2.756666666666667e-4,2.2019927853364387e-4,0.013326824575157903,not important,not important,not important,not important,not important,not important
X6986,1.7333333333333332e-5,-6e-6,2.8333333333333332e-5,5e-6,0,1.0406219167829074e-5,7.820613285350127e-4,not important,not important,not important,not important,not important,not important
X6987,0,6.666666666666667e-6,0,1.6666666666666664e-5,-5e-6,3.928571428571429e-6,8.648411180528995e-4,not important,not important,not important,not important,not important,not important
X6988,-7.333333333333334e-6,2.333333333333334e-6,2e-5,6.666666666666667e-6,5e-6,7.147058823529411e-6,8.368523698523699e-4,not important,not important,not important,not important,not important,not important
X6990,0,7.666666666666666e-6,0,0,0,4.6428571428571374e-7,5.725057165057165e-4,not important,not important,not important,not important,not important,not important
X6992,9.033333333333334e-5,-4.999999999999998e-6,2.1666666666666664e-5,1.2333333333333334e-5,-2.999999999999997e-6,3.487292609351433e-5,0.004682287944213514,not important,not important,not important,not important,not important,not important
X6993,1e-5,-2.6666666666666667e-5,9e-6,0,5e-6,2.7836134453781514e-6,4.8175027870680045e-4,not important,not important,not important,not important,not important,not important
X6994,-1.5666666666666663e-5,1.733333333333333e-5,1.733333333333333e-5,-1.1000000000000001e-5,-4.666666666666667e-6,4.405812367886672e-6,0.0037082199158456263,not important,not important,not important,not important,not important,not important
X6996,1.4666666666666664e-4,3.5e-5,9.999999999999997e-6,2.2033333333333334e-4,2.4809523809523807e-5,9.131676940190871e-5,0.005111925315794386,not important,not important,not important,not important,not important,not important
X6999,1.4233333333333331e-4,1.1433333333333335e-4,0.001814666666666666,2.9633333333333334e-4,1.8533333333333338e-4,5.403462888161029e-4,0.046681051317780754,not important,not important,not important,not important,not important,not important
X7000,1.5266666666666665e-4,-3.333333333333333e-5,6.666666666666667e-6,1.9999999999999998e-5,5e-6,4.2162967751203054e-5,0.005660521921542368,not important,not important,not important,not important,not important,not important
X7001,0,2.5e-5,-6.000000000000001e-5,0,0,-2.1666666666666665e-6,6.508235294117648e-4,not important,not important,not important,not important,not important,not important
X7002,3.999999999999998e-4,-1.1347619047619048e-4,2.4333333333333344e-4,0.0015999999999999996,9.5e-5,3.8779719867335956e-4,0.03401454276452294,not important,not important,not important,not important,not important,not important
X7003,4.285714285714286e-6,-3.3333333333333316e-6,1.1666666666666665e-5,1.5e-5,0,-4.573367808661927e-7,0.001289040683331006,not important,not important,not important,not important,not important,not important
X7004,-2.466666666666667e-5,1.1e-4,1.9766666666666668e-4,2.3333333333333336e-5,1.0666666666666667e-5,6.838752088984288e-5,0.009031703478956245,not important,not important,not important,not important,not important,not important
X7005,1.5e-5,-2.0666666666666663e-5,9.333333333333334e-6,3.3333333333333333e-6,1.1333333333333334e-5,3.6820217965728797e-6,0.0013179380097027157,not important,not important,not important,not important,not important,not important
X7006,-2e-5,-1.6266666666666665e-4,2.4000000000000004e-5,3.066666666666666e-5,2.2666666666666668e-5,-1.2111613876319755e-5,0.005081502791468586,not important,not important,not important,not important,not important,not important
X7007,0,1.3333333333333333e-5,0,6.666666666666667e-6,0,4.011904761904762e-6,1.7233333333333334e-4,not important,not important,not important,not important,not important,not important
X7008,4.873333333333332e-4,-8.35238095238095e-5,0.0012140000000000002,5.666666666666667e-5,2.6733333333333334e-4,3.466623768388473e-4,0.020735004510225544,not important,not important,not important,not important,not important,not important
X7009,5.3333333333333345e-6,-2.7666666666666667e-5,-2.166666666666667e-5,3.5e-5,9.999999999999997e-7,-2.72469360704658e-7,0.005104146558741038,not important,not important,not important,not important,not important,not important
X7010,1.1333333333333334e-5,1e-5,-1.6666666666666662e-6,-5e-6,6.666666666666667e-6,5.659717733247145e-6,7.807438409543673e-4,not important,not important,not important,not important,not important,not important
X7012,8.033333333333333e-5,8.166666666666668e-5,8.400000000000001e-5,1.2733333333333333e-4,9.126666666666666e-4,2.2692443650260984e-4,0.010656585999764281,not important,not important,not important,not important,not important,not important
X7013,0,0,3.5e-5,0,0,5.2149321266968325e-6,2.703650793650794e-4,not important,not important,not important,not important,not important,not important
X7014,3.3333333333333333e-6,-1.3666666666666664e-5,6e-6,5e-6,0,5.162141779788837e-7,7.873892773892774e-4,not important,not important,not important,not important,not important,not important
X7015,-2.6333333333333334e-5,-1.5666666666666663e-4,3.88e-4,3.3333333333333325e-6,4.666666666666666e-5,6.525679712444417e-5,0.010845217863913367,not important,not important,not important,not important,not important,not important
X7016,-4e-6,1.3666666666666662e-5,7.999999999999998e-6,1.6666666666666663e-4,-9e-6,2.5287059689536466e-5,0.0037408034064689223,not important,not important,not important,not important,not important,not important
X7017,4.333333333333333e-6,-2e-5,3.9999999999999996e-005,0,1.5e-5,7.173723335488042e-6,0.0013069380502538396,not important,not important,not important,not important,not important,not important
X7018,1.6799999999999996e-4,5.333333333333333e-5,9.6e-5,-1.000000000000002e-6,-3.1333333333333334e-5,6.627708402708404e-5,0.005554138533388731,not important,not important,not important,not important,not important,not important
X7019,4e-6,1.5e-5,0,1.1666666666666668e-5,4e-6,7.814935064935066e-6,5.901733266733268e-4,not important,not important,not important,not important,not important,not important
X7020,0,1.5e-5,9e-6,4.6333333333333326e-5,3.3333333333333333e-6,1.2030721600381043e-5,5.137186147186148e-4,not important,not important,not important,not important,not important,not important
X7021,3.476666666666666e-4,-5.366666666666667e-5,2.0166666666666667e-4,5.016666666666666e-4,2.0433333333333333e-4,2.463361995761375e-4,0.010274706299901263,not important,not important,not important,not important,not important,not important
X7023,1.4199999999999998e-4,8.833333333333334e-5,1.49e-4,2.1433333333333333e-4,0.0012536666666666664,3.543495037813922e-4,0.01711075872051633,not important,not important,not important,not important,not important,important
X7024,6.666666666666666e-5,1.0366666666666669e-4,6.566666666666666e-5,1.9133333333333334e-4,6.703333333333334e-4,2.1160423889835653e-4,0.008835533438042673,not important,not important,not important,not important,not important,not important
X7025,2.0600000000000002e-4,4.7523809523809523e-5,5.549999999999999e-4,1.613333333333333e-4,2.748571428571429e-4,2.1909887867550416e-4,0.012861389120116775,not important,not important,not important,not important,not important,not important
X7026,-4.166666666666667e-5,-3.1085714285714283e-4,7.833333333333331e-4,3.2333333333333335e-4,2.8266666666666663e-4,1.7437929717341476e-4,0.01643559706361906,not important,not important,not important,not important,not important,not important
X7027,-1.3666666666666667e-5,-4.203333333333333e-4,6.926666666666666e-4,5.1000000000000006e-5,6.833333333333335e-5,5.344747082982378e-5,0.011504742148816877,not important,not important,not important,not important,not important,not important
X7029,2.843333333333333e-4,4.666666666666666e-5,4.333333333333333e-5,2.99e-4,1.89e-4,1.8060708331915756e-4,0.007736040651929134,not important,not important,not important,not important,not important,not important
X7030,5.833333333333333e-5,5.633333333333334e-5,8.833333333333334e-5,2.4133333333333334e-4,7.974285714285713e-4,2.450140912578992e-4,0.009336538662791974,not important,not important,not important,not important,not important,not important
X7032,9.160000000000003e-4,0.0023963333333333328,7.300000000000003e-5,7.052380952380953e-5,4.3733333333333325e-4,6.900698664940149e-4,0.040349792142851226,not important,not important,not important,important,not important,not important
X7033,4.566666666666667e-5,3.9e-5,1.1333333333333334e-4,4.233333333333334e-5,1.346666666666667e-4,7.432950872656756e-5,0.0031840902212308866,not important,not important,not important,not important,not important,not important
X7036,-5e-6,-3.5e-5,5.166666666666666e-5,1.4666666666666668e-5,2.4e-5,9.016860590390001e-6,0.0012782597957597959,not important,not important,not important,not important,not important,not important
X7038,1.8e-5,-2.866666666666666e-5,2e-5,0,2e-5,4.102941176470587e-6,0.0011024734154734155,not important,not important,not important,not important,not important,not important
X7040,6.352380952380953e-5,-2.156666666666667e-4,7.360000000000001e-4,1.8852380952380954e-4,3.8333333333333334e-5,1.6574832271271895e-4,0.017979110734415403,not important,not important,not important,not important,not important,not important
X7041,2.6666666666666667e-5,4e-5,1.6e-5,4e-6,0,1.601228183581125e-5,0.0022486613696499277,not important,not important,not important,not important,not important,not important
X7046,1.2000000000000002e-5,1.6809523809523813e-5,4.166666666666666e-5,1.7333333333333332e-5,1.4e-5,2.1585272570566687e-5,9.033086521321817e-4,not important,not important,not important,not important,not important,not important
X7047,3.5e-5,-6.6666666666666675e-6,3.5e-5,-1.3000000000000001e-5,3.6e-5,1.637583494936436e-5,0.0013568343029519503,not important,not important,not important,not important,not important,not important
X7048,3.7999999999999995e-5,5.6333333333333345e-5,9.066666666666667e-5,2.2333333333333325e-5,6.366666666666667e-4,1.5955301354991759e-4,0.009312689153907283,not important,not important,not important,not important,not important,not important
X7049,2.4066666666666667e-4,2.366666666666666e-5,-8.5e-5,3.766666666666666e-5,6.933333333333333e-5,5.782728219492928e-5,0.006348161825868794,not important,not important,not important,not important,not important,not important
X7050,1.0400000000000001e-4,2.6000000000000005e-5,1.0566666666666664e-4,-3.142857142857143e-6,4.966666666666667e-5,6.917629953465868e-5,0.0033940305370793677,not important,not important,not important,not important,not important,not important
X7051,-6.666666666666667e-6,-1e-5,-3.1666666666666666e-5,0,0,-7.77930402930403e-6,7.136007033901772e-4,not important,not important,not important,not important,not important,not important
X7052,1.273333333333333e-4,2.566666666666667e-5,2.0000000000000016e-6,1.3333333333333309e-6,-4.0000000000000015e-6,3.782345432345432e-5,0.00423651392299987,not important,not important,not important,not important,not important,not important
X7053,1.0666666666666669e-5,-2.1666666666666664e-5,-1e-5,-1.6666666666666652e-6,1.1433333333333334e-4,2.4293614881850178e-5,0.002208309427414691,not important,not important,not important,not important,not important,not important
X7055,0,2.2999999999999997e-5,6e-6,0,0,5.461538461538462e-6,5.444877344877346e-4,not important,not important,not important,not important,not important,not important
X7056,5.5e-5,6.633333333333334e-5,4.7333333333333336e-5,1.7266666666666664e-4,9.653333333333331e-4,2.3631477999125044e-4,0.010632409770087791,not important,not important,not important,not important,not important,not important
X7058,7.066666666666667e-5,1.1666666666666663e-5,3.066666666666666e-5,1.8999999999999998e-5,5.5e-5,4.198815477608047e-5,0.003197511023096879,not important,not important,not important,not important,not important,not important
X7059,4e-6,3.266666666666666e-5,4.666666666666666e-5,-9.999999999999997e-7,0,1.0945970695970697e-5,0.0016621366084895496,not important,not important,not important,not important,not important,not important
X7060,5.966666666666667e-5,8.133333333333332e-5,7.233333333333333e-5,1.6600000000000002e-4,8.336666666666667e-4,2.1861629942125302e-4,0.009667332950425557,not important,not important,not important,not important,not important,not important
X7061,0,-8.566666666666667e-5,1.2666666666666667e-5,0,1.6666666666666664e-5,-9.968595130359834e-6,0.0027367052782099224,not important,not important,not important,not important,not important,not important
X7062,0,1.6666666666666662e-6,-1.8333333333333333e-5,4e-6,2.666666666666666e-6,-1.5639589169001434e-8,7.271579858050446e-4,not important,not important,not important,not important,not important,not important
X7063,2.333333333333334e-6,-1.3333333333333333e-5,4e-6,-1.5e-5,4e-6,-2.9999999999999992e-6,0.00115994029654556,not important,not important,not important,not important,not important,not important
X7064,0.0010076666666666667,8.993333333333334e-4,4.156666666666666e-4,4.433333333333334e-5,3.5833333333333333e-4,5.597355915498328e-4,0.02203004913111409,not important,not important,not important,not important,not important,not important
X7065,1.4099999999999998e-4,3.0999999999999995e-5,7e-5,-1.933333333333333e-5,2.333333333333333e-5,5.7757071360012554e-5,0.005074530220265037,not important,not important,not important,not important,not important,not important
X7066,-7.333333333333334e-6,3.4e-5,3.0999999999999995e-5,-4e-6,-1.6666666666666664e-5,4.82989232989233e-6,0.0014416634868399578,not important,not important,not important,not important,not important,not important
X7068,3.0400000000000007e-4,5.633333333333333e-5,-1.1e-4,5e-6,3.4e-5,7.714314280490752e-5,0.007452025393019541,not important,not important,not important,not important,not important,not important
X7069,0.001366619047619048,9.280000000000002e-4,3.649999999999999e-4,3.9999999999999905e-6,1.5752380952380952e-4,5.658419678017197e-4,0.030197334591720946,not important,not important,not important,not important,not important,not important
X7072,9.133333333333334e-5,6.133333333333334e-5,9.900000000000001e-5,1.5133333333333332e-4,7.639999999999999e-4,2.3470616715585751e-4,0.010178974228053994,not important,not important,not important,not important,not important,not important
X7073,1.9999999999999995e-6,-5e-6,-1e-5,0,4e-6,-2.4285714285714284e-6,2.6484126984126986e-4,not important,not important,not important,not important,not important,not important
X7074,5.066666666666667e-5,1.4333333333333336e-5,1.9699999999999996e-4,2.61e-4,7.743333333333333e-4,2.4198852325864705e-4,0.0112528749200356,not important,not important,not important,not important,not important,not important
X7075,1.1000000000000001e-5,-4.033333333333333e-5,1.1666666666666668e-4,2.5e-5,2.9999999999999994e-5,1.5096498272968864e-5,0.002518501063436048,not important,not important,not important,not important,not important,not important
X7076,-9e-6,-2.666666666666667e-5,1.2333333333333334e-5,5e-6,-4e-6,1.4544067044067022e-6,0.0016114951485002638,not important,not important,not important,not important,not important,not important
X7077,3.1333333333333334e-5,6.733333333333335e-5,1.3666666666666667e-5,-7.333333333333334e-6,1.3333333333333333e-5,2.1340228399051932e-5,0.0022217432436844207,not important,not important,not important,not important,not important,not important
X7078,1.4466666666666667e-4,5.966666666666666e-5,2.7e-5,5.666666666666667e-5,6.210000000000001e-4,1.8140923489994696e-4,0.00813020206895049,not important,not important,not important,not important,not important,not important
X7079,4e-6,2.333333333333334e-6,-8.333333333333334e-6,0,4e-6,3.7928276573787412e-6,9.174541341011931e-4,not important,not important,not important,not important,not important,not important
X7080,0,6e-5,4.233333333333334e-5,2.4e-5,1.1857142857142857e-5,2.4181049342814046e-5,0.0016934751359751355,not important,not important,not important,not important,not important,not important
