sample_code,Pn_delicatissima,Pn_galaxiae,Pn_hasleana,Pn_multiersies,Pn_subpacifica,featureID,important_org,N,N/C,AI-mod,O,DBE,DBE/C
6580,1.28061e-7,1.45651e-7,7.61716e-8,1.52933e-6,0.0000122553,6580,not,1,0.066666667,0,7,2,0.133333333
6582,1.55722e-6,1.11837e-7,4.87626e-8,5.89798e-7,7.01599e-7,6582,important,2,0.153846154,0,8,3,0.230769231
6587,1.08428e-7,1.67921e-7,6.97825e-8,1.18522e-6,0.0000120257,6587,not,1,0.055555556,0,8,2,0.111111111
6591,9.51979e-8,3.59119e-8,8.48153e-9,9.59483e-7,5.30334e-6,6591,not,6,0.4,0,9,6,0.4
6595,7.62982e-6,8.31554e-6,0.0000130479,0.0000474019,0.0000227882,6595,not,0,0,0,9,2,0.090909091
6598,2.4808e-7,3.9348e-8,3.5499e-8,8.02761e-7,1.24042e-6,6598,not,1,0.04,0,7,1,0.04
6601,4.9924e-8,4.02204e-10,1.99955e-8,1.16943e-6,2.02071e-9,6601,not,5,0.147058824,0.210526316,1,9,0.264705882
6603,9.98477e-11,0,0,0,5.56836e-10,6603,not,6,0.230769231,0.5,4,14,0.538461538
6604,1.4542e-10,0,3.32723e-9,1.08983e-7,0,6604,not,5,0.172413793,0,4,2,0.068965517
6605,2.96786e-7,8.76376e-7,5.9383e-7,7.70708e-6,2.98717e-6,6605,not,12,0.631578947,0,8,8,0.421052632
6607,0,1.45926e-9,1.10423e-6,1.34956e-8,0.0000562179,6607,not,2,0.046511628,0.038961039,5,5,0.11627907
6608,0,1.5849e-10,0,0,0,6608,not,13,0.5,0,9,10,0.384615385
6609,2.27266e-7,4.65147e-7,1.22593e-7,2.84274e-6,0.0000213192,6609,not,1,0.033333333,0,18,1,0.033333333
6611,1.58885e-6,9.25522e-7,1.36209e-6,0.0000133629,0.0000665251,6611,not,0,0,0.238095238,10,15,0.319148936
6613,1.42448e-7,3.83074e-7,2.42399e-7,9.10268e-8,3.40583e-7,6613,not,2,0.2,0.75,0,7,0.7
6614,7.35026e-9,1.89611e-8,2.76287e-8,1.10713e-7,6.3528e-8,6614,not,1,0.083333333,0.476190476,1,6,0.5
6615,2.95224e-7,4.06592e-7,1.9188e-7,2.30776e-6,2.67542e-6,6615,not,0,0,0.454545455,2,6,0.5
6616,1.46054e-7,2.30146e-7,1.55407e-7,8.72634e-7,7.80854e-7,6616,not,0,0,0.5,2,7,0.538461538
6622,2.6188e-7,1.53405e-7,1.56697e-7,0.0000011726,4.56205e-7,6622,not,1,0.1,0,5,2,0.2
6624,1.48033e-6,6.4952e-7,4.69213e-7,1.40934e-6,1.27723e-6,6624,not,2,0.153846154,0.473684211,3,7,0.538461538
6630,1.30047e-7,0.0000001338,1.04053e-7,5.30206e-7,4.77033e-7,6630,not,3,0.1875,0.583333333,2,9.5,0.59375
6632,0,0,3.30444e-10,0,0,6632,not,2,0.105263158,0.117647059,0,3,0.157894737
6635,3.44939e-7,8.44292e-8,1.23862e-8,6.71591e-6,0.0000126491,6635,not,4,0.307692308,0.142857143,4,5,0.384615385
6636,2.56108e-6,1.62337e-6,2.06112e-6,4.32103e-6,2.75366e-6,6636,not,0,0,0.315789474,2,7,0.35
6639,6.53546e-7,1.49272e-6,1.59199e-6,1.01806e-6,0.0000011362,6639,not,0,0,0.257142857,3,6,0.315789474
6645,1.26612e-6,1.63896e-7,4.10871e-7,4.65142e-7,5.9579e-7,6645,not,0,0,0.297297297,3,7,0.35
6648,4.94622e-8,9.21167e-7,7.16531e-7,4.09668e-7,2.21234e-7,6648,important,0,0,0.176470588,4,5,0.263157895
6651,6.25607e-7,7.77909e-6,4.59102e-6,3.98086e-6,0.0000142169,6651,not,0,0,0.333333333,6,8,0.444444444
6652,5.67541e-7,3.57178e-7,1.41056e-7,9.63868e-6,5.97268e-6,6652,not,0,0,0.222222222,4,6,0.3
6654,1.37959e-6,1.33954e-7,6.37215e-8,0.0000203327,2.66278e-6,6654,not,1,0.043478261,0,0,0,0
6655,4.42789e-7,5.12222e-7,3.24944e-7,1.01082e-6,2.45284e-6,6655,not,0,0,0.307692308,8,8,0.470588235
6656,4.97728e-8,4.06153e-8,2.61877e-8,8.30626e-6,3.26695e-6,6656,important,0,0,0.4,4,10,0.454545455
6661,1.58689e-6,8.91977e-8,6.59981e-8,8.36123e-7,1.21318e-6,6661,important,2,0.153846154,0,8,3,0.230769231
6663,2.53202e-7,0.0000000549,3.49677e-8,1.01504e-6,2.61034e-6,6663,not,0,0,0.071428571,8,5,0.277777778
6664,3.35464e-7,3.48267e-7,1.44368e-7,0.0000109636,5.94506e-6,6664,not,0,0,0.333333333,5,9,0.409090909
6667,8.20113e-8,1.66124e-7,2.2501e-7,5.21034e-7,4.79245e-7,6667,not,1,0.05,0.28125,6,8,0.4
6668,0,0,1.86561e-11,0,0,6668,not,0,0,0.368421053,1,11,0.379310345
6670,4.28931e-8,2.56416e-8,2.67918e-8,3.06621e-7,1.37871e-7,6670,not,7,0.368421053,0.55,4,11,0.578947368
6680,1.74883e-8,1.42181e-7,2.2665e-7,1.22688e-7,8.29127e-8,,,,,,,,
6682,9.07593e-8,4.43263e-7,2.63623e-7,4.50704e-7,3.26606e-7,6682,not,2,0.105263158,0,11,6,0.315789474
6684,1.02384e-7,1.39411e-7,1.73029e-7,5.59792e-7,3.47428e-7,6684,not,0,0,0,8,2,0.090909091
6685,2.24139e-7,1.10213e-7,5.00015e-8,4.23108e-7,8.63185e-6,6685,not,0,0,0,9,1,0.045454545
6686,1.92101e-6,1.65384e-6,1.29464e-6,0.0000215813,0.0000586992,6686,not,4,0.2,0,5,1,0.05
6689,7.88125e-7,6.11747e-7,6.74909e-7,0.0000114643,0.0000112792,6689,important,0,0,0,9,1,0.045454545
6693,4.95696e-9,1.03917e-8,5.01957e-9,2.75816e-7,1.06486e-6,6693,important,1,0.041666667,0,8,2,0.083333333
6695,9.97695e-7,5.77813e-7,3.16425e-7,0.0000041353,0.0000272677,6695,not,0,0,0.107142857,6,6,0.193548387
6696,8.41176e-7,8.72243e-7,5.86779e-7,6.46777e-6,0.0000346724,6696,not,10,0.476190476,0,6,8,0.380952381
6697,8.99015e-7,8.57218e-7,6.15107e-7,6.90921e-6,0.0000325729,,,,,,,,
6698,2.00807e-7,1.27915e-7,7.23786e-8,7.27488e-7,7.99461e-6,6698,not,5,0.192307692,0,6,5,0.192307692
6699,6.25521e-8,8.26999e-7,3.6591e-7,2.63152e-6,1.51202e-6,6699,not,4,0.148148148,0.473684211,8,15,0.555555556
6700,7.04989e-7,4.15422e-6,3.14873e-6,2.80822e-7,5.98039e-7,6700,not,0,0,0.12244898,7,7,0.24137931
6701,4.92302e-9,1.52593e-9,3.59031e-9,8.21094e-8,9.63685e-9,6701,not,1,0.032258065,0,5,3,0.096774194
6703,8.89889e-7,1.19186e-6,7.69679e-7,7.84813e-6,0.00004193,6703,not,11,0.5,0,6,8,0.363636364
6706,1.8411e-8,3.86932e-8,2.42629e-8,1.15138e-7,1.03513e-7,6706,not,1,0.041666667,0.1,8,8,0.333333333
6707,5.43842e-6,4.73669e-6,3.07132e-6,0.0000305471,0.000163411,6707,not,5,0.166666667,0,7,4,0.133333333
6708,0,2.27382e-7,1.02893e-7,6.74621e-7,0.0000031603,6708,not,3,0.107142857,0.432432432,13,16,0.571428571
6710,1.06815e-7,2.46683e-7,1.72321e-7,1.59294e-6,0.0000111938,,,,,,,,
6712,3.53191e-8,1.8252e-8,1.68141e-8,3.54886e-7,3.53918e-7,6712,not,1,0.037037037,0.138888889,8,9,0.333333333
6713,2.12059e-6,1.56498e-6,8.54486e-7,7.39355e-6,0.0000535595,6713,not,0,0,0.111111111,9,8,0.222222222
6714,3.07124e-7,8.48648e-7,5.80714e-7,5.93957e-6,0.0000390449,6714,not,9,0.310344828,0.121212121,7,10,0.344827586
6715,1.42505e-8,1.21994e-8,5.67748e-9,1.38616e-9,0,6715,not,10,0.454545455,0,13,8,0.363636364
6716,1.30514e-6,9.87983e-7,4.84121e-7,4.33895e-6,0.0000355071,6716,not,0,0,0.393258427,3,19,0.413043478
6718,1.21619e-6,7.24716e-7,5.33064e-7,1.77292e-7,3.8485e-7,6718,not,2,0.222222222,0.692307692,1,6,0.666666667
6719,6.78465e-7,3.24313e-7,1.93106e-7,1.11266e-6,5.38308e-7,6719,not,1,0.125,0.727272727,3,6,0.75
6720,3.07652e-7,3.8462e-7,2.81732e-7,1.19731e-6,9.58437e-7,,,,,,,,
6721,3.65489e-7,4.55643e-7,1.8619e-7,3.14009e-6,0.0000114158,6721,not,3,0.5,1,4,4.5,0.75
6722,7.11199e-7,3.57184e-6,1.81052e-7,1.72823e-6,1.22827e-6,6722,not,0,0,0.44,1,6,0.461538462
6723,7.54537e-8,2.17217e-7,8.01116e-8,1.91771e-7,1.47692e-7,6723,not,1,0.083333333,0.65,2,8,0.666666667
6726,6.06282e-7,1.38643e-7,6.81021e-8,3.37539e-7,1.75058e-6,6726,not,0,0,0,5,1,0.1
6727,4.27525e-6,0.0000049123,3.62243e-6,0.0000149307,5.69203e-6,6727,not,0,0,0.272727273,4,5,0.384615385
6728,9.01661e-8,4.91652e-7,1.98649e-7,9.65768e-8,5.00592e-8,6728,not,1,0.0625,0.482758621,1,8,0.5
6729,5.26151e-7,1.05146e-6,2.8616e-7,0.0000154965,0.0000655074,6729,not,0,0,0.157894737,5,4,0.333333333
6730,4.77091e-6,3.74116e-6,1.55055e-6,0.0000216346,0.0000722438,6730,not,4,0.333333333,0.428571429,2,6,0.5
6732,4.84872e-7,0.0000055959,4.67677e-6,0.0000015083,1.51907e-6,6732,not,0,0,0.185185185,3,4,0.266666667
6734,5.77131e-7,2.98214e-7,2.73948e-7,6.39495e-7,6.91517e-7,6734,not,2,0.166666667,0.125,4,4,0.333333333
6738,1.81186e-7,6.76098e-7,2.02281e-7,3.87662e-6,0.0000063648,6738,not,0,0,0.217391304,5,5,0.357142857
6739,3.54633e-7,3.59569e-7,2.24781e-7,0.0000040649,8.90682e-6,6739,not,2,0.153846154,0.222222222,4,5,0.384615385
6741,1.18877e-7,4.69158e-7,1.48706e-7,6.3606e-7,4.91871e-6,6741,not,0,0,0.52,5,9,0.6
6747,5.02955e-6,3.43748e-6,1.97942e-6,0.0000202478,0.000122233,6747,not,0,0,0,6,0,0
6751,5.03427e-7,5.65872e-7,9.40069e-7,1.63727e-6,1.20888e-7,6751,not,4,0.444444444,0,4,4,0.444444444
6753,3.36561e-7,1.53844e-7,8.75236e-8,1.80142e-6,1.24999e-6,6753,not,0,0,0.257142857,5,7,0.35
6754,8.47165e-7,0.0000010517,1.36716e-7,1.06562e-8,0,6754,not,0,0,0,10,5,0.384615385
6755,5.82045e-7,1.13242e-6,3.25941e-7,0.0000294702,0.0000616155,6755,not,0,0,0.285714286,8,8,0.444444444
6765,1.01228e-7,0,0,0.0000065472,5.63651e-7,6765,important,4,0.181818182,0,5,4,0.181818182
6767,9.48547e-7,1.27253e-6,7.08063e-7,0.000010148,0.0000206083,6767,not,3,0.1875,0,12,6,0.375
6769,2.75549e-8,2.28678e-8,1.71836e-8,3.1908e-8,1.65093e-6,6769,not,1,0.043478261,0,9,4,0.173913043
6771,1.20115e-6,2.13976e-6,7.8398e-7,0.0000168234,0.0000034769,6771,not,1,0.043478261,0,7,2,0.086956522
6773,3.76384e-7,1.99495e-6,1.23442e-6,0.0000105468,8.83906e-7,6773,not,1,0.038461538,0.073170732,7,6,0.230769231
6774,1.05424e-7,1.08296e-7,5.06704e-8,3.41076e-7,0.0000066708,6774,not,1,0.04,0,10,4,0.16
6775,3.33677e-8,1.72928e-8,1.30369e-8,2.59427e-8,9.77122e-7,6775,not,3,0.15,0,12,0,0
6778,0.0000012103,1.03167e-6,1.16535e-6,4.05482e-7,2.81593e-7,6778,not,2,0.071428571,0.227272727,8,10,0.357142857
6780,1.77546e-6,0.0000016216,8.2339e-7,8.46058e-6,0.0000502891,6780,not,5,0.178571429,0.125,6,8,0.285714286
6783,8.3372e-8,9.28029e-8,4.68843e-8,3.23255e-7,0.0000048415,6783,not,1,0.037037037,0,11,4,0.148148148
6784,2.90042e-8,1.2247e-8,8.61595e-9,6.32773e-8,8.20428e-7,6784,not,1,0.037037037,0,11,4,0.148148148
6793,1.76929e-8,1.45838e-7,9.45081e-8,5.41146e-7,2.72852e-7,6793,not,0,0,0.283950617,7,15,0.340909091
6796,1.13052e-9,6.94446e-9,1.30443e-6,2.44291e-8,5.31807e-6,6796,not,2,0.046511628,0.038961039,5,5,0.11627907
6797,2.27553e-7,8.64404e-7,2.50336e-8,4.96489e-8,6.7692e-8,6797,not,4,0.111111111,0.017241379,4,5,0.138888889
6799,3.18765e-9,5.18199e-7,7.65335e-8,2.3406e-8,8.81411e-6,6799,not,6,0.133333333,0.184210526,2,11,0.244444444
6800,2.86807e-7,1.08776e-8,1.10558e-9,1.51268e-6,3.3771e-7,,,,,,,,
6801,8.56016e-7,2.11509e-7,3.82403e-8,0.000020657,0.000010042,6801,not,0,0,0.139240506,7,11,0.244444444
6802,9.97243e-9,4.72502e-8,4.2928e-8,1.24089e-7,4.7533e-7,6802,not,0,0,0.184210526,12,13,0.295454545
6806,0,0,9.53988e-10,0,0,,,,,,,,
6807,6.37351e-9,6.63702e-8,1.03285e-7,4.89751e-6,8.34325e-6,,,,,,,,
6808,0,0,0,2.79542e-9,5.70621e-9,,,,,,,,
6811,7.41077e-6,0.0000104929,4.18762e-6,0.0000724959,0.0000285166,6811,not,0,0,0,4,1,0.142857143
6812,1.43671e-7,7.84019e-7,5.14988e-7,1.22826e-6,1.20376e-6,6812,not,1,0.111111111,0.461538462,3,5,0.555555556
6816,1.85638e-6,3.01428e-6,0.0000015144,0.0000139085,4.99912e-6,6816,not,2,0.2,0.5,4,6,0.6
6818,6.70234e-9,8.597e-9,3.84082e-9,5.67585e-8,7.28518e-7,6818,not,1,0.071428571,0.208333333,2,4,0.285714286
6819,2.51549e-7,3.92094e-7,1.73083e-7,4.88862e-7,3.75516e-7,6819,not,0,0,0.466666667,2,8,0.5
6820,7.74006e-7,0.0000001298,7.03693e-8,7.08573e-7,7.06522e-7,6820,not,0,0,0.4,2,7,0.4375
6821,2.89152e-7,3.49754e-7,1.66902e-7,7.39608e-7,6.36832e-7,6821,not,1,0.076923077,0.45,4,7,0.538461538
6822,4.70971e-10,0,1.24535e-10,0,0,,,,,,,,
6823,1.00685e-6,5.50427e-7,2.27985e-7,3.05486e-6,2.12921e-6,6823,not,3,0.428571429,0,7,3,0.428571429
6826,1.26325e-7,1.87357e-7,6.17753e-8,9.46992e-7,8.15755e-7,6826,not,3,0.333333333,0,2,3,0.333333333
6827,8.86799e-8,7.13754e-7,4.10802e-7,9.93616e-7,8.65292e-7,6827,not,0,0,0.166666667,4,4,0.285714286
6829,2.97847e-8,1.82191e-7,3.24493e-7,4.36659e-7,4.37963e-7,6829,not,2,0.142857143,0.428571429,3,7,0.5
6830,1.59182e-7,1.5609e-7,1.85482e-7,2.95041e-7,2.3256e-7,6830,not,0,0,0.25,2,5,0.294117647
6839,9.76283e-7,9.54465e-8,6.09563e-8,1.21789e-6,0.0000013608,6839,not,2,0.142857143,0.476190476,3,7.5,0.535714286
6841,3.45514e-6,4.89793e-6,2.80648e-6,5.74691e-6,3.03661e-6,6841,not,2,0.153846154,0,3,2,0.153846154
6842,3.2715e-7,6.3712e-8,3.49236e-8,4.37367e-7,5.88532e-7,6842,not,1,0.066666667,0.434782609,5,8,0.533333333
6846,4.41406e-8,3.18919e-7,3.25959e-8,4.7129e-7,1.56278e-6,6846,not,1,0.076923077,0,4,1,0.076923077
6852,7.72562e-7,9.5521e-7,7.8783e-7,0.0000562722,0.0000973596,6852,not,0,0,0.368421053,2,8,0.4
6853,8.93903e-8,1.24595e-7,5.00904e-8,9.39593e-7,0.0000086634,6853,not,1,0.071428571,0.15,6,5,0.357142857
6854,9.5028e-8,2.03547e-7,1.38067e-7,2.26601e-6,1.37947e-6,6854,not,0,0,0.371428571,3,8,0.421052632
6856,6.84052e-8,3.86757e-8,1.84103e-8,3.02895e-7,3.27462e-7,6856,not,5,0.357142857,0.5625,2,8,0.571428571
6862,5.26972e-7,1.77177e-6,8.5404e-7,3.93434e-7,5.08549e-7,6862,not,2,0.133333333,0.55,4,9,0.6
6867,5.73478e-7,9.12947e-7,5.86978e-7,1.87977e-6,9.67876e-7,6867,not,0,0,0.380952381,2,9,0.409090909
6873,1.69791e-7,2.25575e-7,3.56351e-7,6.74796e-7,0.000003172,6873,not,0,0,0.315789474,4,8,0.380952381
6878,3.85914e-7,4.07827e-7,1.54137e-7,4.6171e-7,5.46129e-7,6878,not,1,0.071428571,0.058823529,7,5,0.357142857
6879,1.00289e-7,2.39186e-7,5.35998e-8,6.57231e-7,6.12564e-7,6879,not,4,0.333333333,0,4,4,0.333333333
6880,1.63133e-6,3.66376e-6,1.65077e-6,6.76749e-6,3.64861e-6,6880,not,0,0,0.157894737,4,5,0.238095238
6882,2.49824e-8,7.01376e-8,4.35847e-8,1.68299e-7,1.92825e-7,6882,not,2,0.111111111,0.461538462,6,10,0.555555556
6887,4.78206e-9,2.55722e-9,3.36424e-9,1.45406e-7,7.159e-9,6887,not,2,0.105263158,0.310344828,5,8,0.421052632
6890,8.29778e-8,3.83877e-7,1.87028e-7,2.48205e-7,1.98833e-7,6890,not,7,0.5,0.444444444,5,8,0.571428571
6891,3.20162e-7,0.0000018802,2.62268e-6,0.001842135,0.0000649899,6891,not,2,0.086956522,0,1,1,0.043478261
6892,2.95045e-7,1.25257e-7,8.60233e-8,2.86395e-7,2.36451e-7,6892,not,1,0.05,0.060606061,5,4,0.2
6893,2.00371e-7,3.68835e-7,1.55881e-7,4.47961e-7,5.20641e-7,6893,not,2,0.105263158,0.5,6,11,0.578947368
6897,3.95484e-7,3.18326e-7,2.13199e-7,1.67316e-6,0.0000171307,6897,not,4,0.25,0,6,-0.5,-0.03125
6901,4.95896e-7,4.59028e-7,6.09793e-7,1.07904e-6,8.83853e-7,6901,not,6,0.6,0,9,4,0.4
6903,4.79743e-7,4.3001e-7,1.96312e-7,4.12525e-6,0.0000250278,6903,not,3,0.15,0.321428571,6,9,0.45
6906,2.23249e-7,1.09606e-7,7.39486e-8,5.83688e-7,5.31082e-7,6906,not,0,0,0.384615385,7,11,0.47826087
6910,1.81124e-7,7.7283e-8,7.39702e-8,4.05398e-7,2.38894e-7,6910,not,10,0.666666667,1.4,5,11,0.733333333
6915,1.07906e-6,2.60932e-7,1.34026e-7,1.49679e-6,7.97462e-6,6915,not,0,0,0.227272727,6,8,0.32
6916,5.93121e-7,8.367e-8,4.97021e-8,2.4871e-7,4.38672e-7,6916,not,0,0,0.227272727,6,8,0.32
6920,7.57397e-7,2.16893e-7,2.19997e-7,2.02083e-6,7.22528e-6,6920,not,2,0.095238095,0.066666667,8,6,0.285714286
6923,8.41212e-7,6.70085e-7,4.25171e-7,6.18271e-6,0.000037937,6923,not,8,0.4,0.1,4,7,0.35
6926,7.67358e-6,0.0000141035,0.0000112657,0.0000607187,6.38645e-6,6926,not,0,0,0,8,3,0.136363636
6927,5.70918e-7,1.61274e-7,5.60178e-8,8.01072e-7,1.74271e-6,6927,important,0,0,0.181818182,8,8,0.307692308
6928,1.05738e-7,1.48469e-7,6.1918e-8,7.78855e-7,4.84249e-7,6928,not,0,0,0.217391304,8,9,0.333333333
6930,1.19152e-7,6.26268e-9,4.61777e-9,5.01246e-8,8.99516e-8,6930,not,4,0.19047619,0,4,2,0.095238095
6931,2.25348e-7,1.78393e-7,2.78116e-7,3.68068e-7,1.27837e-7,6931,not,6,0.260869565,0.307692308,8,11,0.47826087
6932,3.59504e-8,0.0000183547,0.0000036663,5.16504e-7,5.5414e-7,6932,important,12,0.6,0.4,6,11,0.55
6933,2.01451e-7,1.44071e-7,1.43032e-7,3.98708e-7,3.47877e-7,6933,not,4,0.137931034,0.534883721,7,17,0.586206897
6934,1.88828e-6,1.06483e-6,6.18517e-7,0.0000075644,0.0000466836,6934,not,3,0.115384615,0,9,4,0.153846154
6935,1.04306e-6,0.0000232891,0.0000338255,1.13032e-6,1.49717e-6,6935,not,4,0.137931034,0.488372093,7,16,0.551724138
6936,2.37197e-6,1.66398e-6,8.99309e-7,0.0000096089,0.0000642037,6936,not,1,0.166666667,0,19,3,0.5
6937,6.69404e-8,3.24476e-8,2.69089e-8,1.81908e-7,2.52544e-7,6937,not,4,0.181818182,0,11,6,0.272727273
6938,2.22322e-8,1.60645e-8,2.27362e-8,1.98614e-7,1.21386e-7,6938,not,1,0.041666667,0,8,2.5,0.104166667
6939,2.27483e-6,0.0000015576,6.81165e-7,0.000009277,0.0000544249,6939,not,0,0,0.133333333,8,8,0.235294118
6940,2.58194e-7,4.27273e-7,1.89633e-7,2.35933e-6,0.0000212126,,,,,,,,
6941,1.50299e-6,1.11872e-6,5.93451e-7,5.59375e-6,0.0000381044,6941,not,5,0.147058824,0.211538462,6,11,0.323529412
6942,7.33618e-7,5.15832e-7,2.5629e-7,2.16198e-6,0.0000202891,6942,not,1,0.028571429,0,9,4,0.114285714
6943,3.05651e-6,2.93667e-6,1.86674e-6,0.0000208076,0.000105558,6943,not,5,0.178571429,0,8,0.5,0.017857143
6945,8.87482e-8,1.47494e-10,8.20129e-11,0,1.36757e-8,6945,not,1,0.025,0.028985507,9,6,0.15
6946,3.91154e-7,5.76584e-7,4.30777e-7,2.96432e-6,0.0000206258,6946,not,14,0.411764706,0.166666667,4,12,0.352941176
6947,9.65091e-8,9.94984e-9,2.18327e-8,6.35031e-7,7.24883e-7,6947,not,0,0,0.15,10,11,0.244444444
6948,7.585e-10,1.45354e-10,7.64169e-10,0,1.56654e-9,6948,not,0,0,0.3,6,16.5,0.34375
6949,7.08904e-8,1.06277e-8,1.01026e-8,0.0000127738,3.73722e-6,6949,not,1,0.022222222,0.179487179,8,12,0.266666667
6950,6.61901e-7,5.77154e-8,1.36707e-7,1.75012e-7,1.60663e-7,6950,not,0,0,0.261904762,10,16,0.340425532
6951,6.53744e-7,4.13237e-7,3.65726e-7,3.26051e-6,0.0000158058,6951,not,3,0.066666667,0.213333333,9,14,0.311111111
6952,6.35398e-9,3.0237e-9,6.54761e-9,4.60476e-8,1.1476e-7,6952,not,10,0.227272727,0.34375,4,18,0.409090909
6953,1.0763e-7,1.70005e-8,2.60831e-8,1.26152e-6,1.56923e-6,6953,not,0,0,0.166666667,10,12,0.255319149
6954,1.74609e-7,2.43952e-7,2.32861e-8,4.40866e-7,4.20647e-7,6954,important,22,0.733333333,0.333333333,7,16,0.533333333
6955,1.93209e-6,7.79911e-8,1.24008e-7,1.93142e-6,5.78084e-7,,,,,,,,
6956,1.11371e-8,1.19165e-8,1.34287e-8,2.05088e-7,1.09677e-6,,,,,,,,
6957,1.90117e-7,3.11269e-7,2.20191e-7,1.32744e-6,9.64448e-7,6957,important,1,0.125,0.181818182,3,3,0.375
6958,3.45714e-7,1.38251e-6,6.24604e-7,7.40387e-7,5.4375e-7,6958,not,0,0,0.642857143,0,9,0.642857143
6960,6.52633e-8,6.93019e-8,8.60098e-8,4.34357e-7,4.08953e-7,6960,not,1,0.1,0.4,3,5,0.5
6962,1.6928e-7,6.65335e-8,5.15661e-8,4.50674e-6,3.97126e-6,6962,not,3,0.428571429,1,5,5.5,0.785714286
6967,3.27988e-7,1.60973e-7,3.78894e-7,9.39258e-7,8.53358e-8,6967,not,4,0.571428571,0,4,5,0.714285714
6968,2.3648e-7,6.90554e-8,7.9919e-8,4.41111e-8,2.04163e-7,6968,not,2,0.2,0.4,6,6,0.6
6970,6.2018e-8,4.20881e-8,5.56961e-8,4.99395e-7,4.23015e-7,,,,,,,,
6971,5.10611e-7,7.35024e-7,5.70225e-7,1.28257e-6,1.29098e-6,6971,not,1,0.066666667,0.32,3,6,0.4
6974,7.77315e-8,2.06961e-7,1.11031e-7,1.55078e-6,4.34794e-7,,,,,,,,
6975,5.43706e-7,6.65907e-7,1.95991e-7,3.2537e-8,3.91515e-8,6975,not,4,0.4,0.714285714,5,7,0.7
6976,2.13426e-7,1.60062e-6,9.01326e-7,2.30621e-6,5.2327e-7,6976,important,1,0.111111111,0,6,1,0.111111111
6977,1.03423e-8,2.05327e-8,1.66015e-8,3.34887e-6,1.39555e-6,6977,not,0,0,0,8,2,0.25
6980,3.85298e-8,6.70757e-8,8.54566e-8,2.26659e-7,2.73017e-7,6980,not,1,0.076923077,0,5,3,0.230769231
6981,7.98583e-7,5.43578e-7,1.87681e-7,9.16904e-7,7.40021e-7,6981,not,1,0.071428571,0,4,2,0.142857143
6983,6.75225e-8,2.43493e-8,8.03165e-9,1.27799e-6,5.06945e-7,,,,,,,,
6985,3.58014e-8,4.43162e-8,1.27931e-8,7.03757e-7,4.81414e-7,6985,not,1,0.090909091,0,5,3,0.272727273
6986,4.9207e-8,4.49739e-7,2.19979e-7,4.45481e-8,6.97129e-9,,,,,,,,
6987,2.15135e-7,1.84083e-7,2.6892e-7,2.85997e-6,1.56153e-7,6987,not,3,0.25,0.615384615,5,8,0.666666667
6988,6.08117e-7,5.67938e-7,3.79997e-7,1.86914e-6,1.88377e-6,6988,not,0,0,0.333333333,3,7,0.388888889
6990,1.60325e-8,4.87534e-8,3.73029e-8,6.05648e-6,1.71906e-6,,,,,,,,
6991,8.44001e-8,1.18909e-7,6.34324e-8,8.02409e-8,1.3403e-7,6991,not,0,0,0.368421053,2,8,0.4
6992,1.36578e-6,1.3819e-7,1.06665e-7,1.29097e-7,2.23862e-7,6992,not,0,0,0.368421053,2,8,0.4
6993,4.25211e-7,1.6386e-7,1.74328e-7,2.78524e-7,2.98666e-7,6993,not,0,0,0.368421053,2,8,0.4
6994,4.49145e-7,1.26167e-7,2.06717e-7,7.36504e-7,2.62197e-7,6994,not,2,0.133333333,0,4,2.5,0.166666667
6996,2.78883e-7,4.46187e-7,4.84254e-7,1.59726e-6,0.0000010956,6996,not,0,0,0.2,3,5,0.263157895
6999,1.1981e-7,1.26644e-7,5.45878e-8,8.38547e-7,5.54236e-7,6999,important,0,0,0.103448276,5,4,0.235294118
7000,1.17992e-6,4.75672e-8,3.89341e-8,5.41502e-8,5.19561e-8,7000,not,0,0,0.35,2,8,0.380952381
7001,5.77344e-7,1.74134e-6,9.4049e-7,5.53663e-7,0.0000010522,,,,,,,,
7002,1.6609e-7,4.12838e-7,1.58357e-7,2.98973e-6,3.12374e-7,7002,not,5,0.384615385,0.083333333,4,5,0.384615385
7003,2.69805e-8,7.174e-8,9.03426e-8,2.42624e-7,5.17898e-8,7003,not,0,0,0.25,2,6,0.285714286
7004,4.01127e-8,1.43186e-7,6.75653e-8,2.03288e-7,2.61588e-7,,,,,,,,
7005,2.08253e-7,3.84199e-7,2.8612e-7,5.61489e-7,4.59568e-7,,,,,,,,
7006,1.05975e-7,3.40301e-7,1.06995e-7,1.11904e-6,7.24197e-7,,,,,,,,
7007,4.15303e-7,4.90306e-7,4.15817e-7,6.80546e-8,0,,,,,,,,
7008,1.65512e-6,1.6702e-7,8.51391e-8,5.68614e-7,1.03859e-6,7008,not,0,0,0.222222222,4,6,0.3
7009,1.46372e-7,1.07656e-7,2.73063e-7,4.61858e-7,9.58237e-8,7009,not,1,0.111111111,0,10,0,0
7010,2.48022e-7,3.24156e-7,2.40501e-7,1.25594e-6,0.0000013951,7010,not,4,0.4,0,9,5,0.5
7012,2.43929e-7,2.51994e-7,1.10302e-7,1.75396e-6,0.0000174167,7012,not,0,0,0,7,1,0.0625
7013,0,0,1.05153e-9,0,0,,,,,,,,
7014,6.2101e-7,2.14622e-6,2.49048e-6,6.6718e-7,1.71989e-6,7014,not,1,0.05,0.205882353,4,6,0.3
